,date,rain,price
181,2015-09-22,0.0,4933.0
182,2015-09-23,0.0,4893.0
183,2015-09-24,0.0,4771.0
184,2015-09-25,0.0,4585.0
185,2015-09-30,0.0,4053.0
186,2015-10-01,33.0,3940.0
187,2015-10-02,0.0,3818.0
188,2015-10-05,0.0,3736.0
189,2015-10-06,0.0,3645.0
190,2015-10-07,0.0,3736.0
191,2015-10-08,0.0,3650.0
192,2015-10-12,0.1,3722.0
193,2015-10-13,0.0,3820.0
194,2015-10-14,0.0,3809.0
195,2015-10-15,0.0,3884.0
196,2015-10-16,0.0,4058.0
197,2015-10-19,0.0,4240.0
198,2015-10-20,0.0,4233.0
199,2015-10-21,0.0,4205.0
200,2015-10-22,0.0,4197.0
201,2015-10-23,0.0,4169.0
202,2015-10-26,0.0,4159.0
203,2015-10-27,21.5,4166.0
204,2015-10-28,0.0,4231.0
205,2015-10-29,2.0,4313.0
206,2015-10-30,0.0,4413.0
207,2015-11-02,0.0,4661.0
208,2015-11-03,0.0,4765.0
209,2015-11-04,0.0,4917.0
210,2015-11-05,0.0,5031.0
211,2015-11-06,2.5,5071.0
212,2015-11-09,4.5,5008.0
213,2015-11-10,0.0,5011.0
214,2015-11-11,0.0,4950.0
215,2015-11-12,0.0,4890.0
216,2015-11-13,21.0,4884.0
217,2015-11-16,14.4,4825.0
218,2015-11-17,2.5,4828.0
219,2015-11-18,2.0,4877.0
220,2015-11-19,0.5,4915.0
221,2015-11-20,0.5,4932.0
222,2015-11-23,8.5,5072.0
223,2015-11-24,0.0,5083.0
224,2015-11-25,8.0,5037.0
225,2015-11-26,0.1,4973.0
226,2015-11-27,0.0,4972.0
227,2015-11-30,1.0,5196.0
228,2015-12-01,0.0,5185.0
229,2015-12-02,9.0,5175.0
230,2015-12-03,2.0,5178.0
231,2015-12-07,0.0,5234.0
232,2015-12-08,0.0,5160.0
233,2015-12-09,0.0,5091.0
234,2015-12-10,4.5,4969.0
235,2015-12-11,0.1,4863.0
236,2015-12-14,5.5,4779.0
237,2015-12-15,1.0,4728.0
238,2015-12-16,0.0,4664.0
239,2015-12-17,0.0,4627.0
240,2015-12-18,0.0,4636.0
241,2015-12-21,2.3,4532.0
242,2015-12-22,0.0,4544.0
243,2015-12-23,1.0,4563.0
244,2015-12-24,0.0,4647.0
245,2015-12-28,0.0,4822.0
246,2015-12-29,0.0,4860.0
247,2015-12-30,1.5,5005.0
248,2015-12-31,0.5,5105.0
249,2016-01-04,0.0,5766.0
250,2016-01-05,0.0,5873.0
251,2016-01-06,0.0,6000.0
252,2016-01-07,0.0,6050.0
253,2016-01-08,0.0,5993.0
254,2016-01-11,0.0,6050.0
255,2016-01-12,0.0,6029.0
256,2016-01-13,0.5,6032.0
257,2016-01-14,1.0,5991.0
258,2016-01-15,1.5,5975.0
259,2016-01-18,0.5,5840.0
260,2016-01-19,0.0,5775.0
261,2016-01-20,0.0,5685.0
262,2016-01-21,0.0,5688.0
263,2016-01-22,0.0,5764.0
264,2016-01-25,0.0,6339.0
265,2016-01-26,0.0,6547.0
266,2016-01-27,0.0,6701.0
267,2016-01-28,0.0,7051.0
268,2016-01-29,0.5,7537.0
269,2016-02-01,0.0,7996.0
270,2016-02-02,0.0,8031.0
271,2016-02-03,0.0,8113.0
272,2016-02-04,0.0,7986.0
273,2016-02-05,0.0,7745.0
274,2016-02-11,0.0,7714.0
275,2016-02-12,26.0,7925.0
276,2016-02-15,0.0,8584.0
277,2016-02-16,1.0,8961.0
278,2016-02-17,0.0,9216.0
279,2016-02-18,0.0,9339.0
280,2016-02-19,0.0,9321.0
281,2016-02-22,0.0,9599.0
282,2016-02-23,0.0,9594.0
283,2016-02-24,0.0,9537.0
284,2016-02-25,0.0,9508.0
285,2016-02-26,0.2,9567.0
286,2016-02-29,0.0,10452.0
287,2016-03-02,0.0,9483.0
288,2016-03-03,0.0,9485.0
289,2016-03-04,0.5,9587.0
290,2016-03-07,0.0,9499.0
291,2016-03-08,0.0,9365.0
292,2016-03-09,0.0,9249.0
293,2016-03-10,0.0,9034.0
294,2016-03-11,0.0,8741.0
295,2016-03-14,0.0,7887.0
296,2016-03-15,0.0,7764.0
297,2016-03-16,0.0,7660.0
298,2016-03-17,0.0,7380.0
299,2016-03-18,1.0,7121.0
300,2016-03-21,0.0,6524.0
301,2016-03-22,0.0,6223.0
302,2016-03-23,0.0,6175.0
303,2016-03-24,0.0,5976.0
304,2016-03-25,0.0,5747.0
305,2016-03-28,0.0,5158.0
306,2016-03-29,0.0,5078.0
307,2016-03-30,0.0,4971.0
308,2016-03-31,0.0,4852.0
309,2016-04-01,0.0,4783.0
310,2016-04-04,0.0,4764.0
311,2016-04-05,0.0,4670.0
312,2016-04-06,6.0,4455.0
313,2016-04-07,20.5,4315.0
314,2016-04-08,0.0,4283.0
315,2016-04-11,0.0,4246.0
316,2016-04-12,0.0,4225.0
317,2016-04-14,0.0,4324.0
318,2016-04-15,0.0,4407.0
319,2016-04-18,4.0,4557.0
320,2016-04-19,0.0,4573.0
321,2016-04-20,1.5,4599.0
322,2016-04-21,22.5,4625.0
323,2016-04-22,0.0,4650.0
324,2016-04-25,0.0,4685.0
325,2016-04-26,0.0,4707.0
326,2016-04-27,6.0,4753.0
327,2016-04-28,0.1,4774.0
328,2016-04-29,0.0,4814.0
329,2016-05-02,5.0,4879.0
330,2016-05-03,26.5,4930.0
331,2016-05-04,0.1,4990.0
332,2016-05-09,0.0,4849.0
333,2016-05-10,21.5,4885.0
334,2016-05-11,0.5,4883.0
335,2016-05-12,0.0,4826.0
336,2016-05-13,0.1,4721.0
337,2016-05-16,4.5,4433.0
338,2016-05-17,0.0,4357.0
339,2016-05-18,0.0,4327.0
340,2016-05-19,0.0,4260.0
341,2016-05-20,0.0,4179.0
342,2016-05-23,0.0,4288.0
343,2016-05-24,15.5,4289.0
344,2016-05-25,0.0,4269.0
345,2016-05-26,0.0,4229.0
346,2016-05-27,0.0,4190.0
347,2016-05-30,0.0,3995.0
348,2016-05-31,0.0,4013.0
349,2016-06-01,0.0,4051.0
350,2016-06-02,0.0,4012.0
351,2016-06-03,0.0,3990.0
352,2016-06-07,0.0,4004.0
353,2016-06-08,0.0,3972.0
354,2016-06-09,0.0,3926.0
355,2016-06-10,0.0,3885.0
356,2016-06-13,0.0,3652.0
357,2016-06-14,3.0,3569.0
358,2016-06-15,8.5,3506.0
359,2016-06-16,0.5,3482.0
360,2016-06-17,0.0,3530.0
361,2016-06-20,0.0,3532.0
362,2016-06-21,0.0,3533.0
363,2016-06-22,0.5,3519.0
364,2016-06-23,0.0,3489.0
365,2016-06-24,19.0,3440.0
366,2016-06-27,0.0,3296.0
367,2016-06-28,0.0,3321.0
368,2016-06-29,0.0,3376.0
369,2016-06-30,0.0,3432.0
370,2016-07-01,74.0,3450.0
371,2016-07-04,176.0,3453.0
372,2016-07-05,39.5,3475.0
373,2016-07-06,7.5,3483.0
374,2016-07-07,0.1,3462.0
375,2016-07-08,0.0,3473.0
376,2016-07-11,0.1,3619.0
377,2016-07-12,8.0,3672.0
378,2016-07-13,0.0,3745.0
379,2016-07-14,6.5,3804.0
380,2016-07-15,0.0,3886.0
381,2016-07-18,0.5,3924.0
382,2016-07-19,0.0,3982.0
383,2016-07-20,0.0,3945.0
384,2016-07-21,0.0,3850.0
385,2016-07-22,0.0,3756.0
386,2016-07-25,3.5,3678.0
387,2016-07-26,0.0,3730.0
388,2016-07-27,0.5,3768.0
389,2016-07-28,1.0,3757.0
390,2016-07-29,7.5,3823.0
391,2016-08-01,0.0,3768.0
392,2016-08-02,0.5,3768.0
393,2016-08-03,24.5,3891.0
394,2016-08-04,0.0,3968.0
395,2016-08-05,0.0,3947.0
396,2016-08-08,0.0,3724.0
397,2016-08-09,0.0,3683.0
398,2016-08-10,0.0,3706.0
399,2016-08-11,0.0,3689.0
400,2016-08-12,0.0,3607.0
401,2016-08-16,0.0,3577.0
402,2016-08-17,19.0,3524.0
403,2016-08-18,0.0,3518.0
404,2016-08-19,0.0,3608.0
405,2016-08-22,0.0,3591.0
406,2016-08-23,0.0,3611.0
407,2016-08-24,0.0,3645.0
408,2016-08-25,0.3,3726.0
409,2016-08-26,26.0,3837.0
410,2016-08-29,2.5,4400.0
411,2016-08-30,0.5,4564.0
412,2016-08-31,33.0,4635.0
413,2016-09-01,0.0,4603.0
414,2016-09-02,1.5,4673.0
415,2016-09-05,0.0,4773.0
416,2016-09-06,0.0,4829.0
417,2016-09-07,0.0,4943.0
418,2016-09-08,0.1,4988.0
419,2016-09-09,0.0,4871.0
420,2016-09-12,0.0,5165.0
421,2016-09-13,0.0,5224.0
422,2016-09-19,0.0,4106.0
423,2016-09-20,0.0,3939.0
424,2016-09-21,0.0,3806.0
425,2016-09-22,0.0,3760.0
426,2016-09-23,0.0,3699.0
427,2016-09-26,0.2,3286.0
428,2016-09-27,4.0,3197.0
429,2016-09-28,2.5,3162.0
430,2016-09-29,0.0,3133.0
431,2016-09-30,0.0,3081.0
432,2016-10-04,0.0,2883.0
433,2016-10-05,16.0,2905.0
434,2016-10-06,0.0,2967.0
435,2016-10-07,10.5,3047.0
436,2016-10-10,0.0,2955.0
437,2016-10-11,0.0,2926.0
438,2016-10-12,0.0,2992.0
439,2016-10-13,0.0,3062.0
440,2016-10-14,0.0,3103.0
441,2016-10-17,0.5,3579.0
442,2016-10-18,0.0,3638.0
443,2016-10-19,0.0,3635.0
444,2016-10-20,0.0,3634.0
445,2016-10-21,0.0,3624.0
446,2016-10-24,0.0,3576.0
447,2016-10-25,42.5,3571.0
448,2016-10-26,0.0,3565.0
449,2016-10-27,0.0,3590.0
450,2016-10-28,3.5,3662.0
451,2016-10-31,0.0,3964.0
452,2016-11-01,0.0,4077.0
453,2016-11-02,0.0,4145.0
454,2016-11-03,0.1,4185.0
455,2016-11-04,0.0,4233.0
456,2016-11-07,3.5,4258.0
457,2016-11-08,2.0,4193.0
458,2016-11-09,0.0,4148.0
459,2016-11-10,2.0,4112.0
460,2016-11-11,2.0,4087.0
461,2016-11-14,0.0,4154.0
462,2016-11-15,0.0,4151.0
463,2016-11-16,0.0,4148.0
464,2016-11-17,0.0,4206.0
465,2016-11-18,9.0,4292.0
466,2016-11-21,0.0,4360.0
467,2016-11-22,1.0,4392.0
468,2016-11-23,0.0,4409.0
469,2016-11-24,0.0,4404.0
470,2016-11-25,0.0,4372.0
471,2016-11-28,0.0,4361.0
472,2016-11-29,0.0,4474.0
473,2016-11-30,1.5,4648.0
474,2016-12-01,0.5,4717.0
475,2016-12-05,0.5,4906.0
476,2016-12-06,0.0,5005.0
477,2016-12-07,0.0,5037.0
478,2016-12-08,0.0,5000.0
479,2016-12-09,2.0,4979.0
480,2016-12-12,0.1,4817.0
481,2016-12-13,0.0,4789.0
482,2016-12-14,1.5,4781.0
483,2016-12-15,0.0,4763.0
484,2016-12-16,0.0,4771.0
485,2016-12-19,0.5,5103.0
486,2016-12-20,0.0,5049.0
487,2016-12-21,24.0,5053.0
488,2016-12-22,21.0,5165.0
489,2016-12-23,2.0,5224.0
490,2016-12-26,5.5,5359.0
491,2016-12-27,1.5,5413.0
492,2016-12-28,0.0,5327.0
493,2016-12-29,0.0,5256.0
494,2016-12-30,0.0,5265.0
495,2017-01-02,0.0,5351.0
496,2017-01-03,0.0,5606.0
497,2017-01-04,0.0,5766.0
498,2017-01-05,0.0,5873.0
499,2017-01-06,0.0,6000.0
500,2017-01-09,0.0,5967.0
501,2017-01-10,0.0,5996.0
502,2017-01-11,0.0,6050.0
503,2017-01-12,0.5,6029.0
504,2017-01-13,0.0,6032.0
505,2017-01-16,0.0,5941.0
506,2017-01-17,0.0,5931.0
507,2017-01-18,0.0,5936.0
508,2017-01-19,0.0,5982.0
509,2017-01-20,1.0,6018.0
510,2017-01-23,0.0,6215.0
511,2017-01-24,0.0,6374.0
512,2017-01-25,0.0,6647.0
513,2017-01-26,0.0,6810.0
514,2017-01-31,0.0,8288.0
515,2017-02-01,0.0,8348.0
516,2017-02-02,0.0,8547.0
517,2017-02-03,0.0,8759.0
518,2017-02-06,0.0,8472.0
519,2017-02-07,0.0,8277.0
520,2017-02-08,0.0,8093.0
521,2017-02-09,0.0,8115.0
522,2017-02-10,0.0,8238.0
523,2017-02-13,0.0,8601.0
524,2017-02-14,0.0,8732.0
525,2017-02-15,0.0,8831.0
526,2017-02-16,0.0,9098.0
527,2017-02-17,3.5,9249.0
528,2017-02-20,10.5,9277.0
529,2017-02-21,0.0,9454.0
530,2017-02-22,12.0,9608.0
531,2017-02-23,0.0,9594.0
532,2017-02-24,0.0,9537.0
533,2017-02-27,0.0,9600.0
534,2017-02-28,0.0,9526.0
535,2017-03-02,1.0,9483.0
536,2017-03-03,0.0,9485.0
537,2017-03-06,1.5,9641.0
538,2017-03-07,0.0,9499.0
539,2017-03-08,0.0,9345.0
540,2017-03-09,0.0,9199.0
541,2017-03-10,0.0,9008.0
542,2017-03-13,0.0,7759.0
543,2017-03-14,0.5,7410.0
544,2017-03-15,0.0,7206.0
545,2017-03-16,0.0,7069.0
546,2017-03-17,0.0,6947.0
547,2017-03-20,0.0,6476.0
548,2017-03-21,1.0,6277.0
549,2017-03-22,0.0,6172.0
550,2017-03-23,0.0,6175.0
551,2017-03-24,0.0,5976.0
552,2017-03-27,3.5,5386.0
553,2017-03-28,0.1,5235.0
554,2017-03-29,0.0,5149.0
555,2017-03-30,0.0,5053.0
556,2017-03-31,4.5,4946.0
557,2017-04-03,0.0,4958.0
558,2017-04-04,0.0,5020.0
559,2017-04-05,12.0,4980.0
560,2017-04-06,21.0,4830.0
561,2017-04-07,0.0,4675.0
562,2017-04-10,0.0,4512.0
563,2017-04-11,10.0,4462.0
564,2017-04-12,0.0,4405.0
565,2017-04-13,0.0,4406.0
566,2017-04-14,0.3,4469.0
567,2017-04-17,14.5,4570.0
568,2017-04-18,10.0,4624.0
569,2017-04-19,0.0,4641.0
570,2017-04-20,0.0,4636.0
571,2017-04-21,0.0,4649.0
572,2017-04-24,0.0,4739.0
573,2017-04-25,0.0,4751.0
574,2017-04-26,0.0,4780.0
575,2017-04-27,0.0,4865.0
576,2017-04-28,0.0,4948.0
577,2017-05-02,0.0,5188.0
578,2017-05-04,0.0,5468.0
579,2017-05-08,0.0,5360.0
580,2017-05-10,2.0,5277.0
581,2017-05-11,0.0,5209.0
582,2017-05-12,2.0,5081.0
583,2017-05-15,0.0,4647.0
584,2017-05-16,0.0,4546.0
585,2017-05-17,0.5,4437.0
586,2017-05-18,0.0,4383.0
587,2017-05-19,0.0,4302.0
588,2017-05-22,0.0,4255.0
589,2017-05-23,0.0,4228.0
590,2017-05-24,5.0,4183.0
591,2017-05-25,0.0,4145.0
592,2017-05-26,0.0,4108.0
593,2017-05-29,0.0,3958.0
594,2017-05-30,0.0,3876.0
595,2017-05-31,0.0,3876.0
596,2017-06-01,20.0,3878.0
597,2017-06-02,0.0,3824.0
598,2017-06-05,0.0,3758.0
599,2017-06-07,8.5,3784.0
600,2017-06-08,0.0,3796.0
601,2017-06-09,0.0,3788.0
602,2017-06-12,0.0,3661.0
603,2017-06-13,7.0,3559.0
604,2017-06-14,0.0,3506.0
605,2017-06-15,0.0,3462.0
606,2017-06-16,0.0,3485.0
607,2017-06-19,0.0,3608.0
608,2017-06-20,0.0,3633.0
609,2017-06-21,0.0,3674.0
610,2017-06-22,0.0,3666.0
611,2017-06-23,0.0,3632.0
612,2017-06-26,0.0,3471.0
613,2017-06-27,0.0,3432.0
614,2017-06-28,0.1,3439.0
615,2017-06-29,6.5,3475.0
616,2017-06-30,0.0,3492.0
617,2017-07-03,56.5,3455.0
618,2017-07-04,33.0,3473.0
619,2017-07-05,0.0,3495.0
620,2017-07-06,0.0,3489.0
621,2017-07-07,1.5,3467.0
622,2017-07-10,64.5,3595.0
623,2017-07-11,23.5,3658.0
624,2017-07-12,0.0,3697.0
625,2017-07-13,0.1,3745.0
626,2017-07-14,7.5,3804.0
627,2017-07-17,0.5,3923.0
628,2017-07-18,0.0,3924.0
629,2017-07-19,0.0,3982.0
630,2017-07-20,0.0,3913.0
631,2017-07-21,0.0,3801.0
632,2017-07-24,36.0,3619.0
633,2017-07-25,0.2,3672.0
634,2017-07-26,0.0,3730.0
635,2017-07-27,0.0,3762.0
636,2017-07-28,33.0,3757.0
637,2017-07-31,24.0,3774.0
638,2017-08-01,4.0,3688.0
639,2017-08-02,0.0,3623.0
640,2017-08-03,0.0,3590.0
641,2017-08-04,0.0,3523.0
642,2017-08-07,0.1,3688.0
643,2017-08-08,0.0,3601.0
644,2017-08-09,7.0,3464.0
645,2017-08-10,42.5,3362.0
646,2017-08-11,1.5,3486.0
647,2017-08-14,1.0,3644.0
648,2017-08-16,1.5,3706.0
649,2017-08-17,14.0,3626.0
650,2017-08-18,0.0,3574.0
651,2017-08-21,27.5,3644.0
652,2017-08-22,1.0,3677.0
653,2017-08-23,83.5,3673.0
654,2017-08-24,30.5,3692.0
655,2017-08-25,0.0,3777.0
656,2017-08-28,10.5,4389.0
657,2017-08-29,0.0,4612.0
658,2017-08-30,0.0,4812.0
659,2017-08-31,0.0,4872.0
660,2017-09-01,0.0,4851.0
661,2017-09-04,0.0,5083.0
662,2017-09-05,0.0,5092.0
663,2017-09-06,1.5,5160.0
664,2017-09-07,0.1,5252.0
665,2017-09-08,0.0,5282.0
666,2017-09-11,11.0,5376.0
667,2017-09-12,0.0,5423.0
668,2017-09-13,0.0,5547.0
669,2017-09-14,0.0,5731.0
670,2017-09-15,0.0,5740.0
671,2017-09-18,0.0,5428.0
672,2017-09-19,21.5,5343.0
673,2017-09-20,0.2,5242.0
674,2017-09-21,0.0,5063.0
675,2017-09-22,0.0,4880.0
676,2017-09-25,0.0,4367.0
677,2017-09-26,0.0,4217.0
678,2017-09-27,9.0,4050.0
679,2017-09-28,0.0,3995.0
680,2017-09-29,0.0,3913.0
681,2017-10-10,0.0,2955.0
682,2017-10-11,4.0,2926.0
683,2017-10-12,1.5,2992.0
684,2017-10-13,0.0,3062.0
685,2017-10-16,0.0,3413.0
686,2017-10-17,0.0,3579.0
687,2017-10-18,0.5,3638.0
688,2017-10-19,0.0,3624.0
689,2017-10-20,0.0,3609.0
690,2017-10-23,0.0,3547.0
691,2017-10-24,0.0,3544.0
692,2017-10-25,0.0,3567.0
693,2017-10-26,0.0,3573.0
694,2017-10-27,0.0,3633.0
695,2017-10-30,0.0,3937.0
696,2017-10-31,0.0,4077.0
697,2017-11-01,0.0,4209.0
698,2017-11-02,0.0,4305.0
699,2017-11-03,0.2,4440.0
700,2017-11-06,0.0,4652.0
701,2017-11-07,0.0,4670.0
702,2017-11-08,0.0,4724.0
703,2017-11-09,0.0,4735.0
704,2017-11-10,5.5,4775.0
705,2017-11-13,0.0,5012.0
706,2017-11-14,0.3,5083.0
707,2017-11-15,0.0,5117.0
708,2017-11-16,0.0,5110.0
709,2017-11-17,0.5,5126.0
710,2017-11-20,0.0,5128.0
711,2017-11-21,0.0,5103.0
712,2017-11-22,1.5,5083.0
713,2017-11-23,0.1,5066.0
714,2017-11-24,3.5,5054.0
715,2017-11-27,0.0,5004.0
716,2017-11-28,0.0,4991.0
717,2017-11-29,0.0,4974.0
718,2017-11-30,0.0,5006.0
719,2017-12-04,0.5,4976.0
720,2017-12-05,0.0,4981.0
721,2017-12-06,0.0,4953.0
722,2017-12-07,3.0,4935.0
723,2017-12-08,0.0,4837.0
724,2017-12-11,0.0,4558.0
725,2017-12-12,0.0,4509.0
726,2017-12-13,0.0,4481.0
727,2017-12-14,0.0,4499.0
728,2017-12-15,0.0,4569.0
729,2017-12-18,2.5,5041.0
730,2017-12-19,0.2,5149.0
731,2017-12-20,0.5,5181.0
732,2017-12-21,0.0,5257.0
733,2017-12-22,0.0,5435.0
734,2017-12-26,0.0,5820.0
735,2017-12-27,0.0,5964.0
736,2017-12-28,0.0,5951.0
737,2017-12-29,0.0,5929.0
738,2018-01-02,0.0,5875.0
739,2018-01-03,0.0,6022.0
740,2018-01-04,0.0,6048.0
741,2018-01-05,0.0,5965.0
742,2018-01-08,1.0,5881.0
743,2018-01-09,0.0,5791.0
744,2018-01-10,0.4,5727.0
745,2018-01-11,0.0,5706.0
746,2018-01-12,0.0,5727.0
747,2018-01-15,0.0,5787.0
748,2018-01-16,0.5,5829.0
749,2018-01-17,3.0,5971.0
750,2018-01-18,0.0,6157.0
751,2018-01-19,0.0,6346.0
752,2018-01-22,2.0,6843.0
753,2018-01-23,0.0,6851.0
754,2018-01-24,0.0,6962.0
755,2018-01-25,0.0,7052.0
756,2018-01-26,0.0,7129.0
757,2018-01-29,0.0,7893.0
758,2018-01-30,0.0,8337.0
759,2018-01-31,0.0,8465.0
760,2018-02-01,0.0,8442.0
761,2018-02-02,0.0,8581.0
762,2018-02-05,0.0,8656.0
763,2018-02-06,0.0,8472.0
764,2018-02-07,0.0,8277.0
765,2018-02-08,0.0,8083.0
766,2018-02-09,0.0,8033.0
767,2018-02-12,0.2,8431.0
768,2018-02-13,0.0,8600.0
769,2018-02-14,0.0,8625.0
770,2018-02-19,0.0,8117.0
771,2018-02-20,0.0,8071.0
772,2018-02-21,0.0,8216.0
773,2018-02-22,0.0,8416.0
774,2018-02-23,2.0,8491.0
775,2018-02-26,0.0,8497.0
