,date,sun,price,date
1207,2019-11-29,11.6,4063,2019-11-29
1208,2019-12-02,10.17,3901,2019-12-02
1209,2019-12-03,5.26,3895,2019-12-03
1210,2019-12-04,10.72,3888,2019-12-04
1211,2019-12-05,10.68,3889,2019-12-05
1212,2019-12-09,7.55,3792,2019-12-09
1213,2019-12-10,5.98,3778,2019-12-10
1214,2019-12-11,3.1,3790,2019-12-11
1215,2019-12-12,10.8,3798,2019-12-12
1216,2019-12-13,8.6,3778,2019-12-13
1217,2019-12-16,9.09,3990,2019-12-16
1218,2019-12-17,0.89,4142,2019-12-17
1219,2019-12-18,5.01,4302,2019-12-18
1220,2019-12-19,10.25,4370,2019-12-19
1221,2019-12-20,8.88,4388,2019-12-20
1222,2019-12-23,5.67,4709,2019-12-23
1223,2019-12-24,6.53,4760,2019-12-24
1224,2019-12-26,1.19,4788,2019-12-26
1225,2019-12-27,10.06,4934,2019-12-27
1226,2019-12-30,2.09,4906,2019-12-30
1227,2019-12-31,11.09,4803,2019-12-31
1228,2020-01-02,2.16,4732,2020-01-02
1229,2020-01-03,7.86,4760,2020-01-03
1230,2020-01-06,1.65,4489,2020-01-06
1231,2020-01-07,0.62,4442,2020-01-07
1232,2020-01-08,1.48,4370,2020-01-08
1233,2020-01-09,8.35,4293,2020-01-09
1234,2020-01-10,10.52,4238,2020-01-10
1235,2020-01-13,9.35,4273,2020-01-13
1236,2020-01-14,9.51,4297,2020-01-14
1237,2020-01-15,11.22,4467,2020-01-15
1238,2020-01-16,10.38,4595,2020-01-16
1239,2020-01-17,9.77,4707,2020-01-17
1240,2020-01-20,9.68,5320,2020-01-20
1241,2020-01-21,12.34,5366,2020-01-21
1242,2020-01-22,1.99,5507,2020-01-22
1243,2020-01-23,11.27,5722,2020-01-23
1244,2020-01-28,7.19,6709,2020-01-28
1245,2020-01-29,7.98,7179,2020-01-29
1246,2020-01-30,10.18,7410,2020-01-30
1247,2020-01-31,6.59,7527,2020-01-31
1248,2020-02-03,13.64,8136,2020-02-03
1249,2020-02-04,13.85,8226,2020-02-04
1250,2020-02-05,14.93,8425,2020-02-05
1251,2020-02-06,11.85,8552,2020-02-06
1252,2020-02-07,10.56,8496,2020-02-07
1253,2020-02-10,13.68,8373,2020-02-10
1254,2020-02-11,14.02,8337,2020-02-11
1255,2020-02-12,1.58,8313,2020-02-12
1256,2020-02-13,7.17,8272,2020-02-13
1257,2020-02-14,8.89,8180,2020-02-14
1258,2020-02-17,9.92,7749,2020-02-17
1259,2020-02-18,16.96,7731,2020-02-18
1260,2020-02-19,13.89,7716,2020-02-19
1261,2020-02-20,14.57,7660,2020-02-20
1262,2020-02-21,11.27,7427,2020-02-21
1263,2020-02-24,16.07,6955,2020-02-24
1264,2020-02-25,0.81,6932,2020-02-25
1265,2020-02-26,14.44,6815,2020-02-26
1266,2020-02-27,13.77,6888,2020-02-27
1267,2020-02-28,2.92,7143,2020-02-28
1268,2020-03-02,18.44,7093,2020-03-02
1269,2020-03-03,14.98,7008,2020-03-03
1270,2020-03-04,16.59,6980,2020-03-04
1271,2020-03-05,19.62,7004,2020-03-05
1272,2020-03-06,19.12,6935,2020-03-06
1273,2020-03-09,12.94,6290,2020-03-09
1274,2020-03-10,2.02,6153,2020-03-10
1275,2020-03-11,21.1,6039,2020-03-11
1276,2020-03-12,20.04,5962,2020-03-12
1277,2020-03-13,14.19,5876,2020-03-13
1278,2020-03-16,21.54,5908,2020-03-16
1279,2020-03-17,4.65,5876,2020-03-17
1280,2020-03-18,20.48,5875,2020-03-18
1281,2020-03-19,13.89,5943,2020-03-19
1282,2020-03-20,21.36,5951,2020-03-20
1283,2020-03-23,21.87,5745,2020-03-23
1284,2020-03-24,21.62,5755,2020-03-24
1285,2020-03-25,21.84,5688,2020-03-25
1286,2020-03-26,10.26,5561,2020-03-26
1287,2020-03-27,7.29,5340,2020-03-27
1288,2020-03-30,23.71,4963,2020-03-30
1289,2020-03-31,22.18,4879,2020-03-31
1290,2020-04-01,17.95,4799,2020-04-01
1291,2020-04-02,20.25,4708,2020-04-02
1292,2020-04-03,24.03,4624,2020-04-03
1293,2020-04-06,24.34,4483,2020-04-06
1294,2020-04-07,20.52,4404,2020-04-07
1295,2020-04-08,25.92,4375,2020-04-08
1296,2020-04-09,23.38,4359,2020-04-09
1297,2020-04-10,20.73,4451,2020-04-10
1298,2020-04-13,25.9,4533,2020-04-13
1299,2020-04-14,26.28,4600,2020-04-14
1300,2020-04-16,24.2,4581,2020-04-16
1301,2020-04-17,12.96,4551,2020-04-17
1302,2020-04-20,10.03,4451,2020-04-20
1303,2020-04-21,25.3,4436,2020-04-21
1304,2020-04-22,18.04,4410,2020-04-22
1305,2020-04-23,23.47,4386,2020-04-23
1306,2020-04-24,27.09,4362,2020-04-24
1307,2020-04-27,23.19,4416,2020-04-27
1308,2020-04-28,27.18,4440,2020-04-28
1309,2020-04-29,26.82,4533,2020-04-29
1310,2020-05-04,20.54,5162,2020-05-04
1311,2020-05-06,25.9,5205,2020-05-06
1312,2020-05-07,28.01,5197,2020-05-07
1313,2020-05-08,24.07,5226,2020-05-08
1314,2020-05-11,24.97,5130,2020-05-11
1315,2020-05-12,22.38,4959,2020-05-12
1316,2020-05-13,29.12,4781,2020-05-13
1317,2020-05-14,23.55,4626,2020-05-14
1318,2020-05-15,3.62,4475,2020-05-15
1319,2020-05-18,19.11,4186,2020-05-18
1320,2020-05-19,12.09,4143,2020-05-19
1321,2020-05-20,28.14,4093,2020-05-20
1322,2020-05-21,25.7,4120,2020-05-21
1323,2020-05-22,22.64,4192,2020-05-22
1324,2020-05-25,11.8,4327,2020-05-25
1325,2020-05-26,23.35,4362,2020-05-26
1326,2020-05-27,28.48,4370,2020-05-27
1327,2020-05-28,25.04,4351,2020-05-28
1328,2020-05-29,28.11,4313,2020-05-29
1329,2020-06-01,29.24,4133,2020-06-01
1330,2020-06-01,29.24,4133,2020-06-01
1331,2020-06-02,12.53,4053,2020-06-02
1332,2020-06-02,12.53,4053,2020-06-02
1333,2020-06-03,22.58,3958,2020-06-03
1334,2020-06-03,22.58,3958,2020-06-03
1335,2020-06-04,27.19,3943,2020-06-04
1336,2020-06-04,27.19,3943,2020-06-04
1337,2020-06-05,23.09,3987,2020-06-05
1338,2020-06-05,23.09,3987,2020-06-05
1339,2020-06-08,27.75,4026,2020-06-08
1340,2020-06-08,27.75,4026,2020-06-08
1341,2020-06-09,28.46,3949,2020-06-09
1342,2020-06-09,28.46,3949,2020-06-09
1343,2020-06-10,24.28,3910,2020-06-10
1344,2020-06-10,24.28,3910,2020-06-10
1345,2020-06-11,24.82,3972,2020-06-11
1346,2020-06-11,24.82,3972,2020-06-11
1347,2020-06-12,9.14,3943,2020-06-12
1348,2020-06-12,9.14,3943,2020-06-12
1349,2020-06-15,27,3683,2020-06-15
1350,2020-06-15,27,3683,2020-06-15
1351,2020-06-16,25.74,3644,2020-06-16
1352,2020-06-16,25.74,3644,2020-06-16
1353,2020-06-17,19.18,3668,2020-06-17
1354,2020-06-17,19.18,3668,2020-06-17
1355,2020-06-18,10.44,3642,2020-06-18
1356,2020-06-18,10.44,3642,2020-06-18
1357,2020-06-19,26.4,3609,2020-06-19
1358,2020-06-19,26.4,3609,2020-06-19
1359,2020-06-22,27.71,3661,2020-06-22
1360,2020-06-22,27.71,3661,2020-06-22
1361,2020-06-23,20.18,3684,2020-06-23
1362,2020-06-23,20.18,3684,2020-06-23
1363,2020-06-24,5.12,3682,2020-06-24
1364,2020-06-24,5.12,3682,2020-06-24
1365,2020-06-25,4.94,3636,2020-06-25
1366,2020-06-25,4.94,3636,2020-06-25
1367,2020-06-26,22.39,3657,2020-06-26
1368,2020-06-26,22.39,3657,2020-06-26
1369,2020-06-29,10.36,3778,2020-06-29
1370,2020-06-29,10.36,3778,2020-06-29
1371,2020-06-30,4.91,3850,2020-06-30
1372,2020-06-30,4.91,3850,2020-06-30
1373,2020-07-01,11.87,3839,2020-07-01
1374,2020-07-02,24.79,3840,2020-07-02
1375,2020-07-03,11.93,3838,2020-07-03
1376,2020-07-06,22.76,3897,2020-07-06
1377,2020-07-07,15.47,3884,2020-07-07
1378,2020-07-08,23.09,3945,2020-07-08
1379,2020-07-09,27.61,4032,2020-07-09
1380,2020-07-10,14.95,4128,2020-07-10
1381,2020-07-13,3.87,4464,2020-07-13
1382,2020-07-14,8.8,4529,2020-07-14
1383,2020-07-15,14.61,4550,2020-07-15
1384,2020-07-16,19.7,4545,2020-07-16
1385,2020-07-17,26.17,4548,2020-07-17
1386,2020-07-20,9.03,4505,2020-07-20
1387,2020-07-21,22.51,4482,2020-07-21
1388,2020-07-22,5.27,4553,2020-07-22
1389,2020-07-23,3.71,4540,2020-07-23
1390,2020-07-24,10.46,4528,2020-07-24
1391,2020-07-27,10.5,4689,2020-07-27
1392,2020-07-28,9.26,4726,2020-07-28
1393,2020-07-29,5.04,4654,2020-07-29
1394,2020-07-30,7.52,4588,2020-07-30
1395,2020-07-31,17.01,4534,2020-07-31
1396,2020-08-03,4.44,4407,2020-08-03
1397,2020-08-04,16.67,4312,2020-08-04
1398,2020-08-05,10.21,4292,2020-08-05
1399,2020-08-06,4.1,4362,2020-08-06
1400,2020-08-07,4.81,4384,2020-08-07
1401,2020-08-10,9.37,4368,2020-08-10
1402,2020-08-11,6.31,4416,2020-08-11
1403,2020-08-12,12.08,4594,2020-08-12
1404,2020-08-13,20.81,4692,2020-08-13
1405,2020-08-14,17.54,4660,2020-08-14
1406,2020-08-18,24.48,5256,2020-08-18
1407,2020-08-19,24.97,5395,2020-08-19
1408,2020-08-20,25.15,5521,2020-08-20
1409,2020-08-21,24.46,5583,2020-08-21
1410,2020-08-24,24.76,5761,2020-08-24
1411,2020-08-25,25.22,5861,2020-08-25
1412,2020-08-26,14.63,5851,2020-08-26
1413,2020-08-27,14.26,5748,2020-08-27
1414,2020-08-28,19.31,5601,2020-08-28
1415,2020-08-31,20.08,5373,2020-08-31
1416,2020-09-01,23.34,5381,2020-09-01
1417,2020-09-02,4.46,5392,2020-09-02
1418,2020-09-03,18.43,5431,2020-09-03
1419,2020-09-04,20.46,5547,2020-09-04
1420,2020-09-07,3.52,6005,2020-09-07
1421,2020-09-08,20.14,6088,2020-09-08
1422,2020-09-09,17.87,6108,2020-09-09
1423,2020-09-10,16.87,6165,2020-09-10
1424,2020-09-11,9.64,6325,2020-09-11
1425,2020-09-14,20.93,6723,2020-09-14
1426,2020-09-15,21.15,6787,2020-09-15
1427,2020-09-16,6.77,6775,2020-09-16
1428,2020-09-17,7.29,6852,2020-09-17
1429,2020-09-18,18.45,6897,2020-09-18
1430,2020-09-21,16.69,6423,2020-09-21
1431,2020-09-22,16.87,6146,2020-09-22
1432,2020-09-23,12.9,5955,2020-09-23
1433,2020-09-24,15.98,5859,2020-09-24
1434,2020-09-25,18.75,5818,2020-09-25
1435,2020-09-28,20.2,5151,2020-09-28
1436,2020-09-29,15.72,4968,2020-09-29
1437,2020-10-05,16.51,4419,2020-10-05
1438,2020-10-06,19.57,4362,2020-10-06
1439,2020-10-07,17.53,4363,2020-10-07
1440,2020-10-08,19.31,4361,2020-10-08
1441,2020-10-12,12.19,4002,2020-10-12
1442,2020-10-13,12.53,3912,2020-10-13
1443,2020-10-14,9.77,3864,2020-10-14
1444,2020-10-15,14.47,3868,2020-10-15
1445,2020-10-16,7.59,3849,2020-10-16
1446,2020-10-19,15.85,3958,2020-10-19
1447,2020-10-20,15.89,3991,2020-10-20
1448,2020-10-21,4.71,4002,2020-10-21
1449,2020-10-22,7.11,3995,2020-10-22
1450,2020-10-23,16.61,3998,2020-10-23
1451,2020-10-26,13.93,3963,2020-10-26
1452,2020-10-27,13.76,3980,2020-10-27
1453,2020-10-28,13,4001,2020-10-28
1454,2020-10-29,14.46,3998,2020-10-29
1455,2020-10-30,14.55,4018,2020-10-30
1456,2020-11-02,13.52,4275,2020-11-02
1457,2020-11-03,10.86,4457,2020-11-03
1458,2020-11-04,15.07,4576,2020-11-04
1459,2020-11-05,12.52,4616,2020-11-05
1460,2020-11-06,3.6,4662,2020-11-06
1461,2020-11-09,13.77,4713,2020-11-09
1462,2020-11-10,13.47,4674,2020-11-10
1463,2020-11-11,13.14,4620,2020-11-11
1464,2020-11-12,12.97,4539,2020-11-12
1465,2020-11-13,10.9,4375,2020-11-13
1466,2020-11-16,10.61,4063,2020-11-16
1467,2020-11-17,6.35,4055,2020-11-17
1468,2020-11-18,4.14,4048,2020-11-18
1469,2020-11-19,1.53,4030,2020-11-19
1470,2020-11-20,1.38,3987,2020-11-20
1471,2020-11-23,11.22,3729,2020-11-23
1472,2020-11-24,7.92,3675,2020-11-24
1473,2020-11-25,11.42,3639,2020-11-25
1474,2020-11-26,10.14,3581,2020-11-26
1475,2020-11-27,4.19,3516,2020-11-27
1476,2020-11-30,11.05,3360,2020-11-30
1477,2020-12-01,11.14,3342,2020-12-01
1478,2020-12-02,9.55,3302,2020-12-02
1479,2020-12-03,10.68,3253,2020-12-03
1480,2020-12-07,3.47,3215,2020-12-07
1481,2020-12-08,10.97,3225,2020-12-08
1482,2020-12-09,9.32,3225,2020-12-09
1483,2020-12-10,5.05,3222,2020-12-10
1484,2020-12-11,6.15,3225,2020-12-11
1485,2020-12-14,11.38,3203,2020-12-14
1486,2020-12-15,11.14,3265,2020-12-15
1487,2020-12-16,11.31,3347,2020-12-16
1488,2020-12-17,10.97,3462,2020-12-17
1489,2020-12-18,4.57,3567,2020-12-18
1490,2020-12-21,8.64,3747,2020-12-21
1491,2020-12-22,7.78,3850,2020-12-22
1492,2020-12-23,5.34,3951,2020-12-23
1493,2020-12-24,9.38,4018,2020-12-24
1494,2020-12-28,8.28,4511,2020-12-28
1495,2020-12-29,2.58,4452,2020-12-29
1496,2020-12-30,4.46,4495,2020-12-30
1497,2020-12-31,11.06,4542,2020-12-31
1498,2021-01-04,8.46,4807,2021-01-04
1499,2021-01-05,10.21,4717,2021-01-05
1500,2021-01-06,11.01,4667,2021-01-06
1501,2021-01-07,7.3,4623,2021-01-07
1502,2021-01-08,11.44,4504,2021-01-08
1503,2021-01-11,4.26,4399,2021-01-11
1504,2021-01-12,9.52,4449,2021-01-12
1505,2021-01-13,9.64,4608,2021-01-13
1506,2021-01-14,10.78,4809,2021-01-14
1507,2021-01-15,3.56,5075,2021-01-15
1508,2021-01-18,4.03,5658,2021-01-18
1509,2021-01-19,12.48,5908,2021-01-19
1510,2021-01-20,11.92,6112,2021-01-20
1511,2021-01-21,5.84,6250,2021-01-21
1512,2021-01-22,3.81,6413,2021-01-22
1513,2021-01-25,9.52,6825,2021-01-25
1514,2021-01-26,2.15,6859,2021-01-26
1515,2021-01-27,11.72,6902,2021-01-27
1516,2021-01-28,4.36,7070,2021-01-28
1517,2021-01-29,13.35,7291,2021-01-29
1518,2021-02-01,6.42,7823,2021-02-01
1519,2021-02-02,13.97,7957,2021-02-02
1520,2021-02-03,14.15,8092,2021-02-03
1521,2021-02-04,15.02,8244,2021-02-04
1522,2021-02-05,11.1,8481,2021-02-05
1523,2021-02-08,15.28,8481,2021-02-08
1524,2021-02-09,15.19,8461,2021-02-09
1525,2021-02-10,8.89,8234,2021-02-10
1526,2021-02-15,11.02,7272,2021-02-15
1527,2021-02-16,9.18,7199,2021-02-16
1528,2021-02-17,10.35,7190,2021-02-17
1529,2021-02-18,15.18,7307,2021-02-18
1530,2021-02-19,16.09,7300,2021-02-19
1531,2021-02-22,15.09,7084,2021-02-22
1532,2021-02-23,16.54,6930,2021-02-23
1533,2021-02-24,13.8,6916,2021-02-24
1534,2021-02-25,4.55,6977,2021-02-25
1535,2021-02-26,16.27,6889,2021-02-26
1536,2021-03-02,5.84,7027,2021-03-02
1537,2021-03-03,15.35,6952,2021-03-03
1538,2021-03-04,6.28,6856,2021-03-04
1539,2021-03-05,18.12,6632,2021-03-05
1540,2021-03-08,18.95,6098,2021-03-08
1541,2021-03-09,14.02,5909,2021-03-09
1542,2021-03-10,19.61,5720,2021-03-10
1543,2021-03-11,17.77,5686,2021-03-11
1544,2021-03-12,3.69,5676,2021-03-12
1545,2021-03-15,16.28,5671,2021-03-15
1546,2021-03-16,21.12,5748,2021-03-16
1547,2021-03-17,20.77,5748,2021-03-17
1548,2021-03-18,19.43,5665,2021-03-18
1549,2021-03-19,17.62,5611,2021-03-19
1550,2021-03-22,20.02,5436,2021-03-22
1551,2021-03-23,20.98,5405,2021-03-23
1552,2021-03-24,19.37,5455,2021-03-24
1553,2021-03-25,21.87,5496,2021-03-25
1554,2021-03-26,18.04,5448,2021-03-26
1555,2021-03-29,19.67,5192,2021-03-29
1556,2021-03-30,23.79,5114,2021-03-30
1557,2021-03-31,23.62,5065,2021-03-31
1558,2021-04-01,17.89,4987,2021-04-01
1559,2021-04-02,17.79,4916,2021-04-02
1560,2021-04-05,25.61,4725,2021-04-05
1561,2021-04-06,22.65,4687,2021-04-06
1562,2021-04-07,24.7,4626,2021-04-07
1563,2021-04-08,25.31,4617,2021-04-08
1564,2021-04-09,21.62,4608,2021-04-09
1565,2021-04-12,5.74,4613,2021-04-12
1566,2021-04-13,20.61,4598,2021-04-13
1567,2021-04-14,26.79,4545,2021-04-14
1568,2021-04-15,23.92,4482,2021-04-15
1569,2021-04-16,5.71,4401,2021-04-16
1570,2021-04-19,26.57,4206,2021-04-19
1571,2021-04-20,24.42,4166,2021-04-20
1572,2021-04-21,24.25,4143,2021-04-21
1573,2021-04-22,20.19,4147,2021-04-22
1574,2021-04-23,11.26,4172,2021-04-23
1575,2021-04-26,26.8,4208,2021-04-26
1576,2021-04-27,11.52,4247,2021-04-27
1577,2021-04-28,14.71,4303,2021-04-28
1578,2021-04-29,21.04,4350,2021-04-29
1579,2021-04-30,14.94,4435,2021-04-30
1580,2021-05-03,27.81,4709,2021-05-03
1581,2021-05-04,9.89,4753,2021-05-04
1582,2021-05-06,21.89,4694,2021-05-06
1583,2021-05-07,15.6,4676,2021-05-07
1584,2021-05-10,3.18,4720,2021-05-10
1585,2021-05-11,19.26,4639,2021-05-11
1586,2021-05-12,28.11,4519,2021-05-12
1587,2021-05-13,28.01,4420,2021-05-13
1588,2021-05-14,23.16,4348,2021-05-14
1589,2021-05-17,4.65,4127,2021-05-17
1590,2021-05-18,20.71,4100,2021-05-18
1591,2021-05-20,5.3,4124,2021-05-20
1592,2021-05-21,4.69,4121,2021-05-21
1593,2021-05-24,24.54,4109,2021-05-24
1594,2021-05-25,21.75,4122,2021-05-25
1595,2021-05-26,14.02,4137,2021-05-26
1596,2021-05-27,10.25,4162,2021-05-27
1597,2021-05-28,6.84,4172,2021-05-28
1598,2021-05-31,14.16,4030,2021-05-31
1599,2021-06-01,23.5,4039,2021-06-01
1600,2021-06-01,23.5,4039,2021-06-01
1601,2021-06-02,25.65,4055,2021-06-02
1602,2021-06-02,25.65,4055,2021-06-02
1603,2021-06-03,4.67,4095,2021-06-03
1604,2021-06-03,4.67,4095,2021-06-03
1605,2021-06-04,28.52,4152,2021-06-04
1606,2021-06-04,28.52,4152,2021-06-04
1607,2021-06-07,18.53,4216,2021-06-07
1608,2021-06-07,18.53,4216,2021-06-07
1609,2021-06-08,25.48,4163,2021-06-08
1610,2021-06-08,25.48,4163,2021-06-08
1611,2021-06-09,28.01,4056,2021-06-09
1612,2021-06-09,28.01,4056,2021-06-09
1613,2021-06-10,20.16,3961,2021-06-10
1614,2021-06-10,20.16,3961,2021-06-10
1615,2021-06-11,18.77,3940,2021-06-11
1616,2021-06-11,18.77,3940,2021-06-11
1617,2021-06-14,19.23,3810,2021-06-14
1618,2021-06-14,19.23,3810,2021-06-14
1619,2021-06-15,9.97,3722,2021-06-15
1620,2021-06-15,9.97,3722,2021-06-15
1621,2021-06-16,20.7,3692,2021-06-16
1622,2021-06-16,20.7,3692,2021-06-16
1623,2021-06-17,12.49,3698,2021-06-17
1624,2021-06-17,12.49,3698,2021-06-17
1625,2021-06-18,9.03,3728,2021-06-18
1626,2021-06-18,9.03,3728,2021-06-18
1627,2021-06-21,28.67,3726,2021-06-21
1628,2021-06-21,28.67,3726,2021-06-21
1629,2021-06-22,20.63,3726,2021-06-22
1630,2021-06-22,20.63,3726,2021-06-22
1631,2021-06-23,8.99,3778,2021-06-23
1632,2021-06-23,8.99,3778,2021-06-23
1633,2021-06-24,21.5,3796,2021-06-24
1634,2021-06-24,21.5,3796,2021-06-24
1635,2021-06-25,26.15,3754,2021-06-25
1636,2021-06-25,26.15,3754,2021-06-25
1637,2021-06-28,19.57,3864,2021-06-28
1638,2021-06-28,19.57,3864,2021-06-28
1639,2021-06-29,21.66,3920,2021-06-29
1640,2021-06-29,21.66,3920,2021-06-29
1641,2021-06-30,17.14,3996,2021-06-30
1642,2021-06-30,17.14,3996,2021-06-30
1643,2021-07-01,22.58,4017,2021-07-01
1644,2021-07-02,22.4,4065,2021-07-02
1645,2021-07-05,13.5,4188,2021-07-05
1646,2021-07-06,12.22,4218,2021-07-06
1647,2021-07-07,10.67,4216,2021-07-07
1648,2021-07-08,18.46,4263,2021-07-08
1649,2021-07-09,19.49,4295,2021-07-09
1650,2021-07-12,20.34,4473,2021-07-12
1651,2021-07-13,23.91,4556,2021-07-13
1652,2021-07-14,24.41,4594,2021-07-14
1653,2021-07-15,21.1,4612,2021-07-15
1654,2021-07-16,19.62,4661,2021-07-16
1655,2021-07-19,18.82,4685,2021-07-19
1656,2021-07-20,12.88,4671,2021-07-20
1657,2021-07-21,29.14,4653,2021-07-21
1658,2021-07-22,28.76,4652,2021-07-22
1659,2021-07-23,30.24,4617,2021-07-23
1660,2021-07-26,28.99,4731,2021-07-26
1661,2021-07-27,24.97,4796,2021-07-27
1662,2021-07-28,22.13,4785,2021-07-28
1663,2021-07-29,22.27,4692,2021-07-29
1664,2021-07-30,27.4,4613,2021-07-30
1665,2021-08-02,10.1,4447,2021-08-02
1666,2021-08-03,16.99,4408,2021-08-03
1667,2021-08-04,27.52,4391,2021-08-04
1668,2021-08-05,24.58,4470,2021-08-05
1669,2021-08-06,20.18,4569,2021-08-06
1670,2021-08-09,25.89,4684,2021-08-09
1671,2021-08-10,18.77,4631,2021-08-10
1672,2021-08-11,19.62,4663,2021-08-11
1673,2021-08-12,15.77,4783,2021-08-12
1674,2021-08-13,11.98,4929,2021-08-13
1675,2021-08-17,20.96,5350,2021-08-17
1676,2021-08-18,19.58,5514,2021-08-18
1677,2021-08-19,18.24,5646,2021-08-19
1678,2021-08-20,22.15,5748,2021-08-20
1679,2021-08-23,3.63,5938,2021-08-23
1680,2021-08-24,6.52,5967,2021-08-24
1681,2021-08-25,4,6089,2021-08-25
1682,2021-08-26,13.55,6209,2021-08-26
1683,2021-08-27,3.62,6241,2021-08-27
1684,2021-08-30,8.41,6246,2021-08-30
1685,2021-08-31,8.3,6360,2021-08-31
1686,2021-09-01,5.43,6584,2021-09-01
1687,2021-09-02,14.57,6728,2021-09-02
1688,2021-09-03,19.62,6934,2021-09-03
1689,2021-09-06,8.82,7285,2021-09-06
1690,2021-09-07,3.66,7238,2021-09-07
1691,2021-09-08,12.26,7186,2021-09-08
1692,2021-09-09,20.2,7146,2021-09-09
1693,2021-09-10,15.74,7146,2021-09-10
1694,2021-09-13,19.45,7394,2021-09-13
1695,2021-09-14,12.65,7524,2021-09-14
1696,2021-09-15,21.93,7644,2021-09-15
1697,2021-09-16,19.07,7726,2021-09-16
1698,2021-09-17,7.21,7875,2021-09-17
1699,2021-09-23,18.1,7127,2021-09-23
1700,2021-09-24,17.68,7134,2021-09-24
1701,2021-09-27,17.36,6834,2021-09-27
1702,2021-09-28,10.04,6574,2021-09-28
1703,2021-09-29,3.62,6410,2021-09-29
1704,2021-09-30,18.83,6405,2021-09-30
1705,2021-10-01,17.37,6280,2021-10-01
1706,2021-10-05,17.5,5879,2021-10-05
1707,2021-10-06,9.56,5714,2021-10-06
1708,2021-10-07,4.41,5493,2021-10-07
1709,2021-10-08,4.6,5273,2021-10-08
1710,2021-10-12,4.23,4908,2021-10-12
1711,2021-10-13,14.23,4720,2021-10-13
1712,2021-10-14,16.06,4655,2021-10-14
1713,2021-10-15,4.94,4650,2021-10-15
1714,2021-10-18,17.37,4688,2021-10-18
1715,2021-10-19,9.97,4703,2021-10-19
1716,2021-10-20,16.79,4695,2021-10-20
1717,2021-10-21,15.39,4659,2021-10-21
1718,2021-10-22,14.73,4633,2021-10-22
1719,2021-10-25,15.18,4651,2021-10-25
1720,2021-10-26,13.68,4640,2021-10-26
1721,2021-10-27,13.81,4648,2021-10-27
1722,2021-10-28,16.06,4695,2021-10-28
1723,2021-10-29,14.8,4744,2021-10-29
1724,2021-11-01,10.39,4905,2021-11-01
1725,2021-11-02,9.97,4982,2021-11-02
1726,2021-11-03,13.18,5110,2021-11-03
1727,2021-11-04,12.76,5192,2021-11-04
1728,2021-11-05,9.97,5230,2021-11-05
1729,2021-11-08,3.9,5419,2021-11-08
1730,2021-11-09,7.65,5424,2021-11-09
1731,2021-11-10,2.09,5379,2021-11-10
1732,2021-11-11,7.96,5293,2021-11-11
1733,2021-11-12,8.78,5171,2021-11-12
1734,2021-11-15,11.26,4793,2021-11-15
1735,2021-11-16,11.89,4714,2021-11-16
1736,2021-11-17,12.47,4647,2021-11-17
1737,2021-11-18,9.47,4575,2021-11-18
1738,2021-11-19,7.57,4465,2021-11-19
1739,2021-11-22,6.9,4190,2021-11-22
1740,2021-11-23,6.28,4083,2021-11-23
1741,2021-11-24,11.32,3980,2021-11-24
1742,2021-11-25,10.73,3888,2021-11-25
1743,2021-11-26,11.43,3797,2021-11-26
1744,2021-11-29,9.39,3548,2021-11-29
1745,2021-11-30,1.12,3491,2021-11-30
1746,2021-12-01,11.19,3417,2021-12-01
1747,2021-12-02,10.92,3339,2021-12-02
1748,2021-12-06,10.57,3206,2021-12-06
1749,2021-12-07,9.6,3195,2021-12-07
1750,2021-12-08,10.84,3169,2021-12-08
1751,2021-12-09,6.03,3135,2021-12-09
1752,2021-12-10,2.31,3111,2021-12-10
1753,2021-12-13,11.33,3046,2021-12-13
1754,2021-12-14,4.92,3038,2021-12-14
1755,2021-12-15,3.5,3046,2021-12-15
1756,2021-12-16,5.26,3044,2021-12-16
1757,2021-12-17,6.96,3041,2021-12-17
1758,2021-12-20,7.75,3133,2021-12-20
1759,2021-12-21,8.02,3205,2021-12-21
1760,2021-12-22,10.43,3306,2021-12-22
1761,2021-12-23,9.3,3424,2021-12-23
1762,2021-12-24,3.95,3560,2021-12-24
1763,2021-12-27,8.32,3923,2021-12-27
1764,2021-12-28,2.88,4062,2021-12-28
1765,2021-12-29,4.84,4089,2021-12-29
1766,2021-12-30,7.46,4182,2021-12-30
1767,2021-12-31,11.1,4305,2021-12-31
