date,income,price
2019-01-25,1128285,6956
2019-01-28,1128285,7224
2019-01-29,1128285,7600
2019-01-30,1128285,7926
2019-01-31,1128285,8081
2019-02-01,1128285,8230
2019-02-07,1128285,8780
2019-02-08,1128285,8715
2019-02-11,1128285,8975
2019-02-12,1128285,9075
2019-02-13,1128285,9161
2019-02-14,1128285,9088
2019-02-15,1128285,8902
2019-02-18,1128285,8566
2019-02-19,1128285,8508
2019-02-20,1128285,8356
2019-02-21,1128285,8124
2019-02-22,1128285,7908
2019-02-25,1128285,7649
2019-02-26,1128285,7497
2019-02-27,1128285,7499
2019-02-28,1128285,7611
2019-03-04,1128285,7410
2019-03-05,1128285,7450
2019-03-06,1128285,7387
2019-03-07,1128285,7227
2019-03-08,1128285,7057
2019-03-11,1128285,6315
2019-03-12,1128285,6162
2019-03-13,1128285,5995
2019-03-14,1128285,5883
2019-03-15,1128285,5919
2019-03-18,1128285,5884
2019-03-19,1128285,5982
2019-03-20,1128285,6067
2019-03-21,1128285,5932
2019-03-22,1128285,5767
2019-03-25,1128285,5460
2019-03-26,1128285,5315
2019-03-27,1128285,5165
2019-03-28,1128285,5040
2019-03-29,1128285,4980
2019-04-01,1128285,4750
2019-04-02,1128285,4792
2019-04-03,1128285,4824
2019-04-04,1128285,4810
2019-04-05,1128285,4742
2019-04-08,1128285,4487
2019-04-09,1128285,4466
2019-04-10,1128285,4571
2019-04-11,1128285,4612
2019-04-12,1128285,4625
2019-04-15,1128285,4944
2019-04-16,1128285,4954
2019-04-17,1128285,5004
2019-04-18,1128285,5063
2019-04-19,1128285,5068
2019-04-22,1128285,5067
2019-04-23,1128285,5120
2019-04-24,1128285,5152
2019-04-25,1128285,5137
2019-04-26,1128285,5153
2019-04-29,1128285,5302
2019-04-30,1128285,5318
2019-05-02,1128285,5360
2019-05-03,1128285,5397
2019-05-07,1128285,5419
2019-05-08,1128285,5326
2019-05-09,1128285,5293
2019-05-10,1128285,5264
2019-05-13,1128285,4820
2019-05-14,1128285,4686
2019-05-15,1128285,4575
2019-05-16,1128285,4459
2019-05-17,1128285,4337
2019-05-20,1128285,4133
2019-05-21,1128285,4150
2019-05-22,1128285,4188
2019-05-23,1128285,4221
2019-05-24,1128285,4272
2019-05-27,1128285,4303
2019-05-28,1128285,4284
2019-05-29,1128285,4259
2019-05-30,1128285,4187
2019-05-31,1128285,4147
2019-06-03,1128285,3948
2019-06-04,1128285,3924
2019-06-05,1128285,3968
2019-06-07,1128285,3980
2019-06-10,1128285,3845
2019-06-11,1128285,3871
2019-06-12,1128285,3814
2019-06-13,1128285,3690
2019-06-14,1128285,3623
2019-06-17,1128285,3595
2019-06-18,1128285,3588
2019-06-19,1128285,3583
2019-06-20,1128285,3605
2019-06-21,1128285,3635
2019-06-24,1128285,3650
2019-06-25,1128285,3622
2019-06-26,1128285,3637
2019-06-27,1128285,3665
2019-06-28,1128285,3711
2019-07-01,1128285,3834
2019-07-02,1128285,3847
2019-07-03,1128285,3834
2019-07-04,1128285,3817
2019-07-05,1128285,3853
2019-07-08,1128285,3833
2019-07-09,1128285,3854
2019-07-10,1128285,3908
2019-07-11,1128285,4010
2019-07-12,1128285,4083
2019-07-15,1128285,4302
2019-07-16,1128285,4340
2019-07-17,1128285,4411
2019-07-18,1128285,4441
2019-07-19,1128285,4460
2019-07-22,1128285,4357
2019-07-23,1128285,4288
2019-07-24,1128285,4265
2019-07-25,1128285,4335
2019-07-26,1128285,4430
2019-07-29,1128285,4501
2019-07-30,1128285,4447
2019-07-31,1128285,4378
2019-08-01,1128285,4299
2019-08-02,1128285,4256
2019-08-05,1128285,4032
2019-08-06,1128285,4044
2019-08-07,1128285,4023
2019-08-08,1128285,3923
2019-08-09,1128285,3837
2019-08-12,1128285,4025
2019-08-13,1128285,4138
2019-08-14,1128285,4144
2019-08-16,1128285,4225
2019-08-19,1128285,4450
2019-08-20,1128285,4548
2019-08-21,1128285,4619
2019-08-22,1128285,4777
2019-08-23,1128285,4868
2019-08-26,1128285,5275
2019-08-27,1128285,5409
2019-08-28,1128285,5517
2019-08-29,1128285,5607
2019-08-30,1128285,5690
2019-09-02,1128285,5785
2019-09-03,1128285,5850
2019-09-04,1128285,5961
2019-09-05,1128285,6121
2019-09-06,1128285,6312
2019-09-09,1128285,6503
2019-09-10,1128285,6528
2019-09-11,1128285,6560
2019-09-16,1128285,6540
2019-09-17,1128285,6518
2019-09-18,1128285,6431
2019-09-19,1128285,6365
2019-09-20,1128285,6325
2019-09-23,1128285,5585
2019-09-24,1128285,5486
2019-09-25,1128285,5381
2019-09-26,1128285,5185
2019-09-27,1128285,4874
2019-09-30,1128285,4276
2019-10-01,1128285,4168
2019-10-02,1128285,4083
2019-10-04,1128285,3988
2019-10-07,1128285,3851
2019-10-08,1128285,3844
2019-10-10,1128285,3789
2019-10-11,1128285,3676
2019-10-14,1128285,3474
2019-10-15,1128285,3521
2019-10-16,1128285,3560
2019-10-17,1128285,3580
2019-10-18,1128285,3607
2019-10-21,1128285,3739
2019-10-22,1128285,3737
2019-10-23,1128285,3736
2019-10-24,1128285,3743
2019-10-25,1128285,3731
2019-10-28,1128285,3804
2019-10-29,1128285,3837
2019-10-30,1128285,3925
2019-10-31,1128285,4021
2019-11-01,1128285,4111
2019-11-04,1128285,4523
2019-11-05,1128285,4552
2019-11-06,1128285,4580
2019-11-07,1128285,4668
2019-11-08,1128285,4768
2019-11-11,1128285,4726
2019-11-12,1128285,4765
2019-11-13,1128285,4775
2019-11-14,1128285,4753
2019-11-15,1128285,4703
2019-11-18,1128285,4659
2019-11-19,1128285,4648
2019-11-20,1128285,4608
2019-11-21,1128285,4548
2019-11-22,1128285,4484
2019-11-25,1128285,4303
2019-11-26,1128285,4268
2019-11-27,1128285,4231
2019-11-28,1128285,4151
2019-11-29,1128285,4063
2019-12-02,1128285,3901
2019-12-03,1128285,3895
2019-12-04,1128285,3888
2019-12-05,1128285,3889
2019-12-09,1128285,3792
2019-12-10,1128285,3778
2019-12-11,1128285,3790
2019-12-12,1128285,3798
2019-12-13,1128285,3778
2019-12-16,1128285,3990
2019-12-17,1128285,4142
2019-12-18,1128285,4302
2019-12-19,1128285,4370
2019-12-20,1128285,4388
2019-12-23,1128285,4709
2019-12-24,1128285,4760
2019-12-26,1128285,4788
2019-12-27,1128285,4934
2019-12-30,1128285,4906
2019-12-31,1128285,4803
2020-01-02,1845748,4732
2020-01-03,1845748,4760
2020-01-06,1845748,4489
2020-01-07,1845748,4442
2020-01-08,1845748,4370
2020-01-09,1845748,4293
2020-01-10,1845748,4238
2020-01-13,1845748,4273
2020-01-14,1845748,4297
2020-01-15,1845748,4467
2020-01-16,1845748,4595
2020-01-17,1845748,4707
2020-01-20,1845748,5320
2020-01-21,1845748,5366
2020-01-22,1845748,5507
2020-01-23,1845748,5722
2020-01-28,1845748,6709
2020-01-29,1845748,7179
2020-01-30,1845748,7410
2020-01-31,1845748,7527
2020-02-03,1845748,8136
2020-02-04,1845748,8226
2020-02-05,1845748,8425
2020-02-06,1845748,8552
2020-02-07,1845748,8496
2020-02-10,1845748,8373
2020-02-11,1845748,8337
2020-02-12,1845748,8313
2020-02-13,1845748,8272
2020-02-14,1845748,8180
2020-02-17,1845748,7749
2020-02-18,1845748,7731
2020-02-19,1845748,7716
2020-02-20,1845748,7660
2020-02-21,1845748,7427
2020-02-24,1845748,6955
2020-02-25,1845748,6932
2020-02-26,1845748,6815
2020-02-27,1845748,6888
2020-02-28,1845748,7143
2020-03-02,1845748,7093
2020-03-03,1845748,7008
2020-03-04,1845748,6980
2020-03-05,1845748,7004
2020-03-06,1845748,6935
2020-03-09,1845748,6290
2020-03-10,1845748,6153
2020-03-11,1845748,6039
2020-03-12,1845748,5962
2020-03-13,1845748,5876
2020-03-16,1845748,5908
2020-03-17,1845748,5876
2020-03-18,1845748,5875
2020-03-19,1845748,5943
2020-03-20,1845748,5951
2020-03-23,1845748,5745
2020-03-24,1845748,5755
2020-03-25,1845748,5688
2020-03-26,1845748,5561
2020-03-27,1845748,5340
2020-03-30,1845748,4963
2020-03-31,1845748,4879
2020-04-01,1845748,4799
2020-04-02,1845748,4708
2020-04-03,1845748,4624
2020-04-06,1845748,4483
2020-04-07,1845748,4404
2020-04-08,1845748,4375
2020-04-09,1845748,4359
2020-04-10,1845748,4451
2020-04-13,1845748,4533
2020-04-14,1845748,4600
2020-04-16,1845748,4581
2020-04-17,1845748,4551
2020-04-20,1845748,4451
2020-04-21,1845748,4436
2020-04-22,1845748,4410
2020-04-23,1845748,4386
2020-04-24,1845748,4362
2020-04-27,1845748,4416
2020-04-28,1845748,4440
2020-04-29,1845748,4533
2020-05-04,1845748,5162
2020-05-06,1845748,5205
2020-05-07,1845748,5197
2020-05-08,1845748,5226
2020-05-11,1845748,5130
2020-05-12,1845748,4959
2020-05-13,1845748,4781
2020-05-14,1845748,4626
2020-05-15,1845748,4475
2020-05-18,1845748,4186
2020-05-19,1845748,4143
2020-05-20,1845748,4093
2020-05-21,1845748,4120
2020-05-22,1845748,4192
2020-05-25,1845748,4327
2020-05-26,1845748,4362
2020-05-27,1845748,4370
2020-05-28,1845748,4351
2020-05-29,1845748,4313
2020-06-01,1845748,4133
2020-06-02,1845748,4053
2020-06-03,1845748,3958
2020-06-04,1845748,3943
2020-06-05,1845748,3987
2020-06-08,1845748,4026
2020-06-09,1845748,3949
2020-06-10,1845748,3910
2020-06-11,1845748,3972
2020-06-12,1845748,3943
2020-06-15,1845748,3683
2020-06-16,1845748,3644
2020-06-17,1845748,3668
2020-06-18,1845748,3642
2020-06-19,1845748,3609
2020-06-22,1845748,3661
2020-06-23,1845748,3684
2020-06-24,1845748,3682
2020-06-25,1845748,3636
2020-06-26,1845748,3657
2020-06-29,1845748,3778
2020-06-30,1845748,3850
2020-06-01,1845748,4133
2020-06-02,1845748,4053
2020-06-03,1845748,3958
2020-06-04,1845748,3943
2020-06-05,1845748,3987
2020-06-08,1845748,4026
2020-06-09,1845748,3949
2020-06-10,1845748,3910
2020-06-11,1845748,3972
2020-06-12,1845748,3943
2020-06-15,1845748,3683
2020-06-16,1845748,3644
2020-06-17,1845748,3668
2020-06-18,1845748,3642
2020-06-19,1845748,3609
2020-06-22,1845748,3661
2020-06-23,1845748,3684
2020-06-24,1845748,3682
2020-06-25,1845748,3636
2020-06-26,1845748,3657
2020-06-29,1845748,3778
2020-06-30,1845748,3850
2020-07-01,1845748,3839
2020-07-02,1845748,3840
2020-07-03,1845748,3838
2020-07-06,1845748,3897
2020-07-07,1845748,3884
2020-07-08,1845748,3945
2020-07-09,1845748,4032
2020-07-10,1845748,4128
2020-07-13,1845748,4464
2020-07-14,1845748,4529
2020-07-15,1845748,4550
2020-07-16,1845748,4545
2020-07-17,1845748,4548
2020-07-20,1845748,4505
2020-07-21,1845748,4482
2020-07-22,1845748,4553
2020-07-23,1845748,4540
2020-07-24,1845748,4528
2020-07-27,1845748,4689
2020-07-28,1845748,4726
2020-07-29,1845748,4654
2020-07-30,1845748,4588
2020-07-31,1845748,4534
2020-08-03,1845748,4407
2020-08-04,1845748,4312
2020-08-05,1845748,4292
2020-08-06,1845748,4362
2020-08-07,1845748,4384
2020-08-10,1845748,4368
2020-08-11,1845748,4416
2020-08-12,1845748,4594
2020-08-13,1845748,4692
2020-08-14,1845748,4660
2020-08-18,1845748,5256
2020-08-19,1845748,5395
2020-08-20,1845748,5521
2020-08-21,1845748,5583
2020-08-24,1845748,5761
2020-08-25,1845748,5861
2020-08-26,1845748,5851
2020-08-27,1845748,5748
2020-08-28,1845748,5601
2020-08-31,1845748,5373
2020-09-01,1845748,5381
2020-09-02,1845748,5392
2020-09-03,1845748,5431
2020-09-04,1845748,5547
2020-09-07,1845748,6005
2020-09-08,1845748,6088
2020-09-09,1845748,6108
2020-09-10,1845748,6165
2020-09-11,1845748,6325
2020-09-14,1845748,6723
2020-09-15,1845748,6787
2020-09-16,1845748,6775
2020-09-17,1845748,6852
2020-09-18,1845748,6897
2020-09-21,1845748,6423
2020-09-22,1845748,6146
2020-09-23,1845748,5955
2020-09-24,1845748,5859
2020-09-25,1845748,5818
2020-09-28,1845748,5151
2020-09-29,1845748,4968
2020-10-05,1845748,4419
2020-10-06,1845748,4362
2020-10-07,1845748,4363
2020-10-08,1845748,4361
2020-10-12,1845748,4002
2020-10-13,1845748,3912
2020-10-14,1845748,3864
2020-10-15,1845748,3868
2020-10-16,1845748,3849
2020-10-19,1845748,3958
2020-10-20,1845748,3991
2020-10-21,1845748,4002
2020-10-22,1845748,3995
2020-10-23,1845748,3998
2020-10-26,1845748,3963
2020-10-27,1845748,3980
2020-10-28,1845748,4001
2020-10-29,1845748,3998
2020-10-30,1845748,4018
2020-11-02,1845748,4275
2020-11-03,1845748,4457
2020-11-04,1845748,4576
2020-11-05,1845748,4616
2020-11-06,1845748,4662
2020-11-09,1845748,4713
2020-11-10,1845748,4674
2020-11-11,1845748,4620
2020-11-12,1845748,4539
2020-11-13,1845748,4375
2020-11-16,1845748,4063
2020-11-17,1845748,4055
2020-11-18,1845748,4048
2020-11-19,1845748,4030
2020-11-20,1845748,3987
2020-11-23,1845748,3729
2020-11-24,1845748,3675
2020-11-25,1845748,3639
2020-11-26,1845748,3581
2020-11-27,1845748,3516
2020-11-30,1845748,3360
2020-12-01,1845748,3342
2020-12-02,1845748,3302
2020-12-03,1845748,3253
2020-12-07,1845748,3215
2020-12-08,1845748,3225
2020-12-09,1845748,3225
2020-12-10,1845748,3222
2020-12-11,1845748,3225
2020-12-14,1845748,3203
2020-12-15,1845748,3265
2020-12-16,1845748,3347
2020-12-17,1845748,3462
2020-12-18,1845748,3567
2020-12-21,1845748,3747
2020-12-22,1845748,3850
2020-12-23,1845748,3951
2020-12-24,1845748,4018
2020-12-28,1845748,4511
2020-12-29,1845748,4452
2020-12-30,1845748,4495
2020-12-31,1845748,4542
2021-01-04,2303057,4807
2021-01-05,2303057,4717
2021-01-06,2303057,4667
2021-01-07,2303057,4623
2021-01-08,2303057,4504
2021-01-11,2303057,4399
2021-01-12,2303057,4449
2021-01-13,2303057,4608
2021-01-14,2303057,4809
2021-01-15,2303057,5075
2021-01-18,2303057,5658
2021-01-19,2303057,5908
2021-01-20,2303057,6112
2021-01-21,2303057,6250
2021-01-22,2303057,6413
2021-01-25,2303057,6825
2021-01-26,2303057,6859
2021-01-27,2303057,6902
2021-01-28,2303057,7070
2021-01-29,2303057,7291
2021-02-01,2303057,7823
2021-02-02,2303057,7957
2021-02-03,2303057,8092
2021-02-04,2303057,8244
2021-02-05,2303057,8481
2021-02-08,2303057,8481
2021-02-09,2303057,8461
2021-02-10,2303057,8234
2021-02-15,2303057,7272
2021-02-16,2303057,7199
2021-02-17,2303057,7190
2021-02-18,2303057,7307
2021-02-19,2303057,7300
2021-02-22,2303057,7084
2021-02-23,2303057,6930
2021-02-24,2303057,6916
2021-02-25,2303057,6977
2021-02-26,2303057,6889
2021-03-02,2303057,7027
2021-03-03,2303057,6952
2021-03-04,2303057,6856
2021-03-05,2303057,6632
2021-03-08,2303057,6098
2021-03-09,2303057,5909
2021-03-10,2303057,5720
2021-03-11,2303057,5686
2021-03-12,2303057,5676
2021-03-15,2303057,5671
2021-03-16,2303057,5748
2021-03-17,2303057,5748
2021-03-18,2303057,5665
2021-03-19,2303057,5611
2021-03-22,2303057,5436
2021-03-23,2303057,5405
2021-03-24,2303057,5455
2021-03-25,2303057,5496
2021-03-26,2303057,5448
2021-03-29,2303057,5192
2021-03-30,2303057,5114
2021-03-31,2303057,5065
2021-04-01,2303057,4987
2021-04-02,2303057,4916
2021-04-05,2303057,4725
2021-04-06,2303057,4687
2021-04-07,2303057,4626
2021-04-08,2303057,4617
2021-04-09,2303057,4608
2021-04-12,2303057,4613
2021-04-13,2303057,4598
2021-04-14,2303057,4545
2021-04-15,2303057,4482
2021-04-16,2303057,4401
2021-04-19,2303057,4206
2021-04-20,2303057,4166
2021-04-21,2303057,4143
2021-04-22,2303057,4147
2021-04-23,2303057,4172
2021-04-26,2303057,4208
2021-04-27,2303057,4247
2021-04-28,2303057,4303
2021-04-29,2303057,4350
2021-04-30,2303057,4435
2021-05-03,2303057,4709
2021-05-04,2303057,4753
2021-05-06,2303057,4694
2021-05-07,2303057,4676
2021-05-10,2303057,4720
2021-05-11,2303057,4639
2021-05-12,2303057,4519
2021-05-13,2303057,4420
2021-05-14,2303057,4348
2021-05-17,2303057,4127
2021-05-18,2303057,4100
2021-05-20,2303057,4124
2021-05-21,2303057,4121
2021-05-24,2303057,4109
2021-05-25,2303057,4122
2021-05-26,2303057,4137
2021-05-27,2303057,4162
2021-05-28,2303057,4172
2021-05-31,2303057,4030
2021-06-01,2303057,4039
2021-06-02,2303057,4055
2021-06-03,2303057,4095
2021-06-04,2303057,4152
2021-06-07,2303057,4216
2021-06-08,2303057,4163
2021-06-09,2303057,4056
2021-06-10,2303057,3961
2021-06-11,2303057,3940
2021-06-14,2303057,3810
2021-06-15,2303057,3722
2021-06-16,2303057,3692
2021-06-17,2303057,3698
2021-06-18,2303057,3728
2021-06-21,2303057,3726
2021-06-22,2303057,3726
2021-06-23,2303057,3778
2021-06-24,2303057,3796
2021-06-25,2303057,3754
2021-06-28,2303057,3864
2021-06-29,2303057,3920
2021-06-30,2303057,3996
2021-06-01,2303057,4039
2021-06-02,2303057,4055
2021-06-03,2303057,4095
2021-06-04,2303057,4152
2021-06-07,2303057,4216
2021-06-08,2303057,4163
2021-06-09,2303057,4056
2021-06-10,2303057,3961
2021-06-11,2303057,3940
2021-06-14,2303057,3810
2021-06-15,2303057,3722
2021-06-16,2303057,3692
2021-06-17,2303057,3698
2021-06-18,2303057,3728
2021-06-21,2303057,3726
2021-06-22,2303057,3726
2021-06-23,2303057,3778
2021-06-24,2303057,3796
2021-06-25,2303057,3754
2021-06-28,2303057,3864
2021-06-29,2303057,3920
2021-06-30,2303057,3996
2021-07-01,2303057,4017
2021-07-02,2303057,4065
2021-07-05,2303057,4188
2021-07-06,2303057,4218
2021-07-07,2303057,4216
2021-07-08,2303057,4263
2021-07-09,2303057,4295
2021-07-12,2303057,4473
2021-07-13,2303057,4556
2021-07-14,2303057,4594
2021-07-15,2303057,4612
2021-07-16,2303057,4661
2021-07-19,2303057,4685
2021-07-20,2303057,4671
2021-07-21,2303057,4653
2021-07-22,2303057,4652
2021-07-23,2303057,4617
2021-07-26,2303057,4731
2021-07-27,2303057,4796
2021-07-28,2303057,4785
2021-07-29,2303057,4692
2021-07-30,2303057,4613
2021-08-02,2303057,4447
2021-08-03,2303057,4408
2021-08-04,2303057,4391
2021-08-05,2303057,4470
2021-08-06,2303057,4569
2021-08-09,2303057,4684
2021-08-10,2303057,4631
2021-08-11,2303057,4663
2021-08-12,2303057,4783
2021-08-13,2303057,4929
2021-08-17,2303057,5350
2021-08-18,2303057,5514
2021-08-19,2303057,5646
2021-08-20,2303057,5748
2021-08-23,2303057,5938
2021-08-24,2303057,5967
2021-08-25,2303057,6089
2021-08-26,2303057,6209
2021-08-27,2303057,6241
2021-08-30,2303057,6246
2021-08-31,2303057,6360
2021-09-01,2303057,6584
2021-09-02,2303057,6728
2021-09-03,2303057,6934
2021-09-06,2303057,7285
2021-09-07,2303057,7238
2021-09-08,2303057,7186
2021-09-09,2303057,7146
2021-09-10,2303057,7146
2021-09-13,2303057,7394
2021-09-14,2303057,7524
2021-09-15,2303057,7644
2021-09-16,2303057,7726
2021-09-17,2303057,7875
2021-09-23,2303057,7127
2021-09-24,2303057,7134
2021-09-27,2303057,6834
2021-09-28,2303057,6574
2021-09-29,2303057,6410
2021-09-30,2303057,6405
2021-10-01,2303057,6280
2021-10-05,2303057,5879
2021-10-06,2303057,5714
2021-10-07,2303057,5493
2021-10-08,2303057,5273
2021-10-12,2303057,4908
2021-10-13,2303057,4720
2021-10-14,2303057,4655
2021-10-15,2303057,4650
2021-10-18,2303057,4688
2021-10-19,2303057,4703
2021-10-20,2303057,4695
2021-10-21,2303057,4659
2021-10-22,2303057,4633
2021-10-25,2303057,4651
2021-10-26,2303057,4640
2021-10-27,2303057,4648
2021-10-28,2303057,4695
2021-10-29,2303057,4744
2021-11-01,2303057,4905
2021-11-02,2303057,4982
2021-11-03,2303057,5110
2021-11-04,2303057,5192
2021-11-05,2303057,5230
2021-11-08,2303057,5419
2021-11-09,2303057,5424
2021-11-10,2303057,5379
2021-11-11,2303057,5293
2021-11-12,2303057,5171
2021-11-15,2303057,4793
2021-11-16,2303057,4714
2021-11-17,2303057,4647
2021-11-18,2303057,4575
2021-11-19,2303057,4465
2021-11-22,2303057,4190
2021-11-23,2303057,4083
2021-11-24,2303057,3980
2021-11-25,2303057,3888
2021-11-26,2303057,3797
2021-11-29,2303057,3548
2021-11-30,2303057,3491
2021-12-01,2303057,3417
2021-12-02,2303057,3339
2021-12-06,2303057,3206
2021-12-07,2303057,3195
2021-12-08,2303057,3169
2021-12-09,2303057,3135
2021-12-10,2303057,3111
2021-12-13,2303057,3046
2021-12-14,2303057,3038
2021-12-15,2303057,3046
2021-12-16,2303057,3044
2021-12-17,2303057,3041
2021-12-20,2303057,3133
2021-12-21,2303057,3205
2021-12-22,2303057,3306
2021-12-23,2303057,3424
2021-12-24,2303057,3560
2021-12-27,2303057,3923
2021-12-28,2303057,4062
2021-12-29,2303057,4089
2021-12-30,2303057,4182
2021-12-31,2303057,4305
