date,place,ondo,price
2021-01-04,100.0,-7.1,473
2021-01-05,100.0,-9.3,510
2021-01-06,100.0,-13.0,520
2021-01-07,100.0,-18.8,510
2021-01-08,100.0,-19.7,510
2021-01-11,100.0,-13.0,522
2021-01-12,100.0,-8.2,592
2021-01-13,100.0,-1.0,592
2021-01-14,100.0,-3.1,602
2021-01-15,100.0,0.3,602
2021-01-18,100.0,-8.9,622
2021-01-19,100.0,-12.3,662
2021-01-20,100.0,-5.0,610
2021-01-21,100.0,2.3,610
2021-01-22,100.0,2.0,610
2021-01-25,100.0,-0.5,622
2021-01-26,100.0,-0.1,612
2021-01-27,100.0,-1.6,702
2021-01-28,100.0,-7.6,722
2021-01-29,100.0,-13.9,732
2021-02-01,100.0,2.4,702
2021-02-02,100.0,-9.1,712
2021-02-03,100.0,-8.7,722
2021-02-04,100.0,-6.5,738
2021-02-05,100.0,-2.7,805
2021-02-08,100.0,-6.9,715
2021-02-09,100.0,-5.6,755
2021-02-10,100.0,-2.1,815
2021-02-15,100.0,-2.4,795
2021-02-16,100.0,-10.4,825
2021-02-17,100.0,-14.2,845
2021-02-18,100.0,-11.8,945
2021-02-19,100.0,-2.7,982
2021-02-22,100.0,7.1,972
2021-02-23,100.0,-2.8,984
2021-02-24,100.0,-5.2,922
2021-02-25,100.0,-0.7,902
2021-02-26,100.0,-1.1,1012
2021-03-02,100.0,-6.6,1046
2021-03-03,100.0,-4.6,1046
2021-03-04,100.0,1.4,1002
2021-03-05,100.0,3.6,962
2021-03-08,100.0,-1.5,1022
2021-03-09,100.0,3.0,1022
2021-03-10,100.0,1.8,1022
2021-03-11,100.0,4.9,1074
2021-03-12,100.0,2.2,1014
2021-03-15,100.0,5.2,1062
2021-03-16,100.0,7.0,1034
2021-03-17,100.0,2.0,1034
2021-03-18,100.0,2.3,1004
2021-03-19,100.0,4.2,1004
2021-03-22,100.0,0.7,1104
2021-03-23,100.0,5.0,1064
2021-03-24,100.0,7.2,1064
2021-03-25,100.0,9.0,1044
2021-03-26,100.0,7.4,1064
2021-03-29,100.0,6.8,1084
2021-03-30,100.0,6.1,1084
2021-03-31,100.0,5.2,1024
2021-04-01,100.0,6.1,1104
2021-04-02,100.0,7.6,1104
2021-04-05,100.0,2.8,1084
2021-04-06,100.0,7.9,1104
2021-04-07,100.0,9.2,1084
2021-04-08,100.0,5.0,1084
2021-04-09,100.0,2.3,1084
2021-04-12,100.0,9.4,1064
2021-04-13,100.0,8.9,1104
2021-04-14,100.0,5.2,1104
2021-04-15,100.0,6.4,1084
2021-04-16,100.0,7.6,1082
2021-04-19,100.0,10.6,1102
2021-04-20,100.0,12.7,1064
2021-04-21,100.0,12.7,1064
2021-04-22,100.0,13.6,1044
2021-04-23,100.0,8.9,1064
2021-04-26,100.0,8.5,1064
2021-04-27,100.0,11.7,1064
2021-04-28,100.0,11.5,1064
2021-04-29,100.0,7.0,955
2021-04-30,100.0,6.0,975
2021-05-03,100.0,10.8,890
2021-05-04,100.0,12.1,872
2021-05-06,100.0,12.6,878
2021-05-07,100.0,10.9,828
2021-05-10,100.0,8.2,863
2021-05-11,100.0,9.0,843
2021-05-12,100.0,10.3,734
2021-05-13,100.0,14.1,734
2021-05-14,100.0,16.4,552
2021-05-17,100.0,9.5,590
2021-05-18,100.0,13.6,542
2021-05-20,100.0,12.7,582
2021-05-21,100.0,10.0,685
2021-05-24,100.0,15.5,625
2021-05-25,100.0,8.4,625
2021-05-26,100.0,12.7,625
2021-05-27,100.0,11.5,705
2021-05-28,100.0,10.0,705
2021-05-31,100.0,12.7,725
2021-06-01,100.0,16.0,705
2021-06-02,100.0,17.7,625
2021-06-03,100.0,14.7,685
2021-06-04,100.0,14.4,625
2021-06-07,100.0,17.4,695
2021-06-08,100.0,17.1,605
2021-06-09,100.0,19.0,585
2021-06-10,100.0,20.8,633
2021-06-11,100.0,18.5,602
2021-06-14,100.0,15.8,550
2021-06-15,100.0,16.2,620
2021-06-16,100.0,13.7,580
2021-06-17,100.0,15.4,580
2021-06-18,100.0,17.1,580
2021-06-21,100.0,15.4,665
2021-06-22,100.0,12.9,605
2021-06-23,100.0,13.3,605
2021-06-24,100.0,17.3,605
2021-06-25,100.0,17.6,585
2021-06-28,100.0,17.0,665
2021-06-29,100.0,17.1,585
2021-06-30,100.0,18.0,582
2021-07-01,100.0,19.0,665
2021-07-02,100.0,17.6,634
2021-07-05,100.0,19.1,857
2021-07-06,100.0,20.2,833
2021-07-07,100.0,20.8,837
2021-07-08,100.0,20.5,864
2021-07-09,100.0,20.1,850
2021-07-12,100.0,22.7,831
2021-07-13,100.0,22.8,707
2021-07-14,100.0,23.1,676
2021-07-15,100.0,22.3,597
2021-07-16,100.0,21.7,609
2021-07-19,100.0,22.4,675
2021-07-20,100.0,22.4,745
2021-07-21,100.0,22.1,694
2021-07-22,100.0,21.5,639
2021-07-23,100.0,22.7,643
2021-07-26,100.0,23.5,819
2021-07-27,100.0,22.5,879
2021-07-28,100.0,22.0,951
2021-07-29,100.0,23.0,843
2021-07-30,100.0,23.6,959
2021-08-02,100.0,22.6,1082
2021-08-03,100.0,23.8,1172
2021-08-04,100.0,24.8,1132
2021-08-05,100.0,24.2,1090
2021-08-06,100.0,22.1,1082
2021-08-09,100.0,18.6,1032
2021-08-10,100.0,19.1,1036
2021-08-11,100.0,20.7,1020
2021-08-12,100.0,19.5,957
2021-08-13,100.0,19.5,986
2021-08-17,100.0,16.9,913
2021-08-18,100.0,17.4,1044
2021-08-19,100.0,17.6,1108
2021-08-20,100.0,18.4,1032
2021-08-23,100.0,17.3,927
2021-08-24,100.0,19.7,827
2021-08-25,100.0,19.6,956
2021-08-26,100.0,20.2,972
2021-08-27,100.0,18.2,940
2021-08-30,100.0,18.9,1104
2021-08-31,100.0,15.3,1034
2021-09-01,100.0,15.7,1126
2021-09-02,100.0,16.3,1320
2021-09-03,100.0,15.5,1252
2021-09-06,100.0,16.1,1276
2021-09-07,100.0,16.4,1414
2021-09-08,100.0,16.8,1414
2021-09-09,100.0,18.0,1308
2021-09-10,100.0,17.3,1308
2021-09-13,100.0,17.3,1532
2021-09-14,100.0,15.5,1516
2021-09-15,100.0,15.4,1520
2021-09-16,100.0,15.8,1520
2021-09-17,100.0,14.8,1524
2021-09-23,100.0,14.1,1524
2021-09-24,100.0,12.7,1392
2021-09-27,100.0,14.4,1156
2021-09-28,100.0,15.1,1126
2021-09-29,100.0,16.0,1084
2021-09-30,100.0,14.5,1060
2021-10-01,100.0,13.8,1020
2021-10-05,100.0,17.8,956
2021-10-06,100.0,13.5,890
2021-10-07,100.0,14.8,833
2021-10-08,100.0,14.3,766
2021-10-12,100.0,11.4,674
2021-10-13,100.0,12.3,614
2021-10-14,100.0,14.7,584
2021-10-15,100.0,12.2,584
2021-10-18,100.0,4.6,604
2021-10-19,100.0,5.6,721
2021-10-20,100.0,3.9,725
2021-10-21,100.0,3.5,660
2021-10-22,100.0,3.4,748
2021-10-25,100.0,4.1,752
2021-10-26,100.0,6.8,752
2021-10-27,100.0,9.7,712
2021-10-28,100.0,4.7,736
2021-10-29,100.0,4.3,739
