date,place,ondo,price
2021-11-01,100.0,7.6,796
2021-11-02,100.0,5.1,834
2021-11-03,100.0,7.6,868
2021-11-04,100.0,5.0,924
2021-11-05,100.0,4.7,1085
2021-11-08,100.0,6.0,1136
2021-11-09,100.0,-0.2,1188
2021-11-10,100.0,-1.0,1220
2021-11-11,100.0,-0.2,1340
2021-11-12,100.0,-0.9,1356
2021-11-15,100.0,4.0,1206
2021-11-16,100.0,2.9,1124
2021-11-17,100.0,1.3,1032
2021-11-18,100.0,6.9,1140
2021-11-19,100.0,7.8,1104
2021-11-22,100.0,-1.7,1138
2021-11-23,100.0,-5.4,1092
2021-11-24,100.0,-1.1,1128
2021-11-25,100.0,2.1,1068
2021-11-26,100.0,-1.0,1092
2021-11-29,100.0,3.5,1080
2021-11-30,100.0,1.0,937
2021-12-01,100.0,-6.7,969
2021-12-02,100.0,-3.9,1024
2021-12-06,100.0,-0.7,917
2021-12-07,100.0,-1.0,929
2021-12-08,100.0,-0.4,917
2021-12-09,100.0,-0.7,849
2021-12-10,100.0,2.3,842
2021-12-13,100.0,-6.4,891
2021-12-14,100.0,-1.7,883
2021-12-15,100.0,2.0,886
2021-12-16,100.0,1.6,857
2021-12-17,100.0,-8.6,800
2021-12-20,100.0,1.6,886
2021-12-21,100.0,2.3,833
2021-12-22,100.0,-2.5,813
2021-12-23,100.0,-2.9,817
2021-12-24,100.0,-2.9,797
2021-12-27,100.0,-10.5,925
2021-12-28,100.0,-5.6,894
2021-12-29,100.0,-2.7,922
2021-12-30,100.0,-8.7,926
2021-12-31,100.0,-11.8,896
