date,place,ondo,price
2019-01-02,100.0,-9.1,577
2019-01-03,100.0,-7.5,580
2019-01-04,100.0,-5.1,570
2019-01-07,100.0,-6.2,580
2019-01-08,100.0,-7.2,530
2019-01-09,100.0,-9.8,510
2019-01-10,100.0,-4.5,510
2019-01-11,100.0,-5.7,500
2019-01-14,100.0,-4.3,460
2019-01-15,100.0,-5.1,480
2019-01-16,100.0,-10.1,478
2019-01-17,100.0,-5.3,460
2019-01-18,100.0,-4.0,450
2019-01-21,100.0,-6.0,450
2019-01-22,100.0,-3.2,440
2019-01-23,100.0,-2.3,460
2019-01-24,100.0,-5.7,430
2019-01-25,100.0,-6.8,430
2019-01-28,100.0,-4.0,440
2019-01-29,100.0,-5.8,440
2019-01-30,100.0,-0.2,440
2019-01-31,100.0,-4.1,450
2019-02-01,100.0,-7.7,430
2019-02-07,100.0,-2.7,430
2019-02-08,100.0,-8.6,420
2019-02-11,100.0,-6.9,412
2019-02-12,100.0,-5.6,412
2019-02-13,100.0,-7.8,420
2019-02-14,100.0,-7.2,412
2019-02-15,100.0,-3.5,422
2019-02-18,100.0,-1.4,400
2019-02-19,100.0,-1.1,400
2019-02-20,100.0,-3.8,400
2019-02-21,100.0,-3.8,400
2019-02-22,100.0,-2.1,408
2019-02-25,100.0,0.7,368
2019-02-26,100.0,-1.0,370
2019-02-27,100.0,1.9,370
2019-02-28,100.0,0.9,360
2019-03-04,100.0,2.0,370
2019-03-05,100.0,3.9,370
2019-03-06,100.0,2.9,380
2019-03-07,100.0,-0.5,380
2019-03-08,100.0,1.2,380
2019-03-11,100.0,1.3,380
2019-03-12,100.0,-1.0,380
2019-03-13,100.0,-3.1,380
2019-03-14,100.0,-1.5,380
2019-03-15,100.0,-0.1,380
2019-03-18,100.0,3.8,380
2019-03-19,100.0,7.3,376
2019-03-20,100.0,7.4,376
2019-03-21,100.0,5.0,360
2019-03-22,100.0,-1.2,360
2019-03-25,100.0,3.3,370
2019-03-26,100.0,6.4,370
2019-03-27,100.0,7.7,366
2019-03-28,100.0,0.3,366
2019-03-29,100.0,2.1,366
2019-04-01,100.0,-1.0,366
2019-04-02,100.0,-0.5,362
2019-04-03,100.0,1.9,340
2019-04-04,100.0,6.0,334
2019-04-05,100.0,6.7,334
2019-04-08,100.0,4.2,334
2019-04-09,100.0,1.7,334
2019-04-10,100.0,0.1,334
2019-04-11,100.0,0.8,324
2019-04-12,100.0,3.6,324
2019-04-15,100.0,7.9,334
2019-04-16,100.0,10.8,334
2019-04-17,100.0,12.0,334
2019-04-18,100.0,10.1,334
2019-04-19,100.0,4.1,334
2019-04-22,100.0,10.1,334
2019-04-23,100.0,15.6,334
2019-04-24,100.0,13.8,344
2019-04-25,100.0,4.9,350
2019-04-26,100.0,2.5,364
2019-04-29,100.0,6.3,364
2019-04-30,100.0,8.8,364
2019-05-02,100.0,12.8,354
2019-05-03,100.0,12.6,354
2019-05-07,100.0,9.2,354
2019-05-08,100.0,12.6,361
2019-05-09,100.0,14.2,364
2019-05-10,100.0,13.1,369
2019-05-13,100.0,13.3,360
2019-05-14,100.0,15.4,360
2019-05-15,100.0,14.3,376
2019-05-16,100.0,17.0,361
2019-05-17,100.0,16.8,390
2019-05-20,100.0,13.5,460
2019-05-21,100.0,12.4,432
2019-05-22,100.0,15.3,402
2019-05-23,100.0,17.1,407
2019-05-24,100.0,19.7,402
2019-05-27,100.0,16.0,410
2019-05-28,100.0,14.2,420
2019-05-29,100.0,15.3,430
2019-05-30,100.0,15.8,416
2019-05-31,100.0,14.8,416
2019-06-03,100.0,18.4,432
2019-06-04,100.0,20.9,464
2019-06-05,100.0,19.8,464
2019-06-07,100.0,13.1,506
2019-06-10,100.0,11.2,506
2019-06-11,100.0,10.5,506
2019-06-12,100.0,13.0,550
2019-06-13,100.0,17.3,600
2019-06-14,100.0,15.3,620
2019-06-17,100.0,17.6,610
2019-06-18,100.0,16.6,630
2019-06-19,100.0,17.8,620
2019-06-20,100.0,19.1,600
2019-06-21,100.0,15.2,600
2019-06-24,100.0,16.6,600
2019-06-25,100.0,19.0,590
2019-06-26,100.0,18.3,590
2019-06-27,100.0,18.9,670
2019-06-28,100.0,17.1,760
2019-07-01,100.0,19.2,760
2019-07-02,100.0,18.5,740
2019-07-03,100.0,18.5,710
2019-07-04,100.0,19.9,670
2019-07-05,100.0,20.2,690
2019-07-08,100.0,15.4,680
2019-07-09,100.0,14.9,740
2019-07-10,100.0,15.0,750
2019-07-11,100.0,16.9,820
2019-07-12,100.0,18.1,870
2019-07-15,100.0,18.1,760
2019-07-16,100.0,18.7,760
2019-07-17,100.0,20.5,720
2019-07-18,100.0,21.5,670
2019-07-19,100.0,21.5,690
2019-07-22,100.0,23.2,860
2019-07-23,100.0,23.7,750
2019-07-24,100.0,23.3,690
2019-07-25,100.0,23.5,710
2019-07-26,100.0,22.7,700
2019-07-29,100.0,23.2,740
2019-07-30,100.0,24.2,740
2019-07-31,100.0,24.2,720
