date,place,ondo,price
2020-08-20,100.0,21.5,2062
2020-08-21,100.0,19.2,2016
2020-08-24,100.0,21.9,2464
2020-08-25,100.0,24.7,2444
2020-08-26,100.0,21.7,2554
2020-08-27,100.0,24.3,2620
2020-08-28,100.0,24.7,2740
2020-08-31,100.0,18.2,2340
2020-09-01,100.0,20.5,2140
2020-09-02,100.0,20.5,1980
2020-09-03,100.0,19.2,2266
2020-09-04,100.0,17.4,2432
2020-09-07,100.0,17.1,2412
2020-09-08,100.0,18.4,2624
2020-09-09,100.0,16.5,2432
2020-09-10,100.0,16.5,2454
2020-09-11,100.0,14.9,2474
2020-09-14,100.0,16.1,2930
2020-09-15,100.0,15.5,2790
2020-09-16,100.0,17.5,2914
2020-09-17,100.0,15.8,2826
2020-09-18,100.0,15.4,2890
2020-09-21,100.0,10.2,2726
2020-09-22,100.0,10.0,2690
2020-09-23,100.0,11.2,2650
2020-09-24,100.0,12.5,2698
2020-09-25,100.0,13.0,2678
2020-09-28,100.0,11.0,2742
2020-09-29,100.0,11.4,2762
2020-10-05,100.0,7.6,2602
2020-10-06,100.0,6.3,2374
2020-10-07,100.0,7.2,2278
2020-10-08,100.0,9.9,2218
2020-10-12,100.0,11.5,1527
2020-10-13,100.0,8.1,1381
2020-10-14,100.0,7.1,1203
2020-10-15,100.0,4.9,1075
2020-10-16,100.0,6.2,995
2020-10-19,100.0,6.3,953
2020-10-20,100.0,6.7,941
2020-10-21,100.0,6.9,851
2020-10-22,100.0,9.5,777
2020-10-23,100.0,3.9,778
2020-10-26,100.0,4.9,756
2020-10-27,100.0,7.2,756
2020-10-28,100.0,9.1,682
2020-10-29,100.0,2.5,610
2020-10-30,100.0,3.6,620
2020-11-02,100.0,6.3,616
2020-11-03,100.0,0.2,624
2020-11-04,100.0,-0.3,532
2020-11-05,100.0,6.0,532
2020-11-06,100.0,9.7,572
2020-11-09,100.0,0.4,622
2020-11-10,100.0,0.8,600
2020-11-11,100.0,1.6,648
2020-11-12,100.0,5.2,648
2020-11-13,100.0,6.0,753
2020-11-16,100.0,7.3,655
2020-11-17,100.0,10.7,722
2020-11-18,100.0,14.8,731
2020-11-19,100.0,12.8,795
2020-11-20,100.0,0.0,825
2020-11-23,100.0,-1.5,705
2020-11-24,100.0,-0.6,643
2020-11-25,100.0,-0.4,693
2020-11-26,100.0,-0.7,693
2020-11-27,100.0,-0.1,643
2020-11-30,100.0,-5.0,523
2020-12-01,100.0,-4.7,545
2020-12-02,100.0,-2.7,565
2020-12-03,100.0,-3.6,527
2020-12-07,100.0,-0.9,513
2020-12-08,100.0,-5.9,513
2020-12-09,100.0,-4.8,509
2020-12-10,100.0,0.3,509
2020-12-11,100.0,0.5,509
2020-12-14,100.0,-13.1,524
2020-12-15,100.0,-14.2,524
2020-12-16,100.0,-13.5,535
2020-12-17,100.0,-11.4,541
2020-12-18,100.0,-5.8,536
2020-12-21,100.0,-5.8,515
2020-12-22,100.0,-3.4,497
2020-12-23,100.0,0.0,470
2020-12-24,100.0,-1.5,458
2020-12-28,100.0,1.0,463
2020-12-29,100.0,-3.0,469
2020-12-30,100.0,-14.2,469
2020-12-31,100.0,-14.5,461
