날짜,지점,강수량(mm)
2016-01-01,100,
2016-01-02,100,
2016-01-03,100,
2016-01-04,100,
2016-01-05,100,
2016-01-06,100,
2016-01-07,100,
2016-01-08,100,
2016-01-09,100,
2016-01-10,100,0
2016-01-11,100,
2016-01-12,100,
2016-01-13,100,0
2016-01-14,100,0
2016-01-15,100,0
2016-01-16,100,
2016-01-17,100,0
2016-01-18,100,0
2016-01-19,100,
2016-01-20,100,
2016-01-21,100,
2016-01-22,100,
2016-01-23,100,
2016-01-24,100,
2016-01-25,100,
2016-01-26,100,
2016-01-27,100,
2016-01-28,100,
2016-01-29,100,2.6
2016-01-30,100,0
2016-01-31,100,
2016-02-01,100,
2016-02-02,100,
2016-02-03,100,
2016-02-04,100,
2016-02-05,100,
2016-02-06,100,0.6
2016-02-07,100,
2016-02-08,100,1.9
2016-02-09,100,0.6
2016-02-10,100,
2016-02-11,100,
2016-02-12,100,8.6
2016-02-13,100,11.1
2016-02-14,100,0.3
2016-02-15,100,0
2016-02-16,100,0.2
2016-02-17,100,
2016-02-18,100,
2016-02-19,100,
2016-02-20,100,
2016-02-21,100,
2016-02-22,100,
2016-02-23,100,0
2016-02-24,100,0
2016-02-25,100,0
2016-02-26,100,
2016-02-27,100,3.5
2016-02-28,100,12.2
2016-02-29,100,0
2016-03-01,100,
2016-03-02,100,
2016-03-03,100,
2016-03-04,100,
2016-03-05,100,14.8
2016-03-06,100,
2016-03-07,100,
2016-03-08,100,
2016-03-09,100,0
2016-03-10,100,
2016-03-11,100,
2016-03-12,100,
2016-03-13,100,
2016-03-14,100,0.6
2016-03-15,100,
2016-03-16,100,
2016-03-17,100,
2016-03-18,100,
2016-03-19,100,
2016-03-20,100,
2016-03-21,100,
2016-03-22,100,
2016-03-23,100,2.7
2016-03-24,100,0.2
2016-03-25,100,0
2016-03-26,100,
2016-03-27,100,
2016-03-28,100,
2016-03-29,100,0.1
2016-03-30,100,
2016-03-31,100,
2016-04-01,100,
2016-04-02,100,
2016-04-03,100,1.9
2016-04-04,100,
2016-04-05,100,
2016-04-06,100,2
2016-04-07,100,24.8
2016-04-08,100,
2016-04-09,100,
2016-04-10,100,1.1
2016-04-11,100,0.4
2016-04-12,100,
2016-04-13,100,0
2016-04-14,100,
2016-04-15,100,
2016-04-16,100,18.8
2016-04-17,100,8.4
2016-04-18,100,5.4
2016-04-19,100,
2016-04-20,100,0.3
2016-04-21,100,21.4
2016-04-22,100,
2016-04-23,100,
2016-04-24,100,
2016-04-25,100,
2016-04-26,100,
2016-04-27,100,
2016-04-28,100,
2016-04-29,100,
2016-04-30,100,
2016-05-01,100,
2016-05-02,100,0.9
2016-05-03,100,5.3
2016-05-04,100,3
2016-05-05,100,
2016-05-06,100,1.1
2016-05-07,100,
2016-05-08,100,
2016-05-09,100,
2016-05-10,100,23.5
2016-05-11,100,1.4
2016-05-12,100,
2016-05-13,100,
2016-05-14,100,
2016-05-15,100,2.5
2016-05-16,100,4.5
2016-05-17,100,
2016-05-18,100,
2016-05-19,100,
2016-05-20,100,
2016-05-21,100,
2016-05-22,100,
2016-05-23,100,
2016-05-24,100,4.5
2016-05-25,100,
2016-05-26,100,0.1
2016-05-27,100,
2016-05-28,100,
2016-05-29,100,
2016-05-30,100,
2016-05-31,100,
2016-06-01,100,
2016-06-02,100,
2016-06-03,100,
2016-06-04,100,
2016-06-05,100,
2016-06-06,100,
2016-06-07,100,0
2016-06-08,100,
2016-06-09,100,
2016-06-10,100,
2016-06-11,100,
2016-06-12,100,9.5
2016-06-13,100,0.1
2016-06-14,100,14.4
2016-06-15,100,8
2016-06-16,100,
2016-06-17,100,
2016-06-18,100,
2016-06-19,100,
2016-06-20,100,
2016-06-21,100,
2016-06-22,100,10.4
2016-06-23,100,0.1
2016-06-24,100,11.9
2016-06-25,100,
2016-06-26,100,
2016-06-27,100,
2016-06-28,100,
2016-06-29,100,
2016-06-30,100,9.9
2016-07-01,100,59.3
2016-07-02,100,17.9
2016-07-03,100,0
2016-07-04,100,99.9
2016-07-05,100,98.8
2016-07-06,100,22.3
2016-07-07,100,
2016-07-08,100,
2016-07-09,100,
2016-07-10,100,
2016-07-11,100,
2016-07-12,100,2.6
2016-07-13,100,
2016-07-14,100,19.1
2016-07-15,100,
2016-07-16,100,81
2016-07-17,100,6.2
2016-07-18,100,
2016-07-19,100,
2016-07-20,100,0.2
2016-07-21,100,
2016-07-22,100,
2016-07-23,100,0.3
2016-07-24,100,0.2
2016-07-25,100,0
2016-07-26,100,
2016-07-27,100,
2016-07-28,100,
2016-07-29,100,
2016-07-30,100,
2016-07-31,100,13.5
2016-08-01,100,11.4
2016-08-02,100,0.5
2016-08-03,100,
2016-08-04,100,0
2016-08-05,100,
2016-08-06,100,
2016-08-07,100,8.9
2016-08-08,100,0.2
2016-08-09,100,0.3
2016-08-10,100,
2016-08-11,100,
2016-08-12,100,
2016-08-13,100,
2016-08-14,100,0.7
2016-08-15,100,
2016-08-16,100,2.4
2016-08-17,100,0
2016-08-18,100,
2016-08-19,100,
2016-08-20,100,
2016-08-21,100,1.4
2016-08-22,100,
2016-08-23,100,
2016-08-24,100,
2016-08-25,100,4.4
2016-08-26,100,35.4
2016-08-27,100,
2016-08-28,100,152.5
2016-08-29,100,32.6
2016-08-30,100,7.3
2016-08-31,100,2.4
2016-09-01,100,
2016-09-02,100,1.4
2016-09-03,100,1.6
2016-09-04,100,30.6
2016-09-05,100,8.2
2016-09-06,100,
2016-09-07,100,
2016-09-08,100,4
2016-09-09,100,4.2
2016-09-10,100,0.1
2016-09-11,100,2.7
2016-09-12,100,0
2016-09-13,100,0.4
2016-09-14,100,1.2
2016-09-15,100,
2016-09-16,100,
2016-09-17,100,18.9
2016-09-18,100,5.1
2016-09-19,100,15.9
2016-09-20,100,
2016-09-21,100,
2016-09-22,100,
2016-09-23,100,
2016-09-24,100,
2016-09-25,100,
2016-09-26,100,
2016-09-27,100,3
2016-09-28,100,3.2
2016-09-29,100,1.6
2016-09-30,100,
2016-10-01,100,
2016-10-02,100,0.1
2016-10-03,100,7.1
2016-10-04,100,1.1
2016-10-05,100,21.5
2016-10-06,100,
2016-10-07,100,3.9
2016-10-08,100,3
2016-10-09,100,
2016-10-10,100,
2016-10-11,100,
2016-10-12,100,
2016-10-13,100,
2016-10-14,100,
2016-10-15,100,
2016-10-16,100,0.6
2016-10-17,100,
2016-10-18,100,
2016-10-19,100,
2016-10-20,100,3.3
2016-10-21,100,0.8
2016-10-22,100,3
2016-10-23,100,11.2
2016-10-24,100,
2016-10-25,100,20.7
2016-10-26,100,
2016-10-27,100,0.1
2016-10-28,100,0.5
2016-10-29,100,1.4
2016-10-30,100,
2016-10-31,100,
2016-11-01,100,
2016-11-02,100,0
2016-11-03,100,0
2016-11-04,100,
2016-11-05,100,
2016-11-06,100,7.8
2016-11-07,100,1.6
2016-11-08,100,1.5
2016-11-09,100,
