날짜,지점,강수량(mm)
2016-11-10,100,
2016-11-11,100,0
2016-11-12,100,
2016-11-13,100,
2016-11-14,100,
2016-11-15,100,
2016-11-16,100,
2016-11-17,100,
2016-11-18,100,1.6
2016-11-19,100,0.1
2016-11-20,100,
2016-11-21,100,
2016-11-22,100,0.7
2016-11-23,100,0
2016-11-24,100,
2016-11-25,100,
2016-11-26,100,0
2016-11-27,100,0
2016-11-28,100,
2016-11-29,100,
2016-11-30,100,
2016-12-01,100,
2016-12-02,100,
2016-12-03,100,
2016-12-04,100,
2016-12-05,100,1.4
2016-12-06,100,
2016-12-07,100,0
2016-12-08,100,0
2016-12-09,100,1
2016-12-10,100,
2016-12-11,100,
2016-12-12,100,
2016-12-13,100,0.1
2016-12-14,100,11
2016-12-15,100,0
2016-12-16,100,
2016-12-17,100,
2016-12-18,100,
2016-12-19,100,0.1
2016-12-20,100,
2016-12-21,100,19.2
2016-12-22,100,15.8
2016-12-23,100,0
2016-12-24,100,
2016-12-25,100,
2016-12-26,100,2.6
2016-12-27,100,1.8
2016-12-28,100,0
2016-12-29,100,
2016-12-30,100,
2016-12-31,100,
,,
,,
,,
,,
,,
,,
,,
