날짜,지점,강수량(mm)
2018-01-01,100,
2018-01-02,100,
2018-01-03,100,
2018-01-04,100,
2018-01-05,100,
2018-01-06,100,
2018-01-07,100,
2018-01-08,100,0
2018-01-09,100,
2018-01-10,100,
2018-01-11,100,
2018-01-12,100,
2018-01-13,100,
2018-01-14,100,
2018-01-15,100,0.1
2018-01-16,100,
2018-01-17,100,1.7
2018-01-18,100,
2018-01-19,100,
2018-01-20,100,0
2018-01-21,100,
2018-01-22,100,2.5
2018-01-23,100,0
2018-01-24,100,
2018-01-25,100,
2018-01-26,100,
2018-01-27,100,
2018-01-28,100,
2018-01-29,100,
2018-01-30,100,0
2018-01-31,100,0
2018-02-01,100,
2018-02-02,100,0
2018-02-03,100,0
2018-02-04,100,
2018-02-05,100,
2018-02-06,100,
2018-02-07,100,
2018-02-08,100,
2018-02-09,100,
2018-02-10,100,
2018-02-11,100,0
2018-02-12,100,
2018-02-13,100,0
2018-02-14,100,
2018-02-15,100,
2018-02-16,100,
2018-02-17,100,
2018-02-18,100,
2018-02-19,100,
2018-02-20,100,
2018-02-21,100,
2018-02-22,100,0
2018-02-23,100,0.3
2018-02-24,100,0
2018-02-25,100,
2018-02-26,100,
2018-02-27,100,
2018-02-28,100,42.9
2018-03-01,100,1.4
2018-03-02,100,
2018-03-03,100,
2018-03-04,100,9.4
2018-03-05,100,17.4
2018-03-06,100,
2018-03-07,100,2.8
2018-03-08,100,9
2018-03-09,100,0.5
2018-03-10,100,
2018-03-11,100,
2018-03-12,100,
2018-03-13,100,
2018-03-14,100,
2018-03-15,100,6.6
2018-03-16,100,3.5
2018-03-17,100,
2018-03-18,100,0
2018-03-19,100,14.8
2018-03-20,100,
2018-03-21,100,7.5
2018-03-22,100,
2018-03-23,100,
2018-03-24,100,
2018-03-25,100,
2018-03-26,100,
2018-03-27,100,
2018-03-28,100,
2018-03-29,100,
2018-03-30,100,
2018-03-31,100,
2018-04-01,100,
2018-04-02,100,
2018-04-03,100,
2018-04-04,100,18.9
2018-04-05,100,5.1
2018-04-06,100,5.1
2018-04-07,100,0.4
2018-04-08,100,1.9
2018-04-09,100,0.3
2018-04-10,100,1.2
2018-04-11,100,3.4
2018-04-12,100,
2018-04-13,100,
2018-04-14,100,23.8
2018-04-15,100,
2018-04-16,100,
2018-04-17,100,
2018-04-18,100,
2018-04-19,100,
2018-04-20,100,
2018-04-21,100,
2018-04-22,100,6
2018-04-23,100,48.9
2018-04-24,100,13.7
2018-04-25,100,
2018-04-26,100,
2018-04-27,100,
2018-04-28,100,
2018-04-29,100,
2018-04-30,100,
2018-05-01,100,
2018-05-02,100,21.3
2018-05-03,100,1.6
2018-05-04,100,
2018-05-05,100,
2018-05-06,100,15.5
2018-05-07,100,1.5
2018-05-08,100,6.5
2018-05-09,100,0.8
2018-05-10,100,
2018-05-11,100,
2018-05-12,100,8.6
2018-05-13,100,0.2
2018-05-14,100,
2018-05-15,100,
2018-05-16,100,4.3
2018-05-17,100,51.5
2018-05-18,100,81.5
2018-05-19,100,
2018-05-20,100,
2018-05-21,100,
2018-05-22,100,1.3
2018-05-23,100,5.8
2018-05-24,100,
2018-05-25,100,
2018-05-26,100,
2018-05-27,100,
2018-05-28,100,
2018-05-29,100,1.5
2018-05-30,100,1.1
2018-05-31,100,
2018-06-01,100,
2018-06-02,100,
2018-06-03,100,
2018-06-04,100,
2018-06-05,100,0
2018-06-06,100,
2018-06-07,100,
2018-06-08,100,
2018-06-09,100,3.1
2018-06-10,100,10.4
2018-06-11,100,4.3
2018-06-12,100,
2018-06-13,100,1.9
2018-06-14,100,
2018-06-15,100,0.7
2018-06-16,100,
2018-06-17,100,
2018-06-18,100,
2018-06-19,100,
2018-06-20,100,
2018-06-21,100,
2018-06-22,100,
2018-06-23,100,
2018-06-24,100,
2018-06-25,100,
2018-06-26,100,45.8
2018-06-27,100,
2018-06-28,100,17
2018-06-29,100,0.3
2018-06-30,100,
2018-07-01,100,56.4
2018-07-02,100,48.8
2018-07-03,100,16.6
2018-07-04,100,28.1
2018-07-05,100,6.8
2018-07-06,100,27.8
2018-07-07,100,4.1
2018-07-08,100,
2018-07-09,100,18.2
2018-07-10,100,4.1
2018-07-11,100,7.1
2018-07-12,100,
2018-07-13,100,
2018-07-14,100,
2018-07-15,100,
2018-07-16,100,
2018-07-17,100,
2018-07-18,100,
2018-07-19,100,
2018-07-20,100,
2018-07-21,100,
2018-07-22,100,
2018-07-23,100,
2018-07-24,100,
2018-07-25,100,
2018-07-26,100,
2018-07-27,100,
2018-07-28,100,0.2
2018-07-29,100,1
2018-07-30,100,8.8
2018-07-31,100,
2018-08-01,100,
2018-08-02,100,
2018-08-03,100,
2018-08-04,100,
2018-08-05,100,
2018-08-06,100,54.5
2018-08-07,100,0.1
2018-08-08,100,24.3
2018-08-09,100,29.2
2018-08-10,100,0.1
2018-08-11,100,0.1
2018-08-12,100,
2018-08-13,100,4.4
2018-08-14,100,51
2018-08-15,100,
2018-08-16,100,70.6
2018-08-17,100,0.1
2018-08-18,100,
2018-08-19,100,
2018-08-20,100,
2018-08-21,100,
2018-08-22,100,
2018-08-23,100,59.5
2018-08-24,100,72.2
2018-08-25,100,
2018-08-26,100,4.1
2018-08-27,100,81
2018-08-28,100,32.7
2018-08-29,100,29.6
2018-08-30,100,27.2
2018-08-31,100,1.9
2018-09-01,100,3.1
2018-09-02,100,
2018-09-03,100,58.1
2018-09-04,100,21.5
2018-09-05,100,
2018-09-06,100,
2018-09-07,100,3.6
2018-09-08,100,
2018-09-09,100,4
2018-09-10,100,11.1
2018-09-11,100,
2018-09-12,100,
2018-09-13,100,
2018-09-14,100,2.1
2018-09-15,100,3.4
2018-09-16,100,0.5
2018-09-17,100,0
2018-09-18,100,
2018-09-19,100,1.8
2018-09-20,100,37.1
2018-09-21,100,38.6
2018-09-22,100,0.2
2018-09-23,100,
2018-09-24,100,
2018-09-25,100,6.6
2018-09-26,100,3.5
2018-09-27,100,0.2
2018-09-28,100,
2018-09-29,100,
2018-09-30,100,
2018-10-01,100,
2018-10-02,100,
2018-10-03,100,
2018-10-04,100,2.6
2018-10-05,100,40.7
2018-10-06,100,54.8
2018-10-07,100,
2018-10-08,100,
2018-10-09,100,
2018-10-10,100,0.1
2018-10-11,100,
2018-10-12,100,
2018-10-13,100,
2018-10-14,100,
2018-10-15,100,
2018-10-16,100,0
2018-10-17,100,2.6
2018-10-18,100,47.1
2018-10-19,100,
2018-10-20,100,
2018-10-21,100,
2018-10-22,100,
2018-10-23,100,1.1
2018-10-24,100,
2018-10-25,100,
2018-10-26,100,2.5
2018-10-27,100,0
2018-10-28,100,6.9
2018-10-29,100,
2018-10-30,100,
2018-10-31,100,
2018-11-01,100,
2018-11-02,100,
2018-11-03,100,
2018-11-04,100,
2018-11-05,100,
2018-11-06,100,
2018-11-07,100,3.9
2018-11-08,100,39.7
2018-11-09,100,2.1
2018-11-10,100,
2018-11-11,100,
2018-11-12,100,1.2
2018-11-13,100,0
2018-11-14,100,
2018-11-15,100,
2018-11-16,100,
2018-11-17,100,
2018-11-18,100,
2018-11-19,100,
2018-11-20,100,
2018-11-21,100,0.8
2018-11-22,100,
2018-11-23,100,
2018-11-24,100,2.7
2018-11-25,100,
2018-11-26,100,
2018-11-27,100,
2018-11-28,100,
2018-11-29,100,
2018-11-30,100,
2018-12-01,100,
2018-12-02,100,
2018-12-03,100,4.4
2018-12-04,100,11.1
2018-12-05,100,
2018-12-06,100,3.7
2018-12-07,100,
2018-12-08,100,
2018-12-09,100,
2018-12-10,100,
2018-12-11,100,1.7
2018-12-12,100,
2018-12-13,100,0.1
2018-12-14,100,
2018-12-15,100,
2018-12-16,100,0
2018-12-17,100,0
2018-12-18,100,0
2018-12-19,100,
2018-12-20,100,
2018-12-21,100,
2018-12-22,100,
2018-12-23,100,
2018-12-24,100,
2018-12-25,100,
2018-12-26,100,
