date,ondo,sun,snow,price
2020-09-01,23.5,23.34,0,5381
2020-09-02,23.7,4.46,0,5392
2020-09-03,22.6,18.43,0,5431
2020-09-04,20.6,20.46,0,5547
2020-09-07,19.1,3.52,0,6005
2020-09-08,20.7,20.14,0,6088
2020-09-09,19.2,17.87,0,6108
2020-09-10,19.8,16.87,0,6165
2020-09-11,19.3,9.64,0,6325
2020-09-14,18.4,20.93,0,6723
2020-09-15,19.9,21.15,0,6787
2020-09-16,19.7,6.77,0,6775
2020-09-17,18.8,7.29,0,6852
2020-09-18,17.5,18.45,0,6897
2020-09-21,14.6,16.69,0,6423
2020-09-22,15.9,16.87,0,6146
2020-09-23,16,12.9,0,5955
2020-09-24,17.1,15.98,0,5859
2020-09-25,16,18.75,0,5818
2020-09-28,14.8,20.2,0,5151
2020-09-29,14.5,15.72,0,4968
2020-10-05,10,16.51,0,4419
2020-10-06,9.7,19.57,0,4362
2020-10-07,13.1,17.53,0,4363
2020-10-08,13.2,19.31,0,4361
2020-10-12,13.7,12.19,0,4002
2020-10-13,10.4,12.53,0,3912
2020-10-14,9.1,9.77,0,3864
2020-10-15,8.7,14.47,0,3868
2020-10-16,8.9,7.59,0,3849
2020-10-19,9.4,15.85,0,3958
2020-10-20,10.2,15.89,0,3991
2020-10-21,9.3,4.71,0,4002
2020-10-22,10.6,7.11,0,3995
2020-10-23,6.1,16.61,0,3998
2020-10-26,7.8,13.93,0,3963
2020-10-27,9,13.76,0,3980
2020-10-28,10.1,13,0,4001
2020-10-29,6.3,14.46,0,3998
2020-10-30,7.6,14.55,0,4018
2020-11-02,7.9,13.52,0,4275
2020-11-03,4.4,10.86,0,4457
2020-11-04,1,15.07,0,4576
2020-11-05,4.8,12.52,0,4616
2020-11-06,10.2,3.6,0,4662
2020-11-09,3.8,13.77,0,4713
2020-11-10,3.6,13.47,0,4674
2020-11-11,3.8,13.14,0,4620
2020-11-12,5,12.97,0,4539
2020-11-13,5.7,10.9,0,4375
2020-11-16,9.4,10.61,0,4063
2020-11-17,11.7,6.35,0,4055
2020-11-18,15.2,4.14,0,4048
2020-11-19,14.3,1.53,0,4030
2020-11-20,4,1.38,0,3987
2020-11-23,0.2,11.22,0,3729
2020-11-24,1.2,7.92,0,3675
2020-11-25,0.9,11.42,0,3639
2020-11-26,2.5,10.14,0,3581
2020-11-27,3.3,4.19,0,3516
2020-11-30,-2.8,11.05,0,3360
2020-12-01,-2.1,11.14,0,3342
2020-12-02,0.2,9.55,0,3302
2020-12-03,-1.5,10.68,0,3253
2020-12-07,0.4,3.47,0,3215
2020-12-08,-3.4,10.97,0,3225
2020-12-09,-2.7,9.32,0,3225
2020-12-10,1.3,5.05,0,3222
2020-12-11,1.4,6.15,0,3225
2020-12-14,-9.1,11.38,0,3203
2020-12-15,-12.1,11.14,0,3265
2020-12-16,-12.3,11.31,0,3347
2020-12-17,-12.1,10.97,0,3462
2020-12-18,-5.4,4.57,0.3,3567
2020-12-21,-7.8,8.64,0,3747
2020-12-22,-5.1,7.78,0,3850
2020-12-23,-1.2,5.34,0,3951
2020-12-24,1.7,9.38,0,4018
2020-12-28,1.9,8.28,0.8,4511
2020-12-29,-0.7,2.58,5.3,4452
2020-12-30,-9.8,4.46,0.2,4495
2020-12-31,-10.2,11.06,1.1,4542
2021-01-04,-5,8.46,0,4807
2021-01-05,-4.8,10.21,0.1,4717
2021-01-06,-9.4,11.01,5,4667
2021-01-07,-14.1,7.3,1.2,4623
2021-01-08,-15.2,11.44,0,4504
2021-01-11,-10.9,4.26,0,4399
2021-01-12,-6.9,9.52,1.4,4449
2021-01-13,0.5,9.64,0,4608
2021-01-14,-0.8,10.78,0,4809
2021-01-15,2.7,3.56,0,5075
2021-01-18,-5.6,4.03,0,5658
2021-01-19,-11.8,12.48,0,5908
2021-01-20,-7.7,11.92,0,6112
2021-01-21,-0.2,5.84,0,6250
2021-01-22,4.4,3.81,0,6413
2021-01-25,2.6,9.52,0,6825
2021-01-26,2.5,2.15,0,6859
2021-01-27,1,11.72,0,6902
2021-01-28,-4,4.36,2.7,7070
2021-01-29,-9.5,13.35,0,7291
2021-02-01,3.5,6.42,0,7823
2021-02-02,-4.7,13.97,0.8,7957
2021-02-03,-5,14.15,0.3,8092
2021-02-04,-4.3,15.02,2.2,8244
2021-02-05,-1.5,11.1,0,8481
2021-02-08,-3,15.28,0,8481
2021-02-09,-3.4,15.19,0,8461
2021-02-10,-0.9,8.89,0,8234
2021-02-15,1,11.02,0,7272
2021-02-16,-6.3,9.18,3.9,7199
2021-02-17,-8.9,10.35,0.9,7190
2021-02-18,-8,15.18,0,7307
2021-02-19,-1.4,16.09,0,7300
2021-02-22,7.5,15.09,0,7084
2021-02-23,0.2,16.54,0,6930
2021-02-24,1.2,13.8,0,6916
2021-02-25,1.8,4.55,0,6977
2021-02-26,5.5,16.27,0,6889
2021-03-02,-0.1,5.84,0.2,7027
2021-03-03,0.1,15.35,0,6952
2021-03-04,2.5,6.28,0,6856
2021-03-05,5,18.12,0,6632
2021-03-08,4.5,18.95,0,6098
2021-03-09,5.2,14.02,0,5909
2021-03-10,5.7,19.61,0,5720
2021-03-11,7.6,17.77,0,5686
2021-03-12,6.5,3.69,0,5676
2021-03-15,8.8,16.28,0,5671
2021-03-16,9.5,21.12,0,5748
2021-03-17,6.7,20.77,0,5748
2021-03-18,9.4,19.43,0,5665
2021-03-19,11.5,17.62,0,5611
2021-03-22,4.9,20.02,0,5436
2021-03-23,6,20.98,0,5405
2021-03-24,7.3,19.37,0,5455
2021-03-25,9.9,21.87,0,5496
2021-03-26,10.2,18.04,0,5448
2021-03-29,10.4,19.67,0,5192
2021-03-30,8.9,23.79,0,5114
2021-03-31,11.7,23.62,0,5065
2021-04-01,13.1,17.89,0,4987
2021-04-02,15.7,17.79,0,4916
2021-04-05,7.9,25.61,0,4725
2021-04-06,11.4,22.65,0,4687
2021-04-07,11.9,24.7,0,4626
2021-04-08,9.9,25.31,0,4617
2021-04-09,8.1,21.62,0,4608
2021-04-12,11.7,5.74,0,4613
2021-04-13,10.7,20.61,0,4598
2021-04-14,8.1,26.79,0,4545
2021-04-15,8.5,23.92,0,4482
2021-04-16,8.6,5.71,0,4401
2021-04-19,10.6,26.57,0,4206
2021-04-20,14,24.42,0,4166
2021-04-21,17.2,24.25,0,4143
2021-04-22,19.2,20.19,0,4147
2021-04-23,16.2,11.26,0,4172
2021-04-26,12.4,26.8,0,4208
2021-04-27,13.7,11.52,0,4247
2021-04-28,14.4,14.71,0,4303
2021-04-29,13,21.04,0,4350
2021-04-30,10.2,14.94,0,4435
2021-05-03,11.8,27.81,0,4709
2021-05-04,14,9.89,0,4753
2021-05-06,12.3,21.89,0,4694
2021-05-07,12.1,15.6,0,4676
2021-05-10,9.3,3.18,0,4720
2021-05-11,15.3,19.26,0,4639
2021-05-12,16.7,28.11,0,4519
2021-05-13,19,28.01,0,4420
2021-05-14,21.3,23.16,0,4348
2021-05-17,14.7,4.65,0,4127
2021-05-18,17.1,20.71,0,4100
2021-05-20,16.6,5.3,0,4124
2021-05-21,13.7,4.69,0,4121
2021-05-24,18.1,24.54,0,4109
2021-05-25,12.1,21.75,0,4122
2021-05-26,14.1,14.02,0,4137
2021-05-27,13,10.25,0,4162
2021-05-28,12.7,6.84,0,4172
2021-05-31,18.3,14.16,0,4030
2021-06-01,19.6,23.5,0,4039
2021-06-01,19.6,23.5,0,4039
2021-06-02,21.5,25.65,0,4055
2021-06-02,21.5,25.65,0,4055
2021-06-03,17.4,4.67,0,4095
2021-06-03,17.4,4.67,0,4095
2021-06-04,16.9,28.52,0,4152
2021-06-04,16.9,28.52,0,4152
2021-06-07,18.7,18.53,0,4216
2021-06-07,18.7,18.53,0,4216
2021-06-08,22.2,25.48,0,4163
2021-06-08,22.2,25.48,0,4163
2021-06-09,23.8,28.01,0,4056
2021-06-09,23.8,28.01,0,4056
2021-06-10,23.5,20.16,0,3961
2021-06-10,23.5,20.16,0,3961
2021-06-11,21.1,18.77,0,3940
2021-06-11,21.1,18.77,0,3940
2021-06-14,23.6,19.23,0,3810
2021-06-14,23.6,19.23,0,3810
2021-06-15,21.1,9.97,0,3722
2021-06-15,21.1,9.97,0,3722
2021-06-16,21,20.7,0,3692
2021-06-16,21,20.7,0,3692
2021-06-17,19.4,12.49,0,3698
2021-06-17,19.4,12.49,0,3698
2021-06-18,19.2,9.03,0,3728
2021-06-18,19.2,9.03,0,3728
2021-06-21,21.7,28.67,0,3726
2021-06-21,21.7,28.67,0,3726
2021-06-22,20.1,20.63,0,3726
2021-06-22,20.1,20.63,0,3726
2021-06-23,18.8,8.99,0,3778
2021-06-23,18.8,8.99,0,3778
2021-06-24,21.2,21.5,0,3796
2021-06-24,21.2,21.5,0,3796
2021-06-25,23.2,26.15,0,3754
2021-06-25,23.2,26.15,0,3754
2021-06-28,21.1,19.57,0,3864
2021-06-28,21.1,19.57,0,3864
2021-06-29,21.9,21.66,0,3920
2021-06-29,21.9,21.66,0,3920
2021-06-30,22.5,17.14,0,3996
2021-06-30,22.5,17.14,0,3996
2021-07-01,24,22.58,0,4017
2021-07-02,22.8,22.4,0,4065
2021-07-05,22.1,13.5,0,4188
2021-07-06,23.6,12.22,0,4218
2021-07-07,24,10.67,0,4216
2021-07-08,25.1,18.46,0,4263
2021-07-09,24,19.49,0,4295
2021-07-12,24.7,20.34,0,4473
2021-07-13,26.7,23.91,0,4556
2021-07-14,27.1,24.41,0,4594
2021-07-15,24.7,21.1,0,4612
2021-07-16,25.1,19.62,0,4661
2021-07-19,25.2,18.82,0,4685
2021-07-20,26.4,12.88,0,4671
2021-07-21,26.6,29.14,0,4653
2021-07-22,25.9,28.76,0,4652
2021-07-23,26.4,30.24,0,4617
2021-07-26,27.1,28.99,0,4731
2021-07-27,27.5,24.97,0,4796
2021-07-28,27.7,22.13,0,4785
2021-07-29,26.8,22.27,0,4692
2021-07-30,27.1,27.4,0,4613
2021-08-02,25,10.1,0,4447
2021-08-03,26.1,16.99,0,4408
2021-08-04,26.8,27.52,0,4391
2021-08-05,27.5,24.58,0,4470
2021-08-06,26.6,20.18,0,4569
2021-08-09,24.3,25.89,0,4684
2021-08-10,22.1,18.77,0,4631
2021-08-11,24.7,19.62,0,4663
2021-08-12,23.9,15.77,0,4783
2021-08-13,23.6,11.98,0,4929
2021-08-17,21.1,20.96,0,5350
2021-08-18,22,19.58,0,5514
2021-08-19,21.7,18.24,0,5646
2021-08-20,23.5,22.15,0,5748
2021-08-23,20.3,3.63,0,5938
2021-08-24,22.6,6.52,0,5967
2021-08-25,21.4,4,0,6089
2021-08-26,22.6,13.55,0,6209
2021-08-27,20.3,3.62,0,6241
2021-08-30,20,8.41,0,6246
2021-08-31,19.8,8.3,0,6360
2021-09-01,19.5,5.43,0,6584
2021-09-02,21.2,14.57,0,6728
2021-09-03,21.3,19.62,0,6934
2021-09-06,20.2,8.82,0,7285
2021-09-07,18.5,3.66,0,7238
2021-09-08,20.3,12.26,0,7186
2021-09-09,21.1,20.2,0,7146
2021-09-10,20.6,15.74,0,7146
2021-09-13,20.6,19.45,0,7394
2021-09-14,19.9,12.65,0,7524
2021-09-15,19.2,21.93,0,7644
2021-09-16,19.3,19.07,0,7726
2021-09-17,17.3,7.21,0,7875
2021-09-23,18.2,18.1,0,7127
2021-09-24,18.4,17.68,0,7134
2021-09-27,18.6,17.36,0,6834
2021-09-28,19.9,10.04,0,6574
2021-09-29,19.2,3.62,0,6410
2021-09-30,19.3,18.83,0,6405
2021-10-01,18.7,17.37,0,6280
2021-10-05,21.7,17.5,0,5879
2021-10-06,18.1,9.56,0,5714
2021-10-07,11.27123443,4.41,0,5493
2021-10-08,17.8,4.6,0,5273
2021-10-12,15.2,4.23,0,4908
2021-10-13,17.2,14.23,0,4720
2021-10-14,16.7,16.06,0,4655
2021-10-15,15.9,4.94,0,4650
2021-10-18,6.2,17.37,0,4688
2021-10-19,8.4,9.97,0,4703
2021-10-20,5.8,16.79,0,4695
2021-10-21,6.7,15.39,0,4659
2021-10-22,6.2,14.73,0,4633
2021-10-25,6.7,15.18,0,4651
2021-10-26,7.2,13.68,0,4640
2021-10-27,9.8,13.81,0,4648
2021-10-28,9.1,16.06,0,4695
2021-10-29,9.1,14.8,0,4744
2021-11-01,8.7,10.39,0,4905
2021-11-02,8.3,9.97,0,4982
2021-11-03,9.1,13.18,0,5110
2021-11-04,8.3,12.76,0,5192
2021-11-05,7.9,9.97,0,5230
2021-11-08,8.5,3.9,0,5419
2021-11-09,3.8,7.65,0,5424
2021-11-10,3.1,2.09,0,5379
2021-11-11,4.6,7.96,0,5293
2021-11-12,2.7,8.78,0,5171
2021-11-15,5.2,11.26,0,4793
2021-11-16,4.1,11.89,0,4714
2021-11-17,3.2,12.47,0,4647
2021-11-18,7.8,9.47,0,4575
2021-11-19,10.5,7.57,0,4465
2021-11-22,3,6.9,0,4190
2021-11-23,-1,6.28,0,4083
2021-11-24,0.5,11.32,0,3980
2021-11-25,3.5,10.73,0,3888
2021-11-26,1.5,11.43,0,3797
2021-11-29,1.4,9.39,0,3548
2021-11-30,2.6,1.12,0,3491
2021-12-01,-2.2,11.19,0,3417
2021-12-02,-1.7,10.92,0,3339
2021-12-06,1,10.57,0,3206
2021-12-07,2.1,9.6,0,3195
2021-12-08,1.1,10.84,0,3169
2021-12-09,1.5,6.03,0,3135
2021-12-10,4.5,2.31,0,3111
2021-12-13,-5.2,11.33,0,3046
2021-12-14,-0.7,4.92,0,3038
2021-12-15,2.9,3.5,0,3046
2021-12-16,2.4,5.26,0,3044
2021-12-17,-4.4,6.96,0.3,3041
2021-12-20,2.8,7.75,2.2,3133
2021-12-21,3.8,8.02,0.4,3205
2021-12-22,-1.5,10.43,0,3306
2021-12-23,-1.9,9.3,0,3424
2021-12-24,-0.7,3.95,0,3560
2021-12-27,-9.4,8.32,0,3923
2021-12-28,-4.8,2.88,0,4062
2021-12-29,-1.5,4.84,0,4089
2021-12-30,-4,7.46,0,4182
2021-12-31,-7.8,11.1,0,4305
