date,ondo,sun,uga,price
2020-03-10,8.5,3.78,34.18,5500
2020-03-11,4.4,21.4,34.58,5500
2020-03-12,4.7,20.74,32.69,5300
2020-03-13,6.6,14.48,33.93,5300
2020-03-16,2.9,22.12,31.49,5300
2020-03-17,6.4,8.57,30.83,5300
2020-03-18,7.9,21.76,28.26,5300
2020-03-19,7.9,15.2,25.82,5300
2020-03-20,8,21.73,28.67,5300
2020-03-23,8.9,21.3,24.6,5300
2020-03-24,8.6,22.05,26.64,5300
2020-03-25,10.4,21.44,27.05,5300
2020-03-26,12.5,13.62,25.74,5300
2020-03-27,12.8,5.38,25.04,5300
2020-03-30,9.9,23.8,23.24,5300
2020-03-31,10.6,22.56,23.43,5300
2020-04-01,11.7,15.02,21.23,5300
2020-04-02,8.6,22.62,21.55,5300
2020-04-03,9.6,25.09,24.51,5300
2020-04-06,8,24.95,24.87,5300
2020-04-07,12.3,21.98,24.88,5300
2020-04-08,9.9,26.11,23.52,5300
2020-04-09,8.2,24.26,23.32,5300
2020-04-10,10,18.06,22.76,5300
2020-04-13,7.9,21.2,22.31,5300
2020-04-14,10.4,26.52,21.66,5300
2020-04-16,11.9,24.55,19.72,5300
2020-04-17,10.9,8.43,20.61,5300
2020-04-20,12.2,13.88,20.78,5300
2020-04-21,9.7,25.9,17.37,5300
2020-04-22,6.7,24.93,13.52,5300
2020-04-23,8.8,25.13,18.13,5300
2020-04-24,8.4,26.75,18.17,5300
2020-04-27,11.1,21.58,17.97,5300
2020-04-28,12.7,27.25,16.63,5200
2020-04-29,14.5,26.83,17.12,5200
2020-05-04,21.1,21.61,24.33,5200
2020-05-06,17,26.94,26.88,5200
2020-05-07,14.3,26.26,26,5200
2020-05-08,16.4,25.59,25.92,5200
2020-05-11,17.8,27.77,26.72,5200
2020-05-12,17.4,25.68,26.93,5200
2020-05-13,15.4,29.55,26.84,5200
2020-05-14,17,21.28,29.83,5200
2020-05-15,14.8,2.15,31.94,5200
2020-05-18,19.9,19.77,32.9,5200
2020-05-19,13.6,12.47,33.18,5200
2020-05-20,12.6,17.86,32.95,5200
2020-05-21,15,26.7,34.1,5200
2020-05-22,17.7,20.33,32.62,5200
2020-05-25,17.6,18.2,34.04,5200
2020-05-26,19.7,24.34,34.81,5200
2020-05-27,18.9,28.94,34.48,5200
2020-05-28,18.4,28.45,33.17,5200
2020-05-29,18.5,29.48,34.86,5200
2020-06-01,21.3,29.04,37.97,5200
2020-06-02,19.7,19.92,38.93,5200
2020-06-03,21.8,25.15,39.87,5200
2020-06-04,24.9,28.25,38.82,5200
2020-06-05,25.4,24.16,40.63,5200
2020-06-08,24.7,28.58,42.94,5200
2020-06-09,26.3,28.14,40.85,5200
2020-06-10,26.9,25.36,40.91,5200
2020-06-11,24.9,26.97,40.6,5200
2020-06-12,23.8,9.05,38.42,5200
2020-06-15,22.7,26.9,38.35,5200
2020-06-16,22.7,29.62,40.29,5200
2020-06-17,21.6,20.93,41.46,5200
2020-06-18,19.6,8,41.09,5200
2020-06-19,22.5,23.26,42.95,5200
2020-06-22,23.8,30.4,42.32,5200
2020-06-23,24.8,26.2,43.39,5200
2020-06-24,21.9,7.08,42.49,5200
2020-06-25,22.2,6.33,40.58,5200
2020-06-26,23.1,22.91,42.02,5200
2020-06-29,21.6,11.66,40.63,5200
2020-06-30,21.5,6.72,42.07,5200
2020-07-01,20.3,13,42.7,6492
2020-07-02,21.5,23.88,42.85,6492
2020-07-03,20,8.76,42.68,6492
2020-07-06,22.8,16.24,43.66,6492
2020-07-07,24.4,22.9,42.9,6492
2020-07-08,24.3,28.3,43.34,6492
2020-07-09,25.4,26.51,43.63,6492
2020-07-10,23.6,11.75,43.2,6492
2020-07-13,18.9,3.76,43.38,6492
2020-07-14,19.7,8.02,42.78,6492
2020-07-15,19.4,10.7,44.18,6492
2020-07-16,22,25.23,43.37,6492
2020-07-17,22.7,28.85,42.86,6492
2020-07-20,26.9,13.92,42.72,6492
2020-07-21,26.4,26.54,43.87,6492
2020-07-22,22.7,4.66,44.12,6492
2020-07-23,21.3,3.5,44.42,6492
2020-07-24,21.4,7.43,43.11,6492
2020-07-27,22.7,8.59,43.13,6492
2020-07-28,22.9,5.01,43.12,6492
2020-07-29,23.2,4.59,43.27,6492
2020-07-30,24.5,5.48,43.14,6492
2020-07-31,25.4,17.51,43.1,6492
2020-08-03,26.5,10.95,42.48,7787
2020-08-04,27.5,19.68,42.97,7787
2020-08-05,26.9,10.31,43.76,7787
2020-08-06,26.4,5.36,43.71,7787
2020-08-07,23,3.95,43.88,7787
2020-08-10,25.8,4.81,42.865,7787
2020-08-11,25.4,9.49,44.12,7787
2020-08-12,26.8,12.63,43.63,7787
2020-08-13,28.4,21.04,44.18,7787
2020-08-14,28.2,19.19,43.44,7787
2020-08-18,27,23.4,44.46,7787
2020-08-19,27.4,24.88,43.8,7787
2020-08-20,27.3,24.46,43.89,7787
2020-08-21,26.2,22.38,43.96,7787
2020-08-24,26.5,21.13,43.78,7787
2020-08-25,27.5,22.8,44.34,7787
2020-08-26,28.7,20.45,44.83,7787
2020-08-27,28,15.86,45.01,7787
2020-08-28,27.8,17.96,44.12,7787
2020-08-31,24.8,14.34,45.93,7787
2020-09-01,24.2,12.24,45.11,7805
2020-09-02,25,4.88,45.3,7805
2020-09-03,23.9,15.46,43.43,7805
2020-09-04,21.3,20.27,43.78,7805
2020-09-07,21.4,3.32,41.42,7805
2020-09-08,22.1,21.63,40.68,7805
2020-09-09,21.7,17.15,39.49,7805
2020-09-10,21.6,14.5,39.74,7805
2020-09-11,20.8,7,39.27,7805
2020-09-14,20.7,18.93,38.89,7805
2020-09-15,21.7,21.18,39.24,7805
2020-09-16,21,8.03,41.21,7805
2020-09-17,21.1,6.68,41.67,7805
2020-09-18,18.8,16.04,43.02,7805
2020-09-21,15.1,18.36,41.63,7855
2020-09-22,15.5,15.19,41.14,7855
2020-09-23,16.7,12.25,41.38,7855
2020-09-24,18,13.46,41.21,7855
2020-09-25,17.5,15.01,41.98,7855
2020-09-28,15.4,19.31,41.41,7855
2020-09-29,15.6,15.77,41.87,7855
2020-10-05,13,20,39.27,7855
2020-10-06,12,19.5,40.55,7684
2020-10-07,15.4,16.04,41.24,7684
2020-10-08,15.8,17.95,41.46,7684
2020-10-12,14.5,11.8,41.28,7684
2020-10-13,11.7,16.04,41.19,7684
2020-10-14,9.8,7.51,41.62,7684
2020-10-15,10.5,16.25,42.01,7684
2020-10-16,10.5,7.33,41.88,7684
2020-10-19,10.5,15.58,41.77,7684
2020-10-20,11.4,14.95,41.58,7684
2020-10-21,11.3,6.26,41.71,7684
2020-10-22,13.1,6.23,41.36,7684
2020-10-23,9,17.18,41.67,7684
2020-10-26,9.2,14.87,39.84,7684
2020-10-27,9.7,13.49,39.9,7436
2020-10-28,11.9,12.73,39.27,7436
2020-10-29,7.2,14.85,38.26,7476
2020-10-30,8.7,14.17,37.18,7476
2020-11-02,10,11.21,36.3,7676
2020-11-03,4.7,15.37,39.52,7676
2020-11-04,1.6,15.54,39.76,7676
2020-11-05,5.4,13.61,40.69,7676
2020-11-06,10,4.92,40.57,7676
2020-11-09,4.3,14.38,40.34,7676
2020-11-10,4.5,13.93,42.49,7676
2020-11-11,4.7,13.36,44.44,7676
2020-11-12,5.4,13.16,43.95,7676
2020-11-13,6.6,11.66,43.15,7676
2020-11-16,8.8,10.52,43.74,7676
2020-11-17,12,8.17,43.87,7676
2020-11-18,16.4,5.33,43.78,7676
2020-11-19,17.3,2.92,44,7676
2020-11-20,7.2,3.08,44.19,7676
2020-11-23,2.1,12.15,45.61,7676
2020-11-24,2.5,6.91,45.86,7676
2020-11-25,2.4,11.99,47.87,7676
2020-11-26,4.9,8.82,47.49,7676
2020-11-27,5.5,9.13,47.13,7676
2020-11-30,-0.8,11.28,47.02,7676
2020-12-01,-1.2,11.44,47.59,7676
2020-12-02,0.5,10.88,47.08,7676
2020-12-03,0.2,10.35,48.06,7676
2020-12-07,1.3,6.78,48.29,7676
2020-12-08,-2.3,10.67,48.3,7676
2020-12-09,-1.9,10.78,49.14,7676
2020-12-10,3.4,9.34,49.03,7676
2020-12-11,3.1,7.54,50.47,7676
2020-12-14,-4.5,11.12,50.65,7676
2020-12-15,-7.7,11.31,50.17,7676
2020-12-16,-8.1,11.31,50.85,7676
2020-12-17,-7.7,11.08,51.46,7676
2020-12-18,-2.5,5.76,51.11,7636
2020-12-21,-4.4,10.22,50.26,7636
2020-12-22,-2.7,10.86,49.75,7636
2020-12-23,-1.6,6.68,49.61,7636
2020-12-24,2.1,9.22,51.28,7636
2020-12-28,0.4,0,51.07,7636
2020-12-29,1.1,6.29,50.97,7636
2020-12-30,-6.6,11.27,51.05,7636
2020-12-31,-7.3,10.65,51.14,7636
2021-01-04,-4,9.88,52.49,7636
2021-01-05,-2.8,9.58,50.5,7636
2021-01-06,-5.9,11.34,53.51,7636
2021-01-07,-3.5,11.87,54.52,7636
2021-01-08,-6.5,11.78,54.58,7636
2021-01-11,-5.4,4.71,55.33,7636
2021-01-12,-4.7,10.82,55.71,7636
2021-01-13,-1.4,10.12,56.44,7636
2021-01-14,-0.6,11,55.7,7636
2021-01-15,2.1,7.64,55.39,7636
2021-01-18,-2.7,4.71,54.19,7636
2021-01-19,-4.6,12.67,55.19,7636
2021-01-20,-3.3,12.39,56.24,7636
2021-01-21,1.2,8.95,55.49,7636
2021-01-22,4.7,5.95,55.2,7636
2021-01-25,3.4,9.58,55.41,7636
2021-01-26,2.4,2.77,55.32,7636
2021-01-27,2.9,11.67,55.74,7636
2021-01-28,-0.4,8.74,54.77,7636
2021-01-29,-4.2,14.8,54.65,7636
2021-02-01,2.6,5.08,55,7636
2021-02-02,-0.6,15.4,56.77,7636
2021-02-03,-1.3,15.07,57.64,7636
2021-02-04,0.3,15.68,58.36,7636
2021-02-05,-0.9,11.26,58.94,7636
2021-02-08,0.2,16.02,59.8,7636
2021-02-09,-0.7,16.1,60.49,7636
2021-02-10,0.4,14.34,60.39,7636
2021-02-15,5,11.47,62.48,7636
2021-02-16,0.3,12.95,62.3,7636
2021-02-17,-3.6,17.7,62.8,7636
2021-02-18,-2.4,17.42,63.26,7636
2021-02-19,0.2,17.39,60.83,7636
2021-02-22,5.7,15.51,61.28,7636
2021-02-23,3.5,17.62,63.54,7636
2021-02-24,3.8,16.29,62.89,7636
2021-02-25,3.2,6.19,65.39,7636
2021-02-26,6.4,16.04,64.29,7636
2021-03-02,3.7,8.27,61.41,7636
2021-03-03,4.6,16.54,61.44,7636
2021-03-04,5.5,9.58,63.11,7636
2021-03-05,8.8,14.45,66.37,7636
2021-03-08,6.5,19.7,68.32,7636
2021-03-09,8,16.7,66.4,7636
2021-03-10,7.7,20.44,65.3,7636
2021-03-11,9.9,19.34,66.82,7636
2021-03-12,7.4,3.31,67.9,7636
2021-03-15,10,16.54,68.25,7636
2021-03-16,14.2,21.11,66.46,7770
2021-03-17,11.3,20.89,66.57,7770
2021-03-18,12.8,16.7,65.29,7770
2021-03-19,13.2,16.61,62.2,7770
2021-03-22,8.5,23.45,63.18,7770
2021-03-23,10.2,21.86,63,7770
2021-03-24,9.3,17.41,60.98,7774
2021-03-25,12.8,22.2,62.43,7774
2021-03-26,14.9,19.68,62.07,7774
2021-03-29,13.1,20.98,63.11,7774
2021-03-30,15.1,24.23,63.9,7774
2021-03-31,14.9,24.06,63.36,7774
2021-04-01,13.3,20.23,61.51,7774
2021-04-02,17.5,17.79,61.6,7774
2021-04-05,12.1,25.35,61.91,7774
2021-04-06,14.6,22.81,61.34,7774
2021-04-07,15.8,24.36,60.88,7774
2021-04-08,15.5,25.12,61.24,7774
2021-04-09,11.7,18.45,60.94,7774
2021-04-12,12.7,5.86,61.1,7774
2021-04-13,13.7,16.81,61.58,7374
2021-04-14,14.1,26.97,62.56,7374
2021-04-15,12.5,21.44,64.17,7374
2021-04-16,14,14.54,65.12,7374
2021-04-19,16.4,27.02,64.83,7374
2021-04-20,19.1,24.88,65.74,7374
2021-04-21,21.8,23.24,63.71,7374
2021-04-22,22.5,20.8,62.25,7374
2021-04-23,15.8,5.46,62.93,7374
2021-04-26,18.7,27.17,62.37,7374
2021-04-27,19.3,18.28,63.27,7374
2021-04-28,20.7,18.56,63.57,7374
2021-04-29,18.5,18.36,65.1,7374
2021-04-30,19.6,15.33,65.27,7374
2021-05-03,19.1,27.78,64.38,7374
2021-05-04,15.9,8.83,65.83,7374
2021-05-06,17.3,22.87,67.17,7374
2021-05-07,16.3,17.61,65.9,7374
2021-05-10,12,2.89,66.74,7374
2021-05-11,15.5,17.37,65.54,7374
2021-05-12,19.9,26.59,66.56,7374
2021-05-13,24,27.93,65.37,7374
2021-05-14,24.2,23.02,65.26,7374
2021-05-17,17.7,4.54,67.17,7374
2021-05-18,20.1,17.23,68.41,7374
2021-05-20,17.6,4.52,65.03,7374
2021-05-21,17.2,4.44,63.25,7374
2021-05-24,25.3,22.89,66.26,7208
2021-05-25,15.5,19.14,67.37,7208
2021-05-26,17.7,15.28,66.835,7208
2021-05-27,18.6,11.08,66.41,7208
2021-05-28,16.5,12.92,67.41,7208
2021-05-31,23,16.11,67.94,7208
2021-06-01,25.1,23.04,69.1,7908
2021-06-02,26.5,25.98,69.21,7908
2021-06-03,20.3,5.63,69.97,7908
2021-06-04,23.3,27.29,70.1,7908
2021-06-07,24.1,19.76,70.03,7908
2021-06-08,28.8,26.07,69.34,7908
2021-06-09,30.6,26.07,71.14,7908
2021-06-10,27.5,20.93,70.71,7908
2021-06-11,24.2,10.79,71.18,7908
2021-06-14,26.8,20.83,72.01,7908
2021-06-15,23.1,7.4,71.79,7908
2021-06-16,23.3,15.84,72.78,7908
2021-06-17,22,9.76,72.35,7908
2021-06-18,22.1,9.68,70.98,7908
2021-06-21,28.8,24.05,71.79,7908
2021-06-22,26.6,11.36,72.52,7908
2021-06-23,21.2,11.14,73.43,7908
2021-06-24,25.7,27.75,73.73,7908
2021-06-25,30.3,26.14,73.46,7908
2021-06-28,25.7,17.68,73.88,7908
2021-06-29,31.6,26.7,72.85,7908
2021-06-30,26.8,11.62,72.87,7908
2021-07-01,29.1,25.06,73.85,8488
2021-07-02,27.6,19.94,74.09,8488
2021-07-05,24.2,12.68,74.68,8488
2021-07-06,24.5,9.67,75.88,8488
2021-07-07,26.5,10.92,73.29,8488
2021-07-08,27.2,19.02,70.63,8488
2021-07-09,28.3,17.69,73.03,8488
2021-07-12,31,26.89,73.54,8488
2021-07-13,33.8,22.63,74.36,8488
2021-07-14,35.7,27.42,74.72,8488
2021-07-15,29.1,14.75,72.23,8488
2021-07-16,30.1,25.72,72.18,8488
2021-07-19,31.3,19.17,71.68,8488
2021-07-20,34.1,21.1,71.565,8488
2021-07-21,32.8,25.57,68.67,8488
2021-07-22,32.6,25.11,71.43,8488
2021-07-23,33.6,26.46,72.25,8488
2021-07-26,35.2,24,71.59,8488
2021-07-27,35.7,24.76,73.02,8488
2021-07-28,35.6,23.13,72.82,8488
2021-07-29,35.6,24.46,73.68,8488
2021-07-30,35.6,18.11,73.9,8488
2021-08-02,29.5,17.85,73.28,9070
2021-08-03,30.8,18.12,71.88,9070
2021-08-04,33.7,25.98,71.37,9070
2021-08-05,36.7,27.51,68.8,9070
2021-08-06,37,22.59,70.72,9070
2021-08-09,30,20.86,69.935,9070
2021-08-10,27.7,13.14,68.91,9070
2021-08-11,29.2,21.92,69.77,9070
2021-08-12,31,18.19,70.52,9070
2021-08-13,27.3,12.5,70.03,9070
2021-08-17,27.6,17.6,68.45,9070
2021-08-18,25.8,10.85,68.58,9070
2021-08-19,26,13.24,65.35,9070
2021-08-20,26.9,18.95,65.37,9070
2021-08-23,24.5,4.33,66.09,9070
2021-08-24,25.4,4.4,68.7,9070
2021-08-25,25.1,5.22,69.69,9070
2021-08-26,27.6,16.64,70.11,9070
2021-08-27,25.4,6.22,70.76,9070
2021-08-30,25.9,10.26,71.13,9070
2021-08-31,24.7,6.29,71.19,9070
2021-09-01,22.1,2.72,70.43,9070
2021-09-02,24.3,9.25,69.74,9070
2021-09-03,24.9,16.2,71.26,9070
2021-09-06,23.4,13.04,69.99,9070
2021-09-07,22.6,3.16,70.35,9036
2021-09-08,26.4,19.81,69.78,9036
2021-09-09,25,15.83,70.65,9036
2021-09-10,25.1,12.11,70.85,9036
2021-09-13,25.3,14.3,71.73,9036
2021-09-14,22.7,11.75,72.29,9236
2021-09-15,24.3,20.6,72.26,9236
2021-09-16,23.5,16.01,73.09,9236
2021-09-17,20.9,3.66,73.06,9236
2021-09-23,21.4,18.12,74.11,9236
2021-09-24,21.8,15.25,74.77,9236
2021-09-27,25.6,14.74,76.17,9236
2021-09-28,25.1,9.59,77.34,9236
2021-09-29,21.9,3.75,75.7,9170
2021-09-30,25.1,16.77,75.92,9170
2021-10-01,23.7,14.29,75.68,9204
2021-10-05,26.2,18.28,79.57,9204
2021-10-06,22.7,5.27,80.55,9204
2021-10-07,25.5,12.09,77.41,9204
2021-10-08,21.8,3.54,81.23,9404
2021-10-12,17.6,3.86,82.07,9404
2021-10-13,18.9,8.27,81.43,9404
2021-10-14,20.7,14.99,82.28,9404
2021-10-15,20.8,6.67,82.99,9404
2021-10-18,13.3,17.7,83.89,9404
2021-10-19,14.1,11.35,83.03,9404
2021-10-20,14.3,15.35,82.56,9404
2021-10-21,13.7,14.52,83.12,9404
2021-10-22,14.2,14.53,82.57,9404
2021-10-25,14.2,14.7,84.37,9565
2021-10-26,12.4,13.5,83.94,9608
2021-10-27,13.7,12.87,83.46,9608
2021-10-28,13.5,14.81,81.91,9608
2021-10-29,13.1,12.21,82.57,9608
2021-11-01,13.7,13.47,81.99,9608
2021-11-02,12.1,13.27,83.31,9650
2021-11-03,12.7,14.15,81.89,9650
2021-11-04,12.1,13.12,81.555,9650
2021-11-05,12.1,11.13,79.48,9650
2021-11-08,9.4,1.58,81.99,9650
2021-11-09,7.6,6.58,82.24,9650
2021-11-10,7.7,6.1,83.97,9900
2021-11-11,8.1,11.69,81.83,10275
2021-11-12,6.5,13.29,81.57,10275
2021-11-15,7.7,11.73,80.89,10275
2021-11-16,7.4,11.69,81.96,10275
2021-11-17,7.5,12.08,81.01,10275
2021-11-18,8,10.74,78.66,10275
2021-11-19,8.5,11.16,80.89,10275
2021-11-22,7.2,8.01,78.42,10275
2021-11-23,5.3,9.82,78.47,10275
2021-11-24,5.4,6.67,81.86,10275
2021-11-25,6.4,10.96,81.44,10275
2021-11-26,4.1,11.63,77.38,10275
2021-11-29,4.9,10.67,75.17,10275
2021-11-30,3.2,1.2,71.88,10275
2021-12-01,1.1,11.81,71.13,10275
2021-12-02,0.4,11.42,69.13,10275
2021-12-06,2.7,9.2,70.12,10275
2021-12-07,4.1,8.76,73.22,10275
2021-12-08,3.7,9.71,73.83,10275
2021-12-09,3.4,6.12,74.48,10275
2021-12-10,4,3.47,72.73,10650
2021-12-13,1,11.09,74.11,10708
2021-12-14,1.4,7.77,73.39,10708
2021-12-15,4,4.73,72.01,10708
2021-12-16,3.8,4.15,73.37,10708
2021-12-17,0.3,9.77,73.36,10708
2021-12-20,1.9,4.84,70.11,10708
2021-12-21,2.9,9.12,70.56,10625
2021-12-22,2,9.2,72.56,10625
2021-12-23,1.4,9.89,73.54,10625
2021-12-24,2,6.14,74.37,10625
2021-12-27,-3.4,9.82,76.12,10625
2021-12-28,-2.6,9.92,76.47,10625
2021-12-29,-0.9,5.65,76.91,10625
2021-12-30,0.7,10.55,77.24,10625
2021-12-31,-2.5,11.26,77.12,10625
