date,uga,price
2018-01-02,64.37,685
2018-01-03,64.15,683
2018-01-04,65.35,685
2018-01-05,65.33,685
2018-01-08,65.04,700
2018-01-09,65.51,700
2018-01-10,66.59,700
2018-01-11,66.5,700
2018-01-12,66.29,696
2018-01-15,67.03,680
2018-01-16,67.09,700
2018-01-17,66.27,640
2018-01-18,66.42,626
2018-01-19,65.95,630
2018-01-22,66.09,636
2018-01-23,66.49,650
2018-01-24,66.86,646
2018-01-25,67.98,640
2018-01-26,67.4,640
2018-01-29,67.55,690
2018-01-30,66.38,780
2018-01-31,65.77,830
2018-02-01,66.12,836
2018-02-02,67.02,910
2018-02-05,65.07,1000
2018-02-06,64.25,1060
2018-02-07,64.05,1090
2018-02-08,62.26,1050
2018-02-09,61.12,1020
2018-02-12,60.29,930
2018-02-13,59.84,910
2018-02-14,59.4,880
2018-02-19,61.77,820
2018-02-20,62.05,840
2018-02-21,61.3,840
2018-02-22,61.6,820
2018-02-23,62.77,820
2018-02-26,63.9,850
2018-02-27,64.02,860
2018-02-28,63.22,860
2018-03-02,60.28,860
2018-03-05,61.32,860
2018-03-06,62.04,880
2018-03-07,61.61,880
2018-03-08,60.8,870
2018-03-09,60.28,870
2018-03-12,61.71,920
2018-03-13,61.25,860
2018-03-14,61.23,890
2018-03-15,61.45,880
2018-03-16,61.74,830
2018-03-19,62.48,830
2018-03-20,62.98,820
2018-03-21,63.89,840
2018-03-22,65.44,900
2018-03-23,65.33,920
2018-03-26,65.97,920
2018-03-27,65.83,910
2018-03-28,65.24,890
2018-03-29,65.33,860
2018-03-30,61.72,850
2018-04-02,66.79,850
2018-04-03,65.16,850
2018-04-04,64.7,820
2018-04-05,65.38,830
2018-04-06,65.37,790
2018-04-09,64.7,800
2018-04-10,66.51,830
2018-04-11,67.58,830
2018-04-12,68.63,840
2018-04-13,69.04,820
2018-04-16,68.18,830
2018-04-17,68.23,840
2018-04-18,68.81,810
2018-04-19,70.75,800
2018-04-20,70.42,800
2018-04-23,70.29,820
2018-04-24,71.24,820
2018-04-25,70.36,820
2018-04-26,70.63,790
2018-04-27,70.88,780
2018-04-30,70.05,800
2018-05-02,70.25,800
2018-05-03,70.54,780
2018-05-04,70.47,790
2018-05-08,72.48,720
2018-05-09,73.93,705
2018-05-10,74.73,705
2018-05-11,74.46,670
2018-05-14,73.77,663
2018-05-15,75.3,678
2018-05-16,75.1,678
2018-05-17,76.67,678
2018-05-18,77.06,675
2018-05-21,76.43,600
2018-05-23,76.65,540
2018-05-24,77.03,530
2018-05-25,75.78,530
2018-05-28,73.24,520
2018-05-29,70.34,520
2018-05-30,73.53,520
2018-05-31,75.45,510
2018-06-01,75.11,510
2018-06-04,74.4,490
2018-06-05,73.61,490
2018-06-07,73.58,490
2018-06-08,74.87,490
2018-06-11,74.36,500
2018-06-12,74.75,490
2018-06-14,74.31,550
2018-06-15,70.34,560
2018-06-18,70.97,600
2018-06-19,72.07,600
2018-06-20,72.65,590
2018-06-21,71.25,580
2018-06-22,71.77,590
2018-06-25,72.81,640
2018-06-26,73.03,650
2018-06-27,74.36,690
2018-06-28,75.19,707
2018-06-29,75.86,667
2018-07-02,75.57,687
2018-07-03,74.77,693
2018-07-04,75.07,680
2018-07-05,74.92,670
2018-07-06,74.18,660
2018-07-09,74.67,720
2018-07-10,76.0,730
2018-07-11,74.75,860
2018-07-12,72.56,880
2018-07-13,71.65,920
2018-07-16,72.95,1021
2018-07-17,70.36,951
2018-07-18,69.68,1000
2018-07-19,70.41,1060
2018-07-20,71.52,1080
2018-07-23,71.5,1240
2018-07-24,71.59,1320
2018-07-25,72.49,1340
2018-07-26,73.41,1472
2018-07-27,73.42,1620
2018-07-30,73.38,1580
2018-07-31,73.69,1700
2018-08-01,72.42,1600
2018-08-02,71.14,1560
2018-08-03,71.93,1480
2018-08-06,72.11,1520
2018-08-07,72.65,1560
2018-08-08,73.28,1560
2018-08-09,70.34,1500
2018-08-10,70.55,1520
2018-08-13,71.25,1500
2018-08-14,71.79,1540
2018-08-16,69.6,1700
2018-08-17,70.38,1840
2018-08-20,70.81,1980
2018-08-21,71.11,2040
2018-08-22,72.405,2100
2018-08-23,73.14,2280
2018-08-24,74.0,2500
2018-08-27,74.41,2360
2018-08-28,75.02,2460
2018-08-29,74.34,2300
