date,uga,price
2019-01-02,51.86,577
2019-01-03,53.2,580
2019-01-04,55.59,570
2019-01-07,56.79,580
2019-01-08,56.18,530
2019-01-09,58.07,510
2019-01-10,59.6,510
2019-01-11,61.16,500
2019-01-14,58.92,460
2019-01-15,58.63,480
2019-01-16,60.15,478
2019-01-17,60.03,460
2019-01-18,61.12,450
2019-01-21,61.88,450
2019-01-22,61.43,440
2019-01-23,61.23,460
2019-01-24,60.41,430
2019-01-25,61.16,430
2019-01-28,60.32,440
2019-01-29,59.44,440
2019-01-30,60.93,440
2019-01-31,61.82,450
2019-02-01,60.87,430
2019-02-07,62.51,430
2019-02-08,61.62,420
2019-02-11,62.02,412
2019-02-12,62.23,412
2019-02-13,63.34,420
2019-02-14,65.32,412
2019-02-15,65.12,422
2019-02-18,66.73,400
2019-02-19,66.48,400
2019-02-20,66.38,400
2019-02-21,67.12,400
2019-02-22,67.22,408
2019-02-25,66.84,368
2019-02-26,64.56,370
2019-02-27,65.3,370
2019-02-28,65.98,360
2019-03-04,65.36,370
2019-03-05,65.73,370
2019-03-06,65.85,380
2019-03-07,66.47,380
2019-03-08,65.77,380
2019-03-11,66.81,380
2019-03-12,67.15,380
2019-03-13,67.22,380
2019-03-14,68.17,380
2019-03-15,67.71,380
2019-03-18,67.32,380
2019-03-19,67.63,376
2019-03-20,67.67,376
2019-03-21,68.23,360
2019-03-22,67.46,360
2019-03-25,66.34,370
2019-03-26,67.17,370
2019-03-27,67.37,366
2019-03-28,66.56,366
2019-03-29,67.23,366
2019-04-01,68.23,366
2019-04-02,68.81,362
2019-04-03,69.43,340
2019-04-04,68.67,334
2019-04-05,68.82,334
2019-04-08,70.29,334
2019-04-09,70.53,334
2019-04-10,70.08,334
2019-04-11,70.52,324
2019-04-12,70.1,324
2019-04-15,70.32,334
2019-04-16,70.21,334
2019-04-17,71.33,334
2019-04-18,71.07,334
2019-04-19,71.5,334
2019-04-22,73.36,334
2019-04-23,73.77,334
2019-04-24,73.67,344
2019-04-25,74.46,350
2019-04-26,73.45,364
2019-04-29,71.09,364
2019-04-30,71.63,364
2019-05-02,71.43,354
2019-05-03,69.93,354
2019-05-07,70.29,354
2019-05-08,69.28,361
2019-05-09,69.09,364
2019-05-10,70.1,369
2019-05-13,70.97,360
2019-05-14,69.7,360
2019-05-15,70.46,376
2019-05-16,72.04,361
2019-05-17,72.46,390
2019-05-20,71.0,460
2019-05-21,71.64,432
2019-05-22,71.23,402
2019-05-23,69.22,407
2019-05-24,66.73,402
2019-05-27,66.88,410
2019-05-28,68.31,420
2019-05-29,67.13,430
2019-05-30,67.12,416
2019-05-31,63.83,416
2019-06-03,60.17,432
2019-06-04,60.03,464
2019-06-05,60.685,464
2019-06-07,61.2,506
2019-06-10,61.92,506
2019-06-11,61.28,506
2019-06-12,59.9,550
2019-06-13,60.28,600
2019-06-14,59.9,620
2019-06-17,60.74,610
2019-06-18,59.92,630
2019-06-19,61.22,620
2019-06-20,62.61,600
2019-06-21,64.22,600
2019-06-24,64.02,600
2019-06-25,63.38,590
2019-06-26,64.29,590
2019-06-27,64.42,670
2019-06-28,64.88,760
2019-07-01,64.92,760
2019-07-02,63.43,740
2019-07-03,60.62,710
2019-07-04,61.75,670
2019-07-05,61.62,690
2019-07-08,63.32,680
2019-07-09,62.63,740
2019-07-10,63.9,750
2019-07-11,65.95,820
2019-07-12,65.88,870
2019-07-15,65.22,760
2019-07-16,64.58,760
2019-07-17,63.23,720
2019-07-18,62.14,670
2019-07-19,61.55,690
2019-07-22,62.74,860
2019-07-23,62.11,750
2019-07-24,63.21,690
2019-07-25,63.03,710
2019-07-26,62.83,700
2019-07-29,62.53,740
2019-07-30,63.63,740
2019-07-31,64.57,720
2019-08-01,63.05,780
2019-08-02,60.33,850
2019-08-05,59.68,830
2019-08-06,58.75,800
2019-08-07,57.89,820
2019-08-08,56.83,940
2019-08-09,57.0,900
2019-08-12,57.8125,840
2019-08-13,57.76,820
2019-08-14,59.66,820
2019-08-16,58.2,880
2019-08-19,58.4,820
2019-08-20,59.24,820
2019-08-21,60.09,840
2019-08-22,60.29,880
2019-08-23,59.43,880
2019-08-26,58.59,940
