date,uga,price
2017-01-02,54.65,960
2017-01-03,54.65,1000
2017-01-04,53.99,1040
2017-01-05,54.28,980
2017-01-06,54.25,940
2017-01-09,54.35,940
2017-01-10,53.14,940
2017-01-11,52.22,1000
2017-01-12,53.45,1000
2017-01-13,54.3,1000
2017-01-16,53.29,1040
2017-01-17,53.88,1020
2017-01-18,53.84,1000
2017-01-19,53.03,980
2017-01-20,52.91,980
2017-01-23,53.52,1080
2017-01-24,53.98,1080
2017-01-25,53.47,1080
2017-01-26,53.86,1080
2017-01-31,53.22,1080
2017-02-01,54.94,1020
2017-02-02,55.45,1040
2017-02-03,54.265,1020
2017-02-06,55.31,1020
2017-02-07,54.17,1020
2017-02-08,53.35,1020
2017-02-09,53.79,1020
2017-02-10,53.78,1020
2017-02-13,54.76,1020
2017-02-14,54.14,960
2017-02-15,54.0,960
2017-02-16,53.95,960
2017-02-17,54.06,900
2017-02-20,54.46,1030
2017-02-21,54.64,1060
2017-02-22,54.68,1020
2017-02-23,54.75,1020
2017-02-24,54.7,1020
2017-02-27,55.18,1000
2017-02-28,53.565,1000
2017-03-02,54.85,1000
2017-03-03,53.68,960
2017-03-06,53.85,960
2017-03-07,54.44,960
2017-03-08,54.02,960
2017-03-09,52.52,960
2017-03-10,51.16,960
2017-03-13,50.04,930
2017-03-14,49.82,930
2017-03-15,50.01,930
2017-03-16,50.64,950
2017-03-17,50.13,950
2017-03-20,50.05,950
2017-03-21,50.42,950
2017-03-22,49.02,930
2017-03-23,49.17,890
2017-03-24,48.97,930
2017-03-27,48.84,990
2017-03-28,49.23,950
2017-03-29,50.14,930
2017-03-30,50.71,930
2017-03-31,50.78,930
2017-04-03,51.67,930
2017-04-04,51.1,930
2017-04-05,52.99,910
2017-04-06,52.64,870
2017-04-07,53.94,850
2017-04-10,53.88,800
2017-04-11,54.33,840
2017-04-12,54.61,750
2017-04-13,54.16,740
2017-04-14,53.91,740
2017-04-17,53.49,720
2017-04-18,53.12,720
2017-04-19,53.04,740
2017-04-20,51.46,740
2017-04-21,51.36,740
2017-04-24,50.94,740
2017-04-25,50.13,710
2017-04-26,50.57,700
2017-04-27,50.02,700
2017-04-28,50.16,680
2017-05-02,53.565,535
2017-05-04,48.825,550
2017-05-08,48.805,565
2017-05-10,49.01,565
2017-05-11,49.64,400
2017-05-12,49.46,400
2017-05-15,50.82,370
2017-05-16,51.09,380
2017-05-17,50.42,380
2017-05-18,51.0,370
2017-05-19,51.96,390
2017-05-22,52.79,430
2017-05-23,52.31,430
2017-05-24,53.1,430
2017-05-25,52.78,430
2017-05-26,50.42,430
2017-05-29,50.65,350
2017-05-30,50.48,390
2017-05-31,50.09,370
2017-06-01,50.16,360
2017-06-02,48.34,390
2017-06-05,48.77,430
2017-06-07,48.42,520
2017-06-08,47.07,520
2017-06-09,46.46,530
2017-06-12,47.02,470
2017-06-13,47.3,450
2017-06-14,46.84,450
2017-06-15,45.37,440
2017-06-16,45.88,430
2017-06-19,45.68,470
2017-06-20,45.62,470
2017-06-21,44.32,470
2017-06-22,43.5,530
2017-06-23,44.17,580
2017-06-26,45.265,550
2017-06-27,45.03,560
2017-06-28,45.3,560
2017-06-29,46.36,560
2017-06-30,46.47,540
2017-07-03,47.62,600
2017-07-04,48.43,610
2017-07-05,48.34,630
2017-07-06,47.07,580
2017-07-07,46.05,560
2017-07-10,45.24,624
2017-07-11,45.27,670
2017-07-12,46.82,780
2017-07-13,46.1,790
2017-07-14,46.99,790
2017-07-17,47.65,890
2017-07-18,47.2,910
2017-07-19,47.41,910
2017-07-20,48.33,930
2017-07-21,48.17,890
2017-07-24,46.51,1020
2017-07-25,47.3,1020
2017-07-26,49.05,1130
2017-07-27,49.35,1130
2017-07-28,49.72,1090
2017-07-31,50.38,1210
2017-08-01,51.22,1195
2017-08-02,50.29,1220
2017-08-03,50.83,1260
2017-08-04,50.36,1245
2017-08-07,50.8,1260
2017-08-08,51.24,1255
2017-08-09,51.43,1290
2017-08-10,51.62,1370
2017-08-11,49.86,1420
2017-08-14,50.36,1620
2017-08-16,49.53,1560
2017-08-17,48.65,1570
2017-08-18,49.26,1630
2017-08-21,50.72,1670
2017-08-22,49.97,1720
2017-08-23,49.93,1820
2017-08-24,50.55,1720
2017-08-25,50.56,1760
2017-08-28,50.55,1760
2017-08-29,50.1,1720
2017-08-30,49.93,1740
2017-08-31,49.26,1660
2017-09-01,50.35,1840
2017-09-04,50.6,2000
2017-09-05,51.02,2060
2017-09-06,52.14,2040
2017-09-07,52.99,2020
2017-09-08,53.18,1920
2017-09-11,52.14,1840
2017-09-12,52.17,1800
2017-09-13,52.87,1780
2017-09-14,53.57,1740
2017-09-15,53.64,1720
2017-09-18,54.19,1740
2017-09-19,54.07,1680
2017-09-20,53.93,1700
2017-09-21,54.65,1620
2017-09-22,54.66,1680
2017-09-25,54.83,1620
2017-09-26,56.15,1520
2017-09-27,55.65,1480
2017-09-28,55.55,1360
2017-09-29,55.19,1420
2017-10-10,54.08,1300
2017-10-11,54.78,1280
2017-10-12,54.97,1020
2017-10-13,55.4,840
2017-10-16,55.98,740
2017-10-17,56.33,660
2017-10-18,55.92,640
2017-10-19,55.51,580
2017-10-20,55.13,540
2017-10-23,55.85,570
2017-10-24,55.28,570
2017-10-25,56.2,570
2017-10-26,56.21,570
2017-10-27,57.0,570
2017-10-30,58.33,576
2017-10-31,58.32,576
2017-11-01,59.61,540
2017-11-02,58.58,536
2017-11-03,58.93,546
2017-11-06,60.58,540
2017-11-07,62.39,546
2017-11-08,61.8,596
2017-11-09,61.61,600
2017-11-10,62.06,620
2017-11-13,61.63,620
2017-11-14,61.25,600
2017-11-15,60.04,600
2017-11-16,60.29,616
2017-11-17,59.66,644
2017-11-20,60.68,624
2017-11-21,60.48,650
2017-11-22,61.12,656
2017-11-23,61.13,700
2017-11-24,61.62,720
2017-11-27,61.5,620
2017-11-28,61.25,596
2017-11-29,60.97,596
2017-11-30,60.82,596
2017-12-04,60.99,584
2017-12-05,60.22,550
2017-12-06,60.72,546
2017-12-07,59.43,550
2017-12-08,60.26,622
2017-12-11,60.96,642
2017-12-12,62.52,642
2017-12-13,61.33,642
2017-12-14,60.23,660
2017-12-15,61.18,666
2017-12-18,61.28,686
2017-12-19,61.4,690
2017-12-20,61.6,700
2017-12-21,62.17,704
2017-12-22,62.37,704
2017-12-26,62.61,690
2017-12-27,63.94,696
2017-12-28,63.85,690
2017-12-29,64.33,680
