date,uga,price
2016-01-04,32.54,440
2016-01-05,31.66,450
2016-01-06,30.76,450
2016-01-07,27.96,455
2016-01-08,29.11,455
2016-01-11,28.07,470
2016-01-12,26.44,470
2016-01-13,26.49,470
2016-01-14,26.04,480
2016-01-15,26.22,480
2016-01-18,24.65,510
2016-01-19,24.72,530
2016-01-20,23.36,570
2016-01-21,22.83,580
2016-01-22,23.88,630
2016-01-25,26.1,690
2016-01-26,24.84,670
2016-01-27,26.11,740
2016-01-28,27.08,740
2016-01-29,28.37,760
2016-02-01,29.01,710
2016-02-02,28.08,700
2016-02-03,27.52,710
2016-02-04,29.51,710
2016-02-05,29.22,720
2016-02-11,26.08,700
2016-02-12,26.86,700
2016-02-15,29.22,760
2016-02-16,30.66,800
2016-02-17,28.31,840
2016-02-18,30.25,880
2016-02-19,30.07,900
2016-02-22,29.33,880
2016-02-23,29.69,940
2016-02-24,28.57,960
2016-02-25,29.46,920
2016-02-26,30.43,980
2016-03-02,31.95,1110
2016-03-03,32.04,1100
2016-03-04,32.17,1100
2016-03-07,34.39,1160
2016-03-08,35.56,1180
2016-03-09,35.03,1180
2016-03-10,36.25,1180
2016-03-11,36.37,1180
2016-03-14,35.69,1160
2016-03-15,34.66,1160
2016-03-16,34.8,1180
2016-03-17,36.67,1180
2016-03-18,37.42,1200
2016-03-21,37.14,1200
2016-03-22,37.43,1220
2016-03-23,37.14,1220
2016-03-24,36.04,1200
2016-03-25,36.87,1220
2016-03-28,36.31,1320
2016-03-29,36.17,1320
2016-03-30,35.45,1320
2016-03-31,35.05,1320
2016-04-01,36.22,1440
2016-04-04,34.84,1460
2016-04-05,33.83,1500
2016-04-06,34.69,1520
2016-04-07,36.48,1560
2016-04-08,36.71,1560
2016-04-11,37.79,1560
2016-04-12,38.67,1540
2016-04-14,39.66,1520
2016-04-15,39.37,1500
2016-04-18,37.73,1520
2016-04-19,39.17,1480
2016-04-20,39.03,1480
2016-04-21,41.7,1489
2016-04-22,41.01,1500
2016-04-25,40.86,1520
2016-04-26,40.83,1520
2016-04-27,42.59,1460
2016-04-28,43.22,1520
2016-04-29,44.26,1510
2016-05-02,43.355,1400
2016-05-03,43.03,1360
2016-05-04,42.05,1260
