구분 ,01월 04일,01월 05일,01월 06일,01월 07일,01월 08일,01월 11일,01월 12일,01월 13일,01월 14일,01월 15일,01월 18일,01월 19일,01월 20일,01월 21일,01월 22일,01월 25일,01월 26일,01월 27일,01월 28일,01월 29일,02월 01일,02월 02일,02월 03일,02월 04일,02월 05일,02월 11일,02월 12일,02월 15일,02월 16일,02월 17일,02월 18일,02월 19일,02월 22일,02월 23일,02월 24일,02월 25일,02월 26일,02/29,03월 02일,03월 03일,03월 04일,03월 07일,03월 08일,03월 09일,03월 10일,03월 11일,03월 14일,03월 15일,03월 16일,03월 17일,03월 18일,03월 21일,03월 22일,03월 23일,03월 24일,03월 25일,03월 28일,03월 29일,03월 30일,03월 31일,04월 01일,04월 04일,04월 05일,04월 06일,04월 07일,04월 08일,04월 11일,04월 12일,04월 14일,04월 15일,04월 18일,04월 19일,04월 20일,04월 21일,04월 22일,04월 25일,04월 26일,04월 27일,04월 28일,04월 29일,05월 02일,05월 03일,05월 04일,05월 09일,05월 10일,05월 11일,05월 12일,05월 13일,05월 16일,05월 17일,05월 18일,05월 19일,05월 20일,05월 23일,05월 24일,05월 25일,05월 26일,05월 27일,05월 30일,05월 31일,06월 01일,06월 02일,06월 03일,06월 07일,06월 08일,06월 09일,06월 10일,06월 13일,06월 14일,06월 15일,06월 16일,06월 17일,06월 20일,06월 21일,06월 22일,06월 23일,06월 24일,06월 27일,06월 28일,06월 29일,06월 30일,07월 01일,07월 04일,07월 05일,07월 06일,07월 07일,07월 08일,07월 11일,07월 12일,07월 13일,07월 14일,07월 15일,07월 18일,07월 19일,07월 20일,07월 21일,07월 22일,07월 25일,07월 26일,07월 27일,07월 28일,07월 29일,08월 01일,08월 02일,08월 03일,08월 04일,08월 05일,08월 08일,08월 09일,08월 10일,08월 11일,08월 12일,08월 16일,08월 17일,08월 18일,08월 19일,08월 22일,08월 23일,08월 24일,08월 25일,08월 26일,08월 29일,08월 30일,08월 31일,09월 01일,09월 02일,09월 05일,09월 06일,09월 07일,09월 08일,09월 09일,09월 12일,09월 13일,09월 19일,09월 20일,09월 21일,09월 22일,09월 23일,09월 26일,09월 27일,09월 28일,09월 29일,09월 30일,10월 04일,10월 05일,10월 06일,10월 07일,10월 10일,10월 11일,10월 12일,10월 13일,10월 14일,10월 17일,10월 18일,10월 19일,10월 20일,10월 21일,10월 24일,10월 25일,10월 26일,10월 27일,10월 28일,10월 31일,11월 01일,11월 02일,11월 03일,11월 04일,11월 07일,11월 08일,11월 09일,11월 10일,11월 11일,11월 14일,11월 15일,11월 16일,11월 17일,11월 18일,11월 21일,11월 22일,11월 23일,11월 24일,11월 25일,11월 28일,11월 29일,11월 30일,12월 01일,12월 05일,12월 06일,12월 07일,12월 08일,12월 09일,12월 12일,12월 13일,12월 14일,12월 15일,12월 16일,12월 19일,12월 20일,12월 21일,12월 22일,12월 23일,12월 26일,12월 27일,12월 28일,12월 29일,12월 30일
평균,460,470,470,470,460,460,450,450,430,430,440,450,480,500,530,680,690,680,700,880,970,980,930,890,820,670,590,580,610,600,590,590,570,550,560,580,580,610,710,800,790,780,770,770,750,740,720,720,760,740,740,740,750,730,730,730,740,780,810,830,840,880,960,970,"1,020","1,020","1,030","1,000",990,990,990,940,930,900,870,890,930,970,"1,000","1,070","1,090","1,080","1,070","1,050","1,050","1,050","1,040",990,950,920,910,850,830,730,730,730,685,660,665,640,625,600,575,575,570,550,530,520,510,510,530,550,550,560,610,700,660,620,560,550,550,570,700,720,700,710,670,570,560,570,570,580,640,590,600,610,610,610,650,630,630,610,585,595,595,600,625,625,640,635,700,670,720,780,780,810,850,860,890,950,980,"1,060","1,150","1,260","1,440","1,350","1,280","1,220","1,140","1,130","1,110","1,160","1,300","1,090","1,190","1,140","1,120","1,090","1,100","1,150","1,210","1,180","1,150","1,300","1,390","1,500","1,550","1,590","1,460","1,390","1,360","1,310","1,310","1,270","1,240","1,250","1,270","1,250","1,250","1,270","1,300","1,300","1,000",900,895,860,855,855,840,860,840,840,870,880,880,900,890,920,940,930,910,910,910,910,"1,000","1,050","1,140","1,110","1,170","1,170","1,200","1,210","1,230","1,270","1,375","1,390","1,365","1,375","1,435","1,420","1,450","1,340","1,290","1,255","1,255","1,200"
