구분,01월 02일,01월 05일,01월 06일,01월 07일,01월 08일,01월 09일,01월 12일,01월 13일,01월 14일,01월 15일,01월 16일,01월 19일,01월 20일,01월 21일,01월 22일,01월 23일,01월 26일,01월 27일,01월 28일,01월 29일,01월 30일,02월 02일,02월 03일,02월 04일,02월 05일,02월 06일,02월 09일,02월 10일,02월 11일,02월 12일,02월 13일,02월 16일,02월 17일,02월 23일,02월 24일,02월 25일,02월 26일,02월 27일,03월 02일,03월 03일,03월 04일,03월 05일,03월 06일,03월 09일,03월 10일,03월 11일,03월 12일,03월 13일,03월 16일,03월 17일,03월 18일,03월 19일,03월 20일,03월 23일,03월 24일,03월 25일,03월 26일,03월 27일,03월 30일,03월 31일,04월 01일,04월 02일,04월 03일,04월 06일,04월 07일,04월 08일,04월 09일,04월 10일,04월 13일,04월 14일,04월 15일,04월 16일,04월 17일,04월 20일,04월 21일,04월 22일,04월 23일,04월 24일,04월 27일,04월 28일,04월 29일,04월 30일,05월 04일,05월 06일,05월 07일,05월 08일,05월 11일,05월 12일,05월 13일,05월 14일,05월 15일,05월 18일,05월 19일,05월 20일,05월 21일,05월 22일,05월 26일,05월 27일,05월 28일,05월 29일,06월 01일,06월 02일,06월 03일,06월 04일,06월 05일,06월 08일,06월 09일,06월 10일,06월 11일,06월 12일,06월 15일,06월 16일,06월 17일,06월 18일,06월 19일,06월 22일,06월 23일,06월 24일,06월 25일,06월 26일,06월 29일,06월 30일,07월 01일,07월 02일,07월 03일,07월 06일,07월 07일,07월 08일,07월 09일,07월 10일,07월 13일,07월 14일,07월 15일,07월 16일,07월 17일,07월 20일,07월 21일,07월 22일,07월 23일,07월 24일,07월 27일,07월 28일,07월 29일,07월 30일,07월 31일,08월 03일,08월 04일,08월 05일,08월 06일,08월 07일,08월 10일,08월 11일,08월 12일,08월 13일,08월 17일,08월 18일,08월 19일,08월 20일,08월 21일,08월 24일,08월 25일,08월 26일,08월 27일,08월 28일,08월 31일,09월 01일,09월 02일,09월 03일,09월 04일,09월 07일,09월 08일,09월 09일,09월 10일,09월 11일,09월 14일,09월 15일,09월 16일,09월 17일,09월 18일,09월 21일,09월 22일,09월 23일,09월 24일,09월 25일,09월 30일,10월 01일,10월 02일,10월 05일,10월 06일,10월 07일,10월 08일,10월 12일,10월 13일,10월 14일,10월 15일,10월 16일,10월 19일,10월 20일,10월 21일,10월 22일,10월 23일,10월 26일,10월 27일,10월 28일,10월 29일,10월 30일,11월 02일,11월 03일,11월 04일,11월 05일,11월 06일,11월 09일,11월 10일,11월 11일,11월 12일,11월 13일,11월 16일,11월 17일,11월 18일,11월 19일,11월 20일,11월 23일,11월 24일,11월 25일,11월 26일,11월 27일,11월 30일,12월 01일,12월 02일,12월 03일,12월 07일,12월 08일,12월 09일,12월 10일,12월 11일,12월 14일,12월 15일,12월 16일,12월 17일,12월 18일,12월 21일,12월 22일,12월 23일,12월 24일,12월 28일,12월 29일,12월 30일,12월 31일
평균,445,450,450,450,450,450,450,450,450,430,430,430,430,430,430,430,430,440,440,440,440,440,450,450,450,450,450,450,450,520,530,530,530,500,500,510,510,500,490,490,480,480,480,480,480,480,480,480,480,480,480,490,490,490,490,490,510,510,500,500,500,500,500,500,500,520,540,530,510,520,470,470,470,470,470,470,470,470,460,460,450,450,510,490,490,490,500,490,490,490,490,500,520,520,520,540,560,580,620,650,670,700,700,715,710,705,705,695,667,660,680,730,710,690,690,680,610,610,630,650,700,730,800,830,830,830,910,970,"1,010","1,010","1,060","1,050",990,950,910,900,900,900,870,870,820,830,830,860,820,760,750,740,680,693,718,713,715,711,690,650,600,600,600,610,630,710,660,600,540,490,500,495,480,490,480,470,470,460,400,400,390,390,380,410,420,470,510,510,500,490,520,480,480,430,420,420,430,430,425,425,415,400,395,395,385,410,410,415,425,445,455,445,428,428,428,433,438,450,450,460,440,440,430,435,445,445,455,500,500,510,500,490,490,490,460,460,460,450,440,450,470,475,475,475,445,445,440,440,440,440,455,460
