날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2015-01-01,100,-12.9,-15.6,-9.7
2015-01-02,100,-10.6,-14.7,-6
2015-01-03,100,-6.8,-14,-0.8
2015-01-04,100,-1.3,-6.2,2.7
2015-01-05,100,-1.6,-11.9,7
2015-01-06,100,-3.6,-10.1,1.8
2015-01-07,100,-11.2,-16.6,-4.2
2015-01-08,100,-10.6,-19.8,-1.5
2015-01-09,100,-6.9,-12.4,-1.1
2015-01-10,100,-4.4,-8.9,-0.1
2015-01-11,100,-3.3,-8.1,-0.2
2015-01-12,100,-8.1,-16.7,1.9
2015-01-13,100,-5.1,-15.1,4.6
2015-01-14,100,-1.6,-7.6,4.4
2015-01-15,100,-1.2,-5.7,1.9
2015-01-16,100,-3.9,-7.8,-0.6
2015-01-17,100,-6.9,-10.1,-2.8
2015-01-18,100,-5.6,-11.2,-0.6
2015-01-19,100,-3.3,-7.7,-0.6
2015-01-20,100,-5.1,-14.9,3
2015-01-21,100,-1.9,-7,3.7
2015-01-22,100,-2.1,-3.8,-0.5
2015-01-23,100,-4.9,-13.7,0.3
2015-01-24,100,-3.2,-7.4,1.8
2015-01-25,100,-2.7,-9.8,3.1
2015-01-26,100,2.1,0.2,5.4
2015-01-27,100,-3.8,-9,0.2
2015-01-28,100,-8.9,-13.7,-3.1
2015-01-29,100,-6.3,-15.1,0.7
2015-01-30,100,-5.9,-13.3,-3
2015-01-31,100,-10.1,-19,-2.2
2015-02-01,100,-8.8,-17,1.1
2015-02-02,100,-7.1,-16.1,1.7
2015-02-03,100,-5.7,-15.3,2.4
2015-02-04,100,-5.6,-12.6,1.8
2015-02-05,100,-4.6,-7.1,-0.6
2015-02-06,100,-3.9,-9.1,2.1
2015-02-07,100,-2.8,-6.1,1.1
2015-02-08,100,-11.5,-15.7,-2.8
2015-02-09,100,-10.7,-18,-6.3
2015-02-10,100,-3.3,-7.5,-0.1
2015-02-11,100,-0.6,-2.5,2.6
2015-02-12,100,-5.7,-9.3,-2.1
2015-02-13,100,-6.3,-11.3,-1.3
2015-02-14,100,-1.9,-7.6,1.7
2015-02-15,100,1.1,-3.7,4.8
2015-02-16,100,0.2,-0.7,0.8
2015-02-17,100,-2.1,-6.6,0.2
2015-02-18,100,-2.8,-7.4,0.5
2015-02-19,100,-4.2,-10.7,-1.2
2015-02-20,100,-3.6,-16.7,7.2
2015-02-21,100,2,-2.1,5.1
2015-02-22,100,2.3,-4.3,6.2
2015-02-23,100,-2.7,-5.7,1.3
2015-02-24,100,-1.6,-6.2,3.5
2015-02-25,100,0.9,-6,7.2
2015-02-26,100,-2.1,-7.6,1.3
2015-02-27,100,-6.3,-10.3,-1.9
2015-02-28,100,-2.2,-9.5,3.7
2015-03-01,100,-1.4,-3.3,1.9
2015-03-02,100,-0.5,-7.8,4
2015-03-03,100,0.4,-2.3,4.1
2015-03-04,100,-6.3,-10,-1.9
2015-03-05,100,-7,-14.6,-0.7
2015-03-06,100,-3.3,-12.4,5.8
2015-03-07,100,-0.8,-9,8.3
2015-03-08,100,1.3,-7.9,9.3
2015-03-09,100,-0.1,-9.7,5.8
2015-03-10,100,-8.1,-12.1,-3
2015-03-11,100,-5.2,-9.8,-0.5
2015-03-12,100,-3.1,-8.5,2
2015-03-13,100,-0.4,-6.2,4.9
2015-03-14,100,-0.3,-9.5,5.7
2015-03-15,100,3.4,-2.9,9.6
2015-03-16,100,6.8,-4.4,15.9
2015-03-17,100,8.5,4.1,13.7
2015-03-18,100,2.2,0.8,5.3
2015-03-19,100,7.7,1,15.8
2015-03-20,100,8.1,2.3,14.7
2015-03-21,100,6.3,-1.2,13.7
2015-03-22,100,4.6,-2,11.1
2015-03-23,100,-0.3,-3.6,6.2
2015-03-24,100,-1.7,-8.5,6.3
2015-03-25,100,1,-7.7,9.5
2015-03-26,100,6.1,-3.6,14.4
2015-03-27,100,8.1,0.6,14.4
2015-03-28,100,8.6,3.7,14.1
2015-03-29,100,6.9,0.3,14.2
2015-03-30,100,10.5,-0.6,18.8
2015-03-31,100,10.7,8.9,15
2015-04-01,100,2.5,-0.3,9.7
2015-04-02,100,9.9,-2.1,18.3
2015-04-03,100,8.1,1.9,16.5
2015-04-04,100,1.7,0.9,2.8
2015-04-05,100,5,0.4,9.6
2015-04-06,100,4.6,1.8,8.4
2015-04-07,100,-1.4,-2.4,2
2015-04-08,100,0.4,-1.3,2.7
