날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2015-04-09,100,3,-2.5,10.9
2015-04-10,100,4.4,-2.7,11.9
2015-04-11,100,5.2,-3,12.4
2015-04-12,100,3.1,-0.8,12.2
2015-04-13,100,2.3,1.7,4.2
2015-04-14,100,2.2,0.5,4.3
2015-04-15,100,6.1,2,10.2
2015-04-16,100,8,3.3,15.8
2015-04-17,100,7.9,2.3,13.3
2015-04-18,100,12.4,3.6,20.6
2015-04-19,100,9.5,6.7,15.5
2015-04-20,100,4.4,-1,7.4
2015-04-21,100,9.5,-1.6,17.7
2015-04-22,100,10.5,5.6,16.6
2015-04-23,100,11.2,1,18
2015-04-24,100,11,5.6,18.7
2015-04-25,100,12.2,-0.7,21.5
2015-04-26,100,16.9,8.1,23.3
2015-04-27,100,17.1,12.7,22.6
2015-04-28,100,14,5.9,22.1
2015-04-29,100,11.6,8,14.6
2015-04-30,100,14.7,5.3,21.1
2015-05-01,100,16.9,7.8,25.5
2015-05-02,100,17.7,9.9,24.7
2015-05-03,100,14.8,13.9,17.3
2015-05-04,100,13,6.2,16.9
2015-05-05,100,10.7,0,18.2
2015-05-06,100,12.5,5.2,20.1
2015-05-07,100,13.1,2.8,19.5
2015-05-08,100,14.2,5.4,20.9
2015-05-09,100,11.4,6.5,19.4
2015-05-10,100,7.6,4.9,12.5
2015-05-11,100,13.4,4.8,20.3
2015-05-12,100,11.2,7.5,16.2
2015-05-13,100,14.7,7.8,20.8
2015-05-14,100,18.1,11.8,23.9
2015-05-15,100,17.7,10.8,23.5
2015-05-16,100,14.6,7,21.5
2015-05-17,100,14.7,3.4,22.3
2015-05-18,100,14.5,10.2,18.7
2015-05-19,100,13.6,9.3,20.2
2015-05-20,100,10.4,4.5,16.9
2015-05-21,100,13.9,1.5,22.2
2015-05-22,100,17.5,11.9,23.7
2015-05-23,100,16.2,8.5,24.4
2015-05-24,100,15.6,5,25.3
2015-05-25,100,15.2,2.9,25.5
2015-05-26,100,19.3,6.7,28.7
2015-05-27,100,17.8,7.9,29.1
2015-05-28,100,16.4,7.2,25.5
2015-05-29,100,18.5,8.7,25.5
2015-05-30,100,14.4,7.6,19.1
2015-05-31,100,14.6,4.1,22.1
2015-06-01,100,17.2,8.7,25
2015-06-02,100,18.8,9.5,28.1
2015-06-03,100,15.3,6.6,22
2015-06-04,100,15.3,2.7,24.3
2015-06-05,100,12,9.3,15.8
2015-06-06,100,12.8,7.7,19.1
2015-06-07,100,16.7,8.4,25.6
2015-06-08,100,16,9.7,21.7
2015-06-09,100,18.4,10.1,25.3
2015-06-10,100,18.4,10.6,25.5
2015-06-11,100,17.5,10.6,22.8
2015-06-12,100,18.6,11.3,23.6
2015-06-13,100,17.6,11.4,25.8
2015-06-14,100,15.6,12.6,24.5
2015-06-15,100,17.4,11.4,24.6
2015-06-16,100,17.1,11.9,22.6
2015-06-17,100,13.5,7.9,18.6
2015-06-18,100,14.4,12.8,16.5
2015-06-19,100,12.5,10.1,13.9
2015-06-20,100,13.8,7.7,17.8
2015-06-21,100,15.8,11,20.9
2015-06-22,100,17.7,9.1,25.6
2015-06-23,100,17.1,12.6,22.5
2015-06-24,100,16,12.3,22.1
2015-06-25,100,16.7,15.2,21.5
2015-06-26,100,14.8,13.6,16.9
2015-06-27,100,13.5,12.2,16.9
2015-06-28,100,15.9,10.2,22.3
2015-06-29,100,20.9,14.8,26.2
2015-06-30,100,16,13.9,20.4
2015-07-01,100,17.3,13.6,22.3
2015-07-02,100,17.6,13.5,22.4
2015-07-03,100,15,11.2,22.7
2015-07-04,100,13.2,10.3,16.9
2015-07-05,100,15,8.5,20.3
2015-07-06,100,15.6,10.7,21.2
2015-07-07,100,15.6,9.8,20.4
2015-07-08,100,14.8,12.6,15.9
2015-07-09,100,15.9,14.6,17.3
2015-07-10,100,18.6,12.5,23.1
2015-07-11,100,22.9,14.8,29
2015-07-12,100,20.9,19.7,22.8
2015-07-13,100,20.6,18.9,22.6
2015-07-14,100,20.6,16.8,25
2015-07-15,100,16.5,13.5,21.4
2015-07-16,100,13.4,12.3,14.5
2015-07-17,100,14.1,11.6,16.2
2015-07-18,100,18.1,13.8,25
2015-07-19,100,18.3,16,21.7
2015-07-20,100,17.8,14.9,19.8
2015-07-21,100,20.5,17.7,28.1
2015-07-22,100,21.6,20,25.7
2015-07-23,100,22.6,19.8,27.8
2015-07-24,100,22,21,23.6
2015-07-25,100,22.6,20.8,25.4
2015-07-26,100,22.7,18.1,28.2
2015-07-27,100,22.4,18.2,25.8
2015-07-28,100,22.5,18,27.8
2015-07-29,100,22.2,19.8,23.7
2015-07-30,100,24.7,21.8,28.6
2015-07-31,100,24.4,20.3,28.9
2015-08-01,100,22.6,19.5,28.4
2015-08-02,100,21.7,18.8,25.5
2015-08-03,100,24.5,22.1,28.8
2015-08-04,100,24.4,20.3,28.6
2015-08-05,100,23.2,19.3,28.3
2015-08-06,100,23.4,18.3,30
2015-08-07,100,23,17.6,29.8
2015-08-08,100,22.3,17.4,28.7
2015-08-09,100,21.5,18.3,26.1
2015-08-10,100,21.7,17.6,26.4
2015-08-11,100,21.4,16.4,26.2
2015-08-12,100,19.5,15.6,24
2015-08-13,100,19.2,14.1,24.5
2015-08-14,100,18.4,15.9,25
2015-08-15,100,19.9,15.9,25.9
2015-08-16,100,19.7,16.2,25.4
2015-08-17,100,18.9,15.2,23.8
2015-08-18,100,18.6,13.8,23.2
2015-08-19,100,19,12.9,25.8
2015-08-20,100,20.4,17.5,26
2015-08-21,100,19.3,15.5,25.2
2015-08-22,100,19.3,14.4,24.6
2015-08-23,100,19.1,15.2,24.1
2015-08-24,100,18.1,15.6,21.4
2015-08-25,100,16,14.7,17.5
2015-08-26,100,15.9,13.1,20
2015-08-27,100,18.5,15.2,23
2015-08-28,100,17,12,23.8
2015-08-29,100,18,13.3,23.7
2015-08-30,100,17.2,12.2,23.5
2015-08-31,100,17.8,14.1,22.2
2015-09-01,100,16.9,15.3,19.1
2015-09-02,100,18.1,14.1,23.8
2015-09-03,100,17.8,14.1,23.8
2015-09-04,100,16.7,11.6,22.6
2015-09-05,100,16.9,14.7,21.5
2015-09-06,100,14,13.2,15.2
2015-09-07,100,13.5,8.7,17.9
2015-09-08,100,12.5,6.2,17.3
2015-09-09,100,14.6,10.7,17.9
2015-09-10,100,15.8,11.1,22.4
2015-09-11,100,15.2,9.4,20.3
2015-09-12,100,13.3,9.6,16.5
2015-09-13,100,12.1,7,18.8
2015-09-14,100,12.7,4.7,21.2
2015-09-15,100,11.7,5.1,18.9
2015-09-16,100,11.9,5.7,15.7
2015-09-17,100,13.3,12.3,15.1
2015-09-18,100,13.4,7.9,18.5
2015-09-19,100,13.3,6,21.7
2015-09-20,100,13.9,6.4,22.8
2015-09-21,100,13.5,7.2,22
2015-09-22,100,14.2,8,22.8
2015-09-23,100,14.2,8.3,19.8
2015-09-24,100,13.8,8.9,18.2
2015-09-25,100,13.5,7,19.9
2015-09-26,100,13.4,8.4,21.7
2015-09-27,100,13,5.9,21.8
2015-09-28,100,13,4.6,22
2015-09-29,100,12,8.3,16.1
2015-09-30,100,13,8.9,20.4
2015-10-01,100,13.1,9.4,18.1
2015-10-02,100,10.1,3.7,14.4
2015-10-03,100,13.9,7.9,18.8
2015-10-04,100,9,2.8,17
2015-10-05,100,9.4,1.1,19
2015-10-06,100,10.9,2.2,21.3
2015-10-07,100,12,3.3,21.5
2015-10-08,100,13,4.8,20.9
2015-10-09,100,11.1,7.1,14.4
2015-10-10,100,7.7,2.7,14.6
2015-10-11,100,6.2,3.6,8.5
2015-10-12,100,6.7,3.7,10.9
2015-10-13,100,8.6,-0.3,15.4
2015-10-14,100,10,4.2,16.7
2015-10-15,100,9.2,0.9,19.9
2015-10-16,100,9.2,1.7,19.8
2015-10-17,100,10.3,-0.3,21.9
2015-10-18,100,11.5,1.6,22.4
2015-10-19,100,13.9,7.4,19.3
2015-10-20,100,11.3,7.4,16
2015-10-21,100,12.2,7.2,20.7
2015-10-22,100,8.4,6.8,9.8
2015-10-23,100,12.1,8.1,15.1
2015-10-24,100,12.6,9.5,17.2
2015-10-25,100,7.4,1.6,13.3
2015-10-26,100,7.4,-0.9,13.2
2015-10-27,100,8.3,3.1,12.4
2015-10-28,100,5.6,0,10.1
2015-10-29,100,3.7,-1.2,8.1
2015-10-30,100,1,-2.5,6.3
2015-10-31,100,0.4,-7.3,8.8
2015-11-01,100,3.1,-7.2,12.4
2015-11-02,100,5.7,1.5,9.8
2015-11-03,100,5.4,-1.3,15.7
2015-11-04,100,6.4,-3.7,17.5
2015-11-05,100,8.2,1.1,17.3
2015-11-06,100,6.3,2,8.6
2015-11-07,100,7.1,5.1,9.2
2015-11-08,100,6.6,6.3,8.5
2015-11-09,100,7,6.4,8.4
2015-11-10,100,6.5,3.3,9.1
2015-11-11,100,6.1,2.4,9.3
2015-11-12,100,7.4,6,8.3
2015-11-13,100,7.4,6,8.8
2015-11-14,100,9.6,8.2,11.5
2015-11-15,100,8.6,3.5,12.9
2015-11-16,100,6.9,1.7,12.1
2015-11-17,100,7,5.6,10.7
2015-11-18,100,3.6,1.7,5.9
2015-11-19,100,3.9,2.2,5
2015-11-20,100,6.3,3.4,9.3
2015-11-21,100,4.6,1.1,9
2015-11-22,100,5.3,4.5,6.5
2015-11-23,100,3.6,2.8,5
2015-11-24,100,0.8,-1.1,4.1
2015-11-25,100,-0.4,-1.6,1.5
2015-11-26,100,-6.1,-8.6,-1.5
2015-11-27,100,-6.7,-9.3,-3.9
2015-11-28,100,-3.3,-7.5,-0.7
2015-11-29,100,-2.2,-8.8,1.7
2015-11-30,100,0.5,-5.1,3.8
2015-12-01,100,-1.7,-8.4,7.4
2015-12-02,100,3.5,-3.8,7.1
2015-12-03,100,-4.6,-8.8,-1
2015-12-04,100,-5.6,-8.9,-2.6
2015-12-05,100,-0.4,-2.9,2.1
2015-12-06,100,-2.6,-7.2,4.3
2015-12-07,100,-1.5,-8,2.9
2015-12-08,100,0.9,-2,6.5
2015-12-09,100,2,-3.5,7.3
2015-12-10,100,4.4,1.5,9.4
2015-12-11,100,0.3,-1.8,3.4
2015-12-12,100,-1.2,-5,4
2015-12-13,100,-1.2,-7.4,4.5
2015-12-14,100,2.3,0.6,4.2
2015-12-15,100,1.8,-0.7,3.5
2015-12-16,100,-4.4,-8.4,-0.7
2015-12-17,100,-8.7,-11.4,-4.6
2015-12-18,100,-5.7,-11.7,-0.3
2015-12-19,100,-5.2,-13.1,4.4
2015-12-20,100,-1.9,-9.6,3.7
2015-12-21,100,-1.1,-5.2,1.6
2015-12-22,100,-1.5,-8.6,5.5
2015-12-23,100,1.1,-1.1,4.1
2015-12-24,100,-1.8,-3.7,2.2
2015-12-25,100,-4.3,-7.6,-0.4
2015-12-26,100,-2.1,-5.5,1.1
2015-12-27,100,-6.5,-9.6,-2.2
2015-12-28,100,-9.3,-13.3,-5.1
2015-12-29,100,-7.6,-13,-1.7
2015-12-30,100,-5.3,-13.1,2.4
2015-12-31,100,-1.9,-4.8,3.3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
