날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-01-01,100,-9.5,-14.4,-4.5
2021-01-02,100,-9.1,-11.7,-5.2
2021-01-03,100,-9.7,-13.4,-5.8
2021-01-04,100,-7.1,-14.4,-1.1
2021-01-05,100,-9.3,-18.3,-4.4
2021-01-06,100,-13,-20.4,-8
2021-01-07,100,-18.8,-21.7,-11.5
2021-01-08,100,-19.7,-24.3,-15
2021-01-09,100,-17.1,-22,-12.2
2021-01-10,100,-13.5,-19.4,-6.7
2021-01-11,100,-13,-19.8,-7.7
2021-01-12,100,-8.2,-13.5,-4
2021-01-13,100,-1,-5.9,2
2021-01-14,100,-3.1,-9.1,4.5
2021-01-15,100,0.3,-11.4,6.5
2021-01-16,100,-6.7,-12,-0.7
2021-01-17,100,-10.7,-15.4,-6.7
2021-01-18,100,-8.9,-13.7,-5.2
2021-01-19,100,-12.3,-22.1,-3.6
2021-01-20,100,-5,-14.7,3.7
2021-01-21,100,2.3,-4.2,7
2021-01-22,100,2,0.6,6.6
2021-01-23,100,-0.9,-1.8,1.1
2021-01-24,100,-0.7,-4.5,4.6
2021-01-25,100,-0.5,-6.9,7.6
2021-01-26,100,-0.1,-2.3,2.6
2021-01-27,100,-1.6,-5,3.5
2021-01-28,100,-7.6,-14.7,1
2021-01-29,100,-13.9,-18.3,-9
2021-01-30,100,-7.2,-14.9,-1.5
2021-01-31,100,-3.7,-15.2,5
2021-02-01,100,2.4,-1.8,5
2021-02-02,100,-9.1,-11.5,-1.8
2021-02-03,100,-8.7,-14.2,-3.8
2021-02-04,100,-6.5,-9.7,-3.5
2021-02-05,100,-2.7,-8.2,0.6
2021-02-06,100,1.5,-2.5,4.1
2021-02-07,100,0.8,-4.4,5.5
2021-02-08,100,-6.9,-10,-3
2021-02-09,100,-5.6,-11.9,0.5
2021-02-10,100,-2.1,-8.4,1.9
2021-02-11,100,1,-9,11.9
2021-02-12,100,3.1,-4,13.1
2021-02-13,100,1.2,-8.6,14.2
2021-02-14,100,3.8,-3.5,11.6
2021-02-15,100,-2.4,-9.9,3.3
2021-02-16,100,-10.4,-12.9,-6.8
2021-02-17,100,-14.2,-16.8,-10.5
2021-02-18,100,-11.8,-17.4,-6
2021-02-19,100,-2.7,-11.5,2.7
2021-02-20,100,5.6,1.3,10.3
2021-02-21,100,9.3,3.4,15.6
2021-02-22,100,7.1,-2.5,14.2
2021-02-23,100,-2.8,-8.4,3.9
2021-02-24,100,-5.2,-11.2,1.7
2021-02-25,100,-0.7,-8.3,5.5
2021-02-26,100,-1.1,-7.3,3.8
2021-02-27,100,-1.4,-6.5,1.3
2021-02-28,100,1.4,-10.7,12.1
2021-03-01,100,-1.2,-4.6,4.5
2021-03-02,100,-6.6,-12.5,-3.5
2021-03-03,100,-4.6,-16.9,3.2
2021-03-04,100,1.4,-3,5.8
2021-03-05,100,3.6,-8.4,14.1
2021-03-06,100,-3.6,-5.5,4
2021-03-07,100,-0.8,-4.5,6.5
2021-03-08,100,-1.5,-8.9,5.1
2021-03-09,100,3,-2.8,10
2021-03-10,100,1.8,-4.1,7.6
2021-03-11,100,4.9,-4.2,13.8
2021-03-12,100,2.2,0.3,4.8
2021-03-13,100,2.1,-1.8,7.8
2021-03-14,100,3.4,-3.3,11.1
2021-03-15,100,5.2,-3.2,11.1
2021-03-16,100,7,-0.9,13.3
2021-03-17,100,2,-4.2,9.2
2021-03-18,100,2.3,-2.9,8
2021-03-19,100,4.2,2.1,7.5
2021-03-20,100,3.8,2.2,5.6
2021-03-21,100,1.9,-1.8,5
2021-03-22,100,0.7,-4,5.9
2021-03-23,100,5,-2.8,10.8
2021-03-24,100,7.2,2.9,13.1
2021-03-25,100,9,0.2,16.1
2021-03-26,100,7.4,-1.3,15.7
2021-03-27,100,7.8,0.4,14.8
2021-03-28,100,7.6,5.8,11.6
2021-03-29,100,6.8,3.5,10.7
2021-03-30,100,6.1,-2.5,15.6
2021-03-31,100,5.2,-3.8,15
2021-04-01,100,6.1,-1.1,10.8
2021-04-02,100,7.6,2.7,12.8
2021-04-03,100,6.3,4.3,9.5
2021-04-04,100,1.6,-1.8,5.1
2021-04-05,100,2.8,-5.4,10.3
2021-04-06,100,7.9,-1.9,15.3
2021-04-07,100,9.2,-1.2,16.3
2021-04-08,100,5,-0.1,13.8
2021-04-09,100,2.3,-2.3,6.2
2021-04-10,100,3.5,-5.7,12.9
2021-04-11,100,7.3,-2.5,16.9
2021-04-12,100,9.4,4,16.2
2021-04-13,100,8.9,2.7,12.5
2021-04-14,100,5.2,-0.5,11
2021-04-15,100,6.4,-1.8,13.8
2021-04-16,100,7.6,2.7,11.2
2021-04-17,100,4.5,-0.6,11.5
2021-04-18,100,6,0.3,11.8
2021-04-19,100,10.6,2.2,17
2021-04-20,100,12.7,4.2,20
2021-04-21,100,12.7,2.7,20.9
2021-04-22,100,13.6,6.9,20.2
2021-04-23,100,8.9,7.3,11.1
2021-04-24,100,9.1,3.5,14.3
2021-04-25,100,6.1,-0.7,10.6
2021-04-26,100,8.5,-3.6,17.3
2021-04-27,100,11.7,4,16.7
2021-04-28,100,11.5,7.3,16.2
2021-04-29,100,7,4.6,12.8
2021-04-30,100,6,3.7,9.1
2021-05-01,100,4.3,0,7.4
2021-05-02,100,6.3,-0.2,13.5
2021-05-03,100,10.8,2.5,17.1
2021-05-04,100,12.1,9.1,16.8
2021-05-05,100,10.5,7,15
2021-05-06,100,12.6,4.5,18.9
2021-05-07,100,10.9,6.5,17.1
2021-05-08,100,10.8,4.5,17.3
2021-05-09,100,11.1,6.1,16.7
2021-05-10,100,8.2,1,13
2021-05-11,100,9,-0.7,17.1
2021-05-12,100,10.3,0.7,17.4
2021-05-13,100,14.1,4.5,22.7
2021-05-14,100,16.4,7.5,24
2021-05-15,100,16.6,12.6,19.3
2021-05-16,100,11,6.5,17.7
2021-05-17,100,9.5,8,11
2021-05-18,100,13.6,8,20.7
2021-05-19,100,16.7,9.3,25.2
2021-05-20,100,12.7,9.7,18.1
2021-05-21,100,10,8.5,11.1
2021-05-22,100,15.9,8.3,23.7
2021-05-23,100,17.5,10.6,24.2
2021-05-24,100,15.5,11.6,20.2
2021-05-25,100,8.4,5.2,11.8
2021-05-26,100,12.7,3.2,20
2021-05-27,100,11.5,10.1,14.1
2021-05-28,100,10,7.1,14.3
2021-05-29,100,11.6,7.5,16.7
2021-05-30,100,12.3,3,19
2021-05-31,100,12.7,10.8,14.4
2021-06-01,100,16,12.3,21.5
2021-06-02,100,17.7,11,26.1
2021-06-03,100,14.7,10.1,20.7
2021-06-04,100,14.4,8.6,20.1
2021-06-05,100,15.9,11.3,20.6
2021-06-06,100,18.7,12.5,25.1
2021-06-07,100,17.4,12.1,24
2021-06-08,100,17.1,13,23.3
2021-06-09,100,19,12.5,25.5
2021-06-10,100,20.8,12.3,27.8
2021-06-11,100,18.5,16.2,21.3
2021-06-12,100,18.6,13.4,24.2
2021-06-13,100,17.7,10.6,25.4
2021-06-14,100,15.8,8,21.8
2021-06-15,100,16.2,15.5,17.7
2021-06-16,100,13.7,12.8,15.5
2021-06-17,100,15.4,10.8,19.8
2021-06-18,100,17.1,15,19.2
2021-06-19,100,17.5,11.6,23.6
2021-06-20,100,19.1,11.5,26.1
2021-06-21,100,15.4,12.6,20
2021-06-22,100,12.9,12,15.3
2021-06-23,100,13.3,11.6,15.8
