날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-06-24,100,17.3,12.1,22.5
2021-06-25,100,17.6,14.1,23.3
2021-06-26,100,16.9,14.4,21.2
2021-06-27,100,17.2,15.1,20.9
2021-06-28,100,17,14.6,20.2
2021-06-29,100,17.1,11.8,22.3
2021-06-30,100,18,16.2,20.7
2021-07-01,100,19,13.6,24.9
2021-07-02,100,17.6,15.3,20
2021-07-03,100,16.4,15.3,17.5
2021-07-04,100,18.9,16.8,21.3
2021-07-05,100,19.1,16.8,23.1
2021-07-06,100,20.2,15.5,26.2
2021-07-07,100,20.8,17,25.8
2021-07-08,100,20.5,18.5,24.3
2021-07-09,100,20.1,17.8,24.5
2021-07-10,100,20.4,17.5,26
2021-07-11,100,21.7,19.2,26
2021-07-12,100,22.7,18.8,28.9
2021-07-13,100,22.8,17.2,28.1
2021-07-14,100,23.1,18.8,29.5
2021-07-15,100,22.3,18.6,26.3
2021-07-16,100,21.7,16.7,27.2
2021-07-17,100,20.5,15.8,24.8
2021-07-18,100,21.3,16.7,26.6
2021-07-19,100,22.4,17.7,26.7
2021-07-20,100,22.4,18.2,28.3
2021-07-21,100,22.1,16.7,28.1
2021-07-22,100,21.5,13.8,27.7
2021-07-23,100,22.7,16.3,29
2021-07-24,100,22.7,16.6,30.1
2021-07-25,100,22.1,14.8,28.6
2021-07-26,100,23.5,20,28.1
2021-07-27,100,22.5,17.3,27.5
2021-07-28,100,22,15.6,27.5
2021-07-29,100,23,17.8,28.9
2021-07-30,100,23.6,19.5,29.9
2021-07-31,100,24.1,20.1,28.5
2021-08-01,100,23.3,20.7,28.1
2021-08-02,100,22.6,21,29
2021-08-03,100,23.8,20.5,28.8
2021-08-04,100,24.8,21.2,30.4
2021-08-05,100,24.2,19.8,30.6
2021-08-06,100,22.1,18,29.2
2021-08-07,100,21.7,17.5,26.7
2021-08-08,100,20.2,18.2,24.2
2021-08-09,100,18.6,16.7,21.1
2021-08-10,100,19.1,14.8,23.8
2021-08-11,100,20.7,17.8,24.7
2021-08-12,100,19.5,16.8,23.9
2021-08-13,100,19.5,18,22.1
2021-08-14,100,17.6,16.5,18.7
2021-08-15,100,17.4,16.1,20.2
2021-08-16,100,17.7,14.8,20.4
2021-08-17,100,16.9,15.3,18.3
2021-08-18,100,17.4,16.3,18.8
2021-08-19,100,17.6,16.1,20.2
2021-08-20,100,18.4,15.8,22.6
2021-08-21,100,19,14.6,22.5
2021-08-22,100,19.3,17,23.1
2021-08-23,100,17.3,14.6,20.5
2021-08-24,100,19.7,17,22.2
2021-08-25,100,19.6,17.7,22.5
2021-08-26,100,20.2,17.2,24.5
2021-08-27,100,18.2,14.4,21.2
2021-08-28,100,18.4,13.3,24.5
2021-08-29,100,18.6,15.3,24.5
2021-08-30,100,18.9,14.5,24.5
2021-08-31,100,15.3,12.6,20.2
2021-09-01,100,15.7,14.1,17.4
2021-09-02,100,16.3,14.3,20.6
2021-09-03,100,15.5,10.6,20.1
2021-09-04,100,13.7,9.1,19.7
2021-09-05,100,15.9,10.8,19.3
2021-09-06,100,16.1,15.3,18.7
2021-09-07,100,16.4,13.6,18.2
2021-09-08,100,16.8,13.1,20.2
2021-09-09,100,18,12.6,25.5
2021-09-10,100,17.3,11.8,24.2
2021-09-11,100,18.4,13.3,25.2
2021-09-12,100,17.3,12.1,23.8
2021-09-13,100,17.3,13,22.1
2021-09-14,100,15.5,9.8,19.2
2021-09-15,100,15.4,14.3,17.3
2021-09-16,100,15.8,13.8,19.8
2021-09-17,100,14.8,14,16
2021-09-18,100,16,12.1,20.3
2021-09-19,100,14.8,10,20.2
2021-09-20,100,15.3,9.8,20.3
2021-09-21,100,17.3,12,21.3
2021-09-22,100,15.9,13.5,19.5
2021-09-23,100,14.1,10.6,17.9
2021-09-24,100,12.7,7.6,17.4
2021-09-25,100,14.6,13.6,16.6
2021-09-26,100,14.6,12.5,17.8
2021-09-27,100,14.4,13.3,17.6
2021-09-28,100,15.1,13.3,18.2
2021-09-29,100,16,13.6,19.2
2021-09-30,100,14.5,9.1,21.6
2021-10-01,100,13.8,6.6,24.6
2021-10-02,100,14.4,10.3,20.6
2021-10-03,100,18.7,10.5,26.1
2021-10-04,100,19.3,15.6,22.1
2021-10-05,100,17.8,13.5,23.1
2021-10-06,100,13.5,12.6,14.6
2021-10-07,100,14.8,11.3,18.7
2021-10-08,100,14.3,12.8,15.3
2021-10-09,100,16.2,14,17.6
2021-10-10,100,18.3,15.1,23
2021-10-11,100,10.7,9.6,15.1
2021-10-12,100,11.4,10.1,12.8
2021-10-13,100,12.3,9.8,15.1
2021-10-14,100,14.7,9.8,20.1
2021-10-15,100,12.2,10.8,13.6
2021-10-16,100,7.5,-0.4,12
2021-10-17,100,1,-5,8.7
2021-10-18,100,4.6,-4.4,13.1
2021-10-19,100,5.6,2.9,11.8
2021-10-20,100,3.9,-0.9,9.4
2021-10-21,100,3.5,-0.7,10.3
2021-10-22,100,3.4,-1.2,9.5
2021-10-23,100,4.3,-3.3,14
2021-10-24,100,4.4,-3.1,14.9
2021-10-25,100,4.1,-3.1,15.3
2021-10-26,100,6.8,-3.3,17
2021-10-27,100,9.7,5.3,14.9
2021-10-28,100,4.7,-2.6,13.2
2021-10-29,100,4.3,-1.3,12.5
2021-10-30,100,5.6,-0.7,14.4
2021-10-31,100,5.9,-2,16.5
2021-11-01,100,7.6,0.5,13.3
2021-11-02,100,5.1,-2.5,11.4
2021-11-03,100,7.6,1.3,14.3
2021-11-04,100,5,-1.4,14.2
2021-11-05,100,4.7,-2.8,15.1
2021-11-06,100,4.9,-2.3,14.3
2021-11-07,100,5.9,-0.7,12.8
2021-11-08,100,6,0,14.1
2021-11-09,100,-0.2,-1,0.7
2021-11-10,100,-1,-3.5,0.2
2021-11-11,100,-0.2,-2.5,3.3
2021-11-12,100,-0.9,-3.8,3.2
2021-11-13,100,3,-2.8,8.3
2021-11-14,100,6.6,4,9.8
2021-11-15,100,4,-0.3,11.3
2021-11-16,100,2.9,-3.7,10.5
2021-11-17,100,1.3,-6.9,9.4
2021-11-18,100,6.9,0.6,9.3
2021-11-19,100,7.8,0.9,12.3
2021-11-20,100,4.8,-0.5,13.9
2021-11-21,100,5.9,-0.2,12.3
2021-11-22,100,-1.7,-6.1,8.2
2021-11-23,100,-5.4,-8.4,-2.5
2021-11-24,100,-1.1,-6.2,2.4
2021-11-25,100,2.1,-1.3,5.3
2021-11-26,100,-1,-4.5,3.4
2021-11-27,100,-3.6,-10.7,5.4
2021-11-28,100,0.1,-9.7,9.9
2021-11-29,100,3.5,-1.3,10.7
2021-11-30,100,1,-3.8,5
2021-12-01,100,-6.7,-8.9,-3.8
2021-12-02,100,-3.9,-10.2,0.1
2021-12-03,100,-2.2,-7,0.6
2021-12-04,100,-3.9,-9,1.1
2021-12-05,100,-3.3,-11.4,5.8
2021-12-06,100,-0.7,-7.9,9
2021-12-07,100,-1,-6.2,3
2021-12-08,100,-0.4,-5.7,7.9
2021-12-09,100,-0.7,-6.7,7.5
2021-12-10,100,2.3,-4.2,8.8
2021-12-11,100,2.2,-1.3,8.1
2021-12-12,100,-1.9,-8,2
2021-12-13,100,-6.4,-10.9,0.2
2021-12-14,100,-1.7,-7.4,0.8
2021-12-15,100,2,0.4,3.7
2021-12-16,100,1.6,-0.5,5.4
2021-12-17,100,-8.6,-15.7,0.8
2021-12-18,100,-9.6,-16.9,-4.6
2021-12-19,100,-5.1,-9.7,-2.5
2021-12-20,100,1.6,-2.8,3.2
2021-12-21,100,2.3,-3.7,6.1
2021-12-22,100,-2.5,-8.7,3.9
2021-12-23,100,-2.9,-9.4,4.1
2021-12-24,100,-2.9,-6.5,1.5
2021-12-25,100,-12,-17.7,-3.8
2021-12-26,100,-16.2,-21.2,-11.2
2021-12-27,100,-10.5,-17.3,-4.7
2021-12-28,100,-5.6,-11.9,-0.7
2021-12-29,100,-2.7,-5.4,-0.7
2021-12-30,100,-8.7,-11.7,-5.4
2021-12-31,100,-11.8,-14.7,-7.3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
