날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-05-03,100,11.6,5.3,19.2
2016-05-04,100,9.8,4.9,15.6
2016-05-05,100,14.3,8,21.8
2016-05-06,100,13.8,9.9,18
2016-05-07,100,11.6,4.9,19.5
2016-05-08,100,13.1,1.7,21
2016-05-09,100,14.6,7.1,21.7
2016-05-10,100,8.5,6.7,14
2016-05-11,100,12.1,6.4,19.5
2016-05-12,100,14.5,7.2,20.9
2016-05-13,100,9.1,1.5,13.5
2016-05-14,100,10.4,0.3,18.1
2016-05-15,100,15,5.6,22.5
2016-05-16,100,11.2,6.1,15.9
2016-05-17,100,15.2,3.5,24.9
2016-05-18,100,16.4,5.9,25.7
2016-05-19,100,15.5,5.3,24.3
2016-05-20,100,13.1,2.7,22.5
2016-05-21,100,12.4,1.5,21.9
2016-05-22,100,13.7,3,21.9
2016-05-23,100,16.1,5.8,24.4
2016-05-24,100,13.6,11,16.5
2016-05-25,100,15.2,8,21.1
2016-05-26,100,15.4,13.6,19.5
2016-05-27,100,15.6,6.7,21.4
2016-05-28,100,17.5,9.9,27.4
2016-05-29,100,15.8,8.7,24.7
2016-05-30,100,17.3,6.7,25.2
2016-05-31,100,17.1,9.8,24.6
2016-06-01,100,13.1,6,18.8
2016-06-02,100,13.7,3.1,21.5
2016-06-03,100,18,9.8,25.1
2016-06-04,100,15.7,9.4,23.1
2016-06-05,100,13.3,7.7,19
2016-06-06,100,15.2,8,21.5
2016-06-07,100,16.3,13.7,22.7
2016-06-08,100,16.5,12.5,23.7
2016-06-09,100,15.7,10.5,21.5
2016-06-10,100,17.4,7.6,26.3
2016-06-11,100,20.2,13.4,25.4
2016-06-12,100,19.7,16.1,24.2
2016-06-13,100,15.1,12.8,17.9
2016-06-14,100,16.3,9.1,24.3
2016-06-15,100,17.4,15,22.9
2016-06-16,100,17.2,15.4,20.4
2016-06-17,100,18.5,14,23.6
2016-06-18,100,19.8,12.8,27.8
2016-06-19,100,18.6,12.2,24.5
2016-06-20,100,18.8,14.6,24.5
2016-06-21,100,17.7,13.9,22.3
2016-06-22,100,16.4,11.4,22.9
2016-06-23,100,20,15.4,25.4
2016-06-24,100,17.1,15.9,20.1
2016-06-25,100,16.5,14,20.1
2016-06-26,100,16.8,11.9,23.1
2016-06-27,100,17.5,11.6,24.3
2016-06-28,100,17.8,10.4,23.7
2016-06-29,100,18.4,14.9,22.8
2016-06-30,100,20.9,15.3,27
2016-07-01,100,20.7,17.7,25
2016-07-02,100,19.6,16.4,22.5
2016-07-03,100,18.7,15.8,21.7
2016-07-04,100,16.2,14.6,17.3
2016-07-05,100,17.7,14.2,23.2
2016-07-06,100,14.8,13.8,17.4
2016-07-07,100,19.3,15,23.9
2016-07-08,100,21.9,16.6,28.7
2016-07-09,100,21.8,14.4,30.2
2016-07-10,100,21.4,16.3,29.2
2016-07-11,100,22.2,16.2,27.5
2016-07-12,100,21,19.1,23.8
2016-07-13,100,21.8,18.7,25.9
2016-07-14,100,18.5,16.4,20.6
2016-07-15,100,17.8,16.1,20.9
2016-07-16,100,16,15.4,16.5
2016-07-17,100,18.7,16.1,22.4
2016-07-18,100,19.1,14.5,24.8
2016-07-19,100,17.6,13.4,24.3
2016-07-20,100,17.3,13.3,20.4
2016-07-21,100,17.3,12.7,24.7
2016-07-22,100,18.4,10.6,24.9
2016-07-23,100,21.8,16.1,27.5
2016-07-24,100,22.9,21.1,24.3
2016-07-25,100,23.2,21.3,25.5
2016-07-26,100,23.4,21,27
2016-07-27,100,22.6,20.9,26.4
2016-07-28,100,23.9,20.6,27.4
2016-07-29,100,22.1,20.5,24.5
2016-07-30,100,24.1,20.1,28.8
2016-07-31,100,22.7,19.7,28.7
2016-08-01,100,22.2,19.2,28
2016-08-02,100,21.2,19.1,26.9
2016-08-03,100,21.2,17.1,26.6
2016-08-04,100,20.9,15.4,26.8
2016-08-05,100,21.1,12.8,29.7
2016-08-06,100,22.3,12.9,30.9
2016-08-07,100,23.1,18.9,31.1
2016-08-08,100,22.1,18,26.9
2016-08-09,100,20.5,18.1,23.9
2016-08-10,100,23.4,18.1,28.9
2016-08-11,100,24.3,18.6,30.2
2016-08-12,100,24.4,17.7,32.4
2016-08-13,100,25.1,19.7,30.8
2016-08-14,100,23.9,19.9,29.6
2016-08-15,100,22.7,20.3,26.9
2016-08-16,100,21.9,18.8,26.1
2016-08-17,100,21.2,17.7,25.9
2016-08-18,100,22.2,17.2,27.4
2016-08-19,100,22.5,19.3,27.2
2016-08-20,100,21.9,18.3,26.9
2016-08-21,100,21,17.2,27.5
2016-08-22,100,20.5,15.8,25.8
2016-08-23,100,20.4,16.3,25.1
2016-08-24,100,21.1,16.6,27.3
2016-08-25,100,21.8,14.5,28.5
2016-08-26,100,13.9,9.2,19.5
2016-08-27,100,13.9,7.3,17.7
2016-08-28,100,14,12.3,15.4
2016-08-29,100,12.6,11,14.2
2016-08-30,100,13.4,11,15.5
2016-08-31,100,13.7,12.1,15.8
2016-09-01,100,19,14.8,24.4
2016-09-02,100,16.8,14.8,20.2
2016-09-03,100,17.7,15.4,22.3
2016-09-04,100,18,16.2,20.7
2016-09-05,100,19.4,16.9,25.8
2016-09-06,100,19.5,16.1,25.1
2016-09-07,100,17.8,14.8,22.4
2016-09-08,100,17.1,14.4,22
2016-09-09,100,16.7,13.4,22.7
2016-09-10,100,17.5,14.4,20.5
2016-09-11,100,17.2,14.6,20.2
2016-09-12,100,16.1,13.5,18.8
2016-09-13,100,15.5,11.1,19.9
2016-09-14,100,16.9,13.4,23.2
2016-09-15,100,17.1,12.9,24.4
2016-09-16,100,17.6,11.4,25.2
2016-09-17,100,14.9,13.4,16.3
2016-09-18,100,14.7,13.2,17
2016-09-19,100,12.7,11.2,15.2
2016-09-20,100,12.6,10.5,16
2016-09-21,100,,8.5,16.8
2016-09-22,100,12.8,8.6,16.7
2016-09-23,100,12.7,6.9,21.8
2016-09-24,100,14,7,22.9
2016-09-25,100,15.8,10,22.5
2016-09-26,100,14.9,10.9,21.8
2016-09-27,100,16,10.4,19.7
2016-09-28,100,14.5,11.3,19.1
2016-09-29,100,10.9,9.9,13.3
2016-09-30,100,14.6,10.3,19.8
2016-10-01,100,13.6,10.2,19.8
2016-10-02,100,14.8,10.2,19.6
2016-10-03,100,19.6,13.9,22.8
2016-10-04,100,12.7,8,16.3
2016-10-05,100,13.9,12.3,16
2016-10-06,100,12.5,8.3,17
2016-10-07,100,13.2,10.9,17.1
2016-10-08,100,12.5,8.8,16.1
2016-10-09,100,6.4,2.5,9.8
2016-10-10,100,7,2.7,13.1
2016-10-11,100,9.3,2.4,16.4
2016-10-12,100,7.8,2.8,12.8
2016-10-13,100,9.2,2.4,18.2
2016-10-14,100,8.8,1.3,18
2016-10-15,100,10.7,2.9,20.5
2016-10-16,100,10.5,5.9,16.6
2016-10-17,100,12.5,7.4,18.6
2016-10-18,100,10,4.2,16.2
2016-10-19,100,12.8,8,19.4
2016-10-20,100,9.9,6.1,17
2016-10-21,100,9.5,7.6,11.1
2016-10-22,100,10.9,6.2,16.4
2016-10-23,100,5.1,2.2,9.6
2016-10-24,100,6,-0.9,15.6
2016-10-25,100,8.4,4.1,12.9
2016-10-26,100,8.6,2.9,15.9
2016-10-27,100,8.2,1.9,13.2
2016-10-28,100,8.4,5.8,12.2
2016-10-29,100,4.4,3,6.6
2016-10-30,100,3.4,-2.5,10.2
2016-10-31,100,4.1,0.3,6.1
2016-11-01,100,-0.8,-7.1,6.5
2016-11-02,100,-0.8,-8.7,5.4
2016-11-03,100,3.2,0.1,6.9
2016-11-04,100,7.3,3.6,9.9
2016-11-05,100,9.4,6.3,12.4
2016-11-06,100,4.2,3.7,6.3
2016-11-07,100,8.2,3.5,11.9
2016-11-08,100,3.2,-2.3,8.2
2016-11-09,100,-1.3,-6,5.8
2016-11-10,100,1.8,-4.2,6.5
2016-11-11,100,3.9,1.2,7.4
2016-11-12,100,6.1,-2.7,12.2
2016-11-13,100,8.1,2.5,11.6
2016-11-14,100,10.6,2.3,15.1
2016-11-15,100,3.5,-4,9.8
2016-11-16,100,1.7,-5.3,8.9
2016-11-17,100,0.9,-5.1,9.3
2016-11-18,100,7,-3.7,13.6
2016-11-19,100,9.3,5.8,14.2
2016-11-20,100,5.5,-2.7,10.6
2016-11-21,100,2.3,-3.5,8.1
2016-11-22,100,1.1,-1.6,4.1
2016-11-23,100,-2,-6.6,0.8
2016-11-24,100,-6.3,-9.9,-1.7
2016-11-25,100,-4.2,-9.5,2.1
2016-11-26,100,-3.7,-10.2,1.4
2016-11-27,100,-0.4,-5.2,3.7
2016-11-28,100,-2.4,-8,2.8
2016-11-29,100,-3.2,-10.2,2.7
2016-11-30,100,2.3,-1.9,6.2
2016-12-01,100,0.3,-4.3,3.3
2016-12-02,100,-1.2,-7.1,5.5
2016-12-03,100,1.2,-9.8,10.4
2016-12-04,100,2.5,-0.4,5.9
2016-12-05,100,2.1,-1.9,5.4
2016-12-06,100,-5.1,-9.5,-0.5
2016-12-07,100,-4.3,-10.6,0.7
2016-12-08,100,-3.3,-9.8,1.4
2016-12-09,100,-2.9,-10.6,0.4
2016-12-10,100,-7,-15.2,1.1
2016-12-11,100,-6.8,-16.1,4.3
2016-12-12,100,-0.4,-9.1,4.1
2016-12-13,100,0.4,-2.6,5.1
2016-12-14,100,-4.1,-9.5,-0.4
2016-12-15,100,-8.4,-15.8,-4.3
2016-12-16,100,-11.3,-21.7,-5.1
2016-12-17,100,-0.1,-6.6,2.2
2016-12-18,100,0.9,-1.8,3.3
2016-12-19,100,1.7,-3.9,5.8
2016-12-20,100,0.4,-4.2,7.1
2016-12-21,100,1.1,-6.4,9.5
2016-12-22,100,4.1,-1,11.6
2016-12-23,100,-5,-6.7,-1
2016-12-24,100,-4.1,-7.3,0.9
2016-12-25,100,-2,-10.8,5.1
2016-12-26,100,0.2,-1.4,2.3
2016-12-27,100,-5.4,-15.1,-1.2
2016-12-28,100,-9.1,-18.6,-2.2
2016-12-29,100,-7.7,-10.7,-5.7
2016-12-30,100,-8.2,-16.3,-3.1
2016-12-31,100,-2.4,-4.8,0.6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
