date,uga,sun,ondo,price
2020-04-21,17.37,26.6,9.4,1220
2020-04-22,13.52,26.57,8.4,1190
2020-04-23,18.13,25.69,8.9,1120
2020-04-24,18.17,27.86,10.5,1110
2020-04-27,17.97,27.22,11.4,1030
2020-04-28,16.63,27.23,12.4,1020
2020-04-29,17.12,28,13.9,990
2020-05-04,24.33,23.97,16,1040
2020-05-06,26.88,27.93,18.3,1010
2020-05-07,26,29.07,18,1010
2020-05-08,25.92,24.62,17.9,1010
2020-05-11,26.72,26.91,14.9,950
2020-05-12,26.93,26.37,15,970
2020-05-13,26.84,29.43,16.1,1030
2020-05-14,29.83,22.05,19,1150
2020-05-15,31.94,1.95,18.1,1170
2020-05-18,32.9,16,18.3,1050
2020-05-19,33.18,10.33,13.9,1050
2020-05-20,32.95,29.2,15.3,1030
2020-05-21,34.1,25.07,16.9,1030
2020-05-22,32.62,27.75,18.4,1030
2020-05-25,34.04,15.18,16.4,960
2020-05-26,34.81,19.99,17.6,950
2020-05-27,34.48,27.93,18.1,930
2020-05-28,33.17,28.59,17.3,880
2020-05-29,34.86,24.05,18.9,810
2020-06-01,37.97,23.11,19.1,730
2020-06-02,38.93,24.32,19.8,720
2020-06-02,38.93,24.32,19.8,720
2020-06-03,39.87,11.29,21.2,740
2020-06-03,39.87,11.29,21.2,740
2020-06-04,38.82,26.45,21.9,690
2020-06-04,38.82,26.45,21.9,690
2020-06-05,40.63,21.34,21.5,700
2020-06-05,40.63,21.34,21.5,700
2020-06-08,42.94,29.04,24.6,680
2020-06-08,42.94,29.04,24.6,680
2020-06-09,40.85,28.32,25.8,660
2020-06-09,40.85,28.32,25.8,660
2020-06-10,40.91,18.27,24.7,640
2020-06-10,40.91,18.27,24.7,640
2020-06-11,40.6,17.14,23.7,640
2020-06-11,40.6,17.14,23.7,640
2020-06-12,38.42,14.99,22.7,640
2020-06-12,38.42,14.99,22.7,640
2020-06-15,38.35,28.65,21.8,710
2020-06-15,38.35,28.65,21.8,710
2020-06-16,40.29,26.01,22.7,710
2020-06-16,40.29,26.01,22.7,710
2020-06-17,41.46,12.38,21.1,720
2020-06-17,41.46,12.38,21.1,720
2020-06-18,41.09,3.76,18.4,730
2020-06-18,41.09,3.76,18.4,730
2020-06-19,42.95,24.32,20.9,730
2020-06-19,42.95,24.32,20.9,730
2020-06-22,42.32,27.85,22.6,724
2020-06-22,42.32,27.85,22.6,724
2020-06-23,43.39,26.22,24.4,734
2020-06-23,43.39,26.22,24.4,734
2020-06-24,42.49,4.9,23,706
2020-06-24,42.49,4.9,23,706
2020-06-25,40.58,10.1,21.8,708
2020-06-25,40.58,10.1,21.8,708
2020-06-26,42.02,24.1,22.5,723
2020-06-26,42.02,24.1,22.5,723
2020-06-29,40.63,5.37,20.9,707
2020-06-29,40.63,5.37,20.9,707
2020-06-30,42.07,13.61,20.1,682
2020-06-30,42.07,13.61,20.1,682
2020-07-01,42.7,28.66,21.8,682
2020-07-02,42.85,18.42,23,682
2020-07-03,42.68,5.1,20.3,705
2020-07-06,43.66,6.84,22.7,735
2020-07-07,42.9,24.65,23.3,735
2020-07-08,43.34,21.97,23.2,735
2020-07-09,43.63,12.97,24.1,727
2020-07-10,43.2,7.51,23.1,727
2020-07-13,43.38,5.97,22.1,762
2020-07-14,42.78,9.74,19.9,770
2020-07-15,44.18,13.5,20.8,770
2020-07-16,43.37,16.54,22.1,765
2020-07-17,42.86,20.67,22.8,765
2020-07-20,42.72,13.09,24,765
2020-07-21,43.87,14.25,23.4,815
2020-07-22,44.12,5.71,22.5,845
2020-07-23,44.42,2.91,23.3,845
2020-07-24,43.11,4.95,20.6,845
2020-07-27,43.13,7.6,23,890
2020-07-28,43.12,10.25,25.2,895
2020-07-29,43.27,13.28,26.5,961
2020-07-30,43.14,21.15,26.8,1018
2020-07-31,43.1,18.52,27,1023
2020-08-03,42.48,17.29,28,1043
2020-08-04,42.97,19.53,28.6,1033
2020-08-05,43.76,3.18,28.1,1023
2020-08-06,43.71,4.36,26.6,1011
2020-08-07,43.88,1.75,25.9,986
2020-08-10,42.865,11.42,27.8,1011
2020-08-11,44.12,12.82,27.9,1011
2020-08-12,43.63,17.62,28.4,1011
2020-08-13,44.18,14.27,28.1,1039
2020-08-14,43.44,22.66,28.7,1039
2020-08-18,44.46,25.67,27.5,1019
2020-08-19,43.8,24.49,27.2,1029
2020-08-20,43.89,24.87,27,1029
2020-08-21,43.96,22.92,27.3,1029
2020-08-24,43.78,21.09,28.4,1024
2020-08-25,44.34,20.89,29.5,1025
2020-08-26,44.83,4.5,27,1025
2020-08-27,45.01,14.36,27.7,1035
2020-08-28,44.12,20.8,28.3,1035
2020-08-31,45.93,18.17,27.9,1035
2020-09-01,45.11,16.18,27.2,1109
2020-09-02,45.3,3.51,25.2,1099
2020-09-03,43.43,19.59,23.9,1139
2020-09-04,43.78,20.94,24.3,1169
2020-09-07,41.42,6.39,21.3,1169
2020-09-08,40.68,18.48,24.6,1179
2020-09-09,39.49,14.55,22.6,1192
2020-09-10,39.74,15.66,23.6,1222
2020-09-11,39.27,3.56,21.3,1232
2020-09-14,38.89,19.54,22,1232
2020-09-15,39.24,18.29,23,1196
2020-09-16,41.21,9.37,23,1186
2020-09-17,41.67,5.5,21.6,1196
2020-09-18,43.02,15.14,20.4,1186
2020-09-21,41.63,19.1,20,1196
2020-09-22,41.14,14.96,19.9,1186
2020-09-23,41.38,11.16,19.7,1186
2020-09-24,41.21,16.02,21,1186
2020-09-25,41.98,20.42,21.4,1186
2020-09-28,41.41,19.87,20.3,1186
2020-09-29,41.87,18.17,19.6,1186
2020-10-05,39.27,18.5,16.1,1186
2020-10-06,40.55,20.16,15.9,1199
2020-10-07,41.24,16.9,17.2,1241
2020-10-08,41.46,19.49,18.6,1241
2020-10-12,41.28,16.26,18.1,1241
2020-10-13,41.19,8.35,15.4,1241
2020-10-14,41.62,12.84,15.7,1241
2020-10-15,42.01,15.34,14.1,1194
2020-10-16,41.88,5.6,14.4,1116
2020-10-19,41.77,16.28,15.5,1116
2020-10-20,41.58,16.75,16.3,1126
2020-10-21,41.71,3.67,14.8,1126
2020-10-22,41.36,8.25,14.6,1136
2020-10-23,41.67,11.73,12.7,1136
2020-10-26,39.84,15.67,13.9,1176
2020-10-27,39.9,13.66,14.3,1176
2020-10-28,39.27,10.17,15.1,1182
2020-10-29,38.26,15.33,12.5,1227
2020-10-30,37.18,15.21,12.7,1261
2020-11-02,36.3,10.14,13.5,1251
2020-11-03,39.52,13.2,10.3,1261
2020-11-04,39.76,15.34,9,1261
2020-11-05,40.69,11.91,10.8,1251
2020-11-06,40.57,2.41,13.7,1261
2020-11-09,40.34,14.64,9,1266
2020-11-10,42.49,14.42,9.9,1271
2020-11-11,44.44,13.71,10.8,1261
2020-11-12,43.95,13.73,11.6,1261
2020-11-13,43.15,12.88,11.4,1261
2020-11-16,43.74,13,13.9,1261
2020-11-17,43.87,8.92,18.2,1261
2020-11-18,43.78,4.94,20.6,1226
2020-11-19,44,1.65,17.4,1226
2020-11-20,44.19,2.15,9.7,1236
2020-11-23,45.61,4.56,7.1,1342
2020-11-24,45.86,11.67,6.9,1332
2020-11-25,47.87,12.4,8.4,1332
2020-11-26,47.49,10.59,9.3,1332
2020-11-27,47.13,5.24,8.4,1332
2020-11-30,47.02,8.83,4.8,1332
2020-12-01,47.59,12.24,4,1332
2020-12-02,47.08,10.18,4.7,1332
2020-12-03,48.06,9.27,4.9,1316
2020-12-07,48.29,5.53,6.2,1316
2020-12-08,48.3,7.36,3.5,1336
2020-12-09,49.14,11.62,3.9,1296
2020-12-10,49.03,5.17,6.5,1294
2020-12-11,50.47,6.79,7.8,1294
2020-12-14,50.65,3.78,-2.6,1304
2020-12-15,50.17,11.44,-3.5,1354
2020-12-16,50.85,10.59,-2.6,1354
2020-12-17,51.46,10.91,-0.2,1364
2020-12-18,51.11,7.25,2.7,1364
2020-12-21,50.26,8.22,2.7,1364
2020-12-22,49.75,8.18,4.7,1379
2020-12-23,49.61,7.28,5.4,1449
2020-12-24,51.28,9.75,5.9,1449
2020-12-28,51.07,11.22,6,1449
2020-12-29,50.97,4.3,3.5,1456
2020-12-30,51.05,6.93,-3,1466
2020-12-31,51.14,6.97,-2.9,1466
2021-01-05,50.5,5.73,0.7,1548
2021-01-06,53.51,9.78,-2.3,1679
2021-01-07,54.52,7.01,-7.5,1729
2021-01-08,54.58,6.48,-9.9,1729
2021-01-11,55.33,5.56,-1.5,1771
2021-01-12,55.71,9.81,1,1828
2021-01-13,56.44,10.91,6.2,1908
2021-01-14,55.7,11.15,6.6,1928
2021-01-15,55.39,6.6,9.3,1928
2021-01-18,54.19,9.47,2.6,1928
2021-01-19,55.19,13.56,-1.5,1948
2021-01-20,56.24,12.57,5.2,1918
2021-01-21,55.49,3.97,8.9,1921
2021-01-22,55.2,1.95,7.7,1911
2021-01-25,55.41,12.93,8,1901
2021-01-26,55.32,4.05,6.4,1911
2021-01-27,55.74,12.77,3.9,1849
2021-01-28,54.77,8.18,1.1,1849
2021-01-29,54.65,12.56,-2.2,1849
2021-02-01,55,3.7,8.5,1849
2021-02-02,56.77,12.49,-1,1849
2021-02-03,57.64,14.2,1.1,1879
2021-02-04,58.36,15.35,1.2,1879
2021-02-05,58.94,8.06,2.8,1894
2021-02-08,59.8,15.84,0.4,1904
2021-02-09,60.49,16.18,1.1,1938
2021-02-10,60.39,15.08,3.6,1986
2021-02-15,62.48,6.13,3.5,2026
2021-02-16,62.3,14.06,1.1,2046
2021-02-17,62.8,9.35,-3.3,2128
2021-02-18,63.26,9.06,-1.2,2138
2021-02-19,60.83,17.52,5.2,2190
2021-02-22,61.28,13.81,8.8,2222
2021-02-23,63.54,14.1,2.2,2200
2021-02-24,62.89,8.09,2.9,2193
2021-02-25,65.39,2.69,5.6,2193
2021-02-26,64.29,14.55,8.6,2170
2021-03-02,61.41,17.09,3.8,2146
2021-03-03,61.44,16.74,5.7,2146
2021-03-04,63.11,4.14,7.4,2087
2021-03-05,66.37,18.43,8.1,2067
2021-03-08,68.32,18.82,6.8,2027
2021-03-09,66.4,17.79,6.6,1990
2021-03-10,65.3,19.98,8.1,1963
2021-03-11,66.82,14.62,10.3,1913
2021-03-12,67.9,6.16,8.6,1873
2021-03-15,68.25,17.45,11.7,1867
2021-03-16,66.46,19.74,8.2,1963
2021-03-17,66.57,20.18,6.9,1967
2021-03-18,65.29,21.4,9.8,1987
2021-03-19,62.2,17.64,11.9,1990
2021-03-22,63.18,23.32,7.5,1990
2021-03-23,63,21.99,10.2,1990
2021-03-24,60.98,18.77,11.5,2023
2021-03-25,62.43,23.22,11.2,2003
2021-03-26,62.07,22.11,12.7,1933
2021-03-29,63.11,17.92,11.8,1617
2021-03-30,63.9,20.45,11.1,1500
2021-03-31,63.36,21.71,13.8,1500
2021-04-01,61.51,10.5,16.3,1533
2021-04-02,61.6,14.16,18.4,1597
2021-04-05,61.91,25.31,10.8,1625
2021-04-06,61.34,22.96,11.1,1600
2021-04-07,60.88,24.84,11.8,1600
2021-04-08,61.24,25.11,11,1578
2021-04-09,60.94,23.85,12.1,1578
2021-04-12,61.1,3.12,14.2,1398
2021-04-13,61.58,13.37,9.2,1325
2021-04-14,62.56,26.91,8.7,1285
2021-04-15,64.17,23.33,11.2,1192
2021-04-16,65.12,14.47,12.8,1172
2021-04-19,64.83,27.22,12,1018
2021-04-20,65.74,26.26,13.5,937
2021-04-21,63.71,19.54,17.8,867
2021-04-22,62.25,6.46,18.4,887
2021-04-23,62.93,20.93,20.9,877
2021-04-26,62.37,26.31,15.9,877
2021-04-27,63.27,12.85,15.8,867
2021-04-28,63.57,20.14,15.3,817
2021-04-29,65.1,26.12,16,789
2021-04-30,65.27,27.57,13.7,806
2021-05-03,64.38,27.32,14.5,786
2021-05-04,65.83,6.07,17.2,784
2021-05-06,67.17,20.04,15.7,784
2021-05-07,65.9,18.16,16.1,774
2021-05-10,66.74,12.77,18.4,741
2021-05-11,65.54,12.75,19.4,741
2021-05-12,66.56,27.19,21,741
2021-05-13,65.37,26.75,19.7,707
2021-05-14,65.26,17.73,21.5,677
2021-05-17,67.17,6.76,15,667
2021-05-18,68.41,24.39,16.9,667
2021-05-20,65.03,3.67,16.2,677
2021-05-21,63.25,27.52,16.5,677
2021-05-24,66.26,23.37,18.2,678
2021-05-25,67.37,25.98,17.4,678
2021-05-26,66.835,11.94,17.8,678
2021-05-27,66.41,17.35,17,667
2021-05-28,67.41,16.39,18,638
2021-05-31,67.94,27.77,22.7,597
2021-06-01,69.1,26.74,22.6,592
2021-06-02,69.21,19.33,23.2,612
2021-06-02,69.21,19.33,23.2,612
2021-06-03,69.97,4.79,20.2,612
2021-06-03,69.97,4.79,20.2,612
2021-06-04,70.1,30.58,19,612
2021-06-04,70.1,30.58,19,612
2021-06-07,70.03,22.3,22.2,660
2021-06-07,70.03,22.3,22.2,660
2021-06-08,69.34,27.36,23.9,640
2021-06-08,69.34,27.36,23.9,640
2021-06-09,71.14,27.45,25.3,677
2021-06-09,71.14,27.45,25.3,677
2021-06-10,70.71,9.24,23.2,687
2021-06-10,70.71,9.24,23.2,687
2021-06-11,71.18,23.4,22.7,703
2021-06-11,71.18,23.4,22.7,703
2021-06-14,72.01,16.84,21.3,750
2021-06-14,72.01,16.84,21.3,750
2021-06-15,71.79,4.94,21.6,757
2021-06-15,71.79,4.94,21.6,757
2021-06-16,72.78,19.15,23.7,757
2021-06-16,72.78,19.15,23.7,757
2021-06-17,72.35,10.59,22.4,762
2021-06-17,72.35,10.59,22.4,762
2021-06-18,70.98,9.46,21.4,770
2021-06-18,70.98,9.46,21.4,770
2021-06-21,71.79,24.03,23.2,732
2021-06-21,71.79,24.03,23.2,732
2021-06-22,72.52,26.01,23.5,732
2021-06-22,72.52,26.01,23.5,732
2021-06-23,73.43,25.32,23.2,692
2021-06-23,73.43,25.32,23.2,692
2021-06-24,73.73,18.02,22.8,692
2021-06-24,73.73,18.02,22.8,692
2021-06-25,73.46,23.77,23.9,697
2021-06-25,73.46,23.77,23.9,697
2021-06-28,73.88,17.9,24.3,697
2021-06-28,73.88,17.9,24.3,697
2021-06-29,72.85,22.3,23.5,687
2021-06-29,72.85,22.3,23.5,687
2021-06-30,72.87,20.72,24.7,683
2021-06-30,72.87,20.72,24.7,683
2021-07-01,73.85,26.41,25.2,673
2021-07-02,74.09,17.51,25.3,683
2021-07-05,74.68,3.77,21.5,720
2021-07-06,75.88,2.15,23.1,703
2021-07-07,73.29,9.2,26.1,718
2021-07-08,70.63,12.73,25.4,742
2021-07-09,73.03,21.76,25.5,762
2021-07-12,73.54,17.27,27.6,767
2021-07-13,74.36,17.95,27.9,738
2021-07-14,74.72,14.96,28,733
2021-07-15,72.23,27.15,28.6,698
2021-07-16,72.18,22.35,26.6,695
2021-07-19,71.68,26.43,27.9,723
2021-07-20,71.565,21.89,28.5,747
2021-07-21,68.67,23.77,29,730
2021-07-22,71.43,25.44,29.1,727
2021-07-23,72.25,20.41,28.7,762
2021-07-26,71.59,17.44,28.3,773
2021-07-27,73.02,28.19,28.6,773
2021-07-28,72.82,24.65,28.3,793
2021-07-29,73.68,25.67,28.3,793
2021-07-30,73.9,16.37,27.2,793
2021-08-02,73.28,13.96,26.7,793
2021-08-03,71.88,16.95,27.1,808
2021-08-04,71.37,25.16,28.9,808
2021-08-05,68.8,19.76,28.9,855
2021-08-06,70.72,23.81,28.4,860
2021-08-09,69.935,26.95,27.3,860
2021-08-10,68.91,22.86,27.6,873
2021-08-11,69.77,20.04,27.4,879
2021-08-12,70.52,15.22,26.9,879
2021-08-13,70.03,10.75,26.5,879
2021-08-17,68.45,25.3,26.3,879
2021-08-18,68.58,17.7,24.4,879
2021-08-19,65.35,20.11,24.3,888
2021-08-20,65.37,22.75,26.3,888
2021-08-23,66.09,6.94,25.9,913
2021-08-24,68.7,7.11,26.3,913
2021-08-25,69.69,9.85,25.7,909
2021-08-26,70.11,20.98,26.2,914
2021-08-27,70.76,9.51,25.3,908
2021-08-30,71.13,15.06,24.6,943
2021-08-31,71.19,18.31,26.6,943
2021-09-01,70.43,5.86,25.5,943
2021-09-02,69.74,5.09,22.3,943
2021-09-03,71.26,12.49,23.5,948
2021-09-06,69.99,8.14,22.5,953
2021-09-07,70.35,7.79,23.5,960
2021-09-08,69.78,17.06,23,960
2021-09-09,70.65,15.49,23.4,959
2021-09-10,70.85,9.92,23.5,959
2021-09-13,71.73,12.58,24.5,959
2021-09-14,72.29,12.72,24.2,959
2021-09-15,72.26,19.12,24.7,964
2021-09-16,73.09,6.78,22.3,964
2021-09-17,73.06,14.46,23.2,979
2021-09-23,74.11,18.43,22.5,979
2021-09-24,74.77,19.93,22.2,969
2021-09-27,76.17,16.7,23.3,969
2021-09-28,77.34,6.79,22.9,969
2021-09-29,75.7,6.86,23.3,925
2021-09-30,75.92,20.34,21.9,919
2021-10-01,75.68,18.57,22,919
2021-10-05,79.57,18.39,24.4,919
2021-10-06,80.55,17.41,24,922
2021-10-07,77.41,13.95,22.5,922
2021-10-08,81.23,11.92,22.5,922
2021-10-12,82.07,6.12,18.6,937
2021-10-13,81.43,12.6,21.4,937
2021-10-14,82.28,12.38,22,937
2021-10-15,82.99,10,19.6,937
2021-10-18,83.89,18.18,11.7,942
2021-10-19,83.03,12.53,13.3,942
2021-10-20,82.56,9.63,11.4,942
2021-10-21,83.12,14.16,12.2,947
2021-10-22,82.57,15.95,13.1,949
2021-10-25,84.37,16.33,13.8,949
2021-10-26,83.94,15.99,14.3,949
2021-10-27,83.46,13.84,14.9,949
2021-10-28,81.91,15.99,14.2,989
2021-10-29,82.57,13.56,15.9,989
2021-11-01,81.99,12.67,15.1,989
2021-11-02,83.31,11.41,13.3,989
2021-11-03,81.89,12.86,13.1,989
2021-11-04,81.555,12.83,14.6,989
2021-11-05,79.48,8.89,14.8,989
2021-11-08,81.99,3.92,11.6,989
2021-11-09,82.24,5.1,9.7,989
2021-11-10,83.97,5.2,10,989
2021-11-11,81.83,5.23,9.7,989
2021-11-12,81.57,9.28,9.1,989
2021-11-15,80.89,11.7,11.9,989
2021-11-16,81.96,10.75,10.9,989
2021-11-17,81.01,12.77,10.3,989
2021-11-18,78.66,12.42,11.3,984
2021-11-19,80.89,12.38,12,984
2021-11-22,78.42,8.51,7.6,994
2021-11-23,78.47,7.62,6.7,997
2021-11-24,81.86,5.31,10.6,992
2021-11-25,81.44,10.87,11.6,992
2021-11-26,77.38,12.39,8.2,992
2021-11-29,75.17,11.24,10.7,992
2021-11-30,71.88,1.9,9.9,992
2021-12-01,71.13,9.89,4.5,992
2021-12-02,69.13,6.31,5.2,992
2021-12-06,70.12,11.34,7.1,932
2021-12-07,73.22,10.94,7.8,932
2021-12-08,73.83,10.84,8.1,932
2021-12-09,74.48,6.68,9.4,927
2021-12-10,72.73,5.9,10.6,927
2021-12-13,74.11,9.67,1.9,927
2021-12-14,73.39,9.18,4.7,922
2021-12-15,72.01,8.49,9.1,922
2021-12-16,73.37,3.77,8.1,922
2021-12-17,73.36,5.65,1.3,912
2021-12-20,70.11,9.14,8.2,912
2021-12-21,70.56,9.46,8.4,912
2021-12-22,72.56,11.45,5.3,912
2021-12-23,73.54,10.88,5.6,912
2021-12-24,74.37,5.84,3.8,912
2021-12-27,76.12,9.47,-2.7,912
2021-12-28,76.47,5.36,3.8,912
2021-12-29,76.91,7.66,5.1,912
2021-12-30,77.24,9.14,2.9,912
2021-12-31,77.12,6.68,-0.8,899
