date,uga,sun,ondo,price
2017-08-03,50.83,20.01,28.6,1260
2017-08-04,50.36,20.55,30,1250
2017-08-07,50.8,19.08,29.2,1260
2017-08-08,51.24,10.16,27.9,1250
2017-08-09,51.43,13.75,27,1250
2017-08-10,51.62,20.24,27.3,1270
2017-08-11,49.86,20.98,27.7,1260
2017-08-14,50.36,7.71,25,1280
2017-08-16,49.53,14.06,26,1300
2017-08-17,48.65,20.63,26.1,1310
2017-08-18,49.26,16.67,26.4,1300
2017-08-21,50.72,11.27,26.4,1290
2017-08-22,49.97,13.12,28.2,1310
2017-08-23,49.93,17.17,29.6,1300
2017-08-24,50.55,17.45,29.2,1300
2017-08-25,50.56,16.26,26.7,1300
2017-08-28,50.55,14.69,26.9,1280
2017-08-29,50.1,20.42,23.5,1290
2017-08-30,49.93,14.52,20.9,1280
2017-08-31,49.26,18.61,22.8,1290
2017-09-01,50.35,18.06,23.7,1300
2017-09-04,50.6,10.27,23.6,1290
2017-09-05,51.02,2.16,21.5,1300
2017-09-06,52.14,2.78,21.7,1290
2017-09-07,52.99,12.46,21.8,1290
2017-09-08,53.18,18.59,23.3,1290
2017-09-11,52.14,5.54,22.4,1290
2017-09-12,52.17,17.81,22.8,1290
2017-09-13,52.87,19.59,21.9,1290
2017-09-14,53.57,19.23,22.4,1290
2017-09-15,53.64,11.52,21.8,1290
2017-09-18,54.19,17.82,22.5,1280
2017-09-19,54.07,11.47,23.7,1290
2017-09-20,53.93,8.63,20.9,1280
2017-09-21,54.65,15.64,20.1,1280
2017-09-22,54.66,16.41,21.3,1260
2017-09-25,54.83,15.23,24,1260
2017-09-26,56.15,15.88,24.6,1260
2017-09-27,55.65,4.6,21,1260
2017-09-28,55.55,15.51,21.1,1240
2017-09-29,55.19,14.58,18.4,1250
2017-10-10,54.08,12.85,22.4,1220
2017-10-11,54.78,3.39,17.8,1210
2017-10-12,54.97,2.08,13.2,1240
2017-10-13,55.4,15.59,14.4,1240
2017-10-16,55.98,4.92,16.6,1240
2017-10-17,56.33,8.84,16,1240
2017-10-18,55.92,4.61,17.1,1260
2017-10-19,55.51,10.16,16.5,1260
2017-10-20,55.13,14.09,16.6,1260
2017-10-23,55.85,12.94,14.7,1260
2017-10-24,55.28,11.66,14.8,1270
2017-10-25,56.2,13.12,14.2,1250
2017-10-26,56.21,11.37,14.7,1240
2017-10-27,57,9.76,15.5,1240
2017-10-30,58.33,13.72,10.3,1250
2017-10-31,58.32,13.35,11.2,1250
2017-11-01,59.61,11.6,12.7,1250
2017-11-02,58.58,7.95,13.4,1240
2017-11-03,58.93,6.83,12,1240
2017-11-06,60.58,11.92,10.6,1250
2017-11-07,62.39,5.9,15.9,1250
2017-11-08,61.8,9.62,14.3,1260
2017-11-09,61.61,11.9,11.3,1260
2017-11-10,62.06,6.74,14,1260
2017-11-13,61.63,7.92,10.5,1260
2017-11-14,61.25,10.34,10.7,1240
2017-11-15,60.04,7.72,8.5,1240
2017-11-16,60.29,10.78,6.4,1240
2017-11-17,59.66,4.73,8.3,1240
2017-11-20,60.68,8.51,6.2,1250
2017-11-21,60.48,9.22,6.7,1250
2017-11-22,61.12,3.79,8.2,1250
2017-11-23,61.13,7.43,6.7,1250
2017-11-24,61.62,7.49,6.9,1250
2017-11-27,61.5,9.78,5,1240
2017-11-28,61.25,5.52,9.5,1240
2017-11-29,60.97,4.16,8.1,1240
2017-11-30,60.82,9.45,3.6,1240
2017-12-04,60.99,5.21,4.6,1240
2017-12-05,60.22,8.85,0.2,1230
2017-12-06,60.72,8.16,5.1,1230
2017-12-07,59.43,6.33,6,1230
2017-12-08,60.26,6.31,1.2,1230
2017-12-11,60.96,5.69,1.3,1230
2017-12-12,62.52,7.65,-2.7,1230
2017-12-13,61.33,9.05,-1.8,1230
2017-12-14,60.23,7.31,-1.2,1230
2017-12-15,61.18,6.65,1.3,1220
2017-12-18,61.28,5.39,2.9,1210
2017-12-19,61.4,5.8,2,1210
2017-12-20,61.6,9.08,2.3,1210
2017-12-21,62.17,8.01,1.6,1210
2017-12-22,62.37,8.97,4.1,1210
2017-12-26,62.61,7.21,3,1210
2017-12-27,63.94,9.81,-0.6,1210
2017-12-28,63.85,4.94,-0.2,1210
2017-12-29,64.33,3.67,3.4,1210
2018-01-02,64.37,8.18,2.8,1210
2018-01-03,64.15,8.47,1,1210
2018-01-04,65.35,5.08,-0.4,1200
2018-01-05,65.33,4.98,1.5,1190
2018-01-08,65.04,2.76,3.5,1190
2018-01-09,65.51,6.97,1.3,1190
2018-01-10,66.59,5.13,-1.8,1190
2018-01-11,66.5,5.23,-4.1,1190
2018-01-12,66.29,9.85,-5.9,1200
2018-01-15,67.03,9.83,5.2,1190
2018-01-16,67.09,1.24,5.3,1190
2018-01-17,66.27,7.64,5.4,1200
2018-01-18,66.42,7.92,4.6,1200
2018-01-19,65.95,10.68,1.8,1200
2018-01-22,66.09,8.18,5.4,1185
2018-01-23,66.49,6.5,-3.5,1185
2018-01-24,66.86,10.89,-7.9,1185
2018-01-25,67.98,7.93,-6.8,1185
2018-01-26,67.4,6.94,-6.1,1205
2018-01-29,67.55,9.2,-3.5,1205
2018-01-30,66.38,8.68,-3.1,1205
2018-01-31,65.77,6.14,0,1180
2018-02-01,66.12,12.51,-0.3,1180
2018-02-02,67.02,8.53,-1.2,1180
2018-02-05,65.07,4.52,-4.9,1170
2018-02-06,64.25,2.83,-5.8,1160
2018-02-07,64.05,10.89,-4.1,1160
2018-02-08,62.26,12.02,-1.1,1160
2018-02-09,61.12,7.47,3.4,1160
2018-02-12,60.29,8.84,-1.1,1140
2018-02-13,59.84,13.88,2.3,1130
2018-02-14,59.4,10,6.6,1150
2018-02-19,61.77,6.36,3,1130
2018-02-20,62.05,9.24,2.7,1120
2018-02-21,61.3,8.07,1,1120
2018-02-22,61.6,13.27,1.8,1060
2018-02-23,62.77,11.94,5.8,1060
2018-02-26,63.9,15.47,3.5,1060
2018-02-27,64.02,13.1,7.3,1060
2018-02-28,63.22,1.2,7.8,1040
2018-03-02,60.28,16.28,1.5,1020
2018-03-05,61.32,2.5,7.2,1020
2018-03-06,62.04,16.71,5.9,1010
2018-03-07,61.61,5.36,6.6,1010
2018-03-08,60.8,4.19,3.4,1000
2018-03-09,60.28,16.07,4,930
2018-03-12,61.71,16.18,8.9,950
2018-03-13,61.25,14.8,13.1,940
2018-03-14,61.23,16.35,16.3,930
2018-03-15,61.45,1.04,11.8,930
2018-03-16,61.74,4.07,7,930
2018-03-19,62.48,2.35,10.9,880
2018-03-20,62.98,5.34,7.3,870
2018-03-21,63.89,3.55,1.9,860
2018-03-22,65.44,18.35,5.1,860
2018-03-23,65.33,18.59,6.3,840
2018-03-26,65.97,16.37,11.2,840
2018-03-27,65.83,18.21,12.8,820
2018-03-28,65.24,19.06,13.7,820
2018-03-29,65.33,15.64,14.5,800
2018-03-30,61.72,16.48,13.2,780
2018-04-02,66.79,19.03,18.4,750
2018-04-03,65.16,17.42,18.9,750
2018-04-04,64.7,3.94,13.1,740
2018-04-05,65.38,6.64,12.4,710
2018-04-06,65.37,15.62,8.2,710
2018-04-09,64.7,20.79,12,670
2018-04-10,66.51,18.12,16.8,660
2018-04-11,67.58,18.75,13.9,805
2018-04-12,68.63,12.41,11.8,825
2018-04-13,69.04,8.03,14.1,815
2018-04-16,68.18,17.73,9.9,795
2018-04-17,68.23,20.71,12.2,765
2018-04-18,68.81,22.87,10.9,770
2018-04-19,70.75,22.34,12.7,765
2018-04-20,70.42,21.69,15.6,890
2018-04-23,70.29,2.54,15.1,900
2018-04-24,71.24,4.06,13.7,950
2018-04-25,70.36,18.31,14.2,1020
2018-04-26,70.63,20.14,13.6,1040
2018-04-27,70.88,23.82,14,1030
2018-04-30,70.05,15.78,19.5,1030
2018-05-02,70.25,4.48,15.4,1020
2018-05-03,70.54,19.86,12.8,1030
2018-05-04,70.47,28.88,14.7,1020
2018-05-08,72.48,18.61,16.8,930
2018-05-09,73.93,17.42,14.5,910
2018-05-10,74.73,25.24,15,910
2018-05-11,74.46,26.9,17,910
2018-05-14,73.77,26.29,19.1,890
2018-05-15,75.3,18.84,22.4,870
2018-05-16,75.1,5.52,22.5,830
2018-05-17,76.67,3.86,22,820
2018-05-18,77.06,6.08,18.2,810
2018-05-21,76.43,20,17.8,780
2018-05-23,76.65,27.46,17.3,800
2018-05-24,77.03,27.8,18.4,800
2018-05-25,75.78,23.11,19.7,720
2018-05-28,73.24,15.77,20.6,660
2018-05-29,70.34,20.08,21.7,660
2018-05-30,73.53,11.17,20.1,660
2018-05-31,75.45,20.86,18.7,670
2018-06-01,75.11,28.52,20.8,670
2018-06-04,74.4,22.27,22.1,680
2018-06-05,73.61,12.57,21.7,680
2018-06-07,73.58,27.6,21.9,750
2018-06-08,74.87,20.87,21.3,750
2018-06-11,74.36,21.91,21.1,710
2018-06-12,74.75,20.37,20.9,730
2018-06-14,74.31,27.72,22.4,740
2018-06-15,70.34,24.4,21.8,740
2018-06-18,70.97,25.61,23.3,740
2018-06-19,72.07,8.14,22.5,730
2018-06-20,72.65,23.08,22.1,710
2018-06-21,71.25,29.05,22.6,705
2018-06-22,71.77,21.18,23.9,690
2018-06-25,72.81,24.84,25.5,670
2018-06-26,73.03,6.91,25.3,650
2018-06-27,74.36,6.62,24.1,650
2018-06-28,75.19,6.34,23.2,650
2018-06-29,75.86,17.99,24.8,650
2018-07-02,75.57,16.84,26.8,650
2018-07-03,74.77,17.04,27,650
2018-07-04,75.07,19.77,25.5,660
2018-07-05,74.92,8.03,25.2,650
2018-07-06,74.18,5.3,24.2,640
2018-07-09,74.67,13.68,24.2,640
2018-07-10,76,19.95,27,660
2018-07-11,74.75,20.32,28.3,670
2018-07-12,72.56,26.86,28,680
2018-07-13,71.65,24.98,27.4,680
2018-07-16,72.95,27.62,27.4,690
2018-07-17,70.36,25.37,27.8,690
2018-07-18,69.68,27.25,28,690
2018-07-19,70.41,27.83,28,680
2018-07-20,71.52,27.39,28.9,680
2018-07-23,71.5,26.17,30,690
2018-07-24,71.59,22.75,29.8,650
2018-07-25,72.49,26.38,29.6,650
2018-07-26,73.41,25.88,29.1,650
2018-07-27,73.42,26.56,29.5,646
2018-07-30,73.38,16.81,29.8,666
2018-07-31,73.69,21.61,30.2,670
2018-08-01,72.42,23.8,30.4,670
2018-08-02,71.14,21.45,31.5,670
2018-08-03,71.93,21.79,29.9,700
2018-08-06,72.11,24.97,30.4,730
2018-08-07,72.65,15.94,29.5,730
2018-08-08,73.28,23.22,30.3,770
2018-08-09,70.34,22,30,760
2018-08-10,70.55,21.22,29.7,780
2018-08-13,71.25,23.1,30.6,810
2018-08-14,71.79,21.66,30.7,780
2018-08-16,69.6,18.56,30,790
2018-08-17,70.38,17.64,27.2,790
2018-08-20,70.81,15.04,27.9,810
2018-08-21,71.11,25.13,28.7,810
2018-08-22,72.405,19.73,30,810
2018-08-23,73.14,1.75,26,790
2018-08-24,74,14.76,26.1,790
2018-08-27,74.41,8.01,27,810
2018-08-28,75.02,18.56,27.8,790
2018-08-29,74.34,19.54,28,790
2018-08-30,75.76,19.29,28.2,790
2018-08-31,75.85,6.04,26,750
2018-09-03,76.18,13.76,26.3,780
2018-09-04,76.88,19.91,24.5,770
2018-09-05,75.83,21.62,25.2,770
2018-09-06,75.31,6.68,24.1,780
2018-09-07,74.73,7.82,21.9,800
2018-09-10,75.83,18.45,22.4,810
2018-09-11,76.22,15.9,22,810
2018-09-12,77.45,21.61,23.3,790
2018-09-13,77.2,6.97,22.6,790
2018-09-14,76.31,9.24,23.3,790
2018-09-17,76.43,13.37,23,790
2018-09-18,75.85,22.26,22.7,790
2018-09-19,77.02,6.39,20.5,760
2018-09-20,77.53,4.66,21.7,760
2018-09-21,77.35,6.5,21.4,760
2018-09-27,80.36,21.28,19.9,750
2018-09-28,80.03,15.86,21.1,760
2018-10-01,80.83,18.16,19.3,760
2018-10-02,82.88,15.32,18.6,740
2018-10-04,84.44,18.28,20,740
2018-10-05,83.2,1.68,18.4,740
2018-10-08,81.61,15.71,16.7,740
2018-10-10,83.04,14.3,15.7,740
2018-10-11,80.66,15.11,13.2,720
2018-10-12,79.36,19.12,13.5,720
2018-10-15,79.3,16.29,16.1,740
2018-10-16,78.83,7.09,15.1,740
2018-10-17,80.23,16.74,15.3,725
2018-10-18,78.43,16.29,14.1,715
2018-10-19,77.88,17.75,13.5,725
2018-10-22,78.78,8.67,14.8,725
2018-10-23,77.83,10.68,15.5,705
2018-10-24,74.42,17.01,14.6,705
2018-10-25,74.96,16.04,15.3,680
2018-10-26,75.42,2.14,15.2,680
2018-10-29,76.01,13.87,14,680
2018-10-30,76.18,14.82,10.9,690
2018-10-31,75.66,11.87,10.1,700
2018-11-01,73.38,15.94,10.6,710
2018-11-02,71.67,15.51,12.1,710
2018-11-05,71.2,14.36,12.7,710
2018-11-06,70.34,12.02,13.4,730
2018-11-07,70.64,4.01,13.8,730
2018-11-08,71.54,1.6,15.6,730
2018-11-09,69.36,10.22,13.3,720
2018-11-12,70.59,13.68,10.5,720
2018-11-13,68.48,13.75,10.1,720
2018-11-14,64.46,13.31,10.4,720
2018-11-15,65.39,11.03,12.2,740
2018-11-16,66.49,4.63,11.5,690
2018-11-19,66.17,11.33,9.7,690
2018-11-20,65.51,13.19,9.2,705
2018-11-21,62.65,5.35,9,685
2018-11-22,62.44,12.71,6.5,685
2018-11-23,61.08,11.8,6.7,665
2018-11-26,59.13,11.66,9.7,665
2018-11-27,59.07,11.73,11,665
2018-11-28,60.18,10.36,8.2,665
2018-11-29,58.3,10.49,8.9,665
2018-11-30,59.02,10.29,8.2,665
2018-12-03,61.19,4.46,15.7,660
2018-12-04,61.54,3.58,10.2,680
2018-12-05,59.81,10.89,4.8,670
2018-12-06,59.85,3.49,4.8,670
2018-12-10,60.22,7.16,-0.1,670
2018-12-11,58.37,2.19,2,670
2018-12-12,59.23,6.82,2.5,670
2018-12-13,58.81,6.54,3.7,670
2018-12-14,59.67,10.06,1.2,670
2018-12-17,58.92,8.85,6.7,670
2018-12-18,57.21,10.85,6,660
2018-12-19,55.05,7.1,8.8,660
2018-12-20,54.47,4.01,8.7,650
2018-12-21,53.51,5.37,8.3,650
2018-12-24,51.515,11.62,2.7,650
2018-12-26,49.52,6.9,3.6,650
2018-12-27,53.07,7.83,-1.8,650
2018-12-28,52.86,4.03,-3.9,640
2018-12-31,53.07,11.75,-1.1,640
2019-01-02,51.86,8.32,1.3,640
2019-01-03,53.2,11.79,0.8,640
2019-01-04,55.59,2.87,0.4,650
2019-01-07,56.79,10.47,1.6,650
2019-01-08,56.18,7.37,1.8,640
2019-01-09,58.07,8.42,-0.8,640
2019-01-10,59.6,6.66,2,600
2019-01-11,61.16,9.75,3.6,600
2019-01-14,58.92,10.47,2.9,610
2019-01-15,58.63,7.18,2.6,610
2019-01-16,60.15,12.41,-0.8,623
2019-01-17,60.03,10.83,2.5,623
2019-01-18,61.12,11.77,2.8,623
2019-01-21,61.88,12.67,3.6,623
2019-01-22,61.43,12.42,5,594
2019-01-23,61.23,12.09,4.9,594
2019-01-24,60.41,13.68,2.4,594
2019-01-25,61.16,6.48,1.4,594
2019-01-28,60.32,10.62,4.5,594
2019-01-29,59.44,14.45,1.4,594
2019-01-30,60.93,7.15,3.4,594
2019-01-31,61.82,5.42,0.9,604
2019-02-01,60.87,13.24,1.4,604
2019-02-07,62.51,8.96,1.8,594
2019-02-08,61.62,12.53,-1.4,584
2019-02-11,62.02,9.22,0.4,584
2019-02-12,62.23,14.4,1.7,594
2019-02-13,63.34,15.19,1.5,594
2019-02-14,65.32,13.73,1,594
2019-02-15,65.12,6.65,2.2,594
2019-02-18,66.73,5.04,2,604
2019-02-19,66.48,2.62,3.5,604
2019-02-20,66.38,11.04,3.1,624
2019-02-21,67.12,15.83,3.1,624
2019-02-22,67.22,9.92,3.8,624
2019-02-25,66.84,14.6,5,614
2019-02-26,64.56,17.36,4.9,614
2019-02-27,65.3,7.89,6.7,614
2019-02-28,65.98,13.64,6.6,624
2019-03-04,65.36,15.31,7.5,624
2019-03-05,65.73,8.88,7.3,644
2019-03-06,65.85,15.85,8.9,670
2019-03-07,66.47,19.45,5.7,670
2019-03-08,65.77,21.1,5.3,650
2019-03-11,66.81,10.68,6.6,650
2019-03-12,67.15,14.55,6.2,660
2019-03-13,67.22,20.64,5.9,660
2019-03-14,68.17,20.46,7.8,660
2019-03-15,67.71,11.98,7.8,660
2019-03-18,67.32,13.38,7.8,660
2019-03-19,67.63,18.96,9.5,670
2019-03-20,67.67,4.12,11.9,685
2019-03-21,68.23,6.54,7.8,675
2019-03-22,67.46,22.07,4.6,675
2019-03-25,66.34,15.56,7.3,710
2019-03-26,67.17,21.88,11.2,700
2019-03-27,67.37,19.74,13.2,700
2019-03-28,66.56,17.64,9.9,720
2019-03-29,67.23,20.69,9.9,720
2019-04-01,68.23,22.94,7.9,735
2019-04-02,68.81,24.79,7.6,780
2019-04-03,69.43,25.15,7.4,800
2019-04-04,68.67,24.03,8.8,790
2019-04-05,68.82,17.41,10.5,762
2019-04-08,70.29,23.31,11.1,825
2019-04-09,70.53,6.26,10.2,905
2019-04-10,70.08,5.01,7.7,915
2019-04-11,70.52,15.65,9.2,1013
2019-04-12,70.1,25.02,10.4,1058
2019-04-15,70.32,25.96,10.7,983
2019-04-16,70.21,18.89,14.8,973
2019-04-17,71.33,22.48,15.2,948
2019-04-18,71.07,25.75,15.5,1068
2019-04-19,71.5,8.47,15.1,1040
2019-04-22,73.36,24.45,19,960
2019-04-23,73.77,4.82,17,880
2019-04-24,73.67,8.76,16.6,880
2019-04-25,74.46,6.18,13.9,860
2019-04-26,73.45,4.5,9.9,860
2019-04-29,71.09,2.16,12.5,810
2019-04-30,71.63,13.1,13.5,830
2019-05-02,71.43,28.36,14.1,830
2019-05-03,69.93,27.53,15.8,880
2019-05-07,70.29,28.94,13.4,840
2019-05-08,69.28,22.17,15,830
2019-05-09,69.09,26.64,15.9,780
2019-05-10,70.1,27.17,16.3,740
2019-05-13,70.97,24.04,19.5,665
2019-05-14,69.7,24.48,20.3,640
2019-05-15,70.46,26.06,21.2,615
2019-05-16,72.04,25.46,22.5,605
2019-05-17,72.46,14.02,21.1,600
2019-05-20,71,23.39,16.1,590
2019-05-21,71.64,29.92,17.1,590
2019-05-22,71.23,29.74,19.7,570
2019-05-23,69.22,28.18,20.3,570
2019-05-24,66.73,26.7,22.2,590
2019-05-27,66.88,3.09,17.8,580
2019-05-28,68.31,26.43,17.4,565
2019-05-29,67.13,28.76,18.9,555
2019-05-30,67.12,18.18,20,575
2019-05-31,63.83,23.16,17.1,600
2019-06-03,60.17,28.01,21.7,610
2019-06-04,60.03,27.52,22,600
2019-06-05,60.685,28.04,21.5,570
2019-06-07,61.2,8.05,19.1,560
2019-06-10,61.92,15.99,19.7,560
2019-06-11,61.28,14.58,19.4,560
2019-06-12,59.9,24.17,20.2,510
2019-06-13,60.28,22.99,20.6,495
2019-06-14,59.9,6.84,19.5,455
2019-06-17,60.74,24.49,20.8,420
2019-06-18,59.92,13.23,21.3,420
2019-06-19,61.22,23.59,22.2,420
2019-06-20,62.61,25.68,22.4,425
2019-06-21,64.22,28,22.1,425
2019-06-24,64.02,26.9,22.4,435
2019-06-25,63.38,25.17,23.9,435
2019-06-26,64.29,7.69,21.3,435
2019-06-27,64.42,18.04,23.4,430
2019-06-28,64.88,27.22,23,450
2019-07-01,64.92,6.24,22,440
2019-07-02,63.43,24.42,23,440
2019-07-03,60.62,18.27,23,440
2019-07-04,61.75,27.45,23.9,420
2019-07-05,61.62,23.84,24.9,420
2019-07-08,63.32,23.2,23.3,420
2019-07-09,62.63,11.93,23,420
2019-07-10,63.9,5.39,21.5,420
2019-07-11,65.95,15.75,21.7,420
2019-07-12,65.88,25.05,22.9,415
2019-07-15,65.22,19.79,24.5,420
2019-07-16,64.58,20.29,24.9,420
2019-07-17,63.23,20.67,24.9,420
2019-07-18,62.14,7.22,23.6,420
2019-07-19,61.55,4.23,24.5,420
2019-07-22,62.74,8.83,25.6,430
2019-07-23,62.11,22.67,26.9,430
2019-07-24,63.21,12.36,26.5,420
2019-07-25,63.03,18.45,27.3,415
2019-07-26,62.83,11.53,27.1,410
2019-07-29,62.53,24.29,28,420
2019-07-30,63.63,17.27,28.4,420
2019-07-31,64.57,24.76,28.9,420
2019-08-01,63.05,23.66,28.4,450
2019-08-02,60.33,24.05,28.5,470
2019-08-05,59.68,21.78,28.3,460
2019-08-06,58.75,20.62,28.7,480
2019-08-07,57.89,24.51,28.6,470
2019-08-08,56.83,19.18,29.9,500
2019-08-09,57,19.35,29.8,500
2019-08-12,57.8125,10.38,27.7,515
2019-08-13,57.76,24.39,29.1,515
2019-08-14,59.66,22.19,28.3,525
2019-08-16,58.2,15.4,25.8,515
2019-08-19,58.4,25.01,25.9,500
2019-08-20,59.24,20.68,27.6,505
2019-08-21,60.09,15.02,28,505
2019-08-22,60.29,18.32,27.2,510
2019-08-23,59.43,13.63,25.9,510
2019-08-26,58.59,19.79,25.3,510
2019-08-27,58.07,5.2,24.1,510
2019-08-28,58.99,9.68,24.3,510
2019-08-29,59.32,6.25,23.1,510
2019-08-30,59.62,25.08,23.8,520
2019-09-02,57.62,6.02,21.9,520
2019-09-03,56.48,7.55,23.8,510
2019-09-04,56.72,7.27,24.8,505
2019-09-05,58.53,10.26,24.2,515
2019-09-06,59.23,7.19,25.7,525
2019-09-09,60.12,9.5,25,560
2019-09-10,60.89,17.11,26.2,550
2019-09-11,60.89,21.15,25.1,550
2019-09-16,63.88,18.37,23.9,540
2019-09-17,67.53,22.6,23.8,580
2019-09-18,63.3,21.85,21.6,570
2019-09-19,63.23,22.23,20.3,570
2019-09-20,64.28,17.45,21.8,550
2019-09-23,63.59,21.8,19.6,550
2019-09-24,63.46,20.42,19.3,550
2019-09-25,61.57,16.57,20.2,550
2019-09-26,61.73,16.39,22,515
2019-09-27,62.07,13.18,23.6,515
2019-09-30,60.94,17.37,22.4,510
2019-10-01,59.22,1.31,21.3,510
2019-10-02,58.67,2.27,21.5,500
2019-10-04,57.84,17.86,21.8,505
2019-10-07,58.24,2.78,17.7,505
2019-10-08,58.03,15.12,17.5,515
2019-10-10,57.77,18.2,16.9,515
2019-10-11,60.44,16.61,18.7,515
2019-10-14,60.03,11.8,15.7,535
2019-10-15,59.42,12.2,14.3,530
2019-10-16,58.8,15.51,15.8,530
2019-10-17,59.23,7.94,15.9,530
2019-10-18,59.7,7.15,17.3,530
2019-10-21,59.38,16.62,17.3,520
2019-10-22,58.95,16.11,17.8,520
2019-10-23,59.67,6.14,17.9,510
2019-10-24,61.04,12.72,18.2,510
2019-10-25,61.46,13.69,17.8,510
2019-10-28,61.06,15.24,13.8,535
2019-10-29,61,13.99,15.4,535
2019-10-30,61.32,15.81,14.1,535
2019-10-31,61.1,15.64,15.1,535
2019-11-01,58.72,6.07,15.4,535
2019-11-04,60.74,12.23,13.2,535
2019-11-05,61.34,14.06,12.8,560
2019-11-06,61.49,14.15,13,560
2019-11-07,61.13,11.12,12.4,560
2019-11-08,60.88,14.94,9,585
2019-11-11,61.15,11.27,13,585
2019-11-12,62.16,11.53,11,590
2019-11-13,61.48,4.87,10.4,590
2019-11-14,62.47,13.52,5.6,590
2019-11-15,61.93,13.11,9.1,590
2019-11-18,62.84,5.32,9.3,600
2019-11-19,61.86,8.04,6.8,645
2019-11-20,60.45,13.64,4.6,645
2019-11-21,62.13,10.1,7.3,645
2019-11-22,63.74,9.66,12.8,635
2019-11-25,63.43,4.53,5.1,660
2019-11-26,63.1,5.03,7.3,635
2019-11-27,63.69,4.78,6.8,640
2019-11-28,63.33,11.71,5.2,660
2019-11-29,63.83,12.94,4.6,660
2019-12-02,60.83,6.54,5.3,720
2019-12-03,60.98,7.12,5.3,710
2019-12-04,61.11,10.03,6.6,720
2019-12-05,62.73,11.4,2.3,740
2019-12-09,63.74,9.74,5.3,750
2019-12-10,63.84,10.08,10,790
2019-12-11,63.78,5.36,8.6,780
2019-12-12,64.01,11.15,4.1,760
2019-12-13,64.92,9.43,3.2,745
2019-12-16,65.54,6.89,10.7,765
2019-12-17,65.62,1.26,9.3,765
2019-12-18,66.14,7.4,5.2,765
2019-12-19,66.48,10.22,3.6,750
2019-12-20,66.87,6.35,3.3,740
2019-12-23,66.21,7.25,5.6,710
2019-12-24,66.77,10.96,4,710
2019-12-26,67.88,2.28,4.9,730
2019-12-27,67.81,6.41,3,780
2019-12-30,67.81,4,6.4,770
2019-12-31,67.27,9.12,-2,770
2020-01-02,65.69,9.68,2.6,775
2020-01-03,67.79,9.9,3.9,810
2020-01-06,69.65,2.18,7.5,870
2020-01-07,68.34,1.34,13,930
2020-01-08,69.24,1.44,4.2,955
2020-01-09,66.17,5.91,3.2,945
2020-01-10,65.93,11.74,1.5,955
2020-01-13,65.68,8.71,2.1,960
2020-01-14,64.78,7.98,1.1,960
2020-01-15,64.61,8.18,0.3,960
2020-01-16,64.74,11.08,1.1,950
2020-01-17,65.1,11.38,1.5,950
2020-01-20,65.24,11.48,4,950
2020-01-21,64.27,13.42,2.2,950
2020-01-22,64.26,1.28,4.9,960
2020-01-23,62.77,11.01,5,950
2020-01-28,58.57,6.77,4.4,938
2020-01-29,59.37,4.11,5.5,940
2020-01-30,57.76,8.41,4.7,940
2020-01-31,58.45,7.15,3.3,930
2020-02-03,55.23,10.58,1.6,930
2020-02-04,53.99,15.02,0.4,920
2020-02-05,53.57,15.17,-2.5,910
2020-02-06,55.18,11.01,-3.9,910
2020-02-07,54.37,12.36,-0.5,910
2020-02-10,53.33,12.66,4.9,910
2020-02-11,53.03,8.97,6.7,925
2020-02-12,54.23,1.62,9.1,915
2020-02-13,54.54,3.5,6.5,900
2020-02-14,55.23,15.55,7.6,945
2020-02-17,55.98,8.83,-2,985
2020-02-18,55.11,16.33,0.5,1025
2020-02-19,56.39,14.91,2.9,1110
2020-02-20,56.92,17.25,5.1,1150
2020-02-21,56.41,15.46,8.5,1213
2020-02-24,54.64,13.28,8.1,1288
2020-02-25,54.48,1.09,11.2,1350
2020-02-26,52.28,15.49,6.6,1488
2020-02-27,50.62,16.5,5.6,1600
2020-02-28,49.05,2.88,6.3,1625
2020-03-02,50.58,18.32,4,1450
2020-03-03,51.72,10.58,5.2,1325
2020-03-04,50.81,15.85,3.9,1275
2020-03-05,50.78,19.39,2.2,1250
2020-03-06,48.58,21.24,3.3,1225
2020-03-09,32.87,5.53,8.3,1170
2020-03-10,34.18,3.45,5.6,1160
2020-03-11,34.58,21.55,4.6,1220
2020-03-12,32.69,21.25,6.3,1220
2020-03-13,33.93,16.91,5.6,1220
2020-03-16,31.49,21.41,4.3,1180
2020-03-17,30.83,21.06,8.3,1180
2020-03-18,28.26,21.14,10.8,1140
2020-03-19,25.82,19.17,9.3,1080
2020-03-20,28.67,22.38,8.9,1060
2020-03-23,24.6,22.39,8.6,1040
2020-03-24,26.64,22.17,9,1040
2020-03-25,27.05,22.59,13,1040
2020-03-26,25.74,4.64,14,1060
2020-03-27,25.04,10.14,8.4,1080
2020-03-30,23.24,21.91,9.7,1210
2020-03-31,23.43,22.14,9.6,1190
2020-04-01,21.23,19.7,9.1,1210
2020-04-02,21.55,19.99,9.6,1235
2020-04-03,24.51,23.8,9.1,1245
2020-04-06,24.87,22.71,7.9,1260
2020-04-07,24.88,23.43,10.2,1310
2020-04-08,23.52,22.68,9.2,1255
2020-04-09,23.32,22.93,8.5,1205
2020-04-10,22.76,23.4,9.6,1180
2020-04-13,22.31,25.69,8.4,1260
2020-04-14,21.66,26.29,10.9,1210
2020-04-16,19.72,26.05,13,1150
2020-04-17,20.61,14.58,12.7,1140
2020-04-20,20.78,17.86,11,1220
