place,date,uga
두바이,2018-01-01,64.37
두바이,2018-01-02,64.37
두바이,2018-01-03,64.15
두바이,2018-01-04,65.35
두바이,2018-01-05,65.33
두바이,2018-01-06,65.195
두바이,2018-01-07,65.42
두바이,2018-01-08,65.04
두바이,2018-01-09,65.51
두바이,2018-01-10,66.59
두바이,2018-01-11,66.5
두바이,2018-01-12,66.29
두바이,2018-01-13,66.765
두바이,2018-01-14,66.69
두바이,2018-01-15,67.03
두바이,2018-01-16,67.09
두바이,2018-01-17,66.27
두바이,2018-01-18,66.42
두바이,2018-01-19,65.95
두바이,2018-01-20,66.255
두바이,2018-01-21,66.22
두바이,2018-01-22,66.09
두바이,2018-01-23,66.49
두바이,2018-01-24,66.86
두바이,2018-01-25,67.98
두바이,2018-01-26,67.4
두바이,2018-01-27,67.765
두바이,2018-01-28,66.89
두바이,2018-01-29,67.55
두바이,2018-01-30,66.38
두바이,2018-01-31,65.77
두바이,2018-02-01,66.12
두바이,2018-02-02,67.02
두바이,2018-02-03,65.595
두바이,2018-02-04,65.635
두바이,2018-02-05,65.07
두바이,2018-02-06,64.25
두바이,2018-02-07,64.05
두바이,2018-02-08,62.26
두바이,2018-02-09,61.12
두바이,2018-02-10,61.275
두바이,2018-02-11,60.48
두바이,2018-02-12,60.29
두바이,2018-02-13,59.84
두바이,2018-02-14,59.4
두바이,2018-02-15,61.67
두바이,2018-02-16,60.2
두바이,2018-02-17,61.72
두바이,2018-02-18,61
두바이,2018-02-19,61.77
두바이,2018-02-20,62.05
두바이,2018-02-21,61.3
두바이,2018-02-22,61.6
두바이,2018-02-23,62.77
두바이,2018-02-24,62.75
두바이,2018-02-25,63.395
두바이,2018-02-26,63.9
두바이,2018-02-27,64.02
두바이,2018-02-28,63.22
두바이,2018-03-01,61.42
두바이,2018-03-02,60.28
두바이,2018-03-03,61.37
두바이,2018-03-04,61.16
두바이,2018-03-05,61.32
두바이,2018-03-06,62.04
두바이,2018-03-07,61.61
두바이,2018-03-08,60.8
두바이,2018-03-09,60.28
두바이,2018-03-10,61.255
두바이,2018-03-11,60.765
두바이,2018-03-12,61.71
두바이,2018-03-13,61.25
두바이,2018-03-14,61.23
두바이,2018-03-15,61.45
두바이,2018-03-16,61.74
두바이,2018-03-17,61.965
두바이,2018-03-18,62.36
두바이,2018-03-19,62.48
두바이,2018-03-20,62.98
두바이,2018-03-21,63.89
두바이,2018-03-22,65.44
두바이,2018-03-23,65.33
두바이,2018-03-24,65.705
두바이,2018-03-25,65.58
두바이,2018-03-26,65.97
두바이,2018-03-27,65.83
두바이,2018-03-28,65.24
두바이,2018-03-29,65.33
두바이,2018-03-30,61.72
두바이,2018-03-31,66.06
두바이,2018-04-01,61.72
두바이,2018-04-02,66.79
두바이,2018-04-03,65.16
두바이,2018-04-04,64.7
두바이,2018-04-05,65.38
두바이,2018-04-06,65.37
두바이,2018-04-07,65.04
두바이,2018-04-08,65.94
두바이,2018-04-09,64.7
두바이,2018-04-10,66.51
두바이,2018-04-11,67.58
두바이,2018-04-12,68.63
두바이,2018-04-13,69.04
두바이,2018-04-14,68.405
두바이,2018-04-15,68.635
두바이,2018-04-16,68.18
두바이,2018-04-17,68.23
두바이,2018-04-18,68.81
두바이,2018-04-19,70.75
두바이,2018-04-20,70.42
두바이,2018-04-21,70.52
두바이,2018-04-22,70.83
두바이,2018-04-23,70.29
두바이,2018-04-24,71.24
두바이,2018-04-25,70.36
두바이,2018-04-26,70.63
두바이,2018-04-27,70.88
두바이,2018-04-28,70.34
두바이,2018-04-29,70
두바이,2018-04-30,70.05
두바이,2018-05-01,70.27
두바이,2018-05-02,70.25
두바이,2018-05-03,70.54
두바이,2018-05-04,70.47
두바이,2018-05-05,71.5
두바이,2018-05-06,71.475
두바이,2018-05-07,72.46
두바이,2018-05-08,72.48
두바이,2018-05-09,73.93
두바이,2018-05-10,74.73
두바이,2018-05-11,74.46
두바이,2018-05-12,74.25
두바이,2018-05-13,74.88
두바이,2018-05-14,73.77
두바이,2018-05-15,75.3
두바이,2018-05-16,75.1
두바이,2018-05-17,76.67
두바이,2018-05-18,77.06
두바이,2018-05-19,76.55
두바이,2018-05-20,77.17
두바이,2018-05-21,76.43
두바이,2018-05-22,77.28
두바이,2018-05-23,76.65
두바이,2018-05-24,77.03
두바이,2018-05-25,75.78
두바이,2018-05-26,75.135
두바이,2018-05-27,70.34
두바이,2018-05-28,73.24
두바이,2018-05-29,70.34
두바이,2018-05-30,73.53
두바이,2018-05-31,75.45
두바이,2018-06-01,75.11
두바이,2018-06-02,74.925
두바이,2018-06-03,74.36
두바이,2018-06-04,74.4
두바이,2018-06-05,73.61
두바이,2018-06-06,73.75
두바이,2018-06-07,73.58
두바이,2018-06-08,74.87
두바이,2018-06-09,73.97
두바이,2018-06-10,74.81
두바이,2018-06-11,74.36
두바이,2018-06-12,74.75
두바이,2018-06-13,73.48
두바이,2018-06-14,74.31
두바이,2018-06-15,70.34
두바이,2018-06-16,72.64
두바이,2018-06-17,70.34
두바이,2018-06-18,70.97
두바이,2018-06-19,72.07
두바이,2018-06-20,72.65
두바이,2018-06-21,71.25
두바이,2018-06-22,71.77
두바이,2018-06-23,72.03
두바이,2018-06-24,72.4
두바이,2018-06-25,72.81
두바이,2018-06-26,73.03
두바이,2018-06-27,74.36
