place,date,uga
두바이,2018-06-28,75.19
두바이,2018-06-29,75.86
두바이,2018-06-30,75.38
두바이,2018-07-01,75.315
두바이,2018-07-02,75.57
두바이,2018-07-03,74.77
두바이,2018-07-04,75.07
두바이,2018-07-05,74.92
두바이,2018-07-06,74.18
두바이,2018-07-07,74.795
두바이,2018-07-08,75.09
두바이,2018-07-09,74.67
두바이,2018-07-10,76
두바이,2018-07-11,74.75
두바이,2018-07-12,72.56
두바이,2018-07-13,71.65
두바이,2018-07-14,72.755
두바이,2018-07-15,71.005
두바이,2018-07-16,72.95
두바이,2018-07-17,70.36
두바이,2018-07-18,69.68
두바이,2018-07-19,70.41
두바이,2018-07-20,71.52
두바이,2018-07-21,70.955
두바이,2018-07-22,71.555
두바이,2018-07-23,71.5
두바이,2018-07-24,71.59
두바이,2018-07-25,72.49
두바이,2018-07-26,73.41
두바이,2018-07-27,73.42
두바이,2018-07-28,73.395
두바이,2018-07-29,73.555
두바이,2018-07-30,73.38
두바이,2018-07-31,73.69
두바이,2018-08-01,72.42
두바이,2018-08-02,71.14
두바이,2018-08-03,71.93
두바이,2018-08-04,71.625
두바이,2018-08-05,72.29
두바이,2018-08-06,72.11
두바이,2018-08-07,72.65
두바이,2018-08-08,73.28
두바이,2018-08-09,70.34
두바이,2018-08-10,70.55
두바이,2018-08-11,70.34
두바이,2018-08-12,71.17
두바이,2018-08-13,71.25
두바이,2018-08-14,71.79
두바이,2018-08-15,70.66
두바이,2018-08-16,69.6
두바이,2018-08-17,70.38
두바이,2018-08-18,70.205
두바이,2018-08-19,70.745
두바이,2018-08-20,70.81
두바이,2018-08-21,71.11
두바이,2018-08-22,72.405
두바이,2018-08-23,73.14
두바이,2018-08-24,74
두바이,2018-08-25,73.775
두바이,2018-08-26,74.51
두바이,2018-08-27,74.41
두바이,2018-08-28,75.02
두바이,2018-08-29,74.34
두바이,2018-08-30,75.76
두바이,2018-08-31,75.85
두바이,2018-09-01,75.97
두바이,2018-09-02,76.365
두바이,2018-09-03,76.18
두바이,2018-09-04,76.88
두바이,2018-09-05,75.83
두바이,2018-09-06,75.31
두바이,2018-09-07,74.73
두바이,2018-09-08,75.57
두바이,2018-09-09,75.475
두바이,2018-09-10,75.83
두바이,2018-09-11,76.22
두바이,2018-09-12,77.45
두바이,2018-09-13,77.2
두바이,2018-09-14,76.31
두바이,2018-09-15,76.815
두바이,2018-09-16,76.08
두바이,2018-09-17,76.43
두바이,2018-09-18,75.85
두바이,2018-09-19,77.02
두바이,2018-09-20,77.53
두바이,2018-09-21,77.35
두바이,2018-09-22,77.99
두바이,2018-09-23,78.52
두바이,2018-09-24,78.45
두바이,2018-09-25,79.69
두바이,2018-09-26,80.04
두바이,2018-09-27,80.36
두바이,2018-09-28,80.03
두바이,2018-09-29,80.595
두바이,2018-09-30,81.455
두바이,2018-10-01,80.83
두바이,2018-10-02,82.88
두바이,2018-10-03,83.29
두바이,2018-10-04,84.44
두바이,2018-10-05,83.2
두바이,2018-10-06,83.025
두바이,2018-10-07,83
두바이,2018-10-08,81.61
두바이,2018-10-09,82.8
두바이,2018-10-10,83.04
두바이,2018-10-11,80.66
두바이,2018-10-12,79.36
두바이,2018-10-13,79.98
두바이,2018-10-14,79.095
두바이,2018-10-15,79.3
두바이,2018-10-16,78.83
두바이,2018-10-17,80.23
두바이,2018-10-18,78.43
두바이,2018-10-19,77.88
두바이,2018-10-20,78.605
두바이,2018-10-21,77.855
두바이,2018-10-22,78.78
두바이,2018-10-23,77.83
두바이,2018-10-24,74.42
두바이,2018-10-25,74.96
두바이,2018-10-26,75.42
두바이,2018-10-27,75.485
두바이,2018-10-28,75.8
두바이,2018-10-29,76.01
두바이,2018-10-30,76.18
두바이,2018-10-31,75.66
두바이,2018-11-01,73.38
두바이,2018-11-02,71.67
두바이,2018-11-03,72.29
두바이,2018-11-04,70.34
두바이,2018-11-05,71.2
두바이,2018-11-06,70.34
두바이,2018-11-07,70.64
두바이,2018-11-08,71.54
두바이,2018-11-09,69.36
두바이,2018-11-10,71.065
두바이,2018-11-11,68.92
두바이,2018-11-12,70.59
두바이,2018-11-13,68.48
두바이,2018-11-14,64.46
두바이,2018-11-15,65.39
두바이,2018-11-16,66.49
두바이,2018-11-17,65.78
두바이,2018-11-18,66
두바이,2018-11-19,66.17
두바이,2018-11-20,65.51
두바이,2018-11-21,62.65
두바이,2018-11-22,62.44
두바이,2018-11-23,61.08
두바이,2018-11-24,60.785
두바이,2018-11-25,60.075
두바이,2018-11-26,59.13
두바이,2018-11-27,59.07
두바이,2018-11-28,60.18
두바이,2018-11-29,58.3
두바이,2018-11-30,59.02
두바이,2018-12-01,59.745
두바이,2018-12-02,60.28
두바이,2018-12-03,61.19
두바이,2018-12-04,61.54
두바이,2018-12-05,59.81
두바이,2018-12-06,59.85
두바이,2018-12-07,58.39
두바이,2018-12-08,60.035
두바이,2018-12-09,58.38
두바이,2018-12-10,60.22
두바이,2018-12-11,58.37
두바이,2018-12-12,59.23
두바이,2018-12-13,58.81
두바이,2018-12-14,59.67
두바이,2018-12-15,58.865
두바이,2018-12-16,58.44
두바이,2018-12-17,58.92
두바이,2018-12-18,57.21
두바이,2018-12-19,55.05
두바이,2018-12-20,54.47
두바이,2018-12-21,53.51
두바이,2018-12-22,53.51
두바이,2018-12-23,54.47
두바이,2018-12-24,51.515
두바이,2018-12-25,53.77
두바이,2018-12-26,49.52
두바이,2018-12-27,53.07
두바이,2018-12-28,52.86
두바이,2018-12-29,53.07
두바이,2018-12-30,52.86
두바이,2018-12-31,53.07
