place,date,uga
두바이,2017-01-01,54.65
두바이,2017-01-02,54.65
두바이,2017-01-03,54.65
두바이,2017-01-04,53.99
두바이,2017-01-05,54.28
두바이,2017-01-06,54.25
두바이,2017-01-07,53.565
두바이,2017-01-08,53.25
두바이,2017-01-09,54.35
두바이,2017-01-10,53.14
두바이,2017-01-11,52.22
두바이,2017-01-12,53.45
두바이,2017-01-13,54.3
두바이,2017-01-14,53.05
두바이,2017-01-15,53.645
두바이,2017-01-16,53.29
두바이,2017-01-17,53.88
두바이,2017-01-18,53.84
두바이,2017-01-19,53.03
두바이,2017-01-20,52.91
두바이,2017-01-21,53.91
두바이,2017-01-22,53.25
두바이,2017-01-23,53.52
두바이,2017-01-24,53.98
두바이,2017-01-25,53.47
두바이,2017-01-26,53.86
두바이,2017-01-27,54.49
두바이,2017-01-28,53.345
두바이,2017-01-29,54.4
두바이,2017-01-30,53.23
두바이,2017-01-31,53.22
두바이,2017-02-01,54.94
두바이,2017-02-02,55.45
두바이,2017-02-03,54.265
두바이,2017-02-04,54.555
두바이,2017-02-05,54.4
두바이,2017-02-06,55.31
두바이,2017-02-07,54.17
두바이,2017-02-08,53.35
두바이,2017-02-09,53.79
두바이,2017-02-10,53.78
두바이,2017-02-11,53.745
두바이,2017-02-12,53.895
두바이,2017-02-13,54.76
두바이,2017-02-14,54.14
두바이,2017-02-15,54
두바이,2017-02-16,53.95
두바이,2017-02-17,54.06
두바이,2017-02-18,54.32
두바이,2017-02-19,54.315
두바이,2017-02-20,54.46
두바이,2017-02-21,54.64
두바이,2017-02-22,54.68
두바이,2017-02-23,54.75
두바이,2017-02-24,54.7
두바이,2017-02-25,53.565
두바이,2017-02-26,54.94
두바이,2017-02-27,55.18
두바이,2017-02-28,53.565
두바이,2017-03-01,55.13
두바이,2017-03-02,54.85
두바이,2017-03-03,53.68
두바이,2017-03-04,54.785
두바이,2017-03-05,54.435
두바이,2017-03-06,53.85
두바이,2017-03-07,54.44
두바이,2017-03-08,54.02
두바이,2017-03-09,52.52
두바이,2017-03-10,51.16
두바이,2017-03-11,51.92
두바이,2017-03-12,51.265
두바이,2017-03-13,50.04
두바이,2017-03-14,49.82
두바이,2017-03-15,50.01
두바이,2017-03-16,50.64
두바이,2017-03-17,50.13
두바이,2017-03-18,50.215
두바이,2017-03-19,49.83
두바이,2017-03-20,50.05
두바이,2017-03-21,50.42
두바이,2017-03-22,49.02
두바이,2017-03-23,49.17
두바이,2017-03-24,48.97
두바이,2017-03-25,49.125
두바이,2017-03-26,49.655
두바이,2017-03-27,48.84
두바이,2017-03-28,49.23
두바이,2017-03-29,50.14
두바이,2017-03-30,50.71
두바이,2017-03-31,50.78
두바이,2017-04-01,50.62
두바이,2017-04-02,51.85
두바이,2017-04-03,51.67
두바이,2017-04-04,51.1
두바이,2017-04-05,52.99
두바이,2017-04-06,52.64
두바이,2017-04-07,53.94
두바이,2017-04-08,53.66
두바이,2017-04-09,53.625
두바이,2017-04-10,53.88
두바이,2017-04-11,54.33
두바이,2017-04-12,54.61
두바이,2017-04-13,54.16
두바이,2017-04-14,53.91
두바이,2017-04-15,53.865
두바이,2017-04-16,53.6
두바이,2017-04-17,53.49
두바이,2017-04-18,53.12
두바이,2017-04-19,53.04
두바이,2017-04-20,51.46
두바이,2017-04-21,51.36
두바이,2017-04-22,51.585
두바이,2017-04-23,51.015
두바이,2017-04-24,50.94
두바이,2017-04-25,50.13
두바이,2017-04-26,50.57
두바이,2017-04-27,50.02
두바이,2017-04-28,50.16
두바이,2017-04-29,53.565
두바이,2017-04-30,50.16
두바이,2017-05-01,49.4925
두바이,2017-05-02,53.565
두바이,2017-05-03,49.68
두바이,2017-05-04,48.825
두바이,2017-05-05,47.97
두바이,2017-05-06,49.03
두바이,2017-05-07,48.9175
두바이,2017-05-08,48.805
두바이,2017-05-09,48.38
두바이,2017-05-10,49.01
두바이,2017-05-11,49.64
두바이,2017-05-12,49.46
두바이,2017-05-13,50.05
두바이,2017-05-14,50.03
두바이,2017-05-15,50.82
두바이,2017-05-16,51.09
두바이,2017-05-17,50.42
두바이,2017-05-18,51
두바이,2017-05-19,51.96
두바이,2017-05-20,51.365
두바이,2017-05-21,52.05
두바이,2017-05-22,52.79
두바이,2017-05-23,52.31
두바이,2017-05-24,53.1
두바이,2017-05-25,52.78
두바이,2017-05-26,50.42
두바이,2017-05-27,51.79
두바이,2017-05-28,51.435
두바이,2017-05-29,50.65
두바이,2017-05-30,50.48
두바이,2017-05-31,50.09
두바이,2017-06-01,50.16
두바이,2017-06-02,48.34
두바이,2017-06-03,48.99
두바이,2017-06-04,49.29
두바이,2017-06-05,48.77
두바이,2017-06-06,47.89
두바이,2017-06-07,48.42
두바이,2017-06-08,47.07
두바이,2017-06-09,46.46
두바이,2017-06-10,47.86
두바이,2017-06-11,46.955
두바이,2017-06-12,47.02
두바이,2017-06-13,47.3
두바이,2017-06-14,46.84
두바이,2017-06-15,45.37
두바이,2017-06-16,45.88
두바이,2017-06-17,46.23
두바이,2017-06-18,44.845
두바이,2017-06-19,45.68
두바이,2017-06-20,45.62
두바이,2017-06-21,44.32
두바이,2017-06-22,43.5
두바이,2017-06-23,44.17
두바이,2017-06-24,44.675
두바이,2017-06-25,44.4
두바이,2017-06-26,45.265
두바이,2017-06-27,45.03
두바이,2017-06-28,45.3
두바이,2017-06-29,46.36
두바이,2017-06-30,46.47
두바이,2017-07-01,46.865
두바이,2017-07-02,47.35
두바이,2017-07-03,47.62
두바이,2017-07-04,48.43
두바이,2017-07-05,48.34
두바이,2017-07-06,47.07
두바이,2017-07-07,46.05
두바이,2017-07-08,46.805
두바이,2017-07-09,46.945
두바이,2017-07-10,45.24
두바이,2017-07-11,45.27
두바이,2017-07-12,46.82
두바이,2017-07-13,46.1
두바이,2017-07-14,46.99
두바이,2017-07-15,47.01
두바이,2017-07-16,46.755
두바이,2017-07-17,47.65
두바이,2017-07-18,47.2
두바이,2017-07-19,47.41
두바이,2017-07-20,48.33
두바이,2017-07-21,48.17
두바이,2017-07-22,47.355
두바이,2017-07-23,48.69
두바이,2017-07-24,46.51
두바이,2017-07-25,47.3
두바이,2017-07-26,49.05
