place,date,uga
두바이,2017-07-27,49.35
두바이,2017-07-28,49.72
두바이,2017-07-29,50.135
두바이,2017-07-30,49.82
두바이,2017-07-31,50.38
두바이,2017-08-01,51.22
두바이,2017-08-02,50.29
두바이,2017-08-03,50.83
두바이,2017-08-04,50.36
두바이,2017-08-05,50.765
두바이,2017-08-06,51.13
두바이,2017-08-07,50.8
두바이,2017-08-08,51.24
두바이,2017-08-09,51.43
두바이,2017-08-10,51.62
두바이,2017-08-11,49.86
두바이,2017-08-12,50.345
두바이,2017-08-13,50.575
두바이,2017-08-14,50.36
두바이,2017-08-15,49.26
두바이,2017-08-16,49.53
두바이,2017-08-17,48.65
두바이,2017-08-18,49.26
두바이,2017-08-19,49.75
두바이,2017-08-20,49.29
두바이,2017-08-21,50.72
두바이,2017-08-22,49.97
두바이,2017-08-23,49.93
두바이,2017-08-24,50.55
두바이,2017-08-25,50.56
두바이,2017-08-26,50.015
두바이,2017-08-27,50.24
두바이,2017-08-28,50.55
두바이,2017-08-29,50.1
두바이,2017-08-30,49.93
두바이,2017-08-31,49.26
두바이,2017-09-01,50.35
두바이,2017-09-02,50.475
두바이,2017-09-03,50.7
두바이,2017-09-04,50.6
두바이,2017-09-05,51.02
두바이,2017-09-06,52.14
두바이,2017-09-07,52.99
두바이,2017-09-08,53.18
두바이,2017-09-09,52.155
두바이,2017-09-10,52.93
두바이,2017-09-11,52.14
두바이,2017-09-12,52.17
두바이,2017-09-13,52.87
두바이,2017-09-14,53.57
두바이,2017-09-15,53.64
두바이,2017-09-16,53.47
두바이,2017-09-17,53.75
두바이,2017-09-18,54.19
두바이,2017-09-19,54.07
두바이,2017-09-20,53.93
두바이,2017-09-21,54.65
두바이,2017-09-22,54.66
두바이,2017-09-23,55.04
두바이,2017-09-24,55.15
두바이,2017-09-25,54.83
두바이,2017-09-26,56.15
두바이,2017-09-27,55.65
두바이,2017-09-28,55.55
두바이,2017-09-29,55.19
두바이,2017-09-30,55.05
두바이,2017-10-01,54.735
두바이,2017-10-02,55.16
두바이,2017-10-03,54.45
두바이,2017-10-04,53.92
두바이,2017-10-05,54.35
두바이,2017-10-06,55.27
두바이,2017-10-07,54
두바이,2017-10-08,54.565
두바이,2017-10-09,53.76
두바이,2017-10-10,54.08
두바이,2017-10-11,54.78
두바이,2017-10-12,54.97
두바이,2017-10-13,55.4
두바이,2017-10-14,55.555
두바이,2017-10-15,55.7675
두바이,2017-10-16,55.98
두바이,2017-10-17,56.33
두바이,2017-10-18,55.92
두바이,2017-10-19,55.51
두바이,2017-10-20,55.13
두바이,2017-10-21,55.6
두바이,2017-10-22,55.855
두바이,2017-10-23,55.85
두바이,2017-10-24,55.28
두바이,2017-10-25,56.2
두바이,2017-10-26,56.21
두바이,2017-10-27,57
두바이,2017-10-28,57.26
두바이,2017-10-29,57.91
두바이,2017-10-30,58.33
두바이,2017-10-31,58.32
두바이,2017-11-01,59.61
두바이,2017-11-02,58.58
두바이,2017-11-03,58.93
두바이,2017-11-04,61
두바이,2017-11-05,60.19
두바이,2017-11-06,60.58
두바이,2017-11-07,62.39
두바이,2017-11-08,61.8
두바이,2017-11-09,61.61
두바이,2017-11-10,62.06
두바이,2017-11-11,61.525
두바이,2017-11-12,60.825
두바이,2017-11-13,61.63
두바이,2017-11-14,61.25
두바이,2017-11-15,60.04
두바이,2017-11-16,60.29
두바이,2017-11-17,59.66
두바이,2017-11-18,60.26
두바이,2017-11-19,60.705
두바이,2017-11-20,60.68
두바이,2017-11-21,60.48
두바이,2017-11-22,61.12
두바이,2017-11-23,61.13
두바이,2017-11-24,61.62
두바이,2017-11-25,61.185
두바이,2017-11-26,61.05
두바이,2017-11-27,61.5
두바이,2017-11-28,61.25
두바이,2017-11-29,60.97
두바이,2017-11-30,60.82
두바이,2017-12-01,60.8
두바이,2017-12-02,60.595
두바이,2017-12-03,60.77
두바이,2017-12-04,60.99
두바이,2017-12-05,60.22
두바이,2017-12-06,60.72
두바이,2017-12-07,59.43
두바이,2017-12-08,60.26
두바이,2017-12-09,61.62
두바이,2017-12-10,60.38
두바이,2017-12-11,60.96
두바이,2017-12-12,62.52
두바이,2017-12-13,61.33
두바이,2017-12-14,60.23
두바이,2017-12-15,61.18
두바이,2017-12-16,61.365
두바이,2017-12-17,60.915
두바이,2017-12-18,61.28
두바이,2017-12-19,61.4
두바이,2017-12-20,61.6
두바이,2017-12-21,62.17
두바이,2017-12-22,62.37
두바이,2017-12-23,62.105
두바이,2017-12-24,63.055
두바이,2017-12-25,63.11
두바이,2017-12-26,62.61
두바이,2017-12-27,63.94
두바이,2017-12-28,63.85
두바이,2017-12-29,64.33
두바이,2017-12-30,64.33
두바이,2017-12-31,64.33
