,date,sun,price
790,2018-03-02,16.28,1020.0
791,2018-03-05,2.5,1020.0
792,2018-03-06,16.71,1010.0
793,2018-03-07,5.36,1010.0
794,2018-03-08,4.19,1000.0
795,2018-03-09,16.07,930.0
796,2018-03-12,16.18,950.0
797,2018-03-13,14.8,940.0
798,2018-03-14,16.35,930.0
799,2018-03-15,1.04,930.0
800,2018-03-16,4.07,930.0
801,2018-03-19,2.35,880.0
802,2018-03-20,5.34,870.0
803,2018-03-21,3.55,860.0
804,2018-03-22,18.35,860.0
805,2018-03-23,18.59,840.0
806,2018-03-26,16.37,840.0
807,2018-03-27,18.21,820.0
808,2018-03-28,19.06,820.0
809,2018-03-29,15.64,800.0
810,2018-03-30,16.48,780.0
811,2018-04-02,19.03,750.0
812,2018-04-03,17.42,750.0
813,2018-04-04,3.94,740.0
814,2018-04-05,6.64,710.0
815,2018-04-06,15.62,710.0
816,2018-04-09,20.79,670.0
817,2018-04-10,18.12,660.0
818,2018-04-11,18.75,805.0
819,2018-04-12,12.41,825.0
820,2018-04-13,8.03,815.0
821,2018-04-16,17.73,795.0
822,2018-04-17,20.71,765.0
823,2018-04-18,22.87,770.0
824,2018-04-19,22.34,765.0
825,2018-04-20,21.69,890.0
826,2018-04-23,2.54,900.0
827,2018-04-24,4.06,950.0
828,2018-04-25,18.31,1020.0
829,2018-04-26,20.14,1040.0
830,2018-04-27,23.82,1030.0
831,2018-04-30,15.78,1030.0
832,2018-05-02,4.48,1020.0
833,2018-05-03,19.86,1030.0
834,2018-05-04,28.88,1020.0
835,2018-05-08,18.61,930.0
836,2018-05-09,17.42,910.0
837,2018-05-10,25.24,910.0
838,2018-05-11,26.9,910.0
839,2018-05-14,26.29,890.0
840,2018-05-15,18.84,870.0
841,2018-05-16,5.52,830.0
842,2018-05-17,3.86,820.0
843,2018-05-18,6.08,810.0
844,2018-05-21,20.0,780.0
845,2018-05-23,27.46,800.0
846,2018-05-24,27.8,800.0
847,2018-05-25,23.11,720.0
848,2018-05-28,15.77,660.0
849,2018-05-29,20.08,660.0
850,2018-05-30,11.17,660.0
851,2018-05-31,20.86,670.0
852,2018-06-01,28.52,670.0
853,2018-06-04,22.27,680.0
854,2018-06-05,12.57,680.0
855,2018-06-07,27.6,750.0
856,2018-06-08,20.87,750.0
857,2018-06-11,21.91,710.0
858,2018-06-12,20.37,730.0
859,2018-06-14,27.72,740.0
860,2018-06-15,24.4,740.0
861,2018-06-18,25.61,740.0
862,2018-06-19,8.14,730.0
863,2018-06-20,23.08,710.0
864,2018-06-21,29.05,705.0
865,2018-06-22,21.18,690.0
866,2018-06-25,24.84,670.0
867,2018-06-26,6.91,650.0
868,2018-06-27,6.62,650.0
869,2018-06-28,6.34,650.0
870,2018-06-29,17.99,650.0
871,2018-07-02,16.84,650.0
872,2018-07-03,17.04,650.0
873,2018-07-04,19.77,660.0
874,2018-07-05,8.03,650.0
875,2018-07-06,5.3,640.0
876,2018-07-09,13.68,640.0
877,2018-07-10,19.95,660.0
878,2018-07-11,20.32,670.0
879,2018-07-12,26.86,680.0
880,2018-07-13,24.98,680.0
881,2018-07-16,27.62,690.0
882,2018-07-17,25.37,690.0
883,2018-07-18,27.25,690.0
884,2018-07-19,27.83,680.0
885,2018-07-20,27.39,680.0
886,2018-07-23,26.17,690.0
887,2018-07-24,22.75,650.0
888,2018-07-25,26.38,650.0
889,2018-07-26,25.88,650.0
890,2018-07-27,26.56,646.0
891,2018-07-30,16.81,666.0
892,2018-07-31,21.61,670.0
893,2018-08-01,23.8,670.0
894,2018-08-02,21.45,670.0
895,2018-08-03,21.79,700.0
896,2018-08-06,24.97,730.0
897,2018-08-07,15.94,730.0
898,2018-08-08,23.22,770.0
899,2018-08-09,22.0,760.0
900,2018-08-10,21.22,780.0
901,2018-08-13,23.1,810.0
902,2018-08-14,21.66,780.0
903,2018-08-16,18.56,790.0
904,2018-08-17,17.64,790.0
905,2018-08-20,15.04,810.0
906,2018-08-21,25.13,810.0
907,2018-08-22,19.73,810.0
908,2018-08-23,1.75,790.0
909,2018-08-24,14.76,790.0
910,2018-08-27,8.01,810.0
911,2018-08-28,18.56,790.0
912,2018-08-29,19.54,790.0
913,2018-08-30,19.29,790.0
914,2018-08-31,6.04,750.0
915,2018-09-03,13.76,780.0
916,2018-09-04,19.91,770.0
917,2018-09-05,21.62,770.0
918,2018-09-06,6.68,780.0
919,2018-09-07,7.82,800.0
920,2018-09-10,18.45,810.0
921,2018-09-11,15.9,810.0
922,2018-09-12,21.61,790.0
923,2018-09-13,6.97,790.0
924,2018-09-14,9.24,790.0
925,2018-09-17,13.37,790.0
926,2018-09-18,22.26,790.0
927,2018-09-19,6.39,760.0
928,2018-09-20,4.66,760.0
929,2018-09-21,6.5,760.0
930,2018-09-27,21.28,750.0
931,2018-09-28,15.86,760.0
932,2018-10-01,18.16,760.0
933,2018-10-02,15.32,740.0
934,2018-10-04,18.28,740.0
935,2018-10-05,1.68,740.0
936,2018-10-08,15.71,740.0
937,2018-10-10,14.3,740.0
938,2018-10-11,15.11,720.0
939,2018-10-12,19.12,720.0
940,2018-10-15,16.29,740.0
941,2018-10-16,7.09,740.0
942,2018-10-17,16.74,725.0
943,2018-10-18,16.29,715.0
944,2018-10-19,17.75,725.0
945,2018-10-22,8.67,725.0
946,2018-10-23,10.68,705.0
947,2018-10-24,17.01,705.0
948,2018-10-25,16.04,680.0
949,2018-10-26,2.14,680.0
950,2018-10-29,13.87,680.0
951,2018-10-30,14.82,690.0
952,2018-10-31,11.87,700.0
953,2018-11-01,15.94,710.0
954,2018-11-02,15.51,710.0
955,2018-11-05,14.36,710.0
956,2018-11-06,12.02,730.0
957,2018-11-07,4.01,730.0
958,2018-11-08,1.6,730.0
959,2018-11-09,10.22,720.0
960,2018-11-12,13.68,720.0
961,2018-11-13,13.75,720.0
962,2018-11-14,13.31,720.0
963,2018-11-15,11.03,740.0
964,2018-11-16,4.63,690.0
965,2018-11-19,11.33,690.0
966,2018-11-20,13.19,705.0
967,2018-11-21,5.35,685.0
968,2018-11-22,12.71,685.0
969,2018-11-23,11.8,665.0
970,2018-11-26,11.66,665.0
971,2018-11-27,11.73,665.0
972,2018-11-28,10.36,665.0
973,2018-11-29,10.49,665.0
974,2018-11-30,10.29,665.0
975,2018-12-03,4.46,660.0
976,2018-12-04,3.58,680.0
977,2018-12-05,10.89,670.0
978,2018-12-06,3.49,670.0
979,2018-12-10,7.16,670.0
980,2018-12-11,2.19,670.0
981,2018-12-12,6.82,670.0
982,2018-12-13,6.54,670.0
983,2018-12-14,10.06,670.0
984,2018-12-17,8.85,670.0
985,2018-12-18,10.85,660.0
986,2018-12-19,7.1,660.0
987,2018-12-20,4.01,650.0
988,2018-12-21,5.37,650.0
989,2018-12-24,11.62,650.0
990,2018-12-26,6.9,650.0
991,2018-12-27,7.83,650.0
992,2018-12-28,4.03,640.0
993,2018-12-31,11.75,640.0
994,2019-01-02,8.32,640.0
995,2019-01-03,11.79,640.0
996,2019-01-04,2.87,650.0
997,2019-01-07,10.47,650.0
998,2019-01-08,7.37,640.0
999,2019-01-09,8.42,640.0
1000,2019-01-10,6.66,600.0
1001,2019-01-11,9.75,600.0
1002,2019-01-14,10.47,610.0
1003,2019-01-15,7.18,610.0
1004,2019-01-16,12.41,623.0
1005,2019-01-17,10.83,623.0
1006,2019-01-18,11.77,623.0
1007,2019-01-21,12.67,623.0
1008,2019-01-22,12.42,594.0
1009,2019-01-23,12.09,594.0
1010,2019-01-24,13.68,594.0
1011,2019-01-25,6.48,594.0
1012,2019-01-28,10.62,594.0
1013,2019-01-29,14.45,594.0
1014,2019-01-30,7.15,594.0
1015,2019-01-31,5.42,604.0
1016,2019-02-01,13.24,604.0
1017,2019-02-07,8.96,594.0
1018,2019-02-08,12.53,584.0
1019,2019-02-11,9.22,584.0
1020,2019-02-12,14.4,594.0
1021,2019-02-13,15.19,594.0
1022,2019-02-14,13.73,594.0
1023,2019-02-15,6.65,594.0
1024,2019-02-18,5.04,604.0
1025,2019-02-19,2.62,604.0
1026,2019-02-20,11.04,624.0
1027,2019-02-21,15.83,624.0
1028,2019-02-22,9.92,624.0
1029,2019-02-25,14.6,614.0
1030,2019-02-26,17.36,614.0
1031,2019-02-27,7.89,614.0
1032,2019-02-28,13.64,624.0
1033,2019-03-04,15.31,624.0
1034,2019-03-05,8.88,644.0
1035,2019-03-06,15.85,670.0
1036,2019-03-07,19.45,670.0
1037,2019-03-08,21.1,650.0
1038,2019-03-11,10.68,650.0
1039,2019-03-12,14.55,660.0
1040,2019-03-13,20.64,660.0
1041,2019-03-14,20.46,660.0
1042,2019-03-15,11.98,660.0
1043,2019-03-18,13.38,660.0
1044,2019-03-19,18.96,670.0
1045,2019-03-20,4.12,685.0
1046,2019-03-21,6.54,675.0
1047,2019-03-22,22.07,675.0
1048,2019-03-25,15.56,710.0
1049,2019-03-26,21.88,700.0
1050,2019-03-27,19.74,700.0
1051,2019-03-28,17.64,720.0
1052,2019-03-29,20.69,720.0
1053,2019-04-01,22.94,735.0
1054,2019-04-02,24.79,780.0
1055,2019-04-03,25.15,800.0
1056,2019-04-04,24.03,790.0
1057,2019-04-05,17.41,762.0
1058,2019-04-08,23.31,825.0
1059,2019-04-09,6.26,905.0
1060,2019-04-10,5.01,915.0
1061,2019-04-11,15.65,1013.0
1062,2019-04-12,25.02,1058.0
1063,2019-04-15,25.96,983.0
1064,2019-04-16,18.89,973.0
1065,2019-04-17,22.48,948.0
1066,2019-04-18,25.75,1068.0
1067,2019-04-19,8.47,1040.0
1068,2019-04-22,24.45,960.0
1069,2019-04-23,4.82,880.0
1070,2019-04-24,8.76,880.0
1071,2019-04-25,6.18,860.0
1072,2019-04-26,4.5,860.0
1073,2019-04-29,2.16,810.0
1074,2019-04-30,13.1,830.0
1075,2019-05-02,28.36,830.0
1076,2019-05-03,27.53,880.0
1077,2019-05-07,28.94,840.0
1078,2019-05-08,22.17,830.0
1079,2019-05-09,26.64,780.0
1080,2019-05-10,27.17,740.0
1081,2019-05-13,24.04,665.0
1082,2019-05-14,24.48,640.0
1083,2019-05-15,26.06,615.0
1084,2019-05-16,25.46,605.0
1085,2019-05-17,14.02,600.0
1086,2019-05-20,23.39,590.0
1087,2019-05-21,29.92,590.0
1088,2019-05-22,29.74,570.0
1089,2019-05-23,28.18,570.0
1090,2019-05-24,26.7,590.0
1091,2019-05-27,3.09,580.0
1092,2019-05-28,26.43,565.0
1093,2019-05-29,28.76,555.0
1094,2019-05-30,18.18,575.0
1095,2019-05-31,23.16,600.0
1096,2019-06-03,28.01,610.0
1097,2019-06-04,27.52,600.0
1098,2019-06-05,28.04,570.0
1099,2019-06-07,8.05,560.0
1100,2019-06-10,15.99,560.0
1101,2019-06-11,14.58,560.0
1102,2019-06-12,24.17,510.0
1103,2019-06-13,22.99,495.0
1104,2019-06-14,6.84,455.0
1105,2019-06-17,24.49,420.0
1106,2019-06-18,13.23,420.0
1107,2019-06-19,23.59,420.0
1108,2019-06-20,25.68,425.0
1109,2019-06-21,28.0,425.0
1110,2019-06-24,26.9,435.0
1111,2019-06-25,25.17,435.0
1112,2019-06-26,7.69,435.0
1113,2019-06-27,18.04,430.0
1114,2019-06-28,27.22,450.0
1115,2019-07-01,6.24,440.0
1116,2019-07-02,24.42,440.0
1117,2019-07-03,18.27,440.0
1118,2019-07-04,27.45,420.0
1119,2019-07-05,23.84,420.0
1120,2019-07-08,23.2,420.0
1121,2019-07-09,11.93,420.0
1122,2019-07-10,5.39,420.0
1123,2019-07-11,15.75,420.0
1124,2019-07-12,25.05,415.0
1125,2019-07-15,19.79,420.0
1126,2019-07-16,20.29,420.0
1127,2019-07-17,20.67,420.0
1128,2019-07-18,7.22,420.0
1129,2019-07-19,4.23,420.0
1130,2019-07-22,8.83,430.0
1131,2019-07-23,22.67,430.0
1132,2019-07-24,12.36,420.0
1133,2019-07-25,18.45,415.0
1134,2019-07-26,11.53,410.0
1135,2019-07-29,24.29,420.0
1136,2019-07-30,17.27,420.0
1137,2019-07-31,24.76,420.0
1138,2019-08-01,23.66,450.0
1139,2019-08-02,24.05,470.0
1140,2019-08-05,21.78,460.0
1141,2019-08-06,20.62,480.0
1142,2019-08-07,24.51,470.0
1143,2019-08-08,19.18,500.0
1144,2019-08-09,19.35,500.0
1145,2019-08-12,10.38,515.0
1146,2019-08-13,24.39,515.0
1147,2019-08-14,22.19,525.0
1148,2019-08-16,15.4,515.0
1149,2019-08-19,25.01,500.0
1150,2019-08-20,20.68,505.0
1151,2019-08-21,15.02,505.0
1152,2019-08-22,18.32,510.0
1153,2019-08-23,13.63,510.0
1154,2019-08-26,19.79,510.0
1155,2019-08-27,5.2,510.0
1156,2019-08-28,9.68,510.0
1157,2019-08-29,6.25,510.0
1158,2019-08-30,25.08,520.0
1159,2019-09-02,6.02,520.0
1160,2019-09-03,7.55,510.0
1161,2019-09-04,7.27,505.0
1162,2019-09-05,10.26,515.0
1163,2019-09-06,7.19,525.0
1164,2019-09-09,9.5,560.0
1165,2019-09-10,17.11,550.0
1166,2019-09-11,21.15,550.0
1167,2019-09-16,18.37,540.0
1168,2019-09-17,22.6,580.0
1169,2019-09-18,21.85,570.0
1170,2019-09-19,22.23,570.0
1171,2019-09-20,17.45,550.0
1172,2019-09-23,21.8,550.0
1173,2019-09-24,20.42,550.0
1174,2019-09-25,16.57,550.0
1175,2019-09-26,16.39,515.0
1176,2019-09-27,13.18,515.0
1177,2019-09-30,17.37,510.0
1178,2019-10-01,1.31,510.0
1179,2019-10-02,2.27,500.0
1180,2019-10-04,17.86,505.0
1181,2019-10-07,2.78,505.0
1182,2019-10-08,15.12,515.0
1183,2019-10-10,18.2,515.0
1184,2019-10-11,16.61,515.0
1185,2019-10-14,11.8,535.0
1186,2019-10-15,12.2,530.0
1187,2019-10-16,15.51,530.0
1188,2019-10-17,7.94,530.0
1189,2019-10-18,7.15,530.0
1190,2019-10-21,16.62,520.0
1191,2019-10-22,16.11,520.0
1192,2019-10-23,6.14,510.0
1193,2019-10-24,12.72,510.0
1194,2019-10-25,13.69,510.0
1195,2019-10-28,15.24,535.0
1196,2019-10-29,13.99,535.0
1197,2019-10-30,15.81,535.0
1198,2019-10-31,15.64,535.0
1199,2019-11-01,6.07,535.0
1200,2019-11-04,12.23,535.0
1201,2019-11-05,14.06,560.0
1202,2019-11-06,14.15,560.0
1203,2019-11-07,11.12,560.0
1204,2019-11-08,14.94,585.0
1205,2019-11-11,11.27,585.0
1206,2019-11-12,11.53,590.0
1207,2019-11-13,4.87,590.0
1208,2019-11-14,13.52,590.0
1209,2019-11-15,13.11,590.0
1210,2019-11-18,5.32,600.0
1211,2019-11-19,8.04,645.0
1212,2019-11-20,13.64,645.0
1213,2019-11-21,10.1,645.0
1214,2019-11-22,9.66,635.0
1215,2019-11-25,4.53,660.0
1216,2019-11-26,5.03,635.0
1217,2019-11-27,4.78,640.0
1218,2019-11-28,11.71,660.0
1219,2019-11-29,12.94,660.0
1220,2019-12-02,6.54,720.0
1221,2019-12-03,7.12,710.0
1222,2019-12-04,10.03,720.0
1223,2019-12-05,11.4,740.0
1224,2019-12-09,9.74,750.0
1225,2019-12-10,10.08,790.0
1226,2019-12-11,5.36,780.0
1227,2019-12-12,11.15,760.0
1228,2019-12-13,9.43,745.0
1229,2019-12-16,6.89,765.0
1230,2019-12-17,1.26,765.0
1231,2019-12-18,7.4,765.0
1232,2019-12-19,10.22,750.0
1233,2019-12-20,6.35,740.0
1234,2019-12-23,7.25,710.0
1235,2019-12-24,10.96,710.0
1236,2019-12-26,2.28,730.0
1237,2019-12-27,6.41,780.0
1238,2019-12-30,4.0,770.0
1239,2019-12-31,9.12,770.0
1240,2020-01-02,9.68,775.0
1241,2020-01-03,9.9,810.0
1242,2020-01-06,2.18,870.0
1243,2020-01-07,1.34,930.0
1244,2020-01-08,1.44,955.0
1245,2020-01-09,5.91,945.0
1246,2020-01-10,11.74,955.0
1247,2020-01-13,8.71,960.0
1248,2020-01-14,7.98,960.0
1249,2020-01-15,8.18,960.0
1250,2020-01-16,11.08,950.0
1251,2020-01-17,11.38,950.0
1252,2020-01-20,11.48,950.0
1253,2020-01-21,13.42,950.0
1254,2020-01-22,1.28,960.0
1255,2020-01-23,11.01,950.0
1256,2020-01-28,6.77,938.0
1257,2020-01-29,4.11,940.0
1258,2020-01-30,8.41,940.0
1259,2020-01-31,7.15,930.0
1260,2020-02-03,10.58,930.0
1261,2020-02-04,15.02,920.0
1262,2020-02-05,15.17,910.0
1263,2020-02-06,11.01,910.0
1264,2020-02-07,12.36,910.0
1265,2020-02-10,12.66,910.0
1266,2020-02-11,8.97,925.0
1267,2020-02-12,1.62,915.0
1268,2020-02-13,3.5,900.0
1269,2020-02-14,15.55,945.0
1270,2020-02-17,8.83,985.0
1271,2020-02-18,16.33,1025.0
1272,2020-02-19,14.91,1110.0
1273,2020-02-20,17.25,1150.0
1274,2020-02-21,15.46,1213.0
1275,2020-02-24,13.28,1288.0
1276,2020-02-25,1.09,1350.0
1277,2020-02-26,15.49,1488.0
1278,2020-02-27,16.5,1600.0
1279,2020-02-28,2.88,1625.0
1280,2020-03-02,18.32,1450.0
1281,2020-03-03,10.58,1325.0
1282,2020-03-04,15.85,1275.0
1283,2020-03-05,19.39,1250.0
1284,2020-03-06,21.24,1225.0
1285,2020-03-09,5.53,1170.0
1286,2020-03-10,3.45,1160.0
1287,2020-03-11,21.55,1220.0
1288,2020-03-12,21.25,1220.0
1289,2020-03-13,16.91,1220.0
1290,2020-03-16,21.41,1180.0
1291,2020-03-17,21.06,1180.0
1292,2020-03-18,21.14,1140.0
1293,2020-03-19,19.17,1080.0
1294,2020-03-20,22.38,1060.0
1295,2020-03-23,22.39,1040.0
1296,2020-03-24,22.17,1040.0
1297,2020-03-25,22.59,1040.0
1298,2020-03-26,4.64,1060.0
1299,2020-03-27,10.14,1080.0
1300,2020-03-30,21.91,1210.0
1301,2020-03-31,22.14,1190.0
1302,2020-04-01,19.7,1210.0
1303,2020-04-02,19.99,1235.0
1304,2020-04-03,23.8,1245.0
1305,2020-04-06,22.71,1260.0
1306,2020-04-07,23.43,1310.0
1307,2020-04-08,22.68,1255.0
1308,2020-04-09,22.93,1205.0
1309,2020-04-10,23.4,1180.0
1310,2020-04-13,25.69,1260.0
1311,2020-04-14,26.29,1210.0
1312,2020-04-16,26.05,1150.0
1313,2020-04-17,14.58,1140.0
1314,2020-04-20,17.86,1220.0
1315,2020-04-21,26.6,1220.0
1316,2020-04-22,26.57,1190.0
1317,2020-04-23,25.69,1120.0
1318,2020-04-24,27.86,1110.0
1319,2020-04-27,27.22,1030.0
1320,2020-04-28,27.23,1020.0
1321,2020-04-29,28.0,990.0
1322,2020-05-04,23.97,1040.0
1323,2020-05-06,27.93,1010.0
1324,2020-05-07,29.07,1010.0
1325,2020-05-08,24.62,1010.0
1326,2020-05-11,26.91,950.0
1327,2020-05-12,26.37,970.0
1328,2020-05-13,29.43,1030.0
1329,2020-05-14,22.05,1150.0
1330,2020-05-15,1.95,1170.0
1331,2020-05-18,16.0,1050.0
1332,2020-05-19,10.33,1050.0
1333,2020-05-20,29.2,1030.0
1334,2020-05-21,25.07,1030.0
1335,2020-05-22,27.75,1030.0
1336,2020-05-25,15.18,960.0
1337,2020-05-26,19.99,950.0
1338,2020-05-27,27.93,930.0
1339,2020-05-28,28.59,880.0
1340,2020-05-29,24.05,810.0
1341,2020-06-01,23.11,730.0
1342,2020-06-02,24.32,720.0
1343,2020-06-02,24.32,720.0
1344,2020-06-03,11.29,740.0
1345,2020-06-03,11.29,740.0
1346,2020-06-04,26.45,690.0
1347,2020-06-04,26.45,690.0
1348,2020-06-05,21.34,700.0
1349,2020-06-05,21.34,700.0
1350,2020-06-08,29.04,680.0
1351,2020-06-08,29.04,680.0
1352,2020-06-09,28.32,660.0
1353,2020-06-09,28.32,660.0
1354,2020-06-10,18.27,640.0
1355,2020-06-10,18.27,640.0
1356,2020-06-11,17.14,640.0
1357,2020-06-11,17.14,640.0
1358,2020-06-12,14.99,640.0
1359,2020-06-12,14.99,640.0
1360,2020-06-15,28.65,710.0
1361,2020-06-15,28.65,710.0
1362,2020-06-16,26.01,710.0
1363,2020-06-16,26.01,710.0
1364,2020-06-17,12.38,720.0
1365,2020-06-17,12.38,720.0
1366,2020-06-18,3.76,730.0
1367,2020-06-18,3.76,730.0
1368,2020-06-19,24.32,730.0
1369,2020-06-19,24.32,730.0
1370,2020-06-22,27.85,724.0
1371,2020-06-22,27.85,724.0
1372,2020-06-23,26.22,734.0
1373,2020-06-23,26.22,734.0
1374,2020-06-24,4.9,706.0
1375,2020-06-24,4.9,706.0
1376,2020-06-25,10.1,708.0
1377,2020-06-25,10.1,708.0
1378,2020-06-26,24.1,723.0
1379,2020-06-26,24.1,723.0
1380,2020-06-29,5.37,707.0
1381,2020-06-29,5.37,707.0
1382,2020-06-30,13.61,682.0
1383,2020-06-30,13.61,682.0
1384,2020-07-01,28.66,682.0
1385,2020-07-02,18.42,682.0
1386,2020-07-03,5.1,705.0
1387,2020-07-06,6.84,735.0
1388,2020-07-07,24.65,735.0
1389,2020-07-08,21.97,735.0
1390,2020-07-09,12.97,727.0
1391,2020-07-10,7.51,727.0
1392,2020-07-13,5.97,762.0
1393,2020-07-14,9.74,770.0
1394,2020-07-15,13.5,770.0
1395,2020-07-16,16.54,765.0
1396,2020-07-17,20.67,765.0
1397,2020-07-20,13.09,765.0
1398,2020-07-21,14.25,815.0
1399,2020-07-22,5.71,845.0
1400,2020-07-23,2.91,845.0
1401,2020-07-24,4.95,845.0
1402,2020-07-27,7.6,890.0
1403,2020-07-28,10.25,895.0
1404,2020-07-29,13.28,961.0
1405,2020-07-30,21.15,1018.0
1406,2020-07-31,18.52,1023.0
1407,2020-08-03,17.29,1043.0
1408,2020-08-04,19.53,1033.0
1409,2020-08-05,3.18,1023.0
1410,2020-08-06,4.36,1011.0
1411,2020-08-07,1.75,986.0
1412,2020-08-10,11.42,1011.0
1413,2020-08-11,12.82,1011.0
1414,2020-08-12,17.62,1011.0
1415,2020-08-13,14.27,1039.0
1416,2020-08-14,22.66,1039.0
1417,2020-08-18,25.67,1019.0
1418,2020-08-19,24.49,1029.0
1419,2020-08-20,24.87,1029.0
1420,2020-08-21,22.92,1029.0
1421,2020-08-24,21.09,1024.0
1422,2020-08-25,20.89,1025.0
1423,2020-08-26,4.5,1025.0
1424,2020-08-27,14.36,1035.0
1425,2020-08-28,20.8,1035.0
1426,2020-08-31,18.17,1035.0
1427,2020-09-01,16.18,1109.0
1428,2020-09-02,3.51,1099.0
1429,2020-09-03,19.59,1139.0
1430,2020-09-04,20.94,1169.0
1431,2020-09-07,6.39,1169.0
1432,2020-09-08,18.48,1179.0
1433,2020-09-09,14.55,1192.0
1434,2020-09-10,15.66,1222.0
1435,2020-09-11,3.56,1232.0
1436,2020-09-14,19.54,1232.0
1437,2020-09-15,18.29,1196.0
1438,2020-09-16,9.37,1186.0
1439,2020-09-17,5.5,1196.0
1440,2020-09-18,15.14,1186.0
1441,2020-09-21,19.1,1196.0
1442,2020-09-22,14.96,1186.0
1443,2020-09-23,11.16,1186.0
1444,2020-09-24,16.02,1186.0
1445,2020-09-25,20.42,1186.0
1446,2020-09-28,19.87,1186.0
1447,2020-09-29,18.17,1186.0
1448,2020-10-05,18.5,1186.0
1449,2020-10-06,20.16,1199.0
1450,2020-10-07,16.9,1241.0
1451,2020-10-08,19.49,1241.0
1452,2020-10-12,16.26,1241.0
1453,2020-10-13,8.35,1241.0
1454,2020-10-14,12.84,1241.0
1455,2020-10-15,15.34,1194.0
1456,2020-10-16,5.6,1116.0
1457,2020-10-19,16.28,1116.0
1458,2020-10-20,16.75,1126.0
1459,2020-10-21,3.67,1126.0
1460,2020-10-22,8.25,1136.0
1461,2020-10-23,11.73,1136.0
1462,2020-10-26,15.67,1176.0
1463,2020-10-27,13.66,1176.0
1464,2020-10-28,10.17,1182.0
1465,2020-10-29,15.33,1227.0
1466,2020-10-30,15.21,1261.0
1467,2020-11-02,10.14,1251.0
1468,2020-11-03,13.2,1261.0
1469,2020-11-04,15.34,1261.0
1470,2020-11-05,11.91,1251.0
1471,2020-11-06,2.41,1261.0
1472,2020-11-09,14.64,1266.0
1473,2020-11-10,14.42,1271.0
1474,2020-11-11,13.71,1261.0
1475,2020-11-12,13.73,1261.0
1476,2020-11-13,12.88,1261.0
1477,2020-11-16,13.0,1261.0
1478,2020-11-17,8.92,1261.0
1479,2020-11-18,4.94,1226.0
1480,2020-11-19,1.65,1226.0
1481,2020-11-20,2.15,1236.0
1482,2020-11-23,4.56,1342.0
1483,2020-11-24,11.67,1332.0
1484,2020-11-25,12.4,1332.0
1485,2020-11-26,10.59,1332.0
1486,2020-11-27,5.24,1332.0
1487,2020-11-30,8.83,1332.0
1488,2020-12-01,12.24,1332.0
1489,2020-12-02,10.18,1332.0
1490,2020-12-03,9.27,1316.0
1491,2020-12-07,5.53,1316.0
1492,2020-12-08,7.36,1336.0
1493,2020-12-09,11.62,1296.0
1494,2020-12-10,5.17,1294.0
1495,2020-12-11,6.79,1294.0
1496,2020-12-14,3.78,1304.0
1497,2020-12-15,11.44,1354.0
1498,2020-12-16,10.59,1354.0
1499,2020-12-17,10.91,1364.0
1500,2020-12-18,7.25,1364.0
1501,2020-12-21,8.22,1364.0
1502,2020-12-22,8.18,1379.0
1503,2020-12-23,7.28,1449.0
1504,2020-12-24,9.75,1449.0
1505,2020-12-28,11.22,1449.0
1506,2020-12-29,4.3,1456.0
1507,2020-12-30,6.93,1466.0
1508,2020-12-31,6.97,1466.0
1509,2021-01-05,5.73,1548.0
1510,2021-01-06,9.78,1679.0
1511,2021-01-07,7.01,1729.0
1512,2021-01-08,6.48,1729.0
1513,2021-01-11,5.56,1771.0
1514,2021-01-12,9.81,1828.0
1515,2021-01-13,10.91,1908.0
1516,2021-01-14,11.15,1928.0
1517,2021-01-15,6.6,1928.0
1518,2021-01-18,9.47,1928.0
1519,2021-01-19,13.56,1948.0
1520,2021-01-20,12.57,1918.0
1521,2021-01-21,3.97,1921.0
1522,2021-01-22,1.95,1911.0
1523,2021-01-25,12.93,1901.0
1524,2021-01-26,4.05,1911.0
1525,2021-01-27,12.77,1849.0
1526,2021-01-28,8.18,1849.0
1527,2021-01-29,12.56,1849.0
1528,2021-02-01,3.7,1849.0
1529,2021-02-02,12.49,1849.0
1530,2021-02-03,14.2,1879.0
1531,2021-02-04,15.35,1879.0
1532,2021-02-05,8.06,1894.0
1533,2021-02-08,15.84,1904.0
1534,2021-02-09,16.18,1938.0
1535,2021-02-10,15.08,1986.0
1536,2021-02-15,6.13,2026.0
1537,2021-02-16,14.06,2046.0
1538,2021-02-17,9.35,2128.0
1539,2021-02-18,9.06,2138.0
1540,2021-02-19,17.52,2190.0
1541,2021-02-22,13.81,2222.0
1542,2021-02-23,14.1,2200.0
1543,2021-02-24,8.09,2193.0
1544,2021-02-25,2.69,2193.0
1545,2021-02-26,14.55,2170.0
1546,2021-03-02,17.09,2146.0
1547,2021-03-03,16.74,2146.0
1548,2021-03-04,4.14,2087.0
1549,2021-03-05,18.43,2067.0
1550,2021-03-08,18.82,2027.0
1551,2021-03-09,17.79,1990.0
1552,2021-03-10,19.98,1963.0
1553,2021-03-11,14.62,1913.0
1554,2021-03-12,6.16,1873.0
1555,2021-03-15,17.45,1867.0
1556,2021-03-16,19.74,1963.0
1557,2021-03-17,20.18,1967.0
1558,2021-03-18,21.4,1987.0
1559,2021-03-19,17.64,1990.0
1560,2021-03-22,23.32,1990.0
1561,2021-03-23,21.99,1990.0
1562,2021-03-24,18.77,2023.0
1563,2021-03-25,23.22,2003.0
1564,2021-03-26,22.11,1933.0
