,date,sun,price
1565,2021-03-29,17.92,1617.0
1566,2021-03-30,20.45,1500.0
1567,2021-03-31,21.71,1500.0
1568,2021-04-01,10.5,1533.0
1569,2021-04-02,14.16,1597.0
1570,2021-04-05,25.31,1625.0
1571,2021-04-06,22.96,1600.0
1572,2021-04-07,24.84,1600.0
1573,2021-04-08,25.11,1578.0
1574,2021-04-09,23.85,1578.0
1575,2021-04-12,3.12,1398.0
1576,2021-04-13,13.37,1325.0
1577,2021-04-14,26.91,1285.0
1578,2021-04-15,23.33,1192.0
1579,2021-04-16,14.47,1172.0
1580,2021-04-19,27.22,1018.0
1581,2021-04-20,26.26,937.0
1582,2021-04-21,19.54,867.0
1583,2021-04-22,6.46,887.0
1584,2021-04-23,20.93,877.0
1585,2021-04-26,26.31,877.0
1586,2021-04-27,12.85,867.0
1587,2021-04-28,20.14,817.0
1588,2021-04-29,26.12,789.0
1589,2021-04-30,27.57,806.0
1590,2021-05-03,27.32,786.0
1591,2021-05-04,6.07,784.0
1592,2021-05-06,20.04,784.0
1593,2021-05-07,18.16,774.0
1594,2021-05-10,12.77,741.0
1595,2021-05-11,12.75,741.0
1596,2021-05-12,27.19,741.0
1597,2021-05-13,26.75,707.0
1598,2021-05-14,17.73,677.0
1599,2021-05-17,6.76,667.0
1600,2021-05-18,24.39,667.0
1601,2021-05-20,3.67,677.0
1602,2021-05-21,27.52,677.0
1603,2021-05-24,23.37,678.0
1604,2021-05-25,25.98,678.0
1605,2021-05-26,11.94,678.0
1606,2021-05-27,17.35,667.0
1607,2021-05-28,16.39,638.0
1608,2021-05-31,27.77,597.0
1609,2021-06-01,26.74,592.0
1610,2021-06-02,19.33,612.0
1611,2021-06-02,19.33,612.0
1612,2021-06-03,4.79,612.0
1613,2021-06-03,4.79,612.0
1614,2021-06-04,30.58,612.0
1615,2021-06-04,30.58,612.0
1616,2021-06-07,22.3,660.0
1617,2021-06-07,22.3,660.0
1618,2021-06-08,27.36,640.0
1619,2021-06-08,27.36,640.0
1620,2021-06-09,27.45,677.0
1621,2021-06-09,27.45,677.0
1622,2021-06-10,9.24,687.0
1623,2021-06-10,9.24,687.0
1624,2021-06-11,23.4,703.0
1625,2021-06-11,23.4,703.0
1626,2021-06-14,16.84,750.0
1627,2021-06-14,16.84,750.0
1628,2021-06-15,4.94,757.0
1629,2021-06-15,4.94,757.0
1630,2021-06-16,19.15,757.0
1631,2021-06-16,19.15,757.0
1632,2021-06-17,10.59,762.0
1633,2021-06-17,10.59,762.0
1634,2021-06-18,9.46,770.0
1635,2021-06-18,9.46,770.0
1636,2021-06-21,24.03,732.0
1637,2021-06-21,24.03,732.0
1638,2021-06-22,26.01,732.0
1639,2021-06-22,26.01,732.0
1640,2021-06-23,25.32,692.0
1641,2021-06-23,25.32,692.0
1642,2021-06-24,18.02,692.0
1643,2021-06-24,18.02,692.0
1644,2021-06-25,23.77,697.0
1645,2021-06-25,23.77,697.0
1646,2021-06-28,17.9,697.0
1647,2021-06-28,17.9,697.0
1648,2021-06-29,22.3,687.0
1649,2021-06-29,22.3,687.0
1650,2021-06-30,20.72,683.0
1651,2021-06-30,20.72,683.0
1652,2021-07-01,26.41,673.0
1653,2021-07-02,17.51,683.0
1654,2021-07-05,3.77,720.0
1655,2021-07-06,2.15,703.0
1656,2021-07-07,9.2,718.0
1657,2021-07-08,12.73,742.0
1658,2021-07-09,21.76,762.0
1659,2021-07-12,17.27,767.0
1660,2021-07-13,17.95,738.0
1661,2021-07-14,14.96,733.0
1662,2021-07-15,27.15,698.0
1663,2021-07-16,22.35,695.0
1664,2021-07-19,26.43,723.0
1665,2021-07-20,21.89,747.0
1666,2021-07-21,23.77,730.0
1667,2021-07-22,25.44,727.0
1668,2021-07-23,20.41,762.0
1669,2021-07-26,17.44,773.0
1670,2021-07-27,28.19,773.0
1671,2021-07-28,24.65,793.0
1672,2021-07-29,25.67,793.0
1673,2021-07-30,16.37,793.0
1674,2021-08-02,13.96,793.0
1675,2021-08-03,16.95,808.0
1676,2021-08-04,25.16,808.0
1677,2021-08-05,19.76,855.0
1678,2021-08-06,23.81,860.0
1679,2021-08-09,26.95,860.0
1680,2021-08-10,22.86,873.0
1681,2021-08-11,20.04,879.0
1682,2021-08-12,15.22,879.0
1683,2021-08-13,10.75,879.0
1684,2021-08-17,25.3,879.0
1685,2021-08-18,17.7,879.0
1686,2021-08-19,20.11,888.0
1687,2021-08-20,22.75,888.0
1688,2021-08-23,6.94,913.0
1689,2021-08-24,7.11,913.0
1690,2021-08-25,9.85,909.0
1691,2021-08-26,20.98,914.0
1692,2021-08-27,9.51,908.0
1693,2021-08-30,15.06,943.0
1694,2021-08-31,18.31,943.0
1695,2021-09-01,5.86,943.0
1696,2021-09-02,5.09,943.0
1697,2021-09-03,12.49,948.0
1698,2021-09-06,8.14,953.0
1699,2021-09-07,7.79,960.0
1700,2021-09-08,17.06,960.0
1701,2021-09-09,15.49,959.0
1702,2021-09-10,9.92,959.0
1703,2021-09-13,12.58,959.0
1704,2021-09-14,12.72,959.0
1705,2021-09-15,19.12,964.0
1706,2021-09-16,6.78,964.0
1707,2021-09-17,14.46,979.0
1708,2021-09-23,18.43,979.0
1709,2021-09-24,19.93,969.0
1710,2021-09-27,16.7,969.0
1711,2021-09-28,6.79,969.0
1712,2021-09-29,6.86,925.0
1713,2021-09-30,20.34,919.0
1714,2021-10-01,18.57,919.0
1715,2021-10-05,18.39,919.0
1716,2021-10-06,17.41,922.0
1717,2021-10-07,13.95,922.0
1718,2021-10-08,11.92,922.0
1719,2021-10-12,6.12,937.0
1720,2021-10-13,12.6,937.0
1721,2021-10-14,12.38,937.0
1722,2021-10-15,10.0,937.0
1723,2021-10-18,18.18,942.0
1724,2021-10-19,12.53,942.0
1725,2021-10-20,9.63,942.0
1726,2021-10-21,14.16,947.0
1727,2021-10-22,15.95,949.0
1728,2021-10-25,16.33,949.0
1729,2021-10-26,15.99,949.0
1730,2021-10-27,13.84,949.0
1731,2021-10-28,15.99,989.0
1732,2021-10-29,13.56,989.0
1733,2021-11-01,12.67,989.0
1734,2021-11-02,11.41,989.0
1735,2021-11-03,12.86,989.0
1736,2021-11-04,12.83,989.0
1737,2021-11-05,8.89,989.0
1738,2021-11-08,3.92,989.0
1739,2021-11-09,5.1,989.0
1740,2021-11-10,5.2,989.0
1741,2021-11-11,5.23,989.0
1742,2021-11-12,9.28,989.0
1743,2021-11-15,11.7,989.0
1744,2021-11-16,10.75,989.0
1745,2021-11-17,12.77,989.0
1746,2021-11-18,12.42,984.0
1747,2021-11-19,12.38,984.0
1748,2021-11-22,8.51,994.0
1749,2021-11-23,7.62,997.0
1750,2021-11-24,5.31,992.0
1751,2021-11-25,10.87,992.0
1752,2021-11-26,12.39,992.0
1753,2021-11-29,11.24,992.0
1754,2021-11-30,1.9,992.0
1755,2021-12-01,9.89,992.0
1756,2021-12-02,6.31,992.0
1757,2021-12-06,11.34,932.0
1758,2021-12-07,10.94,932.0
1759,2021-12-08,10.84,932.0
1760,2021-12-09,6.68,927.0
1761,2021-12-10,5.9,927.0
1762,2021-12-13,9.67,927.0
1763,2021-12-14,9.18,922.0
1764,2021-12-15,8.49,922.0
1765,2021-12-16,3.77,922.0
1766,2021-12-17,5.65,912.0
1767,2021-12-20,9.14,912.0
1768,2021-12-21,9.46,912.0
1769,2021-12-22,11.45,912.0
1770,2021-12-23,10.88,912.0
1771,2021-12-24,5.84,912.0
1772,2021-12-27,9.47,912.0
1773,2021-12-28,5.36,912.0
1774,2021-12-29,7.66,912.0
1775,2021-12-30,9.14,912.0
1776,2021-12-31,6.68,899.0
