date,illsa,price
2021-01-04,10.29,473
2021-01-05,11.56,510
2021-01-06,12.24,520
2021-01-07,12.17,510
2021-01-08,12.37,510
2021-01-11,4.4,522
2021-01-12,10.5,592
2021-01-13,10.18,592
2021-01-14,10.61,602
2021-01-15,5.3,602
2021-01-18,5.26,622
2021-01-19,13.18,662
2021-01-20,12.3,610
2021-01-21,7.81,610
2021-01-22,5.71,610
2021-01-25,11.52,622
2021-01-26,4.58,612
2021-01-27,12.42,702
2021-01-28,5.77,722
2021-01-29,14.52,732
2021-02-01,11.89,702
2021-02-02,15.22,712
2021-02-03,14.71,722
2021-02-04,15.4,738
2021-02-05,11.7,805
2021-02-08,15.57,715
2021-02-09,15.7,755
2021-02-10,14.35,815
2021-02-15,6.75,795
2021-02-16,10.79,825
2021-02-17,16.54,845
2021-02-18,17.15,945
2021-02-19,17.68,982
2021-02-22,15.65,972
2021-02-23,17.49,984
2021-02-24,15.67,922
2021-02-25,5.65,902
2021-02-26,9.47,1012
2021-03-02,12.1,1046
2021-03-03,18.27,1046
2021-03-04,10.32,1002
2021-03-05,21.09,962
2021-03-08,17.41,1022
2021-03-09,18.67,1022
2021-03-10,21.31,1022
2021-03-11,19.31,1074
2021-03-12,5.05,1014
2021-03-15,14.53,1062
2021-03-16,22.05,1034
2021-03-17,22.3,1034
2021-03-18,10.84,1004
2021-03-19,12.82,1004
2021-03-22,23.36,1104
2021-03-23,23.09,1064
2021-03-24,20.23,1064
2021-03-25,22.91,1044
2021-03-26,21.57,1064
2021-03-29,22.26,1084
2021-03-30,24.92,1084
2021-03-31,24.49,1024
2021-04-01,18.81,1104
2021-04-02,22.73,1104
2021-04-05,26.76,1084
2021-04-06,20.65,1104
2021-04-07,25.17,1084
2021-04-08,22.99,1084
2021-04-09,17.75,1084
2021-04-12,10.58,1064
2021-04-13,25.71,1104
2021-04-14,28.22,1104
2021-04-15,26.9,1084
2021-04-16,19.12,1082
2021-04-19,27.52,1102
2021-04-20,26.26,1064
2021-04-21,26.65,1064
2021-04-22,16.96,1044
2021-04-23,7.99,1064
2021-04-26,27.55,1064
2021-04-27,19.43,1064
2021-04-28,23.98,1064
2021-04-29,8.64,955
2021-04-30,10.33,975
2021-05-03,29.49,890
2021-05-04,9.06,872
2021-05-06,26.96,878
2021-05-07,19.96,828
2021-05-10,9.1,863
2021-05-11,28.58,843
2021-05-12,26.07,734
2021-05-13,28.93,734
2021-05-14,27.08,552
2021-05-17,7.05,590
2021-05-18,23.56,542
2021-05-20,6.48,582
2021-05-21,3.81,685
2021-05-24,19.7,625
2021-05-25,11.66,625
2021-05-26,26.22,625
2021-05-27,8.8,705
2021-05-28,8.89,705
2021-05-31,7.19,725
2021-06-01,17.17,705
2021-06-02,29.43,625
2021-06-03,11.05,685
2021-06-04,31.46,625
2021-06-07,20.37,695
2021-06-08,17.44,605
2021-06-09,26.47,585
2021-06-10,21.72,633
2021-06-11,13.96,602
2021-06-14,21.43,550
2021-06-15,5.63,620
2021-06-16,3.72,580
2021-06-17,11.51,580
2021-06-18,7.55,580
2021-06-21,15.02,665
2021-06-22,7.48,605
2021-06-23,10.95,605
2021-06-24,24.32,605
2021-06-25,19.46,585
2021-06-28,15.37,665
2021-06-29,23.56,585
2021-06-30,10.14,582
2021-07-01,26.56,665
2021-07-02,11.87,634
2021-07-05,19.9,857
2021-07-06,22.01,833
2021-07-07,18.16,837
2021-07-08,23.47,864
2021-07-09,25.23,850
2021-07-12,27.59,831
2021-07-13,26.6,707
2021-07-14,24.87,676
2021-07-15,17.01,597
2021-07-16,26.63,609
2021-07-19,19.93,675
2021-07-20,22.0,745
2021-07-21,25.79,694
2021-07-22,28.6,639
2021-07-23,29.18,643
2021-07-26,28.75,819
2021-07-27,28.53,879
2021-07-28,29.83,951
2021-07-29,22.85,843
2021-07-30,23.44,959
2021-08-02,13.28,1082
2021-08-03,16.46,1172
2021-08-04,25.34,1132
2021-08-05,21.37,1090
2021-08-06,18.03,1082
2021-08-09,9.91,1032
2021-08-10,18.09,1036
2021-08-11,21.7,1020
2021-08-12,11.73,957
2021-08-13,10.2,986
2021-08-17,5.61,913
2021-08-18,8.26,1044
2021-08-19,8.67,1108
2021-08-20,17.15,1032
2021-08-23,6.24,927
2021-08-24,6.06,827
2021-08-25,5.78,956
2021-08-26,10.02,972
2021-08-27,6.57,940
2021-08-30,16.64,1104
2021-08-31,4.94,1034
2021-09-01,6.34,1126
2021-09-02,17.79,1320
2021-09-03,23.29,1252
2021-09-06,8.52,1276
2021-09-07,4.11,1414
2021-09-08,17.37,1414
2021-09-09,20.8,1308
2021-09-10,17.93,1308
2021-09-13,17.62,1532
2021-09-14,13.81,1516
2021-09-15,7.65,1520
2021-09-16,15.03,1520
2021-09-17,3.9,1524
2021-09-23,19.03,1524
2021-09-24,6.46,1392
2021-09-27,10.79,1156
2021-09-28,10.81,1126
2021-09-29,3.44,1084
2021-09-30,19.92,1060
2021-10-01,19.6,1020
2021-10-05,15.62,956
2021-10-06,3.78,890
2021-10-07,6.5,833
2021-10-08,3.51,766
2021-10-12,4.31,674
2021-10-13,10.06,614
2021-10-14,17.65,584
2021-10-15,2.4,584
2021-10-18,17.58,604
2021-10-19,10.65,721
2021-10-20,16.52,725
2021-10-21,11.17,660
2021-10-22,9.22,748
2021-10-25,16.82,752
2021-10-26,14.79,752
2021-10-27,15.97,712
2021-10-28,15.96,736
2021-10-29,10.98,739
2021-11-01,14.16,796
2021-11-02,6.98,834
2021-11-03,15.04,868
2021-11-04,11.24,924
2021-11-05,13.84,1085
2021-11-08,2.94,1136
2021-11-09,3.22,1188
2021-11-10,10.27,1220
2021-11-11,12.16,1340
2021-11-12,14.46,1356
2021-11-15,12.12,1206
2021-11-16,12.66,1124
2021-11-17,12.99,1032
2021-11-18,6.23,1140
2021-11-19,8.85,1104
2021-11-22,8.92,1138
2021-11-23,12.81,1092
2021-11-24,8.55,1128
2021-11-25,12.02,1068
2021-11-26,11.81,1092
2021-11-29,10.07,1080
2021-11-30,1.52,937
2021-12-01,11.66,969
2021-12-02,10.66,1024
2021-12-06,11.51,917
2021-12-07,2.7,929
2021-12-08,11.68,917
2021-12-09,6.77,849
2021-12-10,7.14,842
2021-12-13,11.85,891
2021-12-14,8.14,883
2021-12-15,3.93,886
2021-12-16,7.36,857
2021-12-17,11.48,800
2021-12-20,6.65,886
2021-12-21,9.7,833
2021-12-22,9.68,813
2021-12-23,10.45,817
2021-12-24,4.73,797
2021-12-27,11.33,925
2021-12-28,11.18,894
2021-12-29,2.97,922
2021-12-30,10.59,926
2021-12-31,11.78,896
