date,illsa,price
2019-10-08,17.87,1720
2019-10-10,8.7,1560
2019-10-11,15.64,1520
2019-10-14,11.54,1480
2019-10-15,8.24,1440
2019-10-16,16.31,1520
2019-10-17,9.63,1620
2019-10-18,2.74,1600
2019-10-21,16.31,1548
2019-10-22,11.93,1518
2019-10-23,6.85,1480
2019-10-24,8.67,1430
2019-10-25,11.61,1405
2019-10-28,14.68,1220
2019-10-29,15.06,1200
2019-10-30,15.94,1220
2019-10-31,14.65,1140
2019-11-01,14.56,1080
2019-11-04,11.51,940
2019-11-05,15.01,940
2019-11-06,12.78,910
2019-11-07,13.48,860
2019-11-08,13.73,880
2019-11-11,4.62,910
2019-11-12,9.02,910
2019-11-13,7.24,910
2019-11-14,14.32,930
2019-11-15,0.93,1000
2019-11-18,9.3,1100
2019-11-19,13.39,1100
2019-11-20,13.18,1100
2019-11-21,10.4,1060
2019-11-22,11.82,1020
2019-11-25,4.42,950
2019-11-26,11.86,930
2019-11-27,10.59,890
2019-11-28,3.39,940
2019-11-29,13.48,950
2019-12-02,12.02,960
2019-12-03,10.22,920
2019-12-04,11.47,980
2019-12-05,12.23,990
2019-12-09,10.1,1020
2019-12-10,4.58,960
2019-12-11,5.07,980
2019-12-12,11.43,1000
2019-12-13,9.39,970
2019-12-16,10.76,990
2019-12-17,2.57,990
2019-12-18,5.52,1020
2019-12-19,10.92,1000
2019-12-20,11.32,1000
2019-12-23,8.64,1000
2019-12-24,11.59,900
2019-12-26,3.5,920
2019-12-27,11.75,980
2019-12-30,7.97,1040
2019-12-31,11.9,1160
