날짜,지점,강수량(mm)
2017-01-01,247,
2017-01-02,247,0.4
2017-01-03,247,
2017-01-04,247,
2017-01-05,247,0.1
2017-01-06,247,
2017-01-07,247,
2017-01-08,247,0.3
2017-01-09,247,0.3
2017-01-10,247,
2017-01-11,247,
2017-01-12,247,0.2
2017-01-13,247,1.1
2017-01-14,247,0
2017-01-15,247,
2017-01-16,247,
2017-01-17,247,
2017-01-18,247,
2017-01-19,247,
2017-01-20,247,5.7
2017-01-21,247,0.1
2017-01-22,247,1.4
2017-01-23,247,
2017-01-24,247,
2017-01-25,247,
2017-01-26,247,
2017-01-27,247,0.8
2017-01-28,247,
2017-01-29,247,3
2017-01-30,247,0.7
2017-01-31,247,
2017-02-01,247,
2017-02-02,247,
2017-02-03,247,
2017-02-04,247,0.9
2017-02-05,247,3.8
2017-02-06,247,
2017-02-07,247,
2017-02-08,247,0.3
2017-02-09,247,0.6
2017-02-10,247,0.9
2017-02-11,247,0.1
2017-02-12,247,0.1
2017-02-13,247,
2017-02-14,247,
2017-02-15,247,
2017-02-16,247,3.3
2017-02-17,247,0.4
2017-02-18,247,
2017-02-19,247,0.5
2017-02-20,247,12.4
2017-02-21,247,
2017-02-22,247,29
2017-02-23,247,
2017-02-24,247,
2017-02-25,247,
2017-02-26,247,
2017-02-27,247,
2017-02-28,247,
2017-03-01,247,3.2
2017-03-02,247,2.5
2017-03-03,247,
2017-03-04,247,
2017-03-05,247,
2017-03-06,247,
2017-03-07,247,0.9
2017-03-08,247,0.4
2017-03-09,247,
2017-03-10,247,
2017-03-11,247,
2017-03-12,247,
2017-03-13,247,
2017-03-14,247,
2017-03-15,247,
2017-03-16,247,
2017-03-17,247,
2017-03-18,247,
2017-03-19,247,
2017-03-20,247,5.8
2017-03-21,247,2.2
2017-03-22,247,
2017-03-23,247,
2017-03-24,247,
2017-03-25,247,13.7
2017-03-26,247,
2017-03-27,247,0.8
2017-03-28,247,1.8
2017-03-29,247,1.5
2017-03-30,247,
2017-03-31,247,0.7
2017-04-01,247,
2017-04-02,247,
2017-04-03,247,
2017-04-04,247,
2017-04-05,247,17.1
2017-04-06,247,14
2017-04-07,247,
2017-04-08,247,
2017-04-09,247,
2017-04-10,247,
2017-04-11,247,13.1
2017-04-12,247,
2017-04-13,247,
2017-04-14,247,0.4
2017-04-15,247,1.4
2017-04-16,247,
2017-04-17,247,10.5
2017-04-18,247,0.5
2017-04-19,247,
2017-04-20,247,0.7
2017-04-21,247,
2017-04-22,247,
2017-04-23,247,
2017-04-24,247,
2017-04-25,247,5.4
2017-04-26,247,1.1
2017-04-27,247,
2017-04-28,247,
2017-04-29,247,
2017-04-30,247,
2017-05-01,247,
2017-05-02,247,
2017-05-03,247,
2017-05-04,247,0.4
2017-05-05,247,10.9
2017-05-06,247,
2017-05-07,247,
2017-05-08,247,
2017-05-09,247,12.5
2017-05-10,247,1.4
2017-05-11,247,1.9
2017-05-12,247,0.4
2017-05-13,247,
2017-05-14,247,
2017-05-15,247,
2017-05-16,247,
2017-05-17,247,
2017-05-18,247,
2017-05-19,247,
2017-05-20,247,
2017-05-21,247,
2017-05-22,247,
2017-05-23,247,
2017-05-24,247,2.2
2017-05-25,247,
2017-05-26,247,
2017-05-27,247,
2017-05-28,247,
2017-05-29,247,
2017-05-30,247,
2017-05-31,247,0.1
2017-06-01,247,
2017-06-02,247,
2017-06-03,247,0.1
2017-06-04,247,
2017-06-05,247,
2017-06-06,247,3.2
2017-06-07,247,0.6
2017-06-08,247,
2017-06-09,247,
2017-06-10,247,
2017-06-11,247,0.6
2017-06-12,247,
2017-06-13,247,3.4
2017-06-14,247,
2017-06-15,247,
2017-06-16,247,
2017-06-17,247,
2017-06-18,247,
2017-06-19,247,
2017-06-20,247,
2017-06-21,247,
2017-06-22,247,
2017-06-23,247,
2017-06-24,247,0.6
2017-06-25,247,0
2017-06-26,247,0
2017-06-27,247,0
2017-06-28,247,0.1
2017-06-29,247,0.6
2017-06-30,247,11.3
2017-07-01,247,0
2017-07-02,247,12
2017-07-03,247,6.4
2017-07-04,247,7.3
2017-07-05,247,0
2017-07-06,247,4.5
2017-07-07,247,1.8
2017-07-08,247,47.4
2017-07-09,247,0
2017-07-10,247,0.8
2017-07-11,247,0.7
2017-07-12,247,
2017-07-13,247,
2017-07-14,247,20.2
2017-07-15,247,58.4
2017-07-16,247,
2017-07-17,247,8.1
2017-07-18,247,4.5
2017-07-19,247,
2017-07-20,247,
2017-07-21,247,
2017-07-22,247,
2017-07-23,247,
2017-07-24,247,
2017-07-25,247,18.1
2017-07-26,247,
2017-07-27,247,
2017-07-28,247,0
2017-07-29,247,3.6
2017-07-30,247,0.6
2017-07-31,247,12.8
2017-08-01,247,0
2017-08-02,247,0.2
2017-08-03,247,
2017-08-04,247,
2017-08-05,247,
2017-08-06,247,0.4
2017-08-07,247,
2017-08-08,247,
2017-08-09,247,14.6
2017-08-10,247,
2017-08-11,247,
2017-08-12,247,8.6
2017-08-13,247,9.3
2017-08-14,247,21.2
2017-08-15,247,4
2017-08-16,247,0.3
2017-08-17,247,
2017-08-18,247,
2017-08-19,247,0.8
2017-08-20,247,8.2
2017-08-21,247,67.7
2017-08-22,247,20
2017-08-23,247,
2017-08-24,247,0.6
2017-08-25,247,3.5
2017-08-26,247,
2017-08-27,247,
2017-08-28,247,
2017-08-29,247,25.2
2017-08-30,247,
2017-08-31,247,
2017-09-01,247,
2017-09-02,247,
2017-09-03,247,
2017-09-04,247,
2017-09-05,247,0.3
2017-09-06,247,22.4
2017-09-07,247,0.2
2017-09-08,247,
2017-09-09,247,
2017-09-10,247,
2017-09-11,247,82.1
2017-09-12,247,
2017-09-13,247,
2017-09-14,247,
2017-09-15,247,
2017-09-16,247,
2017-09-17,247,
2017-09-18,247,
2017-09-19,247,
2017-09-20,247,
2017-09-21,247,
2017-09-22,247,
2017-09-23,247,
2017-09-24,247,
