날짜,지점,강수량(mm)
2015-01-01,247,0.2
2015-01-02,247,0.8
2015-01-03,247,
2015-01-04,247,
2015-01-05,247,9.8
2015-01-06,247,5.1
2015-01-07,247,
2015-01-08,247,
2015-01-09,247,
2015-01-10,247,
2015-01-11,247,
2015-01-12,247,
2015-01-13,247,
2015-01-14,247,
2015-01-15,247,
2015-01-16,247,1.5
2015-01-17,247,0.1
2015-01-18,247,0.5
2015-01-19,247,0.8
2015-01-20,247,
2015-01-21,247,4.7
2015-01-22,247,
2015-01-23,247,
2015-01-24,247,
2015-01-25,247,6.4
2015-01-26,247,1.9
2015-01-27,247,
2015-01-28,247,
2015-01-29,247,5.7
2015-01-30,247,0.9
2015-01-31,247,
2015-02-01,247,
2015-02-02,247,
2015-02-03,247,
2015-02-04,247,
2015-02-05,247,0
2015-02-06,247,
2015-02-07,247,
2015-02-08,247,
2015-02-09,247,
2015-02-10,247,
2015-02-11,247,
2015-02-12,247,
2015-02-13,247,
2015-02-14,247,
2015-02-15,247,8.4
2015-02-16,247,1.8
2015-02-17,247,
2015-02-18,247,
2015-02-19,247,
2015-02-20,247,
2015-02-21,247,3.1
2015-02-22,247,1.2
2015-02-23,247,
2015-02-24,247,
2015-02-25,247,
2015-02-26,247,
2015-02-27,247,
2015-02-28,247,3.3
2015-03-01,247,1.6
2015-03-02,247,
2015-03-03,247,2.6
2015-03-04,247,
2015-03-05,247,
2015-03-06,247,
2015-03-07,247,
2015-03-08,247,
2015-03-09,247,0
2015-03-10,247,0.5
2015-03-11,247,0
2015-03-12,247,
2015-03-13,247,2.3
2015-03-14,247,
2015-03-15,247,
2015-03-16,247,
2015-03-17,247,
2015-03-18,247,23.1
2015-03-19,247,0.6
2015-03-20,247,
2015-03-21,247,
2015-03-22,247,
2015-03-23,247,
2015-03-24,247,
2015-03-25,247,
2015-03-26,247,
2015-03-27,247,
2015-03-28,247,
2015-03-29,247,
2015-03-30,247,
2015-03-31,247,1.3
2015-04-01,247,0
2015-04-02,247,0.6
2015-04-03,247,8.9
2015-04-04,247,20.5
2015-04-05,247,4.3
2015-04-06,247,4
2015-04-07,247,
2015-04-08,247,
2015-04-09,247,
2015-04-10,247,
2015-04-11,247,
2015-04-12,247,
2015-04-13,247,0.4
2015-04-14,247,11.4
2015-04-15,247,0.6
2015-04-16,247,1.8
2015-04-17,247,
2015-04-18,247,2.4
2015-04-19,247,0.6
2015-04-20,247,17.7
2015-04-21,247,
2015-04-22,247,
2015-04-23,247,
2015-04-24,247,
2015-04-25,247,
2015-04-26,247,
2015-04-27,247,
2015-04-28,247,9
2015-04-29,247,35.1
2015-04-30,247,0.1
2015-05-01,247,
2015-05-02,247,0.4
2015-05-03,247,6.3
2015-05-04,247,0
2015-05-05,247,
2015-05-06,247,
2015-05-07,247,
2015-05-08,247,
2015-05-09,247,3.3
2015-05-10,247,
2015-05-11,247,4.6
2015-05-12,247,9
2015-05-13,247,
2015-05-14,247,
2015-05-15,247,1
2015-05-16,247,
2015-05-17,247,
2015-05-18,247,2.6
2015-05-19,247,
2015-05-20,247,
2015-05-21,247,
2015-05-22,247,
2015-05-23,247,
2015-05-24,247,
2015-05-25,247,
2015-05-26,247,
2015-05-27,247,
2015-05-28,247,
2015-05-29,247,
2015-05-30,247,3
2015-05-31,247,
2015-06-01,247,
2015-06-02,247,
2015-06-03,247,
2015-06-04,247,
2015-06-05,247,2.3
2015-06-06,247,
2015-06-07,247,
2015-06-08,247,10
2015-06-09,247,
2015-06-10,247,
2015-06-11,247,
2015-06-12,247,
2015-06-13,247,
2015-06-14,247,9.2
2015-06-15,247,
2015-06-16,247,
2015-06-17,247,
2015-06-18,247,
2015-06-19,247,0
2015-06-20,247,14.7
2015-06-21,247,0.7
2015-06-22,247,
2015-06-23,247,
2015-06-24,247,
2015-06-25,247,18.8
2015-06-26,247,13.6
2015-06-27,247,13.6
2015-06-28,247,
2015-06-29,247,
2015-06-30,247,21.3
2015-07-01,247,0.4
2015-07-02,247,
2015-07-03,247,
2015-07-04,247,
2015-07-05,247,
2015-07-06,247,
2015-07-07,247,20.2
2015-07-08,247,16.7
2015-07-09,247,23.5
2015-07-10,247,
2015-07-11,247,5.8
2015-07-12,247,39.5
2015-07-13,247,0.1
2015-07-14,247,3.5
2015-07-15,247,0.2
2015-07-16,247,
2015-07-17,247,
2015-07-18,247,0.2
2015-07-19,247,
2015-07-20,247,0
2015-07-21,247,0.5
2015-07-22,247,2.5
2015-07-23,247,10.6
2015-07-24,247,0.1
2015-07-25,247,
2015-07-26,247,
2015-07-27,247,8.4
2015-07-28,247,0.6
2015-07-29,247,
2015-07-30,247,
2015-07-31,247,
2015-08-01,247,
2015-08-02,247,1
2015-08-03,247,
2015-08-04,247,
2015-08-05,247,
2015-08-06,247,
2015-08-07,247,
2015-08-08,247,
2015-08-09,247,
2015-08-10,247,
2015-08-11,247,16.1
2015-08-12,247,0.7
2015-08-13,247,
2015-08-14,247,
2015-08-15,247,
2015-08-16,247,
2015-08-17,247,
2015-08-18,247,
2015-08-19,247,
2015-08-20,247,8.1
2015-08-21,247,44.1
2015-08-22,247,
2015-08-23,247,
2015-08-24,247,
2015-08-25,247,12.9
2015-08-26,247,
2015-08-27,247,0
2015-08-28,247,
2015-08-29,247,
2015-08-30,247,
2015-08-31,247,
2015-09-01,247,
2015-09-02,247,17.8
2015-09-03,247,0.1
2015-09-04,247,
2015-09-05,247,11
2015-09-06,247,6.9
2015-09-07,247,
2015-09-08,247,
2015-09-09,247,
2015-09-10,247,
2015-09-11,247,
2015-09-12,247,10.9
2015-09-13,247,
2015-09-14,247,
2015-09-15,247,
2015-09-16,247,
2015-09-17,247,
2015-09-18,247,
2015-09-19,247,
2015-09-20,247,
2015-09-21,247,
2015-09-22,247,
2015-09-23,247,17.4
2015-09-24,247,
2015-09-25,247,
2015-09-26,247,
2015-09-27,247,
2015-09-28,247,
2015-09-29,247,
2015-09-30,247,
2015-10-01,247,67.2
2015-10-02,247,
2015-10-03,247,
2015-10-04,247,
2015-10-05,247,
2015-10-06,247,
2015-10-07,247,
2015-10-08,247,
2015-10-09,247,
2015-10-10,247,7
2015-10-11,247,3.5
2015-10-12,247,4.4
2015-10-13,247,
2015-10-14,247,
2015-10-15,247,
2015-10-16,247,
2015-10-17,247,
2015-10-18,247,
2015-10-19,247,
2015-10-20,247,
2015-10-21,247,
2015-10-22,247,
2015-10-23,247,
2015-10-24,247,
2015-10-25,247,
2015-10-26,247,
2015-10-27,247,24.1
2015-10-28,247,
2015-10-29,247,
2015-10-30,247,
2015-10-31,247,
2015-11-01,247,
2015-11-02,247,
2015-11-03,247,
2015-11-04,247,
2015-11-05,247,
2015-11-06,247,2.9
2015-11-07,247,19.4
2015-11-08,247,6.9
2015-11-09,247,1.7
2015-11-10,247,
2015-11-11,247,
2015-11-12,247,
2015-11-13,247,14.2
2015-11-14,247,1.2
2015-11-15,247,
2015-11-16,247,12.1
2015-11-17,247,0.3
2015-11-18,247,3.1
2015-11-19,247,0.3
2015-11-20,247,
2015-11-21,247,
2015-11-22,247,
2015-11-23,247,0.8
2015-11-24,247,
2015-11-25,247,6.3
2015-11-26,247,20.9
2015-11-27,247,1.4
2015-11-28,247,
2015-11-29,247,0.1
2015-11-30,247,2.1
2015-12-01,247,
2015-12-02,247,8.3
2015-12-03,247,2.4
2015-12-04,247,4.3
2015-12-05,247,
2015-12-06,247,
2015-12-07,247,
2015-12-08,247,
2015-12-09,247,
2015-12-10,247,16.9
2015-12-11,247,2.9
2015-12-12,247,
2015-12-13,247,
2015-12-14,247,2.2
2015-12-15,247,0.8
2015-12-16,247,4.6
2015-12-17,247,0
2015-12-18,247,
2015-12-19,247,
2015-12-20,247,2.7
2015-12-21,247,1.8
2015-12-22,247,
2015-12-23,247,1.9
2015-12-24,247,
2015-12-25,247,
2015-12-26,247,
2015-12-27,247,
2015-12-28,247,
2015-12-29,247,
2015-12-30,247,0
2015-12-31,247,0.5
,,
,,
,,
,,
,,
,,
,,
