날짜,지점,강수량(mm)
2021-05-19,247,
2021-05-20,247,15.4
2021-05-21,247,0.1
2021-05-22,247,
2021-05-23,247,0.1
2021-05-24,247,0.5
2021-05-25,247,1
2021-05-26,247,
2021-05-27,247,0
2021-05-28,247,8.9
2021-05-29,247,
2021-05-30,247,
2021-05-31,247,2
2021-06-01,247,
2021-06-02,247,
2021-06-03,247,19
2021-06-04,247,1.7
2021-06-05,247,
2021-06-06,247,0
2021-06-07,247,
2021-06-08,247,
2021-06-09,247,
2021-06-10,247,0.2
2021-06-11,247,18.1
2021-06-12,247,1.2
2021-06-13,247,7.3
2021-06-14,247,
2021-06-15,247,13.5
2021-06-16,247,0
2021-06-17,247,4.2
2021-06-18,247,4
2021-06-19,247,
2021-06-20,247,
2021-06-21,247,
2021-06-22,247,0.6
2021-06-23,247,16.5
2021-06-24,247,
2021-06-25,247,0
2021-06-26,247,0.6
2021-06-27,247,0.8
2021-06-28,247,0.1
2021-06-29,247,25.1
2021-06-30,247,
2021-07-01,247,0
2021-07-02,247,
2021-07-03,247,27.9
2021-07-04,247,2.3
2021-07-05,247,19.4
2021-07-06,247,65.2
2021-07-07,247,73.6
2021-07-08,247,6.4
2021-07-09,247,0
2021-07-10,247,6.2
2021-07-11,247,0.7
2021-07-12,247,
2021-07-13,247,
2021-07-14,247,
2021-07-15,247,
2021-07-16,247,1.5
2021-07-17,247,
2021-07-18,247,0
2021-07-19,247,0
2021-07-20,247,0
2021-07-21,247,
2021-07-22,247,
2021-07-23,247,
2021-07-24,247,
2021-07-25,247,
2021-07-26,247,
2021-07-27,247,
2021-07-28,247,
2021-07-29,247,
2021-07-30,247,
2021-07-31,247,1.2
2021-08-01,247,16.2
2021-08-02,247,0.4
2021-08-03,247,22
2021-08-04,247,
2021-08-05,247,
2021-08-06,247,0.5
2021-08-07,247,
2021-08-08,247,
2021-08-09,247,
2021-08-10,247,55.6
2021-08-11,247,
2021-08-12,247,18.6
2021-08-13,247,0.1
2021-08-14,247,9.9
2021-08-15,247,
2021-08-16,247,
2021-08-17,247,
2021-08-18,247,1
2021-08-19,247,0
2021-08-20,247,
2021-08-21,247,36.3
2021-08-22,247,
2021-08-23,247,27.2
2021-08-24,247,53.9
2021-08-25,247,13.3
2021-08-26,247,0
2021-08-27,247,52
2021-08-28,247,
2021-08-29,247,8
2021-08-30,247,0.1
2021-08-31,247,0.8
2021-09-01,247,16.8
2021-09-02,247,2.9
2021-09-03,247,0.3
2021-09-04,247,
2021-09-05,247,1.3
2021-09-06,247,12.4
2021-09-07,247,3.4
2021-09-08,247,1.1
2021-09-09,247,
2021-09-10,247,2.2
2021-09-11,247,
2021-09-12,247,
2021-09-13,247,
2021-09-14,247,0.1
2021-09-15,247,
2021-09-16,247,0
2021-09-17,247,0.8
2021-09-18,247,
2021-09-19,247,
2021-09-20,247,
2021-09-21,247,30.5
2021-09-22,247,4.2
2021-09-23,247,
2021-09-24,247,
2021-09-25,247,
2021-09-26,247,
2021-09-27,247,
2021-09-28,247,0.3
2021-09-29,247,26.9
2021-09-30,247,5.3
2021-10-01,247,
2021-10-02,247,
2021-10-03,247,
2021-10-04,247,
2021-10-05,247,
2021-10-06,247,
2021-10-07,247,0
2021-10-08,247,0
2021-10-09,247,
2021-10-10,247,22.3
2021-10-11,247,17.3
2021-10-12,247,4.5
2021-10-13,247,
2021-10-14,247,
2021-10-15,247,7.1
2021-10-16,247,3.7
2021-10-17,247,
2021-10-18,247,
2021-10-19,247,0
2021-10-20,247,
2021-10-21,247,
2021-10-22,247,
2021-10-23,247,
2021-10-24,247,
2021-10-25,247,
2021-10-26,247,
2021-10-27,247,
2021-10-28,247,
2021-10-29,247,
2021-10-30,247,0
2021-10-31,247,
2021-11-01,247,
2021-11-02,247,
2021-11-03,247,
2021-11-04,247,
2021-11-05,247,
2021-11-06,247,
2021-11-07,247,
2021-11-08,247,27.9
2021-11-09,247,4.7
2021-11-10,247,11
2021-11-11,247,2.8
2021-11-12,247,1.4
2021-11-13,247,0
2021-11-14,247,
2021-11-15,247,
2021-11-16,247,
2021-11-17,247,
2021-11-18,247,
2021-11-19,247,
2021-11-20,247,
2021-11-21,247,0.2
2021-11-22,247,3.6
2021-11-23,247,2.2
2021-11-24,247,1
2021-11-25,247,
2021-11-26,247,
2021-11-27,247,
2021-11-28,247,
2021-11-29,247,
2021-11-30,247,21.4
2021-12-01,247,0.7
2021-12-02,247,
2021-12-03,247,0.3
2021-12-04,247,
2021-12-05,247,
2021-12-06,247,
2021-12-07,247,
2021-12-08,247,
2021-12-09,247,
2021-12-10,247,0
2021-12-11,247,
2021-12-12,247,
2021-12-13,247,
2021-12-14,247,
2021-12-15,247,
2021-12-16,247,0.6
2021-12-17,247,0.9
2021-12-18,247,0.1
2021-12-19,247,1.2
2021-12-20,247,
2021-12-21,247,
2021-12-22,247,
2021-12-23,247,
2021-12-24,247,0
2021-12-25,247,0
2021-12-26,247,
2021-12-27,247,
2021-12-28,247,
2021-12-29,247,0
2021-12-30,247,2.1
2021-12-31,247,0
,,
,,
,,
,,
,,
,,
,,
