날짜,지점,강수량(mm)
2021-01-01,247,0
2021-01-02,247,0.2
2021-01-03,247,
2021-01-04,247,
2021-01-05,247,
2021-01-06,247,1.4
2021-01-07,247,3.7
2021-01-08,247,0.1
2021-01-09,247,
2021-01-10,247,
2021-01-11,247,
2021-01-12,247,0.2
2021-01-13,247,
2021-01-14,247,
2021-01-15,247,
2021-01-16,247,
2021-01-17,247,0
2021-01-18,247,5.2
2021-01-19,247,
2021-01-20,247,
2021-01-21,247,4.7
2021-01-22,247,3.8
2021-01-23,247,0
2021-01-24,247,0.1
2021-01-25,247,
2021-01-26,247,10.6
2021-01-27,247,
2021-01-28,247,2.4
2021-01-29,247,0
2021-01-30,247,0
2021-01-31,247,1.7
2021-02-01,247,12.6
2021-02-02,247,
2021-02-03,247,0.1
2021-02-04,247,3
2021-02-05,247,
2021-02-06,247,
2021-02-07,247,
2021-02-08,247,
2021-02-09,247,
2021-02-10,247,
2021-02-11,247,
2021-02-12,247,
2021-02-13,247,
2021-02-14,247,0.9
2021-02-15,247,0.8
2021-02-16,247,1
2021-02-17,247,3.8
2021-02-18,247,0.1
2021-02-19,247,
2021-02-20,247,
2021-02-21,247,
2021-02-22,247,
2021-02-23,247,
2021-02-24,247,
2021-02-25,247,10.3
2021-02-26,247,0.1
2021-02-27,247,
2021-02-28,247,0.9
2021-03-01,247,26.7
2021-03-02,247,
2021-03-03,247,
2021-03-04,247,12.1
2021-03-05,247,
2021-03-06,247,
2021-03-07,247,
2021-03-08,247,
2021-03-09,247,
2021-03-10,247,
2021-03-11,247,
2021-03-12,247,12.9
2021-03-13,247,
2021-03-14,247,
2021-03-15,247,0.1
2021-03-16,247,2.9
2021-03-17,247,
2021-03-18,247,
2021-03-19,247,
2021-03-20,247,4
2021-03-21,247,0
2021-03-22,247,
2021-03-23,247,
2021-03-24,247,
2021-03-25,247,
2021-03-26,247,
2021-03-27,247,27.1
2021-03-28,247,1.5
2021-03-29,247,
2021-03-30,247,
2021-03-31,247,
2021-04-01,247,
2021-04-02,247,
2021-04-03,247,16.2
2021-04-04,247,9.7
2021-04-05,247,
2021-04-06,247,
2021-04-07,247,
2021-04-08,247,
2021-04-09,247,0.6
2021-04-10,247,
2021-04-11,247,
2021-04-12,247,14.9
2021-04-13,247,
2021-04-14,247,
2021-04-15,247,
2021-04-16,247,0
2021-04-17,247,
2021-04-18,247,
2021-04-19,247,
2021-04-20,247,
2021-04-21,247,
2021-04-22,247,0
2021-04-23,247,0.1
2021-04-24,247,
2021-04-25,247,
2021-04-26,247,
2021-04-27,247,
2021-04-28,247,
2021-04-29,247,1.1
2021-04-30,247,0.2
2021-05-01,247,10
2021-05-02,247,0
2021-05-03,247,
2021-05-04,247,5.6
2021-05-05,247,0.3
2021-05-06,247,
2021-05-07,247,0
2021-05-08,247,
2021-05-09,247,
2021-05-10,247,0.1
2021-05-11,247,0
2021-05-12,247,
2021-05-13,247,
2021-05-14,247,0
2021-05-15,247,16.3
2021-05-16,247,
2021-05-17,247,
2021-05-18,247,
