지점,지점명,일시,일 최심신적설(cm)
146,전주,2018-01-08,2.2
146,전주,2018-01-09,6.3
146,전주,2018-01-10,7.7
146,전주,2018-01-11,.2
146,전주,2018-02-03,.1
146,전주,2018-02-06,.2
146,전주,2018-02-11,1.9
146,전주,2018-02-12,1.4
146,전주,2018-02-13,.8
146,전주,2018-03-08,.2
146,전주,2018-03-21,2
146,전주,2018-12-06,1
