날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-02-20,247,2.8,-2.2,10
2016-02-21,247,-0.1,-5.6,5.8
2016-02-22,247,2.1,-2.3,6
2016-02-23,247,2.7,-2,8.9
2016-02-24,247,-2.1,-5.3,2.5
2016-02-25,247,-1.6,-7.9,6.3
2016-02-26,247,0.2,-5,4.6
2016-02-27,247,6.2,0.3,12.8
2016-02-28,247,4.7,0.5,13.4
2016-02-29,247,-3,-6.9,0.6
2016-03-01,247,-2.7,-9.4,3.8
2016-03-02,247,1.8,-6.2,11
2016-03-03,247,6.9,-2.8,17.2
2016-03-04,247,9.4,5.9,11.1
2016-03-05,247,13.7,9.4,16.4
2016-03-06,247,11.5,5.1,17.9
2016-03-07,247,10.3,2.8,18
2016-03-08,247,6.1,1.9,10.3
2016-03-09,247,3.2,0.2,8.4
2016-03-10,247,0.5,-2.2,5.3
2016-03-11,247,-0.3,-4.9,5.2
2016-03-12,247,1.9,-6,9.8
2016-03-13,247,3.6,0,8.8
2016-03-14,247,3.2,-2.9,9.4
2016-03-15,247,5.6,-3.8,16
2016-03-16,247,7.9,2.6,17.7
2016-03-17,247,9.6,-1.6,19.2
2016-03-18,247,11.6,9,14.5
2016-03-19,247,10.3,4.2,18.7
2016-03-20,247,9.2,1,16.8
2016-03-21,247,9.3,2.8,17.2
2016-03-22,247,8.5,-0.4,18.1
2016-03-23,247,7.4,2.9,14.5
2016-03-24,247,5.5,-2,14.1
2016-03-25,247,5.5,-1,12.7
2016-03-26,247,4.8,-2.5,11.8
2016-03-27,247,5.5,-1.8,13.6
2016-03-28,247,8.2,-2.5,17.9
2016-03-29,247,10.2,1.6,17.1
2016-03-30,247,13.4,5.7,22.3
2016-03-31,247,12.5,3.9,22.1
2016-04-01,247,13.8,3.8,25.1
2016-04-02,247,14.9,5.4,22.9
2016-04-03,247,11.8,8.4,14.1
2016-04-04,247,12.4,10.8,14.4
2016-04-05,247,11.9,5.1,19.9
2016-04-06,247,10.9,4.2,21
2016-04-07,247,12,8.8,16
2016-04-08,247,13.8,7.1,23.3
2016-04-09,247,15.5,6.6,24.2
2016-04-10,247,15.9,6.8,24.4
2016-04-11,247,13.6,8.4,20.4
2016-04-12,247,14.2,7.1,21.4
2016-04-13,247,16.1,12.7,20.7
2016-04-14,247,16.3,9.7,23.7
2016-04-15,247,14.6,4.8,24.2
2016-04-16,247,15,7.8,19.3
2016-04-17,247,12,8.9,18.8
2016-04-18,247,12.6,6.8,18
2016-04-19,247,12.5,4.7,20.3
2016-04-20,247,14.5,6.8,20.4
2016-04-21,247,14.2,11.9,16.3
2016-04-22,247,18,10.8,25.4
2016-04-23,247,16.5,13,21.3
2016-04-24,247,15.8,7.5,24.7
2016-04-25,247,16.7,8.1,27.3
2016-04-26,247,17.7,8.7,27.2
2016-04-27,247,12.9,11.9,15.8
2016-04-28,247,13.7,9.4,19.6
2016-04-29,247,14.2,7,22.2
2016-04-30,247,16,6.2,25.6
2016-05-01,247,17.5,8.2,27.9
2016-05-02,247,18.3,10.1,25
2016-05-03,247,15.4,12.3,19.7
2016-05-04,247,15.2,7.8,23.2
2016-05-05,247,17.4,6.3,26.7
2016-05-06,247,20.4,15.1,25.9
2016-05-07,247,16.3,10.6,22.9
2016-05-08,247,17.3,7.3,25.5
2016-05-09,247,17.5,14.7,21.3
2016-05-10,247,14.2,13,16.2
2016-05-11,247,17.1,12.5,22.9
2016-05-12,247,19.1,12.8,25.9
2016-05-13,247,17,12.9,22.9
2016-05-14,247,19.1,13.3,26.4
2016-05-15,247,18.6,12.2,23.3
2016-05-16,247,13.6,8.4,20.8
2016-05-17,247,17,5.9,27.2
2016-05-18,247,20.6,10.3,31.1
2016-05-19,247,19.9,12.4,28.2
2016-05-20,247,20.2,10,29.2
2016-05-21,247,21.1,13.6,28.7
2016-05-22,247,21.3,13.5,29.1
2016-05-23,247,21.8,13.2,28.8
2016-05-24,247,17.7,13.7,21.7
2016-05-25,247,18.4,11.9,26.4
2016-05-26,247,20.7,13.7,27.4
2016-05-27,247,22.8,17.6,28.9
2016-05-28,247,20.7,16.7,26.8
2016-05-29,247,19.4,15.7,26.4
2016-05-30,247,20.8,12.4,29
2016-05-31,247,21.1,13.5,27.7
2016-06-01,247,21.9,15.8,27.4
2016-06-02,247,21.5,14.1,28.7
2016-06-03,247,21.6,14,28.4
2016-06-04,247,17.4,14.5,20
2016-06-05,247,21.3,13.4,27.2
2016-06-06,247,19.6,18.2,22.1
2016-06-07,247,21.4,18.1,26.2
2016-06-08,247,21.8,18.8,25.4
2016-06-09,247,22.9,17.2,29.8
2016-06-10,247,23.4,18,29.2
2016-06-11,247,23.5,19.2,28.6
2016-06-12,247,22.8,20.6,25.4
2016-06-13,247,24,20,30.3
2016-06-14,247,23.3,18.4,29.8
2016-06-15,247,21.5,18,25.1
2016-06-16,247,21.6,17.3,25.1
2016-06-17,247,22.7,15.7,29.9
2016-06-18,247,23.6,17.2,30.1
2016-06-19,247,24.8,20.6,30.4
2016-06-20,247,21.9,17.8,25.4
2016-06-21,247,24.6,20.4,30.1
2016-06-22,247,22.2,20.2,24.6
2016-06-23,247,24.8,19.5,30.9
2016-06-24,247,21.6,18.7,24.8
2016-06-25,247,22.3,18.3,27.5
2016-06-26,247,22.1,17,29.2
2016-06-27,247,21.1,15.7,26.1
2016-06-28,247,22.2,18.1,26.4
2016-06-29,247,22.4,18.8,26
2016-06-30,247,24.3,20.7,30.1
2016-07-01,247,24.8,22.8,28.5
2016-07-02,247,23.2,21.8,26.1
2016-07-03,247,21.6,19.9,23.5
2016-07-04,247,25.1,20.7,28.6
2016-07-05,247,27.5,24.4,30.8
2016-07-06,247,26.1,24.1,29.9
2016-07-07,247,25.4,21.9,32.2
2016-07-08,247,25.3,20.6,31.4
2016-07-09,247,27.3,22.2,33.6
2016-07-10,247,26.7,22.4,31.5
2016-07-11,247,25.1,23.6,28.6
2016-07-12,247,24.8,22.9,27.4
2016-07-13,247,25.8,22.2,31.1
2016-07-14,247,25.5,21.4,30.6
2016-07-15,247,25.6,22,30.7
2016-07-16,247,22.5,20.9,24.3
2016-07-17,247,23.9,21.1,28.4
2016-07-18,247,23.4,18.4,29.7
2016-07-19,247,24.7,19.6,31.4
2016-07-20,247,26,20.7,31.5
2016-07-21,247,26.1,21,31.8
2016-07-22,247,26.2,21.7,31.8
2016-07-23,247,26.7,21.1,32.9
2016-07-24,247,28,22.4,33.5
2016-07-25,247,28.9,25.3,33.5
2016-07-26,247,29.2,24,34.2
2016-07-27,247,28.1,23.4,33
2016-07-28,247,28.1,24.2,33.3
2016-07-29,247,29.1,24.1,34.4
2016-07-30,247,29.5,25.3,34.8
2016-07-31,247,28.4,24.6,34.8
2016-08-01,247,28.3,23.2,34.4
2016-08-02,247,26.7,23,31.8
2016-08-03,247,26.5,22.2,31.6
2016-08-04,247,28.2,23.2,33.6
2016-08-05,247,28.4,23.3,34.5
2016-08-06,247,27.8,23.4,34.6
2016-08-07,247,26.9,22.8,34.8
2016-08-08,247,26.3,22.5,34.5
2016-08-09,247,27.1,23,33.9
2016-08-10,247,28.6,24.5,34.4
2016-08-11,247,29.3,23.4,35.9
2016-08-12,247,29.3,24,36.2
2016-08-13,247,28.8,23.3,35.4
2016-08-14,247,28.7,23.1,35.4
2016-08-15,247,27.2,24.2,32.3
2016-08-16,247,28.1,23.2,34
2016-08-17,247,27.5,22.8,34.3
2016-08-18,247,27.9,24.2,33.9
2016-08-19,247,27.7,22.7,34
2016-08-20,247,28.2,23.3,35
2016-08-21,247,28.6,22.5,35.8
2016-08-22,247,28.4,22.4,35.3
2016-08-23,247,27.4,24.3,32.9
2016-08-24,247,27.6,22.4,35
2016-08-25,247,26.6,19.8,34.6
2016-08-26,247,21.8,18.3,25.8
2016-08-27,247,22.2,18.4,26.3
2016-08-28,247,19,16.4,23.5
2016-08-29,247,19.9,15.4,26.6
2016-08-30,247,20.1,15.4,24
2016-08-31,247,23.5,19.2,27.3
2016-09-01,247,25.5,21.6,30.4
2016-09-02,247,20.1,17.7,24
2016-09-03,247,24.7,19.7,31.2
2016-09-04,247,25.2,22,30.9
2016-09-05,247,24.9,21.4,30.5
2016-09-06,247,22.8,19.5,26.1
2016-09-07,247,22.4,18.2,26.2
2016-09-08,247,22.3,15.7,28.5
2016-09-09,247,22.3,17.4,29.4
2016-09-10,247,21.5,16.3,28.7
2016-09-11,247,21.9,18.2,26.7
2016-09-12,247,21.1,18.3,25.7
2016-09-13,247,22.3,15.8,29.9
2016-09-14,247,23.4,19.3,28.4
2016-09-15,247,23.5,18.2,29.3
2016-09-16,247,21.1,19.9,22.3
2016-09-17,247,19.9,18.5,21.7
2016-09-18,247,20.4,18.3,22.2
2016-09-19,247,20.7,19.2,23.8
2016-09-20,247,19.7,15.6,24.4
2016-09-21,247,18.8,13.2,24
2016-09-22,247,20,16.4,26.2
2016-09-23,247,20.8,15,27.1
2016-09-24,247,21.2,15.3,28
2016-09-25,247,21.1,16.1,27.5
2016-09-26,247,22.6,19,27.6
2016-09-27,247,24.6,19.9,30.6
2016-09-28,247,21.2,19.8,23.4
2016-09-29,247,19.4,17.5,21.1
2016-09-30,247,17.6,16.1,19.4
2016-10-01,247,19.5,16.4,22.5
2016-10-02,247,22.3,18.9,25.5
2016-10-03,247,22.9,20,26.2
2016-10-04,247,21.8,16.4,29.3
2016-10-05,247,19.2,16.6,22.9
2016-10-06,247,18.3,14,25.5
2016-10-07,247,16.9,12.6,21.9
2016-10-08,247,16.6,11.7,19.8
2016-10-09,247,12.5,8,18
2016-10-10,247,13.2,7.9,19.3
2016-10-11,247,14,10.7,20.5
2016-10-12,247,14.4,9.5,21.8
2016-10-13,247,14,10.6,18.6
2016-10-14,247,14.9,7.4,24.6
2016-10-15,247,16.1,8.9,24.7
2016-10-16,247,15,13.5,15.8
2016-10-17,247,17.7,13.8,23
2016-10-18,247,16.7,12.3,23
2016-10-19,247,15.9,11.5,23.3
2016-10-20,247,16.1,10.3,20.6
2016-10-21,247,17.1,15.7,18.5
2016-10-22,247,17.8,14.7,22.2
2016-10-23,247,15.8,12.5,18
2016-10-24,247,15.6,12.5,19.7
2016-10-25,247,15.3,11.3,19.4
2016-10-26,247,14.1,11,18.9
2016-10-27,247,13.7,7.4,18.6
2016-10-28,247,13.7,12.3,15.8
2016-10-29,247,10.2,5.5,13.8
2016-10-30,247,7.9,3.2,16.2
2016-10-31,247,8.1,4.1,11.6
2016-11-01,247,4.7,0.4,9.4
2016-11-02,247,4.8,-2.1,12.2
2016-11-03,247,7.3,1.3,14.8
2016-11-04,247,7.8,0.7,16.7
2016-11-05,247,11.7,5.3,19.9
2016-11-06,247,11.9,6.7,18.2
2016-11-07,247,14.2,9.1,18.9
2016-11-08,247,8.2,2.8,13.8
2016-11-09,247,3.8,-2.8,11.4
2016-11-10,247,7.2,2.9,13.1
2016-11-11,247,8.4,3.8,15.2
2016-11-12,247,8.4,0.7,18.9
2016-11-13,247,11.4,5.2,17.2
2016-11-14,247,15,11.2,18.5
2016-11-15,247,9.6,1.5,15.5
2016-11-16,247,5.2,-1.8,13.5
2016-11-17,247,9.6,2.8,19.2
2016-11-18,247,9.7,2.8,14.5
2016-11-19,247,13.4,11.1,15.3
2016-11-20,247,13,6.6,19.7
2016-11-21,247,11.2,6,16.4
2016-11-22,247,6.5,2.1,11.7
2016-11-23,247,2.6,-1.3,8.2
2016-11-24,247,0.5,-2.3,5.6
2016-11-25,247,2.2,-2.6,9
2016-11-26,247,0,-3.5,2.4
2016-11-27,247,2.7,-0.1,9.1
2016-11-28,247,3.5,-2.1,8.9
2016-11-29,247,2.3,-3.5,11.5
2016-11-30,247,4.1,-1.9,9.1
2016-12-01,247,4.9,-1.5,10.2
2016-12-02,247,1.6,-4.6,10.4
2016-12-03,247,2.1,-5,12.4
2016-12-04,247,3.7,-0.8,8.8
2016-12-05,247,7.5,2.9,13.4
2016-12-06,247,1.6,-4.1,7.1
2016-12-07,247,-1.8,-5.6,2.4
2016-12-08,247,2.1,-2.7,9.4
2016-12-09,247,4,-2.7,8.7
2016-12-10,247,-0.3,-5.6,8.8
2016-12-11,247,-0.8,-8,9
2016-12-12,247,3.2,-3.6,9.4
2016-12-13,247,6.2,2.6,10.4
2016-12-14,247,-0.1,-4.4,4.2
2016-12-15,247,-1.8,-5.4,2.6
2016-12-16,247,-2.6,-8.2,3
2016-12-17,247,1.9,-2.7,10.2
2016-12-18,247,1.9,-5,10
2016-12-19,247,7.5,3.3,11.3
2016-12-20,247,8.6,4.6,15.1
2016-12-21,247,9.1,1.8,14.6
2016-12-22,247,8.4,3.9,18.4
2016-12-23,247,1.3,0.3,4
2016-12-24,247,0.4,-1.7,3.6
2016-12-25,247,2.7,-4.3,10.8
2016-12-26,247,4.8,2.8,6.7
2016-12-27,247,1,-4.3,3.8
2016-12-28,247,-2.3,-8.2,5.6
2016-12-29,247,-2.9,-6.4,2
2016-12-30,247,-2.8,-9,5.1
2016-12-31,247,0.2,-4.7,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
