날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2017-07-28,247,27.4,21.9,32.5
2017-07-29,247,26.7,24.9,31
2017-07-30,247,26.3,23.8,30.7
2017-07-31,247,24.9,22.2,28.5
2017-08-01,247,27.5,21.5,34.1
2017-08-02,247,27.2,24.2,33.2
2017-08-03,247,27.2,22.7,32.9
2017-08-04,247,28.8,22.3,34.8
2017-08-05,247,30.2,23.5,36.2
2017-08-06,247,30,24.4,37
2017-08-07,247,28.2,23.9,33.8
2017-08-08,247,27,23.2,31.9
2017-08-09,247,25.5,23.4,29.4
2017-08-10,247,26.7,23.5,31.9
2017-08-11,247,26.6,21.8,33.3
2017-08-12,247,26.2,22.1,31.8
2017-08-13,247,23.3,20.7,25.9
2017-08-14,247,22.5,20.9,24.3
2017-08-15,247,23.1,21.5,25.1
2017-08-16,247,25.9,22.7,30.6
2017-08-17,247,26.2,23.1,31.8
2017-08-18,247,25.1,20.9,30.5
2017-08-19,247,24.7,20.9,29.4
2017-08-20,247,25,22.5,29.4
2017-08-21,247,23.9,22.2,30.4
2017-08-22,247,25.3,22.3,31.1
2017-08-23,247,27.3,22.7,33.2
2017-08-24,247,27.9,24.1,31.7
2017-08-25,247,26.3,20.5,32.4
2017-08-26,247,22.5,17,29.9
2017-08-27,247,22.3,14.5,30.3
2017-08-28,247,24,17.4,28.3
2017-08-29,247,22.6,17.3,27.6
2017-08-30,247,19.2,16.4,23.6
2017-08-31,247,20.8,13.7,28.4
2017-09-01,247,22,16,28.6
2017-09-02,247,20.3,15.3,25.4
2017-09-03,247,21.5,15.2,28.1
2017-09-04,247,21.3,17.1,27.4
2017-09-05,247,20.6,18.3,22.9
2017-09-06,247,20.4,18,24.6
2017-09-07,247,21,17.3,26.6
2017-09-08,247,21.4,17.3,28
2017-09-09,247,21.5,16,28.9
2017-09-10,247,22.6,16.6,28.7
2017-09-11,247,20.3,18.9,22
2017-09-12,247,21.7,15.8,28
2017-09-13,247,19.5,12.9,27.8
2017-09-14,247,20.4,12.2,28.2
2017-09-15,247,20.9,18.7,24.5
2017-09-16,247,21.1,18.3,24.4
2017-09-17,247,22.5,17.8,28
2017-09-18,247,19.7,15,26.9
2017-09-19,247,21.5,15.7,27.4
2017-09-20,247,19.6,12.9,23.6
2017-09-21,247,17.9,10.4,26.2
2017-09-22,247,19.3,13.9,27.1
2017-09-23,247,19.5,14.3,27.1
2017-09-24,247,20.5,14.5,28.3
2017-09-25,247,21.2,15,29.5
2017-09-26,247,22.8,17.1,29.4
2017-09-27,247,19.2,17,22.9
2017-09-28,247,18.6,13.3,25.4
2017-09-29,247,14.7,9.2,21.3
2017-09-30,247,15.7,6.5,26.9
2017-10-01,247,14.9,11,17.7
2017-10-02,247,19.7,17.4,23.4
2017-10-03,247,18.4,14.8,24.7
2017-10-04,247,18.1,12.8,23.6
2017-10-05,247,16.9,14.3,19.7
2017-10-06,247,16.2,13.7,18.8
2017-10-07,247,18.2,15.5,23.8
2017-10-08,247,19.5,14.4,27.3
2017-10-09,247,20.5,15.2,28.4
2017-10-10,247,21.3,16.5,28.2
2017-10-11,247,17.5,14.5,20.3
2017-10-12,247,12.3,10.7,14.5
2017-10-13,247,12.7,6.7,20.2
2017-10-14,247,15,9.7,22.5
2017-10-15,247,15.2,11.5,17.6
2017-10-16,247,15.9,12.5,18.8
2017-10-17,247,15.1,9.5,21.7
2017-10-18,247,16.1,14.9,18.6
2017-10-19,247,16,11.6,20.5
2017-10-20,247,15.3,9.4,23
2017-10-21,247,16.2,8.9,22.6
2017-10-22,247,17.1,11.8,22.5
2017-10-23,247,12.8,7.7,19.8
2017-10-24,247,11.3,7.2,18
2017-10-25,247,10.7,4.6,20
2017-10-26,247,11.8,4.7,20.7
2017-10-27,247,13.9,8.7,22.1
2017-10-28,247,15.6,7.1,22.8
2017-10-29,247,12,6.2,18.6
2017-10-30,247,5.9,-0.2,13.3
2017-10-31,247,7,-1.8,17.9
2017-11-01,247,9.1,1.3,18.6
2017-11-02,247,11,5,19.2
2017-11-03,247,10.1,6.8,16.1
2017-11-04,247,7,1.5,13.6
2017-11-05,247,6.2,-1,16.7
2017-11-06,247,8.8,-1,19.7
2017-11-07,247,13.9,8,20.4
2017-11-08,247,12.6,4.4,19.1
2017-11-09,247,8.4,1,18.9
2017-11-10,247,11.2,2.7,20.4
2017-11-11,247,6.3,0.5,12.2
2017-11-12,247,4.5,-1.7,14.5
2017-11-13,247,7,0.1,15
2017-11-14,247,7.5,1,14.4
2017-11-15,247,3.9,-1.1,11.1
2017-11-16,247,3,-2.7,10.9
2017-11-17,247,5.8,-2.9,14.1
2017-11-18,247,1.6,-3.7,8.9
2017-11-19,247,0.9,-4.6,6.5
2017-11-20,247,3.2,-2.4,9.5
2017-11-21,247,3,-2.7,10.8
2017-11-22,247,4.3,-0.7,10.8
2017-11-23,247,-0.1,-3.1,6
2017-11-24,247,0.7,-2.8,7.3
2017-11-25,247,3,-4.1,10.9
2017-11-26,247,5,-0.2,13.5
2017-11-27,247,3.5,-3.7,12.4
2017-11-28,247,6.8,-0.4,14.3
2017-11-29,247,7.5,3.8,11.8
2017-11-30,247,1.7,-2.7,7.3
2017-12-01,247,-1.5,-6.1,4.9
2017-12-02,247,0.8,-4.7,7.8
2017-12-03,247,2.8,-4.3,12.5
2017-12-04,247,1.7,-2.5,5.6
2017-12-05,247,-2.3,-6.4,2.8
2017-12-06,247,-0.7,-7.4,6.9
2017-12-07,247,0.2,-3.8,5
2017-12-08,247,-1.6,-5.9,2.3
2017-12-09,247,-0.9,-5.7,2
2017-12-10,247,2.8,-1,7
2017-12-11,247,-2.5,-5.7,2
2017-12-12,247,-6.4,-11.1,-1.2
2017-12-13,247,-6.4,-11.4,0.1
2017-12-14,247,-4.8,-12.5,3.5
2017-12-15,247,-1.9,-9,6.2
2017-12-16,247,-1.3,-4.8,1.9
2017-12-17,247,-4.6,-9.9,0.8
2017-12-18,247,-1.1,-9.2,5.4
2017-12-19,247,-1.4,-7,2.2
2017-12-20,247,-0.8,-7.2,5.7
2017-12-21,247,-1.1,-5.5,5.8
2017-12-22,247,-0.4,-6.8,8.3
2017-12-23,247,1.9,-5.1,10.9
2017-12-24,247,4,1.2,11
2017-12-25,247,-0.1,-3.4,3.1
2017-12-26,247,-1.4,-4.7,4
2017-12-27,247,,-9.4,1.2
2017-12-28,247,-1.6,-7.9,4.7
2017-12-29,247,3.1,-2.7,7.1
2017-12-30,247,2.5,-1,6.1
2017-12-31,247,1.8,-3.1,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
