날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2018-01-01,247,-0.9,-6,5.8
2018-01-02,247,-0.7,-6.6,5.5
2018-01-03,247,-1.9,-6.3,2.3
2018-01-04,247,-1.7,-4.7,2.3
2018-01-05,247,-0.4,-2.5,3.9
2018-01-06,247,-0.3,-4.9,6.5
2018-01-07,247,-0.8,-7.2,5.2
2018-01-08,247,2,0.8,4.2
2018-01-09,247,-1.7,-2.8,1.5
2018-01-10,247,-3.9,-7.3,-1.3
2018-01-11,247,-9.3,-13.5,-5.4
2018-01-12,247,-10.8,-16.4,-3.7
2018-01-13,247,-4.6,-12.6,3
2018-01-14,247,-1.4,-8.7,6.9
2018-01-15,247,2.9,-0.7,10.9
2018-01-16,247,2.6,-1.5,5.4
2018-01-17,247,4.1,2.8,6.1
2018-01-18,247,3.3,-1.8,8.5
2018-01-19,247,-0.1,-4.3,7.4
2018-01-20,247,-0.4,-6.6,8.5
2018-01-21,247,0.9,-5,7.5
2018-01-22,247,3.4,-0.3,8.5
2018-01-23,247,-5.5,-8.7,0.3
2018-01-24,247,-9.8,-12.7,-6
2018-01-25,247,-9.4,-13.2,-4.9
2018-01-26,247,-10.2,-13.9,-4.7
2018-01-27,247,-6.7,-15,2.4
2018-01-28,247,-2.5,-5.3,2.5
2018-01-29,247,-5.7,-10.3,-1.3
2018-01-30,247,-6,-12.7,1.1
2018-01-31,247,-2.8,-9.5,3.5
2018-02-01,247,-2.2,-7.7,4.3
2018-02-02,247,-4.3,-10.8,3.9
2018-02-03,247,-5,-8,-1.9
2018-02-04,247,-7.3,-10.4,-3.5
2018-02-05,247,-8,-13.8,-2.2
2018-02-06,247,-8.1,-13.7,-3.7
2018-02-07,247,-7,-15.3,1
2018-02-08,247,-3.7,-13,6.7
2018-02-09,247,1.5,-5.7,9.4
2018-02-10,247,0.5,-4.4,6.2
2018-02-11,247,-3.9,-6.7,-0.6
2018-02-12,247,-4.9,-11.4,-1
2018-02-13,247,-2,-8.3,4.6
2018-02-14,247,4,-5.3,12.7
2018-02-15,247,1.9,-2.7,8
2018-02-16,247,0.7,-4.4,8.1
2018-02-17,247,-0.1,-5.4,5.2
2018-02-18,247,1.2,-6.1,9.2
2018-02-19,247,3.6,-1.7,11.5
2018-02-20,247,2.6,-5.3,10.2
2018-02-21,247,0.6,-4.7,5.2
2018-02-22,247,-1,-8.5,7.4
2018-02-23,247,3.1,-4.5,10.6
2018-02-24,247,4,-3.1,11.6
2018-02-25,247,4.2,-2.5,12
2018-02-26,247,3.3,-6.4,14
2018-02-27,247,5.4,-3.5,15.1
2018-02-28,247,5.7,2.8,10.4
2018-03-01,247,1.8,-3,5.1
2018-03-02,247,1.4,-5.6,11.4
2018-03-03,247,8,-2.3,17.7
2018-03-04,247,13.7,7.8,18.5
2018-03-05,247,8.4,4,15.4
2018-03-06,247,7,0.8,14.7
2018-03-07,247,5.2,2.6,9.3
2018-03-08,247,3.1,1.3,5.2
2018-03-09,247,3.3,1.1,8.7
2018-03-10,247,4.1,-1.9,12.6
2018-03-11,247,6,-2.2,15.3
2018-03-12,247,7.9,-1.8,18.4
2018-03-13,247,11.2,2.1,20.9
2018-03-14,247,14.6,4.8,23.7
2018-03-15,247,14.2,11.1,16.5
2018-03-16,247,6.8,3.4,11.1
2018-03-17,247,7.3,1.9,14.8
2018-03-18,247,7.4,0,12.7
2018-03-19,247,10.4,7,13.9
2018-03-20,247,5.9,1.1,9.4
2018-03-21,247,1.5,0.2,3
2018-03-22,247,4.8,0.6,11
2018-03-23,247,5.3,-2.7,14.3
2018-03-24,247,7.6,-1.2,17.3
2018-03-25,247,9.8,1.3,20.1
2018-03-26,247,10.7,1.3,20.7
2018-03-27,247,12.6,3.5,22.1
2018-03-28,247,14,4.3,22.7
2018-03-29,247,15.6,7.3,23.1
2018-03-30,247,15.7,11.1,22.8
2018-03-31,247,14.7,7,23.5
2018-04-01,247,15.3,8,21.9
2018-04-02,247,17.3,9.4,25.6
2018-04-03,247,18.1,10.9,24.8
2018-04-04,247,14.1,9.7,17.6
2018-04-05,247,9.5,8.6,11.2
2018-04-06,247,8.3,3.1,11.8
2018-04-07,247,3.7,0.3,8.6
2018-04-08,247,7.4,-0.7,14.9
2018-04-09,247,12.3,7.1,19.5
2018-04-10,247,14.5,4.5,21.3
2018-04-11,247,15,6.8,21.7
2018-04-12,247,11.1,2.5,21.1
2018-04-13,247,12.3,6,17.6
2018-04-14,247,9.6,7.7,12.7
2018-04-15,247,9.3,5.1,15.5
2018-04-16,247,10.4,1.1,18.2
2018-04-17,247,12.6,7.1,20.6
2018-04-18,247,13.1,3.8,22.7
2018-04-19,247,14.1,3.8,25.8
2018-04-20,247,17.5,5.3,30.2
2018-04-21,247,19,8.7,28.8
2018-04-22,247,16.6,13,20.3
2018-04-23,247,12.6,11.5,15.5
2018-04-24,247,13,11.4,15
2018-04-25,247,15.4,8.9,22.8
2018-04-26,247,14.7,6.3,23.6
2018-04-27,247,14.6,6.6,23.3
2018-04-28,247,15.3,7.8,24.7
2018-04-29,247,16.3,5.6,26
2018-04-30,247,18.2,12.8,24.3
2018-05-01,247,18.9,12.9,24.8
2018-05-02,247,16.2,10.4,22.3
2018-05-03,247,11,6.2,16.8
2018-05-04,247,12.5,3.2,20.6
2018-05-05,247,16.4,4.1,25.9
2018-05-06,247,16.7,15.4,18.9
2018-05-07,247,17.2,13.4,21.4
2018-05-08,247,16,12.2,20
2018-05-09,247,15.6,10.4,21.7
2018-05-10,247,16.7,11.9,23.8
2018-05-11,247,16.8,8.7,24.7
2018-05-12,247,16.8,14.1,19.8
2018-05-13,247,18.1,13.4,23.1
2018-05-14,247,19.1,10.6,28.1
2018-05-15,247,22.9,14.2,30.7
2018-05-16,247,24.3,22.7,26.5
2018-05-17,247,24.4,22.3,26.1
2018-05-18,247,21.6,18.8,23.3
2018-05-19,247,17.3,14.1,20.8
2018-05-20,247,16.9,11.3,23.1
2018-05-21,247,17.4,10.5,22.8
2018-05-22,247,18.5,12.3,25.5
2018-05-23,247,18.4,11.9,24.5
2018-05-24,247,18.2,9,27.7
2018-05-25,247,18.9,10.4,27
2018-05-26,247,20.7,12,29.3
2018-05-27,247,21,14.6,27.7
2018-05-28,247,20.8,15.4,27
2018-05-29,247,23.3,17.6,29.3
2018-05-30,247,22,17.9,25.7
2018-05-31,247,19.7,14.1,26.4
2018-06-01,247,22.7,13.9,31.4
2018-06-02,247,23.4,14.7,32.3
2018-06-03,247,22.3,14.9,30.9
2018-06-04,247,22,15.5,29.5
2018-06-05,247,21.1,17.8,25.8
2018-06-06,247,23.3,16.5,30.7
2018-06-07,247,24.7,17.7,31.8
2018-06-08,247,22.5,18.5,27.9
2018-06-09,247,22.3,16.7,28.9
2018-06-10,247,21.2,17.8,25.5
2018-06-11,247,18.8,16.5,24.5
2018-06-12,247,20.6,17.4,25.9
2018-06-13,247,21.8,16.7,28
2018-06-14,247,22,17.3,27.7
2018-06-15,247,21.1,17.2,25.5
2018-06-16,247,21.7,15.7,28.2
2018-06-17,247,21.7,15.3,28.4
2018-06-18,247,24.2,17.9,31.1
2018-06-19,247,21.3,19,24.5
2018-06-20,247,22.9,17.5,28.3
2018-06-21,247,22.5,16.4,29.6
2018-06-22,247,23.6,15.8,30.6
2018-06-23,247,23.6,18.5,30.7
2018-06-24,247,24.7,16,33.6
2018-06-25,247,25.9,17.8,34.3
2018-06-26,247,24.8,20.3,28.2
2018-06-27,247,24.8,22.5,28.9
2018-06-28,247,22.4,21.3,23.7
2018-06-29,247,24.6,21.2,30.2
2018-06-30,247,22.5,20.3,26
2018-07-01,247,23.9,19.8,28.1
2018-07-02,247,24.7,22.4,28.2
2018-07-03,247,24.5,22.7,26.5
2018-07-04,247,26.4,21.9,31.8
2018-07-05,247,24.4,22.5,28.2
2018-07-06,247,22.7,21.1,25
2018-07-07,247,22.9,19.9,27
2018-07-08,247,22,19.2,26.3
2018-07-09,247,21.4,20.2,22.7
2018-07-10,247,26,21.1,29.6
2018-07-11,247,27.2,22.8,31.7
2018-07-12,247,27.9,22.2,33.5
2018-07-13,247,29.1,25.6,33.8
2018-07-14,247,28.4,24.8,34
2018-07-15,247,29.1,24.2,35.6
2018-07-16,247,28.5,22.9,34.8
2018-07-17,247,28.6,23.6,34.7
2018-07-18,247,28.9,23.9,34.8
2018-07-19,247,28.6,23.2,35.6
2018-07-20,247,29.4,23.1,36.3
2018-07-21,247,29.4,24.2,35.2
