날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2018-07-22,247,28.5,24,33.2
2018-07-23,247,29,23.4,35.2
2018-07-24,247,29.9,24.2,35.8
2018-07-25,247,29.9,24.7,35.4
2018-07-26,247,30,24.1,36.3
2018-07-27,247,30.8,25,37.5
2018-07-28,247,28.8,25.3,37.5
2018-07-29,247,29.6,24.4,35.8
2018-07-30,247,29.4,26.6,33.7
2018-07-31,247,29.2,24.1,35.1
2018-08-01,247,30.2,23.1,36.8
2018-08-02,247,30.1,24.5,36.5
2018-08-03,247,29.2,23.9,35.4
2018-08-04,247,29.2,23.8,36.3
2018-08-05,247,29.1,24,35.1
2018-08-06,247,29.7,23.7,37.2
2018-08-07,247,28.1,24.8,36
2018-08-08,247,29.6,24.8,35.5
2018-08-09,247,29.1,24.2,35.3
2018-08-10,247,28.6,24.9,34.2
2018-08-11,247,27.8,24,31.4
2018-08-12,247,28.1,24.3,33.8
2018-08-13,247,29.3,24.2,35
2018-08-14,247,29.6,23.2,36.8
2018-08-15,247,29.3,23.5,37
2018-08-16,247,26.9,24.6,32.6
2018-08-17,247,25.3,22.3,29.9
2018-08-18,247,24.9,20.2,31.4
2018-08-19,247,25.7,19,32.6
2018-08-20,247,26.6,21,31.3
2018-08-21,247,27,20.7,34.3
2018-08-22,247,28.9,23,34.2
2018-08-23,247,25.7,24.3,28.1
2018-08-24,247,25.9,23.3,28.7
2018-08-25,247,24.6,21.2,28.5
2018-08-26,247,22.4,20.9,24.8
2018-08-27,247,23.2,22.4,24.2
2018-08-28,247,26.9,22.8,32.7
2018-08-29,247,26.9,21.9,31.8
2018-08-30,247,25.8,24.2,29.3
2018-08-31,247,24.1,22.3,26.5
2018-09-01,247,24.7,22,28.4
2018-09-02,247,22.2,20.8,25.5
2018-09-03,247,24.8,21.2,29
2018-09-04,247,23,18.1,29.1
2018-09-05,247,22.1,16.5,29.1
2018-09-06,247,21.7,18,25.4
2018-09-07,247,20.5,17.5,23.9
2018-09-08,247,18.6,14.7,24.3
2018-09-09,247,19.8,12.8,28.4
2018-09-10,247,20.9,15,26.3
2018-09-11,247,20.2,15.4,24.3
2018-09-12,247,21.9,14.5,28.1
2018-09-13,247,21.8,19.9,24.4
2018-09-14,247,22.8,19.5,26.2
2018-09-15,247,22.5,21.4,24.2
2018-09-16,247,23.2,20.5,28.9
2018-09-17,247,21.9,18,28.3
2018-09-18,247,20.9,14.8,28.7
2018-09-19,247,20.2,15.1,24.5
2018-09-20,247,21.1,19.3,24
2018-09-21,247,19.9,18,21.6
2018-09-22,247,19.9,15,27.3
2018-09-23,247,18.3,12.3,25.8
2018-09-24,247,15.9,10.3,22.2
2018-09-25,247,16.5,7.1,24.1
2018-09-26,247,19.2,15,22.9
2018-09-27,247,18.5,11.3,25.1
2018-09-28,247,18.6,12.1,24.3
2018-09-29,247,20.1,17.4,23.5
2018-09-30,247,19,12.8,26.1
2018-10-01,247,15.4,11.6,20.4
2018-10-02,247,15.4,10.4,21.9
2018-10-03,247,15,7.3,24.3
2018-10-04,247,17.6,9.1,25.2
2018-10-05,247,18.6,15.7,21.1
2018-10-06,247,18.6,16,20.6
2018-10-07,247,16.4,10.6,24.5
2018-10-08,247,14.2,8.6,21.7
2018-10-09,247,14,10.4,18.5
2018-10-10,247,12.7,7.2,17.2
2018-10-11,247,9.5,4.9,16.4
2018-10-12,247,9.7,2.7,18.5
2018-10-13,247,11,2.8,20.4
2018-10-14,247,12.4,5.2,20.6
2018-10-15,247,13.9,6.8,21.9
2018-10-16,247,12.3,8.6,18.4
2018-10-17,247,11.7,5.9,19.8
2018-10-18,247,10.3,3.8,18.4
2018-10-19,247,11.3,4.2,20
2018-10-20,247,11.1,3.5,20.9
2018-10-21,247,11.4,3.6,21.3
2018-10-22,247,12.8,5.7,20.2
2018-10-23,247,12.3,8.2,18.7
2018-10-24,247,11.5,5.9,20.5
2018-10-25,247,11.5,3.2,21.6
2018-10-26,247,11.9,9,15.2
2018-10-27,247,8.9,5.7,13.3
2018-10-28,247,11.2,3.6,18.3
2018-10-29,247,8.9,5,15.4
2018-10-30,247,7.6,2.8,13.4
2018-10-31,247,6.9,1.8,15
2018-11-01,247,6.7,-0.4,16.6
2018-11-02,247,8,0.4,19
2018-11-03,247,8.6,0.9,19.4
2018-11-04,247,9.6,1.9,20.5
2018-11-05,247,9.8,2.1,20.9
2018-11-06,247,10.4,3.2,20.7
2018-11-07,247,12.2,8.2,17.2
2018-11-08,247,14.8,12.1,18
2018-11-09,247,11.1,5.8,15.1
2018-11-10,247,9,3.9,17.7
2018-11-11,247,9.1,4.4,13.8
2018-11-12,247,9.4,3.8,15.3
2018-11-13,247,7.5,0.7,16.1
2018-11-14,247,7.6,1.5,16.4
2018-11-15,247,7.7,0.6,17.2
2018-11-16,247,8.2,5.3,12
2018-11-17,247,7.2,2,15.6
2018-11-18,247,5.2,1.3,10.3
2018-11-19,247,6.3,0.4,13.6
2018-11-20,247,5.4,-0.7,14.9
2018-11-21,247,5.1,-0.8,9.9
2018-11-22,247,3.9,-1.7,9.7
2018-11-23,247,2,-3.5,10.4
2018-11-24,247,4.1,-1.5,8.1
2018-11-25,247,5.3,2,12
2018-11-26,247,4.6,-1.1,15.4
2018-11-27,247,7.1,-0.6,16.1
2018-11-28,247,5.9,-0.1,13
2018-11-29,247,5.2,-2.6,13.9
2018-11-30,247,5.6,0,13.9
2018-12-01,247,4.8,0.5,11.7
2018-12-02,247,9.8,0,18.5
2018-12-03,247,13.9,11.3,16.6
2018-12-04,247,10.8,5.9,15.1
2018-12-05,247,4.2,-0.3,10.4
2018-12-06,247,2.7,0.6,5.1
2018-12-07,247,-2.5,-6.3,3.3
2018-12-08,247,-4.3,-7.3,0.2
2018-12-09,247,-3.7,-7.7,2.3
2018-12-10,247,-2.4,-9.5,7.1
2018-12-11,247,-0.2,-4,1
2018-12-12,247,-0.4,-5.2,3.6
2018-12-13,247,0,-6,5.8
2018-12-14,247,-1.9,-6.2,3.5
2018-12-15,247,-2.4,-9.5,6.9
2018-12-16,247,-0.4,-3.8,2.4
2018-12-17,247,1.8,-1.7,7.8
2018-12-18,247,1.5,-2.8,8.4
2018-12-19,247,3.4,-3.3,11.6
2018-12-20,247,4.8,0.9,11.4
2018-12-21,247,4.7,-2.4,13.8
2018-12-22,247,6.5,-0.6,15.3
2018-12-23,247,5.4,0.3,10
2018-12-24,247,-0.5,-4.8,5.4
2018-12-25,247,0.1,-6,5.3
2018-12-26,247,2.7,-0.7,7.9
2018-12-27,247,-4.7,-7.8,-0.7
2018-12-28,247,-6.8,-10.3,-1.6
2018-12-29,247,-5.9,-11.8,-1.2
2018-12-30,247,-4.8,-10.4,1.3
2018-12-31,247,-4.4,-11.8,4.3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
