날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2015-01-01,247,-5.2,-7.2,-2.2
2015-01-02,247,-5.2,-9.2,-1.6
2015-01-03,247,-4.8,-11.7,2.7
2015-01-04,247,1.3,-3.4,9.8
2015-01-05,247,2.5,-4.2,10.2
2015-01-06,247,1.6,-3.7,6.4
2015-01-07,247,-3.9,-7.6,0
2015-01-08,247,-3.5,-9.4,2.7
2015-01-09,247,-0.8,-4.7,4.4
2015-01-10,247,0.1,-4.7,6
2015-01-11,247,-1.5,-6,4.8
2015-01-12,247,-2.3,-7.9,4.4
2015-01-13,247,0.2,-7.7,8.1
2015-01-14,247,1.9,-0.4,5.1
2015-01-15,247,0.8,-3.7,8.7
2015-01-16,247,-0.8,-4.5,0.9
2015-01-17,247,-1.8,-6.4,1.7
2015-01-18,247,-1.8,-9.4,5
2015-01-19,247,1.9,-1.3,5.8
2015-01-20,247,-0.2,-6.4,7.5
2015-01-21,247,1.7,-1,3.5
2015-01-22,247,2.6,1.9,4.6
2015-01-23,247,0.9,-2.7,6
2015-01-24,247,1.3,-3.8,8.4
2015-01-25,247,3.9,-2.8,10.2
2015-01-26,247,5.8,3,9.1
2015-01-27,247,-0.3,-5.5,3
2015-01-28,247,-3.1,-6.8,3.6
2015-01-29,247,-1.1,-5.1,1.6
2015-01-30,247,-1.3,-4.3,1.5
2015-01-31,247,-4,-8.8,0.8
2015-02-01,247,-3,-10.2,5.2
2015-02-02,247,-0.6,-5.8,7.8
2015-02-03,247,-0.5,-6.4,8.3
2015-02-04,247,-0.8,-5.6,4.4
2015-02-05,247,-0.7,-4.3,3.5
2015-02-06,247,1,-2.8,6.6
2015-02-07,247,0.6,-3.3,4.5
2015-02-08,247,-5.7,-9.1,2.1
2015-02-09,247,-5.2,-11.9,-0.3
2015-02-10,247,1.4,-3.5,8
2015-02-11,247,3.2,-1.3,9.5
2015-02-12,247,-0.1,-5.1,3.2
2015-02-13,247,-2.7,-9.4,3.6
2015-02-14,247,0.3,-6.9,8.7
2015-02-15,247,3.6,-2.5,6
2015-02-16,247,5.1,4.5,5.9
2015-02-17,247,3,1.3,5
2015-02-18,247,0.9,0.2,2.1
2015-02-19,247,2.2,-2.4,8.6
2015-02-20,247,3.7,-4.7,11.1
2015-02-21,247,6.9,4.1,9.3
2015-02-22,247,5.5,0.7,9.2
2015-02-23,247,2.4,-1.4,8.8
2015-02-24,247,2.5,-1.7,9.6
2015-02-25,247,3.2,-1.5,9.3
2015-02-26,247,2.4,-2,6.3
2015-02-27,247,-1.2,-4.5,3.4
2015-02-28,247,0,-6.1,6.1
2015-03-01,247,1.2,-1,4.4
2015-03-02,247,2.1,-5.1,9.9
2015-03-03,247,2,-1,5.9
2015-03-04,247,-1.1,-3.7,2.3
2015-03-05,247,0.2,-6.9,7
2015-03-06,247,3.2,-4.3,11.2
2015-03-07,247,3.9,-2.8,12.3
2015-03-08,247,5.9,-5.1,15.8
2015-03-09,247,3.4,-4.4,11.2
2015-03-10,247,-2.9,-6.4,1.1
2015-03-11,247,1.2,-6.4,8
2015-03-12,247,2.8,-4.4,10.2
2015-03-13,247,2.2,-1.2,5.1
2015-03-14,247,4.8,-1.5,11.6
2015-03-15,247,5.5,-3.1,15.6
2015-03-16,247,9.2,-0.8,20.6
2015-03-17,247,11.6,1.4,22.3
2015-03-18,247,9.8,8.2,11.7
2015-03-19,247,13.5,8.5,20.6
2015-03-20,247,13.4,8.7,21.2
2015-03-21,247,11.6,5,20.6
2015-03-22,247,8.2,1.1,16.2
2015-03-23,247,3.2,-3.3,10.1
2015-03-24,247,3,-4.3,12
2015-03-25,247,4.7,-5.1,15
2015-03-26,247,6.7,-3.7,17.8
2015-03-27,247,7.2,-2.3,17.9
2015-03-28,247,9.6,-1.4,18.3
2015-03-29,247,10.8,3,20
2015-03-30,247,13.1,3.5,22.5
2015-03-31,247,11.8,7.4,14
2015-04-01,247,14.2,9.8,21
2015-04-02,247,14.4,8.3,19.7
2015-04-03,247,12.4,7.7,19.6
2015-04-04,247,12.3,7.9,18.5
2015-04-05,247,11.4,9.1,13.1
2015-04-06,247,10.5,6.3,13.2
2015-04-07,247,7.9,5.4,13.1
2015-04-08,247,9.1,5.2,14
2015-04-09,247,10.1,6,15.9
2015-04-10,247,10.4,2.2,19.6
2015-04-11,247,12.1,3,21.3
2015-04-12,247,12.2,5.1,18.5
2015-04-13,247,10.3,9.6,11.3
2015-04-14,247,7.8,4.6,13.6
2015-04-15,247,10.8,5.3,18.8
2015-04-16,247,9,2.6,20.1
2015-04-17,247,9.6,0.2,18.9
