지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2015-01-01,10.56
100,대관령,2015-01-02,10.43
100,대관령,2015-01-03,10.82
100,대관령,2015-01-04,6.26
100,대관령,2015-01-05,6.81
100,대관령,2015-01-06,10.07
100,대관령,2015-01-07,11.14
100,대관령,2015-01-08,11.62
100,대관령,2015-01-09,11.1
100,대관령,2015-01-10,11.08
100,대관령,2015-01-11,8.18
100,대관령,2015-01-12,11.84
100,대관령,2015-01-13,10.1
100,대관령,2015-01-14,3.76
100,대관령,2015-01-15,2.83
100,대관령,2015-01-16,4.65
100,대관령,2015-01-17,11.9
100,대관령,2015-01-18,9.37
100,대관령,2015-01-19,9.21
100,대관령,2015-01-20,12.07
100,대관령,2015-01-21,5.29
100,대관령,2015-01-22,2.03
100,대관령,2015-01-23,14.12
100,대관령,2015-01-24,12.01
100,대관령,2015-01-25,5.93
100,대관령,2015-01-26,4.38
100,대관령,2015-01-27,8.62
100,대관령,2015-01-28,7.18
100,대관령,2015-01-29,4.01
100,대관령,2015-01-30,11.79
100,대관령,2015-01-31,13.8
100,대관령,2015-02-01,13.93
100,대관령,2015-02-02,11.5
100,대관령,2015-02-03,10.63
100,대관령,2015-02-04,9.84
100,대관령,2015-02-05,5.58
100,대관령,2015-02-06,14.19
100,대관령,2015-02-07,10.5
100,대관령,2015-02-08,15.24
100,대관령,2015-02-09,14.16
100,대관령,2015-02-10,8.83
100,대관령,2015-02-11,13.75
100,대관령,2015-02-12,15.29
100,대관령,2015-02-13,15.61
100,대관령,2015-02-14,12.78
100,대관령,2015-02-15,10.17
100,대관령,2015-02-16,2.03
100,대관령,2015-02-17,5.06
100,대관령,2015-02-18,5.18
100,대관령,2015-02-19,7.5
100,대관령,2015-02-20,14.93
100,대관령,2015-02-21,4.85
100,대관령,2015-02-22,14.06
100,대관령,2015-02-23,15.13
100,대관령,2015-02-24,17.2
100,대관령,2015-02-25,14.91
100,대관령,2015-02-26,13.84
100,대관령,2015-02-27,16.36
100,대관령,2015-02-28,9.03
100,대관령,2015-03-01,16.16
100,대관령,2015-03-02,18.36
100,대관령,2015-03-03,12.06
100,대관령,2015-03-04,19.2
100,대관령,2015-03-05,15.61
100,대관령,2015-03-06,18.15
100,대관령,2015-03-07,18.45
100,대관령,2015-03-08,17.18
100,대관령,2015-03-09,14.3
100,대관령,2015-03-10,20.08
100,대관령,2015-03-11,14.98
100,대관령,2015-03-12,19.51
100,대관령,2015-03-13,18.03
100,대관령,2015-03-14,19.28
100,대관령,2015-03-15,17.62
100,대관령,2015-03-16,19.23
100,대관령,2015-03-17,11.09
100,대관령,2015-03-18,1.54
100,대관령,2015-03-19,16
100,대관령,2015-03-20,18.28
100,대관령,2015-03-21,18.66
100,대관령,2015-03-22,21.27
100,대관령,2015-03-23,21.56
100,대관령,2015-03-24,22.26
100,대관령,2015-03-25,22.15
100,대관령,2015-03-26,22.6
100,대관령,2015-03-27,22.14
100,대관령,2015-03-28,23.25
100,대관령,2015-03-29,19.93
100,대관령,2015-03-30,21.49
100,대관령,2015-03-31,6.83
100,대관령,2015-04-01,4.04
100,대관령,2015-04-02,18.53
100,대관령,2015-04-03,11.51
100,대관령,2015-04-04,2.9
100,대관령,2015-04-05,6.52
100,대관령,2015-04-06,5.6
100,대관령,2015-04-07,3.54
100,대관령,2015-04-08,9.3
100,대관령,2015-04-09,20.29
100,대관령,2015-04-10,23.48
100,대관령,2015-04-11,22.87
100,대관령,2015-04-12,11.21
100,대관령,2015-04-13,2.14
100,대관령,2015-04-14,5.31
100,대관령,2015-04-15,19.37
100,대관령,2015-04-16,11.78
100,대관령,2015-04-17,23.18
100,대관령,2015-04-18,23.59
100,대관령,2015-04-19,5.18
100,대관령,2015-04-20,5.6
100,대관령,2015-04-21,25.93
100,대관령,2015-04-22,19.32
100,대관령,2015-04-23,25.11
100,대관령,2015-04-24,25.12
100,대관령,2015-04-25,26.1
100,대관령,2015-04-26,25.08
100,대관령,2015-04-27,24.52
100,대관령,2015-04-28,23.91
100,대관령,2015-04-29,6.86
100,대관령,2015-04-30,24.81
100,대관령,2015-05-01,21.19
100,대관령,2015-05-02,18.35
100,대관령,2015-05-03,6.09
100,대관령,2015-05-04,23.46
100,대관령,2015-05-05,28.14
100,대관령,2015-05-06,17.4
100,대관령,2015-05-07,23.81
100,대관령,2015-05-08,21.29
100,대관령,2015-05-09,23.86
100,대관령,2015-05-10,13.92
100,대관령,2015-05-11,15.57
100,대관령,2015-05-12,17.7
100,대관령,2015-05-13,26.61
100,대관령,2015-05-14,22.68
100,대관령,2015-05-15,18.95
100,대관령,2015-05-16,27.37
100,대관령,2015-05-17,26.04
100,대관령,2015-05-18,11.12
100,대관령,2015-05-19,22.1
100,대관령,2015-05-20,26.2
100,대관령,2015-05-21,28.53
100,대관령,2015-05-22,28.14
100,대관령,2015-05-23,27.09
100,대관령,2015-05-24,29.04
100,대관령,2015-05-25,29.77
100,대관령,2015-05-26,28.58
100,대관령,2015-05-27,29.75
100,대관령,2015-05-28,27.69
100,대관령,2015-05-29,23.14
100,대관령,2015-05-30,9.66
100,대관령,2015-05-31,25.86
100,대관령,2015-06-01,22.62
100,대관령,2015-06-02,25.69
100,대관령,2015-06-03,27.51
100,대관령,2015-06-04,27.85
100,대관령,2015-06-05,3.98
100,대관령,2015-06-06,22.4
100,대관령,2015-06-07,20.98
100,대관령,2015-06-08,13.36
100,대관령,2015-06-09,24.93
100,대관령,2015-06-10,25.41
100,대관령,2015-06-11,16.85
100,대관령,2015-06-12,19.62
100,대관령,2015-06-13,17.14
100,대관령,2015-06-14,15.28
100,대관령,2015-06-15,22.61
100,대관령,2015-06-16,26.51
100,대관령,2015-06-17,14.13
100,대관령,2015-06-18,5.57
100,대관령,2015-06-19,7.11
100,대관령,2015-06-20,12.87
100,대관령,2015-06-21,24.83
100,대관령,2015-06-22,26.17
100,대관령,2015-06-23,26.16
100,대관령,2015-06-24,13.9
100,대관령,2015-06-25,14.94
100,대관령,2015-06-26,6.93
100,대관령,2015-06-27,8.97
100,대관령,2015-06-28,27.11
100,대관령,2015-06-29,23.24
100,대관령,2015-06-30,8.43
100,대관령,2015-07-01,19.28
100,대관령,2015-07-02,20.9
100,대관령,2015-07-03,18.01
100,대관령,2015-07-04,15.94
100,대관령,2015-07-05,16.94
100,대관령,2015-07-06,27.82
100,대관령,2015-07-07,10.88
100,대관령,2015-07-08,6.43
100,대관령,2015-07-09,6.99
100,대관령,2015-07-10,23.39
100,대관령,2015-07-11,23.61
100,대관령,2015-07-12,5.45
100,대관령,2015-07-13,7.81
100,대관령,2015-07-14,21.44
100,대관령,2015-07-15,8.35
100,대관령,2015-07-16,7.53
100,대관령,2015-07-17,13.99
100,대관령,2015-07-18,11.9
100,대관령,2015-07-19,13.52
100,대관령,2015-07-20,9.32
100,대관령,2015-07-21,15.98
100,대관령,2015-07-22,10.66
100,대관령,2015-07-23,17.19
100,대관령,2015-07-24,6.9
100,대관령,2015-07-25,6.16
100,대관령,2015-07-26,24.53
100,대관령,2015-07-27,18.66
100,대관령,2015-07-28,24.98
100,대관령,2015-07-29,5.85
100,대관령,2015-07-30,21.49
100,대관령,2015-07-31,24.99
100,대관령,2015-08-01,20.36
100,대관령,2015-08-02,12.99
100,대관령,2015-08-03,18.2
100,대관령,2015-08-04,23.28
100,대관령,2015-08-05,18.53
100,대관령,2015-08-06,23.93
100,대관령,2015-08-07,21.58
100,대관령,2015-08-08,17.19
100,대관령,2015-08-09,19.44
100,대관령,2015-08-10,15.75
100,대관령,2015-08-11,17.29
100,대관령,2015-08-12,23.68
100,대관령,2015-08-13,20.4
100,대관령,2015-08-14,13.43
100,대관령,2015-08-15,16.65
100,대관령,2015-08-16,11.47
100,대관령,2015-08-17,14.48
100,대관령,2015-08-18,17.26
100,대관령,2015-08-19,14.24
100,대관령,2015-08-20,13.59
100,대관령,2015-08-21,11.88
100,대관령,2015-08-22,17
100,대관령,2015-08-23,18.61
100,대관령,2015-08-24,8.54
100,대관령,2015-08-25,1.82
100,대관령,2015-08-26,10.1
100,대관령,2015-08-27,21.55
100,대관령,2015-08-28,12.7
100,대관령,2015-08-29,20.71
100,대관령,2015-08-30,17.16
100,대관령,2015-08-31,16.71
100,대관령,2015-09-01,5.29
100,대관령,2015-09-02,14.92
100,대관령,2015-09-03,18.59
100,대관령,2015-09-04,17.37
100,대관령,2015-09-05,6.26
100,대관령,2015-09-06,2.31
100,대관령,2015-09-07,15.25
100,대관령,2015-09-08,22.5
100,대관령,2015-09-09,18.65
100,대관령,2015-09-10,19.29
100,대관령,2015-09-11,13.11
100,대관령,2015-09-12,10.43
100,대관령,2015-09-13,20.87
100,대관령,2015-09-14,21.82
100,대관령,2015-09-15,21.41
100,대관령,2015-09-16,10.41
100,대관령,2015-09-17,10.2
100,대관령,2015-09-18,12.68
100,대관령,2015-09-19,20.09
100,대관령,2015-09-20,16.94
100,대관령,2015-09-21,19.49
100,대관령,2015-09-22,18.98
100,대관령,2015-09-23,10.71
100,대관령,2015-09-24,8.26
100,대관령,2015-09-25,14.54
100,대관령,2015-09-26,14.91
100,대관령,2015-09-27,18.86
100,대관령,2015-09-28,11.35
100,대관령,2015-09-29,13.21
100,대관령,2015-09-30,11.31
100,대관령,2015-10-01,2.6
100,대관령,2015-10-02,18.7
100,대관령,2015-10-03,16.67
100,대관령,2015-10-04,15.91
100,대관령,2015-10-05,18.09
100,대관령,2015-10-06,16.15
100,대관령,2015-10-07,15.85
100,대관령,2015-10-08,16.43
100,대관령,2015-10-09,17.91
100,대관령,2015-10-10,10.97
100,대관령,2015-10-11,11
100,대관령,2015-10-12,15.63
100,대관령,2015-10-13,16.78
100,대관령,2015-10-14,16.45
100,대관령,2015-10-15,13.12
100,대관령,2015-10-16,15.69
100,대관령,2015-10-17,16.44
100,대관령,2015-10-18,15.15
100,대관령,2015-10-19,12.33
100,대관령,2015-10-20,14.18
100,대관령,2015-10-21,12.62
100,대관령,2015-10-22,2.71
100,대관령,2015-10-23,5.29
100,대관령,2015-10-24,12.62
100,대관령,2015-10-25,15.62
100,대관령,2015-10-26,6.49
100,대관령,2015-10-27,6.39
100,대관령,2015-10-28,14.45
100,대관령,2015-10-29,14.66
100,대관령,2015-10-30,14.84
100,대관령,2015-10-31,14.71
100,대관령,2015-11-01,9.47
100,대관령,2015-11-02,11.77
100,대관령,2015-11-03,13.55
100,대관령,2015-11-04,14.79
100,대관령,2015-11-05,12.13
100,대관령,2015-11-06,.58
100,대관령,2015-11-07,1.05
100,대관령,2015-11-08,1.97
100,대관령,2015-11-09,2.75
100,대관령,2015-11-10,7.68
100,대관령,2015-11-11,7.86
100,대관령,2015-11-12,2.08
100,대관령,2015-11-13,1.2
100,대관령,2015-11-14,2.9
100,대관령,2015-11-15,10.5
100,대관령,2015-11-16,4.17
100,대관령,2015-11-17,4.15
100,대관령,2015-11-18,.79
100,대관령,2015-11-19,1.9
100,대관령,2015-11-20,10.39
100,대관령,2015-11-21,5.89
100,대관령,2015-11-22,2.26
100,대관령,2015-11-23,2.28
100,대관령,2015-11-24,2.26
100,대관령,2015-11-25,1.99
100,대관령,2015-11-26,10.65
100,대관령,2015-11-27,11.37
100,대관령,2015-11-28,7.18
100,대관령,2015-11-29,3.08
100,대관령,2015-11-30,9.12
100,대관령,2015-12-01,10.47
100,대관령,2015-12-02,2.5
100,대관령,2015-12-03,4.79
100,대관령,2015-12-04,9.97
100,대관령,2015-12-05,10.04
100,대관령,2015-12-06,6.53
100,대관령,2015-12-07,6.04
100,대관령,2015-12-08,6.01
100,대관령,2015-12-09,7.03
100,대관령,2015-12-10,3.9
100,대관령,2015-12-11,3.94
100,대관령,2015-12-12,8.27
100,대관령,2015-12-13,8.7
100,대관령,2015-12-14,3.31
100,대관령,2015-12-15,4.52
100,대관령,2015-12-16,9.88
100,대관령,2015-12-17,10
100,대관령,2015-12-18,8.38
100,대관령,2015-12-19,10.65
100,대관령,2015-12-20,6.28
100,대관령,2015-12-21,2.74
100,대관령,2015-12-22,9.6
100,대관령,2015-12-23,2.69
100,대관령,2015-12-24,5.93
100,대관령,2015-12-25,9.91
100,대관령,2015-12-26,5.96
100,대관령,2015-12-27,9.37
100,대관령,2015-12-28,10.54
100,대관령,2015-12-29,8.7
100,대관령,2015-12-30,9.14
100,대관령,2015-12-31,6.8
