지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2020-03-16,19.11
100,대관령,2020-03-17,3.55
100,대관령,2020-03-18,23.33
100,대관령,2020-03-19,10.33
100,대관령,2020-03-20,22.5
100,대관령,2020-03-21,20.89
100,대관령,2020-03-22,23.78
100,대관령,2020-03-23,22.74
100,대관령,2020-03-24,24.23
100,대관령,2020-03-25,21.94
100,대관령,2020-03-26,19.43
100,대관령,2020-03-27,2.54
100,대관령,2020-03-28,20.77
100,대관령,2020-03-29,16.99
100,대관령,2020-03-30,24.59
100,대관령,2020-03-31,22.32
100,대관령,2020-04-01,4.71
100,대관령,2020-04-02,22.15
100,대관령,2020-04-03,25.71
100,대관령,2020-04-04,11.63
100,대관령,2020-04-05,25.39
100,대관령,2020-04-06,26.2
100,대관령,2020-04-07,20.53
100,대관령,2020-04-08,26.24
100,대관령,2020-04-09,23.68
100,대관령,2020-04-10,19.46
100,대관령,2020-04-11,17.31
100,대관령,2020-04-12,4.79
100,대관령,2020-04-13,24.21
100,대관령,2020-04-14,27.12
100,대관령,2020-04-15,24.32
100,대관령,2020-04-16,23.61
100,대관령,2020-04-17,11.65
100,대관령,2020-04-18,14.77
100,대관령,2020-04-19,5.48
100,대관령,2020-04-20,13.07
100,대관령,2020-04-21,24.78
100,대관령,2020-04-22,26.88
100,대관령,2020-04-23,26.87
100,대관령,2020-04-24,28.25
100,대관령,2020-04-25,21.08
100,대관령,2020-04-26,14.96
100,대관령,2020-04-27,16.25
100,대관령,2020-04-28,27.66
100,대관령,2020-04-29,26.14
100,대관령,2020-04-30,28.88
100,대관령,2020-05-01,27.42
100,대관령,2020-05-02,18.7
100,대관령,2020-05-03,16.08
100,대관령,2020-05-04,16.57
100,대관령,2020-05-05,12.19
100,대관령,2020-05-06,29.02
100,대관령,2020-05-07,23.66
100,대관령,2020-05-08,28.29
100,대관령,2020-05-09,4.05
100,대관령,2020-05-10,12.12
100,대관령,2020-05-11,28.56
100,대관령,2020-05-12,26.01
100,대관령,2020-05-13,30.71
100,대관령,2020-05-14,23.79
100,대관령,2020-05-15,3.53
100,대관령,2020-05-16,11.77
100,대관령,2020-05-17,26.54
100,대관령,2020-05-18,6.2
100,대관령,2020-05-19,8.92
100,대관령,2020-05-20,10.05
100,대관령,2020-05-21,28.76
100,대관령,2020-05-22,20.69
100,대관령,2020-05-23,24.17
100,대관령,2020-05-24,26.22
100,대관령,2020-05-25,21
100,대관령,2020-05-26,19.15
100,대관령,2020-05-27,25.22
100,대관령,2020-05-28,20.27
100,대관령,2020-05-29,30.63
100,대관령,2020-05-30,31.66
100,대관령,2020-05-31,26.62
100,대관령,2020-06-01,29.34
100,대관령,2020-06-02,16.39
100,대관령,2020-06-03,29.5
100,대관령,2020-06-04,26.67
100,대관령,2020-06-05,20.91
100,대관령,2020-06-06,27.01
100,대관령,2020-06-07,27.95
100,대관령,2020-06-08,29.58
100,대관령,2020-06-09,28.39
100,대관령,2020-06-10,23.25
100,대관령,2020-06-11,24.83
100,대관령,2020-06-12,15
100,대관령,2020-06-13,30.12
100,대관령,2020-06-14,20.81
100,대관령,2020-06-15,28.12
100,대관령,2020-06-16,29.74
100,대관령,2020-06-17,30.54
100,대관령,2020-06-18,13.44
100,대관령,2020-06-19,6.75
100,대관령,2020-06-20,23.02
100,대관령,2020-06-21,24.56
100,대관령,2020-06-22,30.11
100,대관령,2020-06-23,26.39
100,대관령,2020-06-24,4.88
100,대관령,2020-06-25,10.92
100,대관령,2020-06-26,14.88
100,대관령,2020-06-27,13.82
100,대관령,2020-06-28,22.46
100,대관령,2020-06-29,13.51
100,대관령,2020-06-30,8.21
100,대관령,2020-07-01,11.39
100,대관령,2020-07-02,29.76
100,대관령,2020-07-03,21.19
100,대관령,2020-07-04,26.42
100,대관령,2020-07-05,22.94
100,대관령,2020-07-06,23.5
100,대관령,2020-07-07,23.92
100,대관령,2020-07-08,26.56
100,대관령,2020-07-09,18.04
100,대관령,2020-07-10,7.55
100,대관령,2020-07-11,6.87
100,대관령,2020-07-12,13.14
100,대관령,2020-07-13,4.26
100,대관령,2020-07-14,8.12
100,대관령,2020-07-15,19.45
100,대관령,2020-07-16,29.05
100,대관령,2020-07-17,30.35
100,대관령,2020-07-18,26.17
100,대관령,2020-07-19,13.35
100,대관령,2020-07-20,6.84
100,대관령,2020-07-21,26.83
100,대관령,2020-07-22,11.98
100,대관령,2020-07-23,5.04
100,대관령,2020-07-24,4.46
100,대관령,2020-07-25,7.76
100,대관령,2020-07-26,16.87
100,대관령,2020-07-27,7.72
100,대관령,2020-07-28,6.78
100,대관령,2020-07-29,12.68
100,대관령,2020-07-30,14.93
100,대관령,2020-07-31,26
100,대관령,2020-08-01,11.26
100,대관령,2020-08-02,14.47
100,대관령,2020-08-03,2.16
100,대관령,2020-08-04,9.01
100,대관령,2020-08-05,4.29
100,대관령,2020-08-06,9.16
100,대관령,2020-08-07,7.01
100,대관령,2020-08-08,6.07
100,대관령,2020-08-09,4.07
100,대관령,2020-08-10,6.77
100,대관령,2020-08-11,7.99
100,대관령,2020-08-12,22.66
100,대관령,2020-08-13,18.94
100,대관령,2020-08-14,6.7
100,대관령,2020-08-15,3.3
100,대관령,2020-08-16,10.01
100,대관령,2020-08-17,23.98
100,대관령,2020-08-18,26.78
100,대관령,2020-08-19,27.38
100,대관령,2020-08-20,20.1
100,대관령,2020-08-21,6.87
100,대관령,2020-08-22,14.3
100,대관령,2020-08-23,22.08
100,대관령,2020-08-24,19.45
100,대관령,2020-08-25,25.75
100,대관령,2020-08-26,13.55
100,대관령,2020-08-27,13.58
100,대관령,2020-08-28,20
100,대관령,2020-08-29,15.4
100,대관령,2020-08-30,6.25
100,대관령,2020-08-31,8.26
100,대관령,2020-09-01,20.4
100,대관령,2020-09-02,3.24
100,대관령,2020-09-03,12.39
100,대관령,2020-09-04,25.91
100,대관령,2020-09-05,5.85
100,대관령,2020-09-06,4.87
100,대관령,2020-09-07,6.55
100,대관령,2020-09-08,12.08
100,대관령,2020-09-09,12.03
100,대관령,2020-09-10,19.54
100,대관령,2020-09-11,6.45
100,대관령,2020-09-12,3.21
100,대관령,2020-09-13,14.59
100,대관령,2020-09-14,18.48
100,대관령,2020-09-15,17.23
100,대관령,2020-09-16,11.89
100,대관령,2020-09-17,6.02
100,대관령,2020-09-18,19.64
100,대관령,2020-09-19,21.19
100,대관령,2020-09-20,23.33
100,대관령,2020-09-21,20.25
100,대관령,2020-09-22,10.56
100,대관령,2020-09-23,4.44
100,대관령,2020-09-24,4.69
100,대관령,2020-09-25,5.02
100,대관령,2020-09-26,7.75
100,대관령,2020-09-27,16.96
100,대관령,2020-09-28,21.44
100,대관령,2020-09-29,18.06
100,대관령,2020-09-30,9.22
100,대관령,2020-10-01,9.68
100,대관령,2020-10-02,16.04
100,대관령,2020-10-03,9.37
100,대관령,2020-10-04,15.15
100,대관령,2020-10-05,20.59
100,대관령,2020-10-06,20.79
100,대관령,2020-10-07,8.1
100,대관령,2020-10-08,15.23
100,대관령,2020-10-09,7.17
100,대관령,2020-10-10,6.96
100,대관령,2020-10-11,13.26
100,대관령,2020-10-12,13.92
100,대관령,2020-10-13,14.12
100,대관령,2020-10-14,11.04
100,대관령,2020-10-15,15.21
100,대관령,2020-10-16,9.93
100,대관령,2020-10-17,17.93
100,대관령,2020-10-18,17.82
100,대관령,2020-10-19,16.93
100,대관령,2020-10-20,17.07
100,대관령,2020-10-21,6.37
100,대관령,2020-10-22,11.23
100,대관령,2020-10-23,17.06
100,대관령,2020-10-24,17.32
100,대관령,2020-10-25,15.53
100,대관령,2020-10-26,16.25
100,대관령,2020-10-27,14.06
100,대관령,2020-10-28,14.97
100,대관령,2020-10-29,16.58
100,대관령,2020-10-30,9.54
100,대관령,2020-10-31,12.47
100,대관령,2020-11-01,2.6
100,대관령,2020-11-02,15.04
100,대관령,2020-11-03,16.04
100,대관령,2020-11-04,15.74
100,대관령,2020-11-05,14.22
100,대관령,2020-11-06,12.33
100,대관령,2020-11-07,13.38
100,대관령,2020-11-08,14.51
100,대관령,2020-11-09,14.69
100,대관령,2020-11-10,14.55
100,대관령,2020-11-11,13.85
100,대관령,2020-11-12,14.42
100,대관령,2020-11-13,12.65
100,대관령,2020-11-14,11.03
100,대관령,2020-11-15,11.9
100,대관령,2020-11-16,11.43
100,대관령,2020-11-17,5.91
100,대관령,2020-11-18,4.91
100,대관령,2020-11-19,1.42
100,대관령,2020-11-20,3.36
100,대관령,2020-11-21,8.1
100,대관령,2020-11-22,4.03
100,대관령,2020-11-23,13.74
100,대관령,2020-11-24,6.16
100,대관령,2020-11-25,12.2
100,대관령,2020-11-26,11.53
100,대관령,2020-11-27,9.27
100,대관령,2020-11-28,12.48
100,대관령,2020-11-29,12.14
100,대관령,2020-11-30,12.38
100,대관령,2020-12-01,12.33
100,대관령,2020-12-02,6.39
100,대관령,2020-12-03,12.18
100,대관령,2020-12-04,12.79
100,대관령,2020-12-05,10.57
100,대관령,2020-12-06,11.26
100,대관령,2020-12-07,9.18
100,대관령,2020-12-08,10.8
100,대관령,2020-12-09,11.26
100,대관령,2020-12-10,7.53
100,대관령,2020-12-11,7.31
100,대관령,2020-12-12,11.17
100,대관령,2020-12-13,1.91
100,대관령,2020-12-14,11.99
100,대관령,2020-12-15,11.99
100,대관령,2020-12-16,11.94
100,대관령,2020-12-17,11.73
100,대관령,2020-12-18,8.77
100,대관령,2020-12-19,12.08
100,대관령,2020-12-20,11.72
100,대관령,2020-12-21,11.44
100,대관령,2020-12-22,8.51
100,대관령,2020-12-23,5.67
100,대관령,2020-12-24,10.14
100,대관령,2020-12-25,11.36
100,대관령,2020-12-26,10.35
100,대관령,2020-12-27,7.8
100,대관령,2020-12-28,10.22
100,대관령,2020-12-29,4.89
100,대관령,2020-12-30,11.04
100,대관령,2020-12-31,11.58
