지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2018-01-01,10.64
100,대관령,2018-01-02,9.68
100,대관령,2018-01-03,10.78
100,대관령,2018-01-04,8.22
100,대관령,2018-01-05,9.14
100,대관령,2018-01-06,10.77
100,대관령,2018-01-07,7.82
100,대관령,2018-01-08,5.87
100,대관령,2018-01-09,10.17
100,대관령,2018-01-10,8.85
100,대관령,2018-01-11,11.26
100,대관령,2018-01-12,11.94
100,대관령,2018-01-13,10.08
100,대관령,2018-01-14,11.55
100,대관령,2018-01-15,8.76
100,대관령,2018-01-16,6.5
100,대관령,2018-01-17,2.73
100,대관령,2018-01-18,5.91
100,대관령,2018-01-19,11.38
100,대관령,2018-01-20,4.48
100,대관령,2018-01-21,10.8
100,대관령,2018-01-22,6.12
100,대관령,2018-01-23,12.92
100,대관령,2018-01-24,13.14
100,대관령,2018-01-25,12.61
100,대관령,2018-01-26,13.28
100,대관령,2018-01-27,13.46
100,대관령,2018-01-28,11.62
100,대관령,2018-01-29,13.44
100,대관령,2018-01-30,13.2
100,대관령,2018-01-31,7.53
100,대관령,2018-02-01,13.83
100,대관령,2018-02-02,10.1
100,대관령,2018-02-03,13.15
100,대관령,2018-02-04,13.36
100,대관령,2018-02-05,14.39
100,대관령,2018-02-06,14.35
100,대관령,2018-02-07,14.92
100,대관령,2018-02-08,13.52
100,대관령,2018-02-09,10.27
100,대관령,2018-02-10,10.34
100,대관령,2018-02-11,13.05
100,대관령,2018-02-12,15.08
100,대관령,2018-02-13,14.66
100,대관령,2018-02-14,5.32
100,대관령,2018-02-15,14.33
100,대관령,2018-02-16,14.36
100,대관령,2018-02-17,15.88
100,대관령,2018-02-18,12.97
100,대관령,2018-02-19,11.59
100,대관령,2018-02-20,13.22
100,대관령,2018-02-21,14.72
100,대관령,2018-02-22,14.66
100,대관령,2018-02-23,14.31
100,대관령,2018-02-24,9.52
100,대관령,2018-02-25,14.71
100,대관령,2018-02-26,16.84
100,대관령,2018-02-27,6.04
100,대관령,2018-02-28,1.36
100,대관령,2018-03-01,17.26
100,대관령,2018-03-02,18.98
100,대관령,2018-03-03,18.07
100,대관령,2018-03-04,5.49
100,대관령,2018-03-05,5.73
100,대관령,2018-03-06,14.92
100,대관령,2018-03-07,10.7
100,대관령,2018-03-08,2.82
100,대관령,2018-03-09,6.09
100,대관령,2018-03-10,19.27
100,대관령,2018-03-11,19.28
100,대관령,2018-03-12,17.37
100,대관령,2018-03-13,18.35
100,대관령,2018-03-14,18.57
100,대관령,2018-03-15,2.22
100,대관령,2018-03-16,5.19
100,대관령,2018-03-17,18.59
100,대관령,2018-03-18,8.75
100,대관령,2018-03-19,2.31
100,대관령,2018-03-20,5.6
100,대관령,2018-03-21,6.79
100,대관령,2018-03-22,22.32
100,대관령,2018-03-23,21.42
100,대관령,2018-03-24,20
100,대관령,2018-03-25,21.98
100,대관령,2018-03-26,21.23
100,대관령,2018-03-27,21.12
100,대관령,2018-03-28,16.48
100,대관령,2018-03-29,17.25
100,대관령,2018-03-30,21.07
100,대관령,2018-03-31,19.89
100,대관령,2018-04-01,15.09
100,대관령,2018-04-02,21.13
100,대관령,2018-04-03,20.4
100,대관령,2018-04-04,4.6
100,대관령,2018-04-05,2.62
100,대관령,2018-04-06,17.4
100,대관령,2018-04-07,12.6
100,대관령,2018-04-08,15.31
100,대관령,2018-04-09,24.01
100,대관령,2018-04-10,19.02
100,대관령,2018-04-11,24.47
100,대관령,2018-04-12,24.81
100,대관령,2018-04-13,17.21
100,대관령,2018-04-14,3.1
100,대관령,2018-04-15,18.85
100,대관령,2018-04-16,25.55
100,대관령,2018-04-17,17.71
100,대관령,2018-04-18,24.94
100,대관령,2018-04-19,24.26
