지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2018-04-20,24.26
100,대관령,2018-04-21,26.45
100,대관령,2018-04-22,15.77
100,대관령,2018-04-23,2.42
100,대관령,2018-04-24,4.59
100,대관령,2018-04-25,25.57
100,대관령,2018-04-26,22.07
100,대관령,2018-04-27,22.98
100,대관령,2018-04-28,25.89
100,대관령,2018-04-29,24.87
100,대관령,2018-04-30,22.55
100,대관령,2018-05-01,15.72
100,대관령,2018-05-02,3.37
100,대관령,2018-05-03,12.12
100,대관령,2018-05-04,24.23
100,대관령,2018-05-05,21.8
100,대관령,2018-05-06,5.15
100,대관령,2018-05-07,14.15
100,대관령,2018-05-08,5.52
100,대관령,2018-05-09,4.81
100,대관령,2018-05-10,26.28
100,대관령,2018-05-11,24.79
100,대관령,2018-05-12,4.56
100,대관령,2018-05-13,21.98
100,대관령,2018-05-14,25.64
100,대관령,2018-05-15,24.69
100,대관령,2018-05-16,2.33
100,대관령,2018-05-17,5.64
100,대관령,2018-05-18,3.96
100,대관령,2018-05-19,23.42
100,대관령,2018-05-20,18.76
100,대관령,2018-05-21,26.76
100,대관령,2018-05-22,18.66
100,대관령,2018-05-23,29.02
100,대관령,2018-05-24,28.03
100,대관령,2018-05-25,27.59
100,대관령,2018-05-26,28.01
100,대관령,2018-05-27,18.85
100,대관령,2018-05-28,26.29
100,대관령,2018-05-29,21.99
100,대관령,2018-05-30,23.07
100,대관령,2018-05-31,28.73
100,대관령,2018-06-01,28.54
100,대관령,2018-06-02,28.63
100,대관령,2018-06-03,28.71
100,대관령,2018-06-04,22.49
100,대관령,2018-06-05,22.02
100,대관령,2018-06-06,27.25
100,대관령,2018-06-07,25.16
100,대관령,2018-06-08,26.3
100,대관령,2018-06-09,5.6
100,대관령,2018-06-10,7.79
100,대관령,2018-06-11,5.03
100,대관령,2018-06-12,24.76
100,대관령,2018-06-13,12.2
100,대관령,2018-06-14,9.09
100,대관령,2018-06-15,6.53
100,대관령,2018-06-16,27.7
100,대관령,2018-06-17,19.95
100,대관령,2018-06-18,24.34
100,대관령,2018-06-19,14.27
100,대관령,2018-06-20,25.91
100,대관령,2018-06-21,29.34
100,대관령,2018-06-22,29.19
100,대관령,2018-06-23,22.08
100,대관령,2018-06-24,28.03
100,대관령,2018-06-25,20.42
100,대관령,2018-06-26,5.36
100,대관령,2018-06-27,25.85
100,대관령,2018-06-28,15.91
100,대관령,2018-06-29,21.41
100,대관령,2018-06-30,12.67
100,대관령,2018-07-01,4.35
100,대관령,2018-07-02,5.96
100,대관령,2018-07-03,15.4
100,대관령,2018-07-04,11.25
100,대관령,2018-07-05,7.69
100,대관령,2018-07-06,10.53
100,대관령,2018-07-07,11.63
100,대관령,2018-07-08,11.36
100,대관령,2018-07-09,4.4
100,대관령,2018-07-10,10.22
100,대관령,2018-07-11,5.43
100,대관령,2018-07-12,16.84
100,대관령,2018-07-13,23.77
100,대관령,2018-07-14,26.68
100,대관령,2018-07-15,28.47
100,대관령,2018-07-16,28.47
100,대관령,2018-07-17,28.08
100,대관령,2018-07-18,28.13
100,대관령,2018-07-19,27.96
100,대관령,2018-07-20,28.18
100,대관령,2018-07-21,27.97
100,대관령,2018-07-22,27.31
100,대관령,2018-07-23,19.41
100,대관령,2018-07-24,22.55
100,대관령,2018-07-25,21.64
100,대관령,2018-07-26,25.55
100,대관령,2018-07-27,24.44
100,대관령,2018-07-28,8.49
100,대관령,2018-07-29,7.47
100,대관령,2018-07-30,10.42
100,대관령,2018-07-31,26.51
100,대관령,2018-08-01,27.24
100,대관령,2018-08-02,25.38
100,대관령,2018-08-03,25.54
100,대관령,2018-08-04,24.93
100,대관령,2018-08-05,25.03
100,대관령,2018-08-06,5.6
100,대관령,2018-08-07,17.33
100,대관령,2018-08-08,17.53
100,대관령,2018-08-09,10.71
100,대관령,2018-08-10,13.82
100,대관령,2018-08-11,12.61
100,대관령,2018-08-12,16.67
100,대관령,2018-08-13,19.12
100,대관령,2018-08-14,15.71
100,대관령,2018-08-15,22.48
100,대관령,2018-08-16,10.55
100,대관령,2018-08-17,11.37
100,대관령,2018-08-18,25.13
100,대관령,2018-08-19,19.54
100,대관령,2018-08-20,17.07
100,대관령,2018-08-21,11.44
100,대관령,2018-08-22,21.26
100,대관령,2018-08-23,4.73
100,대관령,2018-08-24,6.26
100,대관령,2018-08-25,10.32
100,대관령,2018-08-26,8.72
100,대관령,2018-08-27,5.39
100,대관령,2018-08-28,11.72
100,대관령,2018-08-29,5.94
100,대관령,2018-08-30,12.33
100,대관령,2018-08-31,17.01
100,대관령,2018-09-01,9.51
100,대관령,2018-09-02,18.66
100,대관령,2018-09-03,6.15
100,대관령,2018-09-04,18.37
100,대관령,2018-09-05,20.35
100,대관령,2018-09-06,14.12
100,대관령,2018-09-07,11.08
100,대관령,2018-09-08,18.65
100,대관령,2018-09-09,18.62
100,대관령,2018-09-10,10.71
100,대관령,2018-09-11,9.79
100,대관령,2018-09-12,8.96
100,대관령,2018-09-13,9.18
100,대관령,2018-09-14,3.36
100,대관령,2018-09-15,5.46
100,대관령,2018-09-16,6.9
100,대관령,2018-09-17,16.96
100,대관령,2018-09-18,16.04
100,대관령,2018-09-19,15.19
100,대관령,2018-09-20,2.13
100,대관령,2018-09-21,2.72
100,대관령,2018-09-22,16.81
100,대관령,2018-09-23,11.63
100,대관령,2018-09-24,14.98
100,대관령,2018-09-25,13.53
100,대관령,2018-09-26,8.39
100,대관령,2018-09-27,12.41
100,대관령,2018-09-28,7.98
100,대관령,2018-09-29,15.03
100,대관령,2018-09-30,14.99
100,대관령,2018-10-01,15.56
100,대관령,2018-10-02,15.68
100,대관령,2018-10-03,16.1
100,대관령,2018-10-04,6.44
100,대관령,2018-10-05,1.68
100,대관령,2018-10-06,2.38
100,대관령,2018-10-07,15.42
100,대관령,2018-10-08,14.55
100,대관령,2018-10-09,11.72
100,대관령,2018-10-10,13.81
100,대관령,2018-10-11,14.59
100,대관령,2018-10-12,15.29
100,대관령,2018-10-13,14.22
100,대관령,2018-10-14,13.83
100,대관령,2018-10-15,13.67
100,대관령,2018-10-16,10.07
100,대관령,2018-10-17,4.08
100,대관령,2018-10-18,4.02
100,대관령,2018-10-19,12
100,대관령,2018-10-20,14.08
100,대관령,2018-10-21,13.9
100,대관령,2018-10-22,11.82
100,대관령,2018-10-23,7.13
100,대관령,2018-10-24,13.32
100,대관령,2018-10-25,12.8
100,대관령,2018-10-26,4.42
100,대관령,2018-10-27,13.36
100,대관령,2018-10-28,3.92
100,대관령,2018-10-29,9.35
100,대관령,2018-10-30,12.97
100,대관령,2018-10-31,12.55
100,대관령,2018-11-01,12.46
100,대관령,2018-11-02,12.51
100,대관령,2018-11-03,12.48
100,대관령,2018-11-04,12.26
100,대관령,2018-11-05,9.5
100,대관령,2018-11-06,9.41
100,대관령,2018-11-07,1.89
100,대관령,2018-11-08,1.19
100,대관령,2018-11-09,7.82
100,대관령,2018-11-10,9.64
100,대관령,2018-11-11,6.15
100,대관령,2018-11-12,6.07
100,대관령,2018-11-13,5.06
100,대관령,2018-11-14,4.73
100,대관령,2018-11-15,8.24
100,대관령,2018-11-16,4.51
100,대관령,2018-11-17,6.55
100,대관령,2018-11-18,6.03
100,대관령,2018-11-19,9.47
100,대관령,2018-11-20,9.68
100,대관령,2018-11-21,3.53
100,대관령,2018-11-22,10.94
100,대관령,2018-11-23,9.88
100,대관령,2018-11-24,2.03
100,대관령,2018-11-25,6.86
100,대관령,2018-11-26,9.85
100,대관령,2018-11-27,5.56
100,대관령,2018-11-28,6.88
100,대관령,2018-11-29,6.48
100,대관령,2018-11-30,9.72
100,대관령,2018-12-01,8.47
100,대관령,2018-12-02,5.47
100,대관령,2018-12-03,1.23
100,대관령,2018-12-04,3.73
100,대관령,2018-12-05,6.76
100,대관령,2018-12-06,4.67
100,대관령,2018-12-07,9.27
100,대관령,2018-12-08,9.31
100,대관령,2018-12-09,9.13
100,대관령,2018-12-10,8.75
100,대관령,2018-12-11,1.55
100,대관령,2018-12-12,7.96
100,대관령,2018-12-13,5.16
100,대관령,2018-12-14,9.29
100,대관령,2018-12-15,8.97
100,대관령,2018-12-16,4.12
100,대관령,2018-12-17,8.09
100,대관령,2018-12-18,8.41
100,대관령,2018-12-19,7.68
100,대관령,2018-12-20,7.31
100,대관령,2018-12-21,7.93
100,대관령,2018-12-22,8.03
100,대관령,2018-12-23,7.61
100,대관령,2018-12-24,9.02
100,대관령,2018-12-25,6.11
100,대관령,2018-12-26,8.21
100,대관령,2018-12-27,9.12
100,대관령,2018-12-28,8.95
100,대관령,2018-12-29,9.28
100,대관령,2018-12-30,9.24
100,대관령,2018-12-31,8.93
