지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2016-09-12,6.39
100,대관령,2016-09-13,11.96
100,대관령,2016-09-14,12.7
100,대관령,2016-09-15,15.52
100,대관령,2016-09-16,14.72
100,대관령,2016-09-17,3.06
100,대관령,2016-09-18,7.2
100,대관령,2016-09-19,4.28
100,대관령,2016-09-20,15.1
100,대관령,2016-09-21,11.12
100,대관령,2016-09-22,11.02
100,대관령,2016-09-23,19.31
100,대관령,2016-09-24,18.4
100,대관령,2016-09-25,11.49
100,대관령,2016-09-26,8.64
100,대관령,2016-09-27,3.89
100,대관령,2016-09-28,3.94
100,대관령,2016-09-29,5.17
100,대관령,2016-09-30,11.02
100,대관령,2016-10-01,8.45
100,대관령,2016-10-02,3.93
100,대관령,2016-10-03,11.31
100,대관령,2016-10-04,5.89
100,대관령,2016-10-05,3.05
100,대관령,2016-10-06,14.05
100,대관령,2016-10-07,6.93
100,대관령,2016-10-08,13.96
100,대관령,2016-10-09,18.07
100,대관령,2016-10-10,16.24
100,대관령,2016-10-11,13.36
100,대관령,2016-10-12,14.51
100,대관령,2016-10-13,15.74
100,대관령,2016-10-14,14.42
100,대관령,2016-10-15,14.94
100,대관령,2016-10-16,5.22
100,대관령,2016-10-17,11.51
100,대관령,2016-10-18,12
100,대관령,2016-10-19,15.16
100,대관령,2016-10-20,5.08
100,대관령,2016-10-21,3.09
100,대관령,2016-10-22,11.33
100,대관령,2016-10-23,.89
100,대관령,2016-10-24,14.43
100,대관령,2016-10-25,5.39
100,대관령,2016-10-26,7.67
100,대관령,2016-10-27,9.64
100,대관령,2016-10-28,4.98
100,대관령,2016-10-29,3.01
100,대관령,2016-10-30,15.06
100,대관령,2016-10-31,3.18
100,대관령,2016-11-01,14.54
100,대관령,2016-11-02,14.73
100,대관령,2016-11-03,12.89
100,대관령,2016-11-04,10.47
100,대관령,2016-11-05,8.22
100,대관령,2016-11-06,.95
100,대관령,2016-11-07,8
100,대관령,2016-11-08,12.47
100,대관령,2016-11-09,13.74
100,대관령,2016-11-10,5.12
100,대관령,2016-11-11,11.93
100,대관령,2016-11-12,11.39
100,대관령,2016-11-13,3.57
100,대관령,2016-11-14,8.91
100,대관령,2016-11-15,12.12
100,대관령,2016-11-16,11.45
100,대관령,2016-11-17,11.74
100,대관령,2016-11-18,7.94
100,대관령,2016-11-19,10.25
100,대관령,2016-11-20,10.92
100,대관령,2016-11-21,3.79
100,대관령,2016-11-22,5.91
100,대관령,2016-11-23,5.39
100,대관령,2016-11-24,11.87
100,대관령,2016-11-25,10.38
100,대관령,2016-11-26,3.86
100,대관령,2016-11-27,6.93
100,대관령,2016-11-28,11.07
100,대관령,2016-11-29,11.25
100,대관령,2016-11-30,3.34
100,대관령,2016-12-01,10.49
100,대관령,2016-12-02,10.98
100,대관령,2016-12-03,10.99
100,대관령,2016-12-04,4.07
100,대관령,2016-12-05,3.88
100,대관령,2016-12-06,10.67
100,대관령,2016-12-07,7.2
100,대관령,2016-12-08,8.14
100,대관령,2016-12-09,8.74
100,대관령,2016-12-10,10.92
100,대관령,2016-12-11,10.92
100,대관령,2016-12-12,3.81
100,대관령,2016-12-13,5.24
100,대관령,2016-12-14,2.45
100,대관령,2016-12-15,10.96
100,대관령,2016-12-16,11.07
100,대관령,2016-12-17,9.24
100,대관령,2016-12-18,8.47
100,대관령,2016-12-19,4.88
100,대관령,2016-12-20,8.71
100,대관령,2016-12-21,6.28
100,대관령,2016-12-22,1.12
100,대관령,2016-12-23,5.41
100,대관령,2016-12-24,4.73
100,대관령,2016-12-25,9.45
100,대관령,2016-12-26,1.43
100,대관령,2016-12-27,4.41
100,대관령,2016-12-28,11.3
100,대관령,2016-12-29,10.42
100,대관령,2016-12-30,10.64
100,대관령,2016-12-31,9.6
