지점,지점명,일시,합계 일사량(MJ/m2)
100,대관령,2017-01-01,9.8
100,대관령,2017-01-02,8.46
100,대관령,2017-01-03,10.32
100,대관령,2017-01-04,9.79
100,대관령,2017-01-05,1.59
100,대관령,2017-01-06,10.18
100,대관령,2017-01-07,9.05
100,대관령,2017-01-08,4.19
100,대관령,2017-01-09,10.28
100,대관령,2017-01-10,10.7
100,대관령,2017-01-11,11.26
100,대관령,2017-01-12,10.81
100,대관령,2017-01-13,8.59
100,대관령,2017-01-14,11.56
100,대관령,2017-01-15,11.73
100,대관령,2017-01-16,9.79
100,대관령,2017-01-17,10.75
100,대관령,2017-01-18,9.97
100,대관령,2017-01-19,11.31
100,대관령,2017-01-20,3.15
100,대관령,2017-01-21,11.99
100,대관령,2017-01-22,12.38
100,대관령,2017-01-23,12.96
100,대관령,2017-01-24,13.05
100,대관령,2017-01-25,13.67
100,대관령,2017-01-26,11.3
100,대관령,2017-01-27,13.01
100,대관령,2017-01-28,12.15
100,대관령,2017-01-29,1.93
100,대관령,2017-01-30,6.7
100,대관령,2017-01-31,7.49
100,대관령,2017-02-01,13.43
100,대관령,2017-02-02,14.61
100,대관령,2017-02-03,14.88
100,대관령,2017-02-04,10.45
100,대관령,2017-02-05,7.91
100,대관령,2017-02-06,14.02
100,대관령,2017-02-07,8.93
100,대관령,2017-02-08,7.98
100,대관령,2017-02-09,10.36
100,대관령,2017-02-10,14.9
100,대관령,2017-02-11,15.37
100,대관령,2017-02-12,15.7
100,대관령,2017-02-13,15.71
100,대관령,2017-02-14,15.1
100,대관령,2017-02-15,14.07
100,대관령,2017-02-16,15.78
100,대관령,2017-02-17,14.88
100,대관령,2017-02-18,14.31
100,대관령,2017-02-19,10.03
100,대관령,2017-02-20,16.35
100,대관령,2017-02-21,17.06
100,대관령,2017-02-22,4.19
100,대관령,2017-02-23,12.69
100,대관령,2017-02-24,17.87
100,대관령,2017-02-25,17.54
100,대관령,2017-02-26,17.45
100,대관령,2017-02-27,15.49
100,대관령,2017-02-28,17.26
100,대관령,2017-03-01,7.88
100,대관령,2017-03-02,4.94
100,대관령,2017-03-03,18.53
100,대관령,2017-03-04,17.61
100,대관령,2017-03-05,12.42
100,대관령,2017-03-06,17.37
100,대관령,2017-03-07,19.46
100,대관령,2017-03-08,17.6
100,대관령,2017-03-09,16.35
100,대관령,2017-03-10,19.33
100,대관령,2017-03-11,19.2
100,대관령,2017-03-12,10.35
100,대관령,2017-03-13,18.7
100,대관령,2017-03-14,6.85
100,대관령,2017-03-15,18.19
100,대관령,2017-03-16,19.27
100,대관령,2017-03-17,19.95
100,대관령,2017-03-18,14.78
100,대관령,2017-03-19,20.36
100,대관령,2017-03-20,9.91
100,대관령,2017-03-21,6.7
100,대관령,2017-03-22,20.82
100,대관령,2017-03-23,9.82
100,대관령,2017-03-24,14.86
100,대관령,2017-03-25,7
100,대관령,2017-03-26,9.72
100,대관령,2017-03-27,10.52
100,대관령,2017-03-28,19.07
100,대관령,2017-03-29,21.62
100,대관령,2017-03-30,19.73
100,대관령,2017-03-31,2.75
100,대관령,2017-04-01,7.36
100,대관령,2017-04-02,22.85
100,대관령,2017-04-03,23.29
100,대관령,2017-04-04,21.99
100,대관령,2017-04-05,6.5
100,대관령,2017-04-06,9.95
100,대관령,2017-04-07,22.04
100,대관령,2017-04-08,19.75
100,대관령,2017-04-09,7.98
100,대관령,2017-04-10,24.34
100,대관령,2017-04-11,16.79
100,대관령,2017-04-12,24.52
100,대관령,2017-04-13,24.29
