date,sun,price
2021-12-17,6.64,538
2021-12-20,5.98,546
2021-12-21,7.62,544
2021-12-22,10.85,526
2021-12-23,9.47,521
2021-12-24,6.89,544
2021-12-27,10.33,568
2021-12-28,3.8,578
2021-12-29,4.98,578
2021-12-30,8.37,576
2021-12-31,11.32,590
