date,sun,price
2021-01-04,7.28,755
2021-01-05,7.21,795
2021-01-06,11.11,829
2021-01-07,11.07,811
2021-01-08,11.45,751
2021-01-11,5.12,749
2021-01-12,9.87,801
2021-01-13,9.95,809
2021-01-14,10.14,799
2021-01-15,4.23,779
2021-01-18,7.1,721
2021-01-19,12.54,696
2021-01-20,12.2,676
2021-01-21,4.38,676
2021-01-22,3.22,670
2021-01-25,10.99,655
2021-01-26,3.16,641
2021-01-27,12.63,641
2021-01-28,4.91,645
2021-01-29,13.45,620
2021-02-01,5.44,622
2021-02-02,14.72,592
2021-02-03,14.8,559
2021-02-04,14.93,575
2021-02-05,12.2,549
2021-02-08,15.34,555
2021-02-09,15.4,549
2021-02-10,12.87,522
2021-02-15,7.13,472
2021-02-16,8.78,467
2021-02-17,11.78,493
2021-02-18,13.9,507
2021-02-19,15.83,502
2021-02-22,14.7,502
2021-02-23,15.16,502
2021-02-24,11.27,459
2021-02-25,5.28,447
2021-02-26,16.65,445
2021-03-02,9.58,459
2021-03-03,13.85,453
2021-03-04,5.38,463
2021-03-05,17.01,473
2021-03-08,15.33,463
2021-03-09,16.37,429
2021-03-10,18.74,439
2021-03-11,15.99,445
2021-03-12,5.06,429
2021-03-15,16.7,422
2021-03-16,19.62,432
2021-03-17,20.21,459
2021-03-18,19.75,492
2021-03-19,15.78,492
2021-03-22,21.68,463
2021-03-23,20.72,463
2021-03-24,20.61,453
2021-03-25,21.45,413
2021-03-26,17.65,403
2021-03-29,16.26,423
2021-03-30,22.61,443
2021-03-31,21.94,433
2021-04-01,17.62,443
2021-04-02,17.11,492
2021-04-05,24.64,492
2021-04-06,21.34,492
2021-04-07,23.83,473
2021-04-08,24.11,453
2021-04-09,23.58,463
2021-04-12,3.8,473
2021-04-13,17.53,463
2021-04-14,25.71,463
2021-04-15,22.98,507
2021-04-16,5.79,496
2021-04-19,25.81,466
2021-04-20,23.77,461
2021-04-21,22.34,461
2021-04-22,13.12,471
2021-04-23,17.79,471
2021-04-26,25.15,502
2021-04-27,13.67,522
2021-04-28,16.12,493
2021-04-29,23.29,493
2021-04-30,21.85,493
2021-05-03,26.2,493
2021-05-04,8.29,512
2021-05-06,20.27,492
2021-05-07,11.36,492
2021-05-10,5.99,512
2021-05-11,7.08,502
2021-05-12,27.05,502
2021-05-13,25.48,512
2021-05-14,21.63,492
2021-05-17,4.71,492
2021-05-18,20.25,463
2021-05-20,6.26,453
2021-05-21,5.4,453
2021-05-24,20.86,476
2021-05-25,22.35,472
2021-05-26,10.27,453
2021-05-27,9.95,453
2021-05-28,14.49,453
2021-05-31,20.12,439
2021-06-01,24.22,428
2021-06-02,23.86,409
2021-06-03,4.71,490
2021-06-04,26.67,487
2021-06-07,21.59,535
2021-06-08,25.83,540
2021-06-09,26.53,540
2021-06-10,14.7,545
2021-06-11,16.36,565
2021-06-14,16.42,507
2021-06-15,5.81,468
2021-06-16,17.26,458
2021-06-17,8.81,458
2021-06-18,7.6,487
2021-06-21,26.62,537
2021-06-22,19.62,517
2021-06-23,10.3,527
2021-06-24,17.12,527
2021-06-25,24.27,507
2021-06-28,16.37,492
2021-06-29,16.34,548
2021-06-30,21.19,548
2021-07-01,20.83,552
2021-07-02,18.71,572
2021-07-05,5.49,752
2021-07-06,5.06,732
2021-07-07,6.91,792
2021-07-08,11.16,792
2021-07-09,18.86,752
2021-07-12,18.23,703
2021-07-13,25.69,559
2021-07-14,15.33,522
2021-07-15,18.61,473
2021-07-16,13.79,498
2021-07-19,17.7,566
2021-07-20,12.91,582
2021-07-21,25.66,546
2021-07-22,27.8,510
2021-07-23,24.55,516
2021-07-26,27.13,572
2021-07-27,20.11,612
2021-07-28,22.24,746
2021-07-29,19.08,686
2021-07-30,20.8,700
2021-08-02,8.27,762
2021-08-03,15.1,788
2021-08-04,24.53,736
2021-08-05,22.38,782
2021-08-06,20.28,762
2021-08-09,24.52,746
2021-08-10,19.37,764
2021-08-11,24.47,768
2021-08-12,14.22,692
2021-08-13,14.71,648
2021-08-17,21.6,578
2021-08-18,12.78,586
2021-08-19,15.36,638
2021-08-20,23.93,636
2021-08-23,3.93,624
2021-08-24,7.39,602
2021-08-25,6.85,639
2021-08-26,16.7,599
2021-08-27,4.02,559
2021-08-30,12.0,599
2021-08-31,15.18,592
2021-09-01,5.56,612
2021-09-02,8.42,650
2021-09-03,14.57,635
2021-09-06,4.23,587
2021-09-07,4.71,589
2021-09-08,15.57,604
2021-09-09,18.06,584
2021-09-10,10.4,533
2021-09-13,13.56,541
2021-09-14,14.54,516
2021-09-15,21.97,542
2021-09-16,17.21,623
2021-09-17,10.53,605
2021-09-23,18.31,605
2021-09-24,16.83,640
2021-09-27,14.6,518
2021-09-28,7.52,438
2021-09-29,2.2,439
2021-09-30,19.43,480
2021-10-01,17.54,453
2021-10-05,17.25,437
2021-10-06,18.29,448
2021-10-07,8.46,505
2021-10-08,5.87,546
2021-10-12,2.96,484
2021-10-13,11.53,449
2021-10-14,13.4,431
2021-10-15,6.25,411
2021-10-18,17.12,421
2021-10-19,11.54,596
2021-10-20,15.95,716
2021-10-21,15.92,636
2021-10-22,15.61,638
2021-10-25,15.19,544
2021-10-26,14.2,534
2021-10-27,11.55,570
2021-10-28,15.63,597
2021-10-29,13.98,602
2021-11-01,12.33,584
2021-11-02,12.19,573
2021-11-03,13.41,592
2021-11-04,13.19,581
2021-11-05,11.81,556
2021-11-08,3.22,572
2021-11-09,4.06,660
2021-11-10,4.42,684
2021-11-11,4.44,712
2021-11-12,6.03,748
2021-11-15,10.81,664
2021-11-16,11.76,637
2021-11-17,12.47,586
2021-11-18,9.68,590
2021-11-19,8.72,566
2021-11-22,6.68,572
2021-11-23,5.94,630
2021-11-24,9.06,597
2021-11-25,9.07,614
2021-11-26,11.86,604
2021-11-29,10.14,606
2021-11-30,1.19,612
2021-12-01,7.33,574
2021-12-02,9.93,596
2021-12-06,9.81,578
2021-12-07,9.58,574
2021-12-08,10.62,568
2021-12-09,6.83,566
2021-12-10,3.82,545
2021-12-14,4.79,570
2021-12-15,9.06,561
2021-12-16,4.73,518
