date,sun,price
2020-01-02,7.08,1345
2020-01-03,8.35,1390
2020-01-06,1.29,1355
2020-01-07,0.7,1290
2020-01-08,0.8,1205
2020-01-09,9.6,1120
2020-01-10,11.22,1095
2020-01-13,7.09,1170
2020-01-14,9.88,1140
2020-01-15,9.96,1170
2020-01-16,10.65,1130
2020-01-17,9.72,1070
2020-01-20,8.92,1005
2020-01-21,13.76,955
2020-01-22,1.72,970
2020-01-23,9.6,960
2020-01-28,7.74,925
2020-01-29,6.04,840
2020-01-30,8.87,860
2020-01-31,11.8,810
2020-02-03,13.23,710
2020-02-04,15.54,690
2020-02-05,16.09,620
2020-02-06,12.84,600
2020-02-07,13.33,590
2020-02-10,14.33,560
2020-02-11,12.92,630
2020-02-12,1.46,645
2020-02-13,2.4,595
2020-02-14,14.58,605
2020-02-17,8.17,605
2020-02-18,17.56,605
2020-02-19,16.39,605
2020-02-20,16.06,605
2020-02-21,14.71,613
2020-02-24,16.77,575
2020-02-25,0.86,538
2020-02-26,14.43,525
2020-02-27,17.39,525
2020-02-28,3.12,513
2020-03-02,18.89,513
2020-03-03,17.29,575
2020-03-04,17.77,563
2020-03-05,20.41,575
2020-03-06,21.61,550
2020-03-09,9.31,520
2020-03-10,1.91,520
2020-03-11,22.41,480
2020-03-12,21.53,490
2020-03-13,17.09,510
2020-03-16,22.56,510
2020-03-17,18.75,510
2020-03-18,22.88,510
2020-03-19,17.42,510
2020-03-20,22.58,450
2020-03-23,22.89,490
2020-03-24,22.41,490
2020-03-25,22.72,490
2020-03-26,3.73,560
2020-03-27,7.11,550
2020-03-30,21.81,505
2020-03-31,22.71,510
2020-04-01,19.09,510
2020-04-02,21.59,485
2020-04-03,24.13,490
2020-04-06,24.49,490
2020-04-07,22.64,490
2020-04-08,25.4,440
2020-04-09,23.05,450
2020-04-10,22.91,450
2020-04-13,24.58,460
2020-04-14,27.37,540
2020-04-16,26.63,540
2020-04-17,15.6,535
2020-04-20,11.99,525
2020-04-21,27.29,540
2020-04-22,26.29,550
2020-04-23,26.46,540
2020-04-24,28.69,540
2020-04-27,27.79,540
2020-04-28,27.66,580
2020-04-29,28.08,580
2020-05-04,20.8,560
2020-05-06,28.95,570
2020-05-07,29.08,540
2020-05-08,23.68,595
2020-05-11,25.68,575
2020-05-12,27.19,565
2020-05-13,30.18,493
2020-05-14,23.54,478
2020-05-15,1.99,448
2020-05-18,20.24,448
2020-05-19,8.75,460
2020-05-20,29.52,430
2020-05-21,27.34,433
2020-05-22,25.47,443
2020-05-25,14.76,455
2020-05-26,19.14,455
2020-05-27,28.58,450
2020-05-28,28.23,445
2020-05-29,28.76,460
2020-06-01,24.2,543
2020-06-02,16.12,565
2020-06-03,22.65,550
2020-06-04,20.56,528
2020-06-05,21.79,523
2020-06-08,26.03,523
2020-06-09,27.36,553
2020-06-10,21.41,545
2020-06-11,19.93,575
2020-06-12,8.58,615
2020-06-15,25.97,665
2020-06-16,24.56,690
2020-06-17,13.15,648
2020-06-18,6.26,658
2020-06-19,24.26,656
2020-06-22,25.66,607
2020-06-23,21.35,627
2020-06-24,4.04,687
2020-06-25,4.36,715
2020-06-26,18.12,677
2020-06-29,6.19,615
2020-06-30,7.85,717
2020-07-01,16.49,747
2020-07-02,21.85,717
2020-07-03,5.36,695
2020-07-06,14.39,645
2020-07-07,13.5,655
2020-07-08,21.7,632
2020-07-09,22.06,660
2020-07-10,17.51,640
2020-07-13,4.5,740
2020-07-14,5.23,750
2020-07-15,6.75,770
2020-07-16,24.24,732
2020-07-17,19.34,670
2020-07-20,9.43,640
2020-07-21,21.96,660
2020-07-22,4.19,640
2020-07-23,3.34,627
2020-07-24,5.86,627
2020-07-27,9.16,632
2020-07-28,9.57,633
2020-07-29,4.94,686
2020-07-30,6.98,762
2020-07-31,10.14,729
2020-08-03,13.63,752
2020-08-04,19.01,702
2020-08-05,10.49,706
2020-08-06,6.15,718
2020-08-07,1.49,780
2020-08-10,6.95,815
2020-08-11,10.14,865
2020-08-12,13.36,865
2020-08-13,17.93,787
2020-08-14,15.15,727
2020-08-18,22.79,695
2020-08-19,24.54,719
2020-08-20,24.02,699
2020-08-21,23.75,735
2020-08-24,19.66,1103
2020-08-25,19.77,1203
2020-08-26,11.61,1309
2020-08-27,15.0,1471
2020-08-28,16.09,1471
2020-08-31,10.32,1329
2020-09-01,14.98,1219
2020-09-02,6.02,1166
2020-09-03,15.42,1358
2020-09-04,19.61,1498
2020-09-07,3.9,1306
2020-09-08,16.91,1347
2020-09-09,15.34,1296
2020-09-10,15.04,1284
2020-09-11,5.06,1274
2020-09-14,18.82,1294
2020-09-15,19.7,1274
2020-09-16,6.61,1223
2020-09-17,7.36,1285
2020-09-18,12.83,1285
2020-09-21,18.0,1223
2020-09-22,15.39,1233
2020-09-23,13.24,1282
2020-09-24,16.75,1313
2020-09-25,15.61,1313
2020-09-28,18.57,1343
2020-09-29,16.23,1397
2020-10-05,17.43,1383
2020-10-06,18.94,1325
2020-10-07,16.73,1243
2020-10-08,18.62,1205
2020-10-12,12.42,894
2020-10-13,10.86,843
2020-10-14,7.24,830
2020-10-15,16.62,831
2020-10-16,5.27,821
2020-10-19,14.92,801
2020-10-20,16.07,792
2020-10-21,3.99,770
2020-10-22,9.3,736
2020-10-23,16.36,717
2020-10-26,14.35,655
2020-10-27,13.35,618
2020-10-28,10.56,610
2020-10-29,15.21,577
2020-10-30,14.33,587
2020-11-02,12.76,607
2020-11-03,11.32,619
2020-11-04,14.91,619
2020-11-05,12.68,629
2020-11-06,2.76,629
2020-11-09,13.71,617
2020-11-10,13.56,625
2020-11-11,13.13,585
2020-11-12,12.93,543
2020-11-13,11.52,501
2020-11-16,9.79,459
2020-11-17,5.36,505
2020-11-18,5.25,513
2020-11-19,0.99,593
2020-11-20,1.26,563
2020-11-23,10.64,565
2020-11-24,9.47,523
2020-11-25,11.39,523
2020-11-26,9.56,523
2020-11-27,4.46,481
2020-11-30,10.94,459
2020-12-01,11.26,482
2020-12-02,10.02,487
2020-12-03,9.57,487
2020-12-07,5.6,529
2020-12-08,8.92,546
2020-12-09,10.24,546
2020-12-10,7.08,538
2020-12-11,5.43,527
2020-12-14,11.28,522
2020-12-15,11.1,522
2020-12-16,8.97,526
2020-12-17,10.62,558
2020-12-18,4.56,569
2020-12-21,6.96,599
2020-12-22,5.63,646
